Code,Entity,Unit,Method,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GDPPCP[6],Angola,Thousand 2011$,SSP2,6.045,6.244,6.412,6.544,6.636,6.684,6.7,6.7,6.695,6.684,6.667,6.643,6.606,6.555,6.492,6.421,6.347,6.279,6.223,6.178,6.145,6.127,6.121,6.13,6.153,6.192,6.246,6.316,6.401,6.502,6.619,6.751,6.898,7.06,7.237,7.43,7.638,7.861,8.099,8.351,8.619,8.903,9.202,9.517,9.849,10.2,10.56,10.94,11.34,11.75,12.19,12.63,13.1,13.58,14.09,14.61,15.14,15.7,16.27,16.87,17.48,18.1,18.75,19.41,20.09,20.78,21.5,22.23,22.98,23.76,24.55,25.36,26.2,27.05,27.92,28.81,29.72,30.66,31.61,32.58,33.58,34.6,35.64,36.7
GDPPCP[7],Angola,Thousand 2011$,SSP3,6.045,6.221,6.367,6.477,6.549,6.579,6.577,6.561,6.538,6.508,6.472,6.426,6.365,6.288,6.197,6.094,5.983,5.87,5.758,5.648,5.54,5.437,5.339,5.248,5.165,5.089,5.022,4.964,4.915,4.876,4.845,4.824,4.811,4.807,4.81,4.821,4.84,4.866,4.898,4.936,4.981,5.032,5.088,5.15,5.218,5.291,5.369,5.452,5.539,5.631,5.727,5.827,5.931,6.039,6.15,6.266,6.385,6.507,6.631,6.759,6.89,7.024,7.159,7.297,7.437,7.58,7.724,7.871,8.02,8.172,8.327,8.484,8.644,8.806,8.97,9.136,9.304,9.475,9.648,9.825,10,10.19,10.37,10.56
GDPPCP[8],Angola,Thousand 2011$,SSP4,6.045,6.221,6.367,6.478,6.551,6.583,6.585,6.576,6.566,6.553,6.538,6.517,6.487,6.443,6.39,6.33,6.265,6.201,6.14,6.084,6.033,5.989,5.954,5.928,5.913,5.908,5.916,5.935,5.968,6.014,6.073,6.146,6.232,6.33,6.442,6.567,6.704,6.854,7.017,7.192,7.38,7.58,7.792,8.017,8.255,8.506,8.769,9.045,9.334,9.635,9.948,10.27,10.61,10.96,11.33,11.71,12.09,12.5,12.91,13.33,13.77,14.21,14.67,15.14,15.62,16.11,16.61,17.12,17.64,18.18,18.73,19.28,19.85,20.43,21.03,21.63,22.24,22.87,23.51,24.16,24.82,25.5,26.2,26.91
GDPPCP[9],Angola,Thousand 2011$,SSP5,6.045,6.28,6.498,6.697,6.872,7.02,7.152,7.289,7.44,7.605,7.783,7.971,8.165,8.361,8.562,8.77,8.988,9.217,9.461,9.72,9.997,10.29,10.61,10.96,11.34,11.74,12.18,12.65,13.16,13.71,14.3,14.93,15.6,16.32,17.08,17.88,18.72,19.61,20.55,21.54,22.57,23.65,24.78,25.96,27.18,28.46,29.78,31.14,32.55,34.01,35.51,37.06,38.65,40.29,41.97,43.69,45.46,47.27,49.12,51.02,52.96,54.95,56.97,59.03,61.14,63.29,65.47,67.7,69.98,72.29,74.65,77.05,79.49,81.97,84.5,87.08,89.69,92.35,95.04,97.78,100.6,103.4,106.2,109.1
GDPPCP[1],Argentina,Thousand 2011$,IF,18.95,18.17,17.75,15.88,16.94,17.23,17.45,17.63,17.78,17.87,17.95,18.05,18.15,18.25,18.36,18.48,18.6,18.74,18.87,19.02,19.17,19.32,19.48,19.63,19.79,19.94,20.09,20.23,20.38,20.52,20.67,20.82,20.97,21.12,21.27,21.42,21.56,21.7,21.84,21.98,22.11,22.24,22.38,22.51,22.64,22.77,22.9,23.04,23.17,23.3,23.43,23.56,23.69,23.82,23.96,24.09,24.22,24.36,24.5,24.64,24.79,24.93,25.08,25.22,25.37,25.52,25.67,25.82,25.98,26.14,26.31,26.49,26.67,26.86,27.06,27.28,27.52,27.77,28.05,28.34,28.66,28.98,29.33,29.69
GDPPCP[5],Argentina,Thousand 2011$,SSP1,18.95,19.55,20.17,20.82,21.5,22.21,22.94,23.71,24.49,25.3,26.14,27,27.89,28.8,29.74,30.71,31.69,32.69,33.69,34.7,35.71,36.72,37.74,38.75,39.76,40.76,41.75,42.75,43.74,44.72,45.71,46.69,47.67,48.65,49.62,50.6,51.57,52.54,53.51,54.49,55.46,56.43,57.4,58.37,59.34,60.31,61.28,62.24,63.2,64.15,65.11,66.05,66.99,67.92,68.83,69.73,70.62,71.51,72.4,73.3,74.19,75.09,76,76.92,77.86,78.8,79.76,80.72,81.7,82.69,83.68,84.69,85.71,86.73,87.77,88.82,89.87,90.94,92.01,93.08,94.16,95.25,96.33,97.41
GDPPCP[6],Argentina,Thousand 2011$,SSP2,18.95,19.53,20.12,20.71,21.32,21.93,22.55,23.17,23.8,24.43,25.07,25.71,26.36,27.01,27.67,28.33,28.99,29.66,30.32,30.97,31.63,32.28,32.94,33.59,34.23,34.88,35.53,36.19,36.85,37.52,38.19,38.88,39.57,40.28,40.99,41.71,42.44,43.17,43.92,44.67,45.44,46.21,46.99,47.77,48.56,49.36,50.16,50.97,51.79,52.62,53.45,54.28,55.12,55.97,56.81,57.66,58.52,59.38,60.25,61.13,62.01,62.91,63.81,64.72,65.63,66.55,67.48,68.42,69.36,70.31,71.27,72.24,73.22,74.2,75.19,76.19,77.2,78.21,79.22,80.24,81.27,82.3,83.33,84.37
GDPPCP[7],Argentina,Thousand 2011$,SSP3,18.95,19.51,20.06,20.59,21.11,21.6,22.07,22.53,22.96,23.37,23.77,24.14,24.49,24.83,25.15,25.45,25.74,26.01,26.27,26.51,26.75,26.97,27.18,27.38,27.56,27.73,27.89,28.05,28.2,28.36,28.51,28.67,28.82,28.98,29.13,29.29,29.45,29.61,29.77,29.94,30.11,30.29,30.47,30.66,30.85,31.05,31.25,31.45,31.67,31.88,32.1,32.32,32.54,32.77,32.99,33.22,33.44,33.67,33.89,34.11,34.32,34.54,34.75,34.95,35.16,35.35,35.55,35.74,35.93,36.12,36.31,36.49,36.67,36.85,37.03,37.21,37.38,37.55,37.73,37.9,38.07,38.24,38.41,38.58
GDPPCP[8],Argentina,Thousand 2011$,SSP4,18.95,19.53,20.11,20.69,21.27,21.85,22.44,23.03,23.63,24.24,24.86,25.48,26.11,26.74,27.37,28,28.63,29.25,29.87,30.48,31.08,31.68,32.26,32.84,33.41,33.97,34.52,35.08,35.65,36.22,36.8,37.39,37.98,38.58,39.19,39.81,40.43,41.05,41.69,42.33,42.98,43.63,44.29,44.95,45.62,46.28,46.95,47.62,48.3,48.97,49.64,50.32,51,51.67,52.34,53.01,53.68,54.36,55.04,55.73,56.43,57.13,57.85,58.56,59.29,60.02,60.77,61.52,62.28,63.05,63.84,64.63,65.44,66.25,67.08,67.93,68.78,69.64,70.51,71.39,72.28,73.17,74.06,74.96
GDPPCP[9],Argentina,Thousand 2011$,SSP5,18.95,19.55,20.2,20.88,21.61,22.39,23.22,24.1,25.04,26.04,27.1,28.21,29.37,30.59,31.86,33.19,34.55,35.93,37.33,38.74,40.15,41.57,43,44.44,45.88,47.32,48.78,50.23,51.7,53.18,54.66,56.15,57.66,59.18,60.71,62.26,63.82,65.4,66.99,68.61,70.24,71.88,73.55,75.24,76.94,78.66,80.4,82.15,83.92,85.7,87.5,89.31,91.13,92.94,94.76,96.59,98.42,100.3,102.2,104.1,106,107.9,109.9,112,114,116.2,118.3,120.5,122.8,125.1,127.4,129.8,132.2,134.6,137.1,139.7,142.3,145,147.6,150.4,153.1,155.9,158.8,161.6
