Scenario,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM 3.0ROSE 550 HI Pop,31435.5098,34875.3086,38682.8203,39831.3203,29985.5508,13761.6396,10420.9297,6869.41016,4870.06982,3516.56006,2760.23999
GCAM 3.0ROSE 550 LO Fos,31435.5098,33888.3789,38501.0781,41286.8906,31349.6797,16423.1602,12228.1504,10101.7998,8223.28027,7728.24023,6591.41016
GCAM 3.0ROSE 550 LO Oil,31435.5098,34843.5508,39584.1289,42713.6289,31040.6895,15339.7695,11460.1201,9501.15039,8005.85986,7529.3501,6937.1001
GCAM 3.0ROSE 550 SL Gr,31435.5098,34875.3086,39500.1094,41790.3984,30041.7402,14914.1504,12238.3096,10170,8661.80957,8156.97021,7277.68018
GCAM 3.0ROSE BAU DEF,31435.5098,34875.3086,46351.6602,57484.1797,65646.1406,73305.5781,74526.1172,74369.2969,72634.2031,69152.9609,64622.5391
GCAM 3.0ROSE BAU FS Gr,31435.5098,34875.3086,46642.3203,58916.5117,68894.9531,78984.8516,81576.4609,82438.2969,81596.0781,77086.7578,72621.2031
GCAM 3.0ROSE BAU HI Coal,31435.5098,34843.5508,46198.5508,57277.2383,65439.0703,73828.4063,75310.6719,76280.7578,76368.9063,76051.0938,74753.4297
GCAM 3.0ROSE BAU HI Fos,31435.5098,34963.8906,45952.6484,56683.3984,64804.0898,72588.0078,74361.7813,74829.3984,73899.4219,72239.0625,70207.4219
GCAM 3.0ROSE BAU HI Gas,31435.5098,34875.3086,46351.6602,57484.3398,65649.7109,73303.1797,74643.8828,74691.2188,73066.2109,70091.2188,66028.3281
GCAM 3.0ROSE BAU HI Pop,31435.5098,34875.3086,44667.8594,52578.4219,58421.4805,64121.8906,67074.5234,69374.0313,70915.75,72423.3281,72138.7266
GCAM 3.0ROSE BAU LO Fos,31435.5098,33888.3789,43528.9414,52026.2695,57939.6797,64258.4805,62980.8789,61630.5898,57958.1016,54908.2305,51083.9219
GCAM 3.0ROSE BAU LO Oil,31435.5098,34843.5508,46198.5508,57277.2383,65443.1016,73761.9219,75691.9297,76447.5234,76231.0234,74734.25,72455.1484
GCAM 3.0ROSE BAU SL Gr,31435.5098,34875.3086,46076.6797,56147.0195,62408.6797,67537.5391,67166,65447.4805,62575.7109,59327.9805,55070.2695
GCAM 3.0ROSE WEAK-2020 DEF,31435.5098,34875.3086,43044.1719,37939.0781,19297.2695,7412.91992,1397.71997,-2966.46,-6828.4902,-10355.16,-13496.53
GCAM 3.0ROSE WEAK-2030 DEF,31435.5098,34875.3086,43044.1719,52601.8398,11867.9697,5194.47998,-260.51001,-4322.6499,-8054.5801,-11376.83,-14288.66
GCAM 3.0ROSE WEAK-POL DEF,31435.5098,34875.3086,43044.1484,52601.8281,55683.0586,59527.3984,53965.6602,49142.8398,44236.4688,40354.8203,36246.9414
GCAM 3.1LIMITS-450,31392.7825,34560.525,18097.1305,21281.3997,18336.2513,14130.7873,6106.23823,-1057.9009,-7452.4161,-14816.485,-20747.417
