ModelScenario,CumulativeCO2post2010,"Cumulative CO2 emissions (2010-2100, thousand Gt)",divergence0550steps,divergence0550aps,tolerance03in2005to2050steps,tolerance03in2005to2050aps
EC-IAM 2012EMF27-550-NucOff,1652392.8173599192,1.6523928173599192,-0.8272679695780263,0.26633303975530714,N,Y
EC-IAM 2012EMF27-Base-Conv,4864860.056472279,4.8648600564722795,1.166092230357418,2.259693239690751,N,N
EC-IAM 2012EMF27-Base-EERE,3294333.0661722384,3.2943330661722383,0.5108642117633269,1.6044652210966603,N,N
EC-IAM 2012EMF27-Base-FullTech,4587867.24254407,4.58786724254407,1.0978697875778014,2.1914707969111347,N,N
EC-IAM 2012EMF27-Base-LimBio,4684865.481236238,4.684865481236238,1.111623590166464,2.205224599499797,N,N
EC-IAM 2012EMF27-Base-LimSW,4764479.469531035,4.764479469531035,1.1498564458821887,2.243457455215522,N,N
EC-IAM 2012EMF27-Base-LimTech,4982305.368781182,4.982305368781182,1.193794618189179,2.2873956275225122,N,N
EC-IAM 2012EMF27-Base-LowEI,3289972.6803909633,3.2899726803909632,0.5065311784492013,1.6001321877825347,N,N
EC-IAM 2012EMF27-Base-NucOff,4631507.575471759,4.631507575471759,1.113547951403362,2.2071489607366956,N,N
EC-IAM 2012EMF27-FP-EERE,2564448.1614045072,2.564448161404507,-0.10732446865602344,0.98627654067731,Y,N
EC-IAM 2012EMF27-FP-FullTech,2942798.1546976115,2.9427981546976114,0.08375015239264805,1.1773511617259813,Y,N
EC-IAM 2012EMF27-G8-EERE,1638943.2742162254,1.6389432742162253,-1.2850005504287447,-0.19139954109541135,N,Y
EC-IAM 2012EMF27-G8-FullTech,1982970.2251408396,1.9829702251408396,-0.806249457084619,0.2873515522487144,N,Y
GCAM 2.0AME 2.6 W/m2 OS,1175242.1462932124,1.1752421462932123,-2.2337423362444473,-1.140141326911114,N,N
GCAM 2.0AME 3.7 W/m2 NTE,2306316.7017695815,2.3063167017695814,-0.686598049259067,0.4070029600742664,N,N
GCAM 2.0AME CO2 price $10 (5% p.a.),2384038.096096397,2.384038096096397,0.33443672894904763,1.428037738282381,N,N
GCAM 2.0AME CO2 price $30 (5% p.a.),1088910.8887117864,1.0889108887117864,-2.517502227386268,-1.4239012180529347,N,N
GCAM 2.0AME CO2 price $50 (5% p.a.),565035.7835242952,0.5650357835242952,-5.171169211727,-4.0775682023936675,N,N
GCAM 2.0AME Reference,5879802.458811767,5.879802458811767,1.2950771453781034,2.3886781547114366,N,N
GCAM 3.0AMPERE2-450-Conv-HST,1258833.438892544,1.258833438892544,-2.9460985574752656,-1.8524975481419323,N,N
GCAM 3.0AMPERE2-450-Conv-LST,1227603.0326818242,1.2276030326818241,-2.5506053024327513,-1.457004293099418,N,N
GCAM 3.0AMPERE2-450-Conv-OPT,1187675.2421509728,1.1876752421509729,-2.088151026238611,-0.9945500169052779,N,N
GCAM 3.0AMPERE2-450-EERE-HST,1238177.8943104243,1.2381778943104242,-2.436717021648537,-1.3431160123152037,N,N
GCAM 3.0AMPERE2-450-EERE-LST,1210080.9720791217,1.2100809720791217,-1.9874966276607133,-0.8938956183273798,N,N
GCAM 3.0AMPERE2-450-EERE-OPT,1185664.1625182156,1.1856641625182156,-1.7720483120588582,-0.6784473027255249,N,N
GCAM 3.0AMPERE2-450-FullTech-HST,1181926.2652636056,1.1819262652636056,0.03819655266049454,1.1317975619938279,Y,N
GCAM 3.0AMPERE2-450-FullTech-LST,1161279.9293141463,1.1612799293141463,0.08687877857792714,1.1804797879112605,Y,N
GCAM 3.0AMPERE2-450-FullTech-OPT,1179756.6004683722,1.1797566004683722,0.05930208897235445,1.1529030983056878,Y,N
GCAM 3.0AMPERE2-450-LimBio-HST,1257958.278956083,1.257958278956083,-2.9150313272981596,-1.8214303179648264,N,N
GCAM 3.0AMPERE2-450-LimBio-LST,1227102.1861810011,1.2271021861810012,-2.5342002686966696,-1.4405992593633363,N,N
GCAM 3.0AMPERE2-450-LimBio-OPT,1187781.8260558639,1.187781826055864,-2.1106916398780875,-1.0170906305447542,N,N
GCAM 3.0AMPERE2-450-LimSW-HST,1180728.6786795256,1.1807286786795257,0.0569945800189825,1.1505955893523159,Y,N
GCAM 3.0AMPERE2-450-LimSW-LST,1162790.5760308458,1.1627905760308457,0.1107717889942707,1.204372798327604,Y,N
GCAM 3.0AMPERE2-450-LimSW-OPT,1179673.787397147,1.179673787397147,0.07631520415427062,1.169916213487604,Y,N
GCAM 3.0AMPERE2-450-LowEI-HST,1191306.137085357,1.191306137085357,-0.05548924962639412,1.0381117597069394,Y,N
GCAM 3.0AMPERE2-450-LowEI-LST,1180511.5477727265,1.1805115477727266,-0.04418110159410621,1.0494199077392272,Y,N
GCAM 3.0AMPERE2-450-LowEI-OPT,1187569.1688129383,1.1875691688129382,-0.03909835379210097,1.0545026555412325,Y,N
GCAM 3.0AMPERE2-450-NoCCS-HST,1237527.981992275,1.237527981992275,-2.505701895601283,-1.4121008862679498,N,N
GCAM 3.0AMPERE2-450-NoCCS-LST,1207903.8233412753,1.2079038233412753,-2.0459955385814705,-0.9523945292481373,N,N
GCAM 3.0AMPERE2-450-NoCCS-OPT,1183429.5915575682,1.183429591557568,-1.677660026243875,-0.5840590169105417,N,N
GCAM 3.0AMPERE2-450-NucOff-HST,1177505.0117550022,1.177505011755002,0.10726310457102628,1.2008641139043597,Y,N
GCAM 3.0AMPERE2-450-NucOff-LST,1160603.7860864098,1.1606037860864098,0.15734187901270202,1.2509428883460354,Y,N
GCAM 3.0AMPERE2-450-NucOff-OPT,1175977.756460609,1.1759777564606089,0.12715495309571184,1.2207559624290452,Y,N
GCAM 3.0AMPERE2-550-Conv-OPT,2089854.489002381,2.089854489002381,-0.2861273026279911,0.8074737067053422,Y,N
GCAM 3.0AMPERE2-550-EERE-OPT,2096057.593984643,2.096057593984643,0.09388482652291386,1.1874858358562472,Y,N
GCAM 3.0AMPERE2-550-FullTech-HST,2083070.1998262266,2.0830701998262264,0.700776286816773,1.7943772961501063,N,N
GCAM 3.0AMPERE2-550-FullTech-LST,2063956.5716366991,2.063956571636699,0.6905708026220602,1.7841718119553935,N,N
GCAM 3.0AMPERE2-550-FullTech-OPT,2087968.921393596,2.087968921393596,0.7080568997594484,1.8016579090927818,N,N
GCAM 3.0AMPERE2-550-LimBio-OPT,2092116.3363918336,2.092116336391834,-0.2789935390514603,0.8146074702818731,Y,N
GCAM 3.0AMPERE2-550-LimSW-OPT,2084707.4767418685,2.0847074767418685,0.7263761238384862,1.8199771331718195,N,N
GCAM 3.0AMPERE2-550-LowEI-OPT,2089876.6874957501,2.08987668749575,0.5068088461495497,1.6004098554828832,N,N
GCAM 3.0AMPERE2-550-NoCCS-OPT,2086717.362638014,2.086717362638014,-0.003748150058847599,1.0898528592744858,Y,N
GCAM 3.0AMPERE2-550-NucOff-OPT,2082679.6911350128,2.082679691135013,0.762601576545438,1.8562025858787714,N,N
GCAM 3.0AMPERE2-Base-Conv-OPT,6332750.283614622,6.332750283614622,1.7323518785828305,2.8259528879161637,N,N
GCAM 3.0AMPERE2-Base-EERE-OPT,4780933.172234282,4.780933172234282,1.2343510634651822,2.3279520727985155,N,N
GCAM 3.0AMPERE2-Base-FullTech-OPT,6139427.313205194,6.139427313205194,1.676650859982891,2.7702518693162244,N,N
GCAM 3.0AMPERE2-Base-LimBio-OPT,6155141.637517909,6.155141637517908,1.6766635880358018,2.770264597369135,N,N
GCAM 3.0AMPERE2-Base-LimSW-OPT,6309484.176267175,6.309484176267175,1.732339365570898,2.8259403749042313,N,N
GCAM 3.0AMPERE2-Base-LowEI-OPT,4562559.173841485,4.562559173841485,1.157635767063753,2.251236776397086,N,N
GCAM 3.0AMPERE2-Base-NucOff-OPT,6505992.995145684,6.505992995145684,1.76715097645992,2.8607519857932533,N,N
GCAM 3.0AMPERE3-450,1173054.1344910632,1.1730541344910632,0.04225116942605861,1.135852178759392,Y,N
GCAM 3.0AMPERE3-450P-CE,1165654.1839787783,1.1656541839787784,0.021916024082509367,1.1155170334158426,Y,N
GCAM 3.0AMPERE3-450P-EU,1206730.0755590762,1.2067300755590762,0.05121400328987391,1.1448150126232073,Y,N
GCAM 3.0AMPERE3-550,2082046.224166966,2.082046224166966,0.7199070385386918,1.8135080478720251,N,N
GCAM 3.0AMPERE3-Base,6608555.042045969,6.608555042045968,1.8086702432256514,2.9022712525589847,N,N
GCAM 3.0AMPERE3-Base-EUback,6530045.041794083,6.530045041794083,1.7938614428694581,2.8874624522027914,N,N
GCAM 3.0AMPERE3-CF450,1173238.2054562678,1.1732382054562678,0.05376671057410004,1.1473677199074335,Y,N
GCAM 3.0AMPERE3-CF450P-EU,1343225.0838765975,1.3432250838765976,0.16085358504222036,1.2544545943755536,Y,N
GCAM 3.0AMPERE3-CF550,2083030.3897487146,2.0830303897487146,0.7333672606687004,1.8269682700020338,N,N
GCAM 3.0AMPERE3-RefP-CEback,4464894.258745938,4.464894258745938,1.0116848429484748,2.105285852281808,N,N
GCAM 3.0AMPERE3-RefP-EUback,4538686.11906022,4.538686119060221,1.0600976106007765,2.1536986199341097,N,N
GCAM 3.0AMPERE3-RefPol,4549645.469162767,4.549645469162767,1.0621967225577897,2.155797731891123,N,N
GCAM 3.0EMF27-450-Conv,497479.385899874,0.49747938589987395,-2.013013965142435,-0.9194129558091015,N,N
GCAM 3.0EMF27-450-EERE,637235.1142743593,0.6372351142743593,-1.3469489955827956,-0.2533479862494621,N,Y
GCAM 3.0EMF27-450-FullTech,681604.8794175407,0.6816048794175408,-1.1663291597381051,-0.07272815040477187,N,Y
GCAM 3.0EMF27-450-LimBio,524605.7884567743,0.5246057884567743,-1.992362546849904,-0.8987615375165705,N,N
GCAM 3.0EMF27-450-NoCCS,629429.9961076559,0.6294299961076559,-1.4292055077567802,-0.335604498423447,N,N
GCAM 3.0EMF27-550-Conv,1307102.5302420186,1.3071025302420187,-0.8079731994517736,0.28562780988155984,N,Y
GCAM 3.0EMF27-550-EERE,1396378.6059498591,1.396378605949859,-0.5086019875238177,0.5849990218095157,N,N
GCAM 3.0EMF27-550-FullTech,1308947.9931728002,1.3089479931728,-0.9837675018764198,0.10983350745691356,N,Y
GCAM 3.0EMF27-550-LimBio,1321420.3648926197,1.3214203648926197,-0.826724018741771,0.2668769905915623,N,Y
GCAM 3.0EMF27-550-LimSW,1290725.8598575213,1.2907258598575213,-0.9756876158261066,0.11791339350722674,N,Y
GCAM 3.0EMF27-550-LowEI,1347720.2408910592,1.3477202408910591,-0.7686092592231986,0.32499175011013476,N,N
GCAM 3.0EMF27-550-NoCCS,1368455.6857741866,1.3684556857741865,-0.6558317343073244,0.43776927502600893,N,N
GCAM 3.0EMF27-550-NucOff,1271379.4784177446,1.2713794784177446,-0.9887298781567188,0.10487113117661462,N,Y
GCAM 3.0EMF27-Base-Conv,5891809.4163786,5.8918094163785995,1.4020124969098071,2.4956135062431404,N,N
GCAM 3.0EMF27-Base-EERE,4494351.637711922,4.4943516377119215,0.942757842402434,2.036358851735767,N,N
GCAM 3.0EMF27-Base-FullTech,5712285.693277029,5.712285693277029,1.3569931114291243,2.4505941207624575,N,N
GCAM 3.0EMF27-Base-LimBio,5740087.224521634,5.740087224521634,1.3570382889836017,2.4506392983169354,N,N
GCAM 3.0EMF27-Base-LimSW,5854161.432168126,5.854161432168126,1.4019665532858938,2.495567562619227,N,N
GCAM 3.0EMF27-Base-LimTech,6358688.595924155,6.358688595924155,1.5338864799224048,2.627487489255738,N,N
GCAM 3.0EMF27-Base-LowEI,4226945.991446761,4.226945991446762,0.8213444389077259,1.9149454482410593,N,N
GCAM 3.0EMF27-Base-NucOff,6101189.039287074,6.101189039287074,1.4796586318689449,2.573259641202278,N,N
GCAM 3.0EMF27-FP-FullTech,3036349.131374506,3.036349131374506,0.6043588976495331,1.6979599069828666,N,N
GCAM 3.0EMF27-G8-FullTech,1669281.3055901397,1.6692813055901397,-0.7909973579478208,0.3026036513855126,N,N
GCAM 3.0ROSE 450 DEF,999785.3815978534,0.9997853815978534,-3.663182973583521,-2.5695819642501876,N,N
GCAM 3.0ROSE 450 FS Gr,945377.5178958958,0.9453775178958957,-3.805183455153664,-2.711582445820331,N,N
GCAM 3.0ROSE 450 HI Coal,1010936.7596709015,1.0109367596709014,-3.621442833179489,-2.5278418238461557,N,N
GCAM 3.0ROSE 450 HI Fos,1004769.1308626198,1.0047691308626199,-3.7697391658698836,-2.6761381565365503,N,N
GCAM 3.0ROSE 450 HI Gas,997131.5640445289,0.9971315640445289,-3.676806308005977,-2.583205298672644,N,N
GCAM 3.0ROSE 450 HI Pop,795895.3455085608,0.7958953455085608,-7.819458404735631,-6.725857395402297,N,N
GCAM 3.0ROSE 450 LO Fos,1015557.0126201722,1.0155570126201723,-3.3820153394208514,-2.288414330087518,N,N
GCAM 3.0ROSE 450 LO Oil,1002774.916071732,1.0027749160717319,-3.6679375698130907,-2.5743365604797575,N,N
GCAM 3.0ROSE 450 SL Gr,1036602.0374095539,1.036602037409554,-3.4794809694408904,-2.385879960107557,N,N
GCAM 3.0ROSE 550 DEF,1872430.774249188,1.872430774249188,-2.049910048095498,-0.9563090387621644,N,N
GCAM 3.0ROSE 550 FS Gr,1844987.4729942544,1.8449874729942544,-2.105134686576101,-1.0115336772427677,N,N
GCAM 3.0ROSE 550 HI Coal,1899835.776892974,1.8998357768929741,-1.9680681188468676,-0.8744671095135341,N,N
GCAM 3.0ROSE 550 HI Fos,1866516.9872685494,1.8665169872685494,-2.0821285950078856,-0.9885275856745523,N,N
GCAM 3.0ROSE 550 HI Gas,1866783.2194648639,1.866783219464864,-2.0504553337667075,-0.9568543244333743,N,N
GCAM 3.0ROSE 550 HI Pop,1691203.0054230825,1.6912030054230824,-2.595327756186477,-1.501726746853144,N,N
GCAM 3.0ROSE 550 LO Fos,1886752.1013989965,1.8867521013989965,-1.81859411777643,-0.7249931084430965,N,N
GCAM 3.0ROSE 550 LO Oil,1887028.9254848529,1.887028925484853,-1.9846457143205063,-0.891044704987173,N,N
GCAM 3.0ROSE 550 SL Gr,1892548.9329152522,1.892548932915252,-1.9922287606664684,-0.8986277513331351,N,N
GCAM 3.0ROSE BAU DEF,5893437.099921301,5.893437099921301,1.6301240835911912,2.723725092924525,N,N
GCAM 3.0ROSE BAU FS Gr,6362660.526325095,6.3626605263250955,1.7847986285357664,2.8783996378690997,N,N
GCAM 3.0ROSE BAU HI Coal,6079445.5964134885,6.079445596413488,1.6225262124495212,2.7161272217828545,N,N
GCAM 3.0ROSE BAU HI Fos,5941171.304909461,5.941171304909461,1.6143471411624928,2.707948150495826,N,N
GCAM 3.0ROSE BAU HI Gas,5919057.878753873,5.919057878753873,1.633423297369999,2.727024306703332,N,N
GCAM 3.0ROSE BAU HI Pop,5592927.633214966,5.592927633214966,1.2633344636836736,2.356935473017007,N,N
GCAM 3.0ROSE BAU LO Fos,5029729.6760941,5.0297296760940995,1.2700221014862243,2.3636231108195576,N,N
GCAM 3.0ROSE BAU LO Oil,6057493.331879567,6.057493331879567,1.629460458791038,2.7230614681243717,N,N
GCAM 3.0ROSE BAU SL Gr,5373215.39130843,5.373215391308429,1.462947626668591,2.5565486360019243,N,N
GCAM 3.0ROSE WEAK-2020 DEF,1016861.6707947862,1.0168616707947862,-3.9185815827666355,-2.8249805734333022,N,N
GCAM 3.0ROSE WEAK-2030 DEF,1006845.520807738,1.006845520807738,-5.028730568290471,-3.935129558957138,N,N
GCAM 3.0ROSE WEAK-POL DEF,4386489.739480994,4.386489739480994,1.114597387824428,2.2081983971577612,N,N
GCAM 3.1LIMITS-450,618978.4429976916,0.6189784429976916,-1.0810273182561478,0.012573691077185423,N,Y
GCAM 3.1LIMITS-500,978140.51640287,0.9781405164028699,-0.5178514632987959,0.5757495460345374,N,N
GCAM 3.1LIMITS-Base,5840017.3601528155,5.840017360152816,1.4014875279635204,2.4950885372968536,N,N
GCAM 3.1LIMITS-RefPol,4047670.5170036857,4.047670517003685,0.9205870482767234,2.014188057610057,N,N
GCAM 3.1LIMITS-RefPol-450,639257.389597057,0.639257389597057,-1.119447725543902,-0.025846716210568554,N,Y
GCAM 3.1LIMITS-RefPol-450-EE,639257.389597057,0.639257389597057,-1.119447725543902,-0.025846716210568554,N,Y
GCAM 3.1LIMITS-RefPol-450-PC,639257.389597057,0.639257389597057,-1.119447725543902,-0.025846716210568554,N,Y
GCAM 3.1LIMITS-RefPol-500,982975.7163523306,0.9829757163523306,-0.5459089387194044,0.547692070613929,N,N
GCAM 3.1LIMITS-RefPol2030-500,1039418.1261829062,1.0394181261829063,-0.5261749607005424,0.567426048632791,N,N
GCAM 3.1LIMITS-StrPol,2840287.2992865355,2.8402872992865356,0.523058304767498,1.6166593141008314,N,N
GCAM 3.1LIMITS-StrPol-450,651509.9587283084,0.6515099587283084,-1.1132768571652423,-0.019675847831908788,N,Y
GCAM 3.1LIMITS-StrPol-500,982766.1213514361,0.9827661213514362,-0.5607430440262144,0.5328579653071189,N,N
GCAM4SSP1-19,1227727.6908471026,1.2277276908471026,NA,NA,NA,NA
GCAM4SSP1-26,1959971.49396278,1.9599714939627801,NA,NA,NA,NA
GCAM4SSP1-34,2804853.2634995845,2.8048532634995844,NA,NA,NA,NA
GCAM4SSP1-45,3419142.195694477,3.419142195694477,NA,NA,NA,NA
GCAM4SSP1-Baseline,4071415.856720585,4.071415856720585,NA,NA,NA,NA
GCAM4SSP2-19,529373.8031140134,0.5293738031140134,NA,NA,NA,NA
GCAM4SSP2-26,1158027.792478289,1.158027792478289,NA,NA,NA,NA
GCAM4SSP2-34,2205024.9788199877,2.2050249788199876,NA,NA,NA,NA
GCAM4SSP2-45,2729479.730584789,2.729479730584789,NA,NA,NA,NA
GCAM4SSP2-60,4360845.892679198,4.3608458926791975,NA,NA,NA,NA
GCAM4SSP2-Baseline,5510618.220069458,5.510618220069458,NA,NA,NA,NA
GCAM4SSP3-Baseline,5521341.337727234,5.521341337727233,NA,NA,NA,NA
GCAM4SSP4-26,567358.141958192,0.567358141958192,NA,NA,NA,NA
GCAM4SSP4-34,1380345.6937012644,1.3803456937012644,NA,NA,NA,NA
GCAM4SSP4-45,2244734.92035584,2.24473492035584,NA,NA,NA,NA
GCAM4SSP4-60,3675971.494311646,3.675971494311646,NA,NA,NA,NA
GCAM4SSP4-Baseline,4384977.316027436,4.384977316027436,0.970516709147277,2.0641177184806105,N,N
GCAM4SSP5-19,970089.0633422189,0.9700890633422189,NA,NA,NA,NA
GCAM4SSP5-26,1509538.973251376,1.509538973251376,NA,NA,NA,NA
GCAM4SSP5-34,2393195.757729308,2.393195757729308,NA,NA,NA,NA
GCAM4SSP5-45,3196772.6796490103,3.19677267964901,NA,NA,NA,NA
GCAM4SSP5-60,4769393.397156928,4.769393397156928,NA,NA,NA,NA
GCAM4SSP5-Baseline,7413083.294951383,7.413083294951383,NA,NA,NA,NA
GRAPE ver2011EMF27-550-Conv,1440992.5260560175,1.4409925260560175,-1.373109604241153,-0.27950859490781954,N,Y
GRAPE ver2011EMF27-550-FullTech,1422336.3813761203,1.4223363813761203,-1.390816494830697,-0.29721548549736343,N,Y
GRAPE ver2011EMF27-550-LimBio,1442008.3522412872,1.4420083522412872,-1.3713084028811706,-0.27770739354783736,N,Y
GRAPE ver2011EMF27-550-LowEI,1379589.3558972378,1.3795893558972379,-1.7867545006760857,-0.6931534913427524,N,N
GRAPE ver2011EMF27-Base-Conv,5230606.872494897,5.230606872494897,1.2622515744807021,2.3558525838140354,N,N
GRAPE ver2011EMF27-Base-EERE,4068064.1502957055,4.068064150295705,0.7195067322026975,1.8131077415360308,N,N
GRAPE ver2011EMF27-Base-FullTech,5089174.701418745,5.089174701418745,1.1659393088899845,2.259540318223318,N,N
GRAPE ver2011EMF27-Base-LimBio,5145256.066462536,5.145256066462537,1.1884759574362236,2.282076966769557,N,N
GRAPE ver2011EMF27-Base-LowEI,3663683.7323962315,3.6636837323962315,0.5429548301724237,1.6365558395057571,N,N
GRAPE_ver1998AME 3.7 W/m2 NTE,1246945.6190624693,1.2469456190624693,-1.9189339907052543,-0.825332981371921,N,N
GRAPE_ver1998AME CO2 price $10 (5% p.a.),2689859.0135455015,2.6898590135455014,0.14371913602300185,1.2373201453563352,Y,N
GRAPE_ver1998AME CO2 price $30 (5% p.a.),2182823.67174217,2.1828236717421703,-0.575145379854602,0.5184556294787314,N,N
GRAPE_ver1998AME CO2 price $50 (5% p.a.),1578632.5667668213,1.5786325667668213,-1.0315917365153697,0.062009272817963756,N,Y
GRAPE_ver1998AME Reference,4837483.255266234,4.837483255266235,1.098747936075013,2.1923489454083462,N,N
GTEMREF32AME CO2 price $10 (5% p.a.),3149306.0740709,3.1493060740709002,1.0664009383417574,2.1600019476750907,N,N
GTEMREF32AME CO2 price $30 (5% p.a.),1525361.614125731,1.525361614125731,-0.6862327613354283,0.40736824799790505,N,N
GTEMREF32AME CO2 price $50 (5% p.a.),863450.2817522549,0.8634502817522549,-1.6455941947964803,-0.5519931854631468,N,N
GTEMREF32AME Reference,7532204.839799679,7.532204839799679,2.0491775933733516,3.142778602706685,N,N
IMACLIM v1.1AMPERE2-450-FullTech-LST,1124607.6157671006,1.1246076157671006,-2.5962966030394337,-1.5026955937061004,N,N
