MODEL,SCENARIO,REGION,scenariotype,Database,tolerance,variable,growth0520,growth0550,divergence0519
IMACLIM v1.1,AMPERE3-450,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.3849680739437449,-2.5547236593966796,-0.45104041526114713
IMACLIM v1.1,AMPERE3-550,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.3579764612636833,-1.7691729083258976,-0.42404880258108557
IMACLIM v1.1,AMPERE3-CF450,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.32792152753065906,-2.583151187508839,-0.3939938688480613
IMACLIM v1.1,AMPERE3-CF550,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.3099705726125397,-1.802450681322018,-0.37604291392994194
IMACLIM v1.1,EMF27-Base-LowEI,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.2366253156340885,0.07974561402449298,0.17055297431668626
IMACLIM v1.1,EMF27-FP-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.1774602160966232,-0.8221652980421545,-0.24353255741402546
IMACLIM v1.1,EMF27-G8-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.20939214543150309,-1.65676704042008,-0.27546448674890534
IMAGE 2.4,AME 3.7 W/m2 NTE,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.008471253355324393,-1.0702694103716837,-0.05760108796207786
IMAGE 2.4,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.0315430996862236,-0.7810613688378589,-0.03452924163117865
IMAGE 2.4,AMPERE2-450-LowEI-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.05340605170462842,-2.370486980763812,-0.012666289612773829
IMAGE 2.4,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.03330649698754096,-2.4669190601079842,-0.03276584432986129
IMAGE 2.4,AMPERE2-450-NucOff-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.048576179678742504,-3.0651339470536936,-0.11464852099614475
IMAGE 2.4,AMPERE2-550-FullTech-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.01632682436995947,-1.236236331050134,-0.04974551694744278
IMAGE 2.4,AMPERE2-550-FullTech-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.08954041964290838,-1.2454510302370223,0.023468078325506125
IMAGE 2.4,AMPERE3-450,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.1193274732345806,-2.626313197166912,-0.18539981455198284
IMAGE 2.4,AMPERE3-450P-CE,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.03582537492389304,-1.8902715023570138,-0.10189771624129529
IMAGE 2.4,AMPERE3-550,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.07007568251889151,-1.2077419314643736,-0.13614802383629376
IMAGE 2.4,AMPERE3-CF550,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.08954041964290838,-1.2454510302370223,0.023468078325506125
IMAGE 2.4,AMPERE3-RefP-CEback,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.03582537492389304,-0.5184968280643807,-0.10189771624129529
IMAGE 2.4,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.09034672352486339,-1.3269526219123782,0.024274382207461143
IMAGE 2.4,EMF27-550-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.08265625156457901,-1.4849931956095652,0.01658391024717676
IMAGE 2.4,EMF27-550-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.07164491639256232,-1.3831498646912443,0.005572575075160069
IMAGE 2.4,EMF27-550-LimSW,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.10581731476684442,-1.491061953943296,0.03974497344944217
IMAGE 2.4,EMF27-550-NucOff,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.10702879440855173,-1.71271256737684,0.04095645309114948
IMAGE 2.4,EMF27-Base-EERE,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.09426896154642717,-0.07773783514223032,0.028196620229024916
IMAGE 2.4,EMF27-Base-LowEI,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.06716564712041517,-0.11018287360266332,0.0010933058030129228
IMAGE 2.4,EMF27-FP-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.05211071813620327,-0.31576310241441,-0.013961623181198979
IMAGE 2.4,EMF27-FP-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.09730938933159905,-0.658144345962827,0.0312370480141968
IMAGE 2.4,EMF27-G8-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.017552848588741288,-3.1069206673324383,-0.04851949272866096
IMAGE 2.4,LIMITS-500,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.09138472621372062,-1.5856868652409615,0.025312384896318374
IMAGE 2.4,LIMITS-RefPol,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.014667979592927649,-0.367094809184086,-0.0514043617244746
IMAGE 2.4,LIMITS-RefPol-450,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.014031634090905243,-2.765419093760312,-0.05204070722649701
IMAGE 2.4,LIMITS-RefPol-450-EE,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.014031634090905243,-2.765419093760312,-0.05204070722649701
IMAGE 2.4,LIMITS-RefPol-450-PC,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.014031634090905243,-2.765419093760312,-0.05204070722649701
IMAGE 2.4,LIMITS-RefPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.012543884112391934,-1.6123875155298033,-0.053528457205010316
IMAGE 2.4,LIMITS-RefPol2030-500,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.014031634090905243,-1.6150515239533072,-0.05204070722649701
IMAGE 2.4,LIMITS-StrPol,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.09329575175523064,-0.811077699468606,-0.1593680930726329
IMAGE 2.4,LIMITS-StrPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.09328888260764501,-1.8638380572676738,-0.15936122392504726
IMAGE 2.4,POEM_ScenarioA_CPH,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.061602239491029165,-2.071886112395372,-0.004470101826373085
IMAGE 2.4,POEM_ScenarioB_CPH_early,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.061602239491029165,-2.071886112395372,-0.004470101826373085
KEI-Linkages,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.2044809007129207,-0.33343549700323527,-0.27055324203032294
MARIA23_org,AME Reference,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.47491654962935104,0.23374075893236856,0.4088442083119488
MERGE_EMF27,EMF27-450-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.052705701585207265,-2.8410401207263565,-0.013366639732194985
MERGE_EMF27,EMF27-450-LimSW,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.020453312077369334,-2.989508306736006,-0.045619029240032916
MERGE_EMF27,EMF27-450-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.1274730702211062,-2.656527479793815,0.06140072890370396
MERGE_EMF27,EMF27-450-NucOff,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.015821878817844803,-2.968241816184405,-0.05025046249955745
MERGE_EMF27,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.1614478879974257,-2.118712667604166,0.09537554668002346
MERGE_EMF27,EMF27-550-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.1674870889601543,-1.6519461471243089,0.10141474764275205
MERGE_EMF27,EMF27-550-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.14823861720759157,-2.2203508086220385,0.08216627589018932
MERGE_EMF27,EMF27-550-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.1585628497766991,-2.0284761842172077,0.09249050845929685
MERGE_EMF27,EMF27-550-LimSW,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.15489089640356113,-2.374833531051495,0.08881855508615888
MERGE_EMF27,EMF27-550-LimTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.09661506915181306,-2.0011613647970825,0.03054272783441081
MERGE_EMF27,EMF27-550-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.25217046075243355,-1.7075843500005365,0.1860981194350313
MERGE_EMF27,EMF27-550-NoCCS,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.10672796984066446,-2.1017714773538287,0.04065562852326221
MERGE_EMF27,EMF27-550-NucOff,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.16147468476933247,-2.414816010314726,0.09540234345193022
MERGE_EMF27,EMF27-G8-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.047019367843195825,-2.399130272533028,-0.11309170916059808
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.008581266200711868,-2.3512959827570317,-0.05749107511669038
MERGE-ETL_2011,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.3956973644694213,-1.2227143647230974,0.329625023152019
MERGE-ETL_2011,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.5261543701406346,-0.45262949137955033,0.46008202882323235
MERGE-ETL_2011,AMPERE2-550-LimSW-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.4138404781989873,-0.8277633226004116,0.34776813688158503
MERGE-ETL_2011,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.15730230646398757,-0.8020376138786113,0.09122996514658532
MESSAGE V.3,AME Reference,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.10492117576742288,0.02934739193759417,0.03884883445002063
MESSAGE V.4,AMPERE2-450-FullTech-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.01954326732803935,-2.733212763955919,-0.0856156086454416
MESSAGE V.4,AMPERE2-450-LimSW-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.014728987394428517,-2.8468972460005384,-0.08080132871183077
MESSAGE V.4,AMPERE2-450-NucOff-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.02113867956933757,-2.7434052263771376,-0.08721102088673982
MESSAGE V.4,AMPERE2-550-FullTech-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.019204219160494862,-1.009667488536089,-0.08527656047789711
MESSAGE V.4,AMPERE2-550-FullTech-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.044709312339386686,-1.0176862776901805,-0.11078165365678894
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.0943223659351784,-1.2564744681533924,-0.16039470725258065
MESSAGE V.4,AMPERE2-550-LimSW-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.07129314778185392,-1.1605557321995876,-0.13736548909925617
MESSAGE V.4,AMPERE2-550-NucOff-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.05469119304949066,-1.0727436755629822,-0.12076353436689291
MESSAGE V.4,AMPERE2-Base-FullTech-OPT,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.1765772353035664,0.07042917596526999,0.11050489398616414
MESSAGE V.4,AMPERE2-Base-NucOff-OPT,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.17476403636767546,0.06995186251864927,0.10869169505027321
MESSAGE V.4,AMPERE3-450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.10536342280693378,-1.3727967709126472,-0.17143576412433603
MESSAGE V.4,AMPERE3-Base,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.1765772353035664,0.07042917596526999,0.11050489398616414
MESSAGE V.4,AMPERE3-CF550,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.044709312339386686,-1.0176862776901805,-0.11078165365678894
MESSAGE V.4,AMPERE3-RefP-EU,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.1053570528314296,-0.32762604933025297,-0.17142939414883185
MESSAGE V.4,AMPERE3-RefP-EUback,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.1053570528314296,-0.26915746504498017,-0.17142939414883185
MESSAGE V.4,AMPERE3-RefPol,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.10252311930615932,-0.26120339151994587,-0.16859546062356157
MESSAGE V.4,EMF27-Base-Conv,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.2331942770892148,0.12385275007048513,0.16712193577181256
MESSAGE V.4,EMF27-Base-FullTech,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.19551543417403394,0.0758708366156946,0.1294430928566317
MESSAGE V.4,EMF27-Base-LimBio,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.2145549030248204,0.09178224278166769,0.14848256170741814
MESSAGE V.4,EMF27-Base-LimSW,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.21401296971195194,0.1157507723341411,0.1479406283945497
MESSAGE V.4,EMF27-Base-LimTech,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.23317169038354169,0.12389006992951068,0.16709934906613944
MESSAGE V.4,EMF27-Base-NucOff,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.19551925849065444,0.07581982012080224,0.12944691717325219
MESSAGE V.4,LIMITS-Base,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.1952948246724695,0.07555676883740947,0.12922248335506725
Phoenix 2012.4,AME Reference,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,NA,NA,NA
Phoenix 2012.4,EMF27-Base-Conv,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.20080851875023376,0.17517111454045375,0.1347361774328315
Phoenix 2012.4,EMF27-Base-FullTech,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.20080851875023376,0.17517111454045375,0.1347361774328315
Phoenix 2012.4,EMF27-Base-LimBio,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.20080851875023376,0.17517111454045375,0.1347361774328315
Phoenix 2012.4,EMF27-Base-LimSW,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.20080851875023376,0.17517111454045375,0.1347361774328315
POLES AMPERE,AMPERE2-450-Conv-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.11674901646662983,-4.9293149837098955,-0.18282135778403208
POLES AMPERE,AMPERE2-450-Conv-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.3861381864470559,-4.125683577772505,-0.45221052776445814
POLES AMPERE,AMPERE2-450-EERE-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.04056024189776397,-2.766262375700859,-0.10663258321516622
POLES AMPERE,AMPERE2-450-FullTech-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.1886615204628641,-4.382814965016749,-0.25473386178026636
POLES AMPERE,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.4558151208514083,-4.074699810834494,-0.5218874621688105
POLES AMPERE,AMPERE2-450-LimBio-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.11586841838922735,-4.703672242637984,-0.1819407597066296
POLES AMPERE,AMPERE2-450-LimBio-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.3963182910899121,-4.051388265959617,-0.4623906324073144
POLES AMPERE,AMPERE2-450-LimBio-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.11041200582277821,-3.119658112542647,-0.17648434714018046
POLES AMPERE,AMPERE2-450-LimSW-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.1875617334147961,-4.57872123084328,-0.25363407473219834
POLES AMPERE,AMPERE2-450-LimSW-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.46918686726948877,-4.4073409468621865,-0.535259208586891
POLES AMPERE,AMPERE2-450-LowEI-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.03213469556197768,-4.132381251235648,-0.09820703687937993
POLES AMPERE,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.24870141045288596,-3.6189677615734417,-0.3147737517702882
POLES AMPERE,AMPERE2-450-NucOff-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.20251750356311615,-4.8946726362474795,-0.2685898448805184
POLES AMPERE,AMPERE2-450-NucOff-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.4790332082279747,-4.483156044160634,-0.5451055495453769
POLES AMPERE,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.4196808630995601,-1.4377776824206299,-0.48575320441696235
POLES AMPERE,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.20991906213243539,-0.6990135417740441,-0.27599140344983764
POLES AMPERE,AMPERE2-550-FullTech-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.1851344329043474,-1.665743923112228,-0.25120677422174964
POLES AMPERE,AMPERE2-550-FullTech-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.4575700218099499,-1.5011874304629518,-0.5236423631273521
POLES AMPERE,AMPERE2-550-FullTech-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.46576771068641176,-1.5167340512914962,-0.531840052003814
POLES AMPERE,AMPERE2-550-LimBio-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.38379728129685975,-1.4132314436335276,-0.449869622614262
POLES AMPERE,AMPERE2-550-LimSW-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.4493530679432092,-1.5719038984040483,-0.5154254092606114
POLES AMPERE,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.25633121962031313,-1.0240980505066153,-0.3224035609377154
POLES AMPERE,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.36619762422557645,-1.0641023116177075,-0.4322699655429787
POLES AMPERE,AMPERE2-550-NucOff-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.4530045885192635,-1.615470229697665,-0.5190769298366658
POLES AMPERE,AMPERE3-450P-CE,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.32632530907879564,-2.6295029786436057,-0.3923976503961979
POLES AMPERE,AMPERE3-550,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.2905357716584749,-1.6014281667678472,-0.35660811297587713
POLES AMPERE,AMPERE3-CF550,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.27822328388805206,-1.5887032908826944,-0.3442956252054543
POLES AMPERE,AMPERE3-RefP-CEback,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.32632530907879564,-0.5392412107457782,-0.3923976503961979
POLES EMF27,EMF27-G8-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.42322457250528833,-2.1841804367702506,-0.4892969138226906
POLES-AME,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.06110069426365894,-0.5686387838388167,-0.1271730355810612
POLES-AME,AME Reference,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.03655965991747823,-0.15581317667964778,-0.029512681399924023
REMIND 1.2,450CO2-IC+CHN+IND,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.05159479194189709,-1.8061616763497963,-0.014477549375505161
REMIND 1.2,450CO2os-DEF,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.046800818501200325,-1.7234484164096702,-0.11287315981860258
REMIND 1.4,ROSE 550 DEF,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.018216622303549146,-1.493356163794238,-0.0842889636209514
REMIND 1.4,ROSE 550 FS Gr,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.01448314510498716,-1.6275955360618295,-0.08055548642238941
REMIND 1.4,ROSE 550 FS Gr SL Con,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.012213322891678757,-1.3718769634966461,-0.07828566420908101
REMIND 1.4,ROSE 550 HI Coal,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.03178271570993374,-1.5183625956430467,-0.03428962560746851
REMIND 1.4,ROSE 550 HI Fos,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.0819046570318882,-1.5731733083563486,-0.14797699834929046
REMIND 1.4,ROSE 550 HI Gas,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.08054328349913331,-1.5974733069615925,-0.14661562481653556
REMIND 1.4,ROSE 550 LO Oil,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.07260754464458796,-1.7090049076906786,-0.1386798859619902
REMIND 1.4,ROSE 550 SL Gr,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.02384622464495223,-1.3533087417926146,-0.08991856596235448
REMIND 1.4,ROSE BAU LO Fos,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.08568378072441263,-0.28765812535691593,-0.15175612204181488
REMIND 1.5,AMPERE2-450-Conv-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.007649841102980615,-2.8089416858522376,-0.058422500214421635
REMIND 1.5,AMPERE2-450-Conv-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.15760393698788167,-3.0511896196946298,-0.22367627830528392
REMIND 1.5,AMPERE2-450-FullTech-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.020962929019733734,-2.753909607167759,-0.08703527033713598
REMIND 1.5,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.18968664063723528,-2.479566493246072,-0.25575898195463753
REMIND 1.5,AMPERE2-450-LimBio-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.01776182888945632,-3.364152667053825,-0.08383417020685857
REMIND 1.5,AMPERE2-450-LimBio-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.2024880418877355,-3.3201576071370615,-0.26856038320513775
REMIND 1.5,AMPERE2-450-LimSW-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.0059331891929363945,-3.6130798100176422,-0.060139152124465856
REMIND 1.5,AMPERE2-450-LimSW-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.1704290446133545,-3.150955953032337,-0.23650138593075676
REMIND 1.5,AMPERE2-450-LowEI-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.03861549529279529,-1.7527874558971905,-0.027456846024606962
REMIND 1.5,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.10441564972552442,-1.5914894659469898,-0.17048799104292667
REMIND 1.5,AMPERE2-450-NucOff-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.01414755598495665,-2.739518982761457,-0.0802198973023589
REMIND 1.5,AMPERE2-450-NucOff-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.1902109158358971,-2.425762953687407,-0.25628325715329936
REMIND 1.5,AMPERE2-550-FullTech-HST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.020962929019733734,-1.0348832651862239,-0.08703527033713598
REMIND 1.5,AMPERE2-550-FullTech-LST,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.18968664063723528,-1.0888544019552604,-0.25575898195463753
REMIND 1.5,AMPERE2-550-FullTech-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.12342355197147836,-1.0727873567078088,-0.1894958932888806
REMIND 1.5,AMPERE2-550-LimSW-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.16165080947221355,-1.283536554993449,-0.2277231507896158
REMIND 1.5,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.054040989891852576,-0.5724479560342862,-0.12011333120925483
REMIND 1.5,AMPERE2-550-NucOff-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.11641314296412597,-1.0695363184450577,-0.18248548428152822
REMIND 1.5,AMPERE2-Base-EERE-OPT,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.06796028304647095,0.17887988695229984,0.0018879417290686984
REMIND 1.5,AMPERE2-Base-LowEI-OPT,World,Baseline,AR5,0.3%/y tolerance 2005-2019,carbonintensity,0.055265821697130235,0.15777058066148952,-0.010806519620272015
REMIND 1.5,AMPERE3-450P-CE,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.24200796140197167,-1.7117119350247436,-0.3080803027193739
REMIND 1.5,AMPERE3-450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.08426450421346487,-1.6172817707153422,-0.15033684553086712
REMIND 1.5,AMPERE3-550,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.2554845111181514,-1.0681430860728467,-0.32155685243555365
REMIND 1.5,AMPERE3-550P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.0841036493643681,-0.7152276758725148,-0.15017599068177034
REMIND 1.5,AMPERE3-CF550,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.13178418093536592,-1.0706366770425428,-0.19785652225276817
REMIND 1.5,AMPERE3-RefP-CE,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.24207171968112573,-0.32550766433693146,-0.308144060998528
REMIND 1.5,AMPERE3-RefP-CEback,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.24201524918327766,-0.11626970915856671,-0.3080875905006799
REMIND 1.5,AMPERE3-RefP-EU,World,Policy,AR5,0.3%/y tolerance 2005-2019,carbonintensity,-0.08416956400690623,-0.089206334170018,-0.15024190532430848
