MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2020,2050,growth0520,growth0550,divergence0519,divergence0520,divergence0550steps,divergence0550aps,scenariotype,Database,absdivergence0519,absdivergence0520,absdivergence0550steps,absdivergence0550aps,tolerance01in2005to2019,tolerance01in2005to2020,tolerance01in2005to2050steps,tolerance01in2005to2050aps,tolerance03in2005to2019,tolerance03in2005to2020,tolerance03in2005to2050steps,tolerance03in2005to2050aps
AIM-Enduse 12.1,EMF27-Base-LimSW,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.117370107968,35209.34229730155,53911.44720019159,1.2823851926816587,1.374198131526442,-0.25316316881058154,0.20266666795886112,1.030807042618843,2.124408051952176,Baseline,AR5,0.25316316881058154,0.20266666795886112,1.030807042618843,2.124408051952176,N,N,N,N,Y,Y,N,N
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.117370107964,35794.970843047864,55946.01927189974,1.3923581975526271,1.4565191324673814,-0.14319016393961315,0.3126396728298295,1.1131280435597821,2.206729052893116,Baseline,AR5,0.14319016393961315,0.3126396728298295,1.1131280435597821,2.206729052893116,N,N,N,N,Y,N,N,N
AIM-Enduse 12.1,EMF27-Base-LowEI,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.117370107968,32824.56277473445,39722.95043981954,0.8148228370184185,0.6955009838207715,-0.7207255244738218,-0.2648956877043791,0.35210989491317235,1.4457109042465057,Baseline,AR5,0.7207255244738218,0.2648956877043791,0.35210989491317235,1.4457109042465057,N,N,N,N,N,Y,N,N
AIM-Enduse 12.1,EMF27-Base-NucOff,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.117370107968,35766.11027090204,55672.60316280452,1.3869808661389034,1.4456321934325722,-0.1485674953533369,0.30726234141610576,1.102241104524973,2.1958421138583066,Baseline,AR5,0.1485674953533369,0.30726234141610576,1.102241104524973,2.1958421138583066,N,N,N,N,Y,N,N,N
AIM-Enduse 12.1,EMF27-FP-EERE,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.117370107906,32151.90489093977,34061.23135152039,0.6767868291616589,0.35379144965044734,-0.8587615323305814,-0.4029316955611387,0.01040036074284817,1.1040013700761815,Policy,AR5,0.8587615323305814,0.4029316955611387,0.01040036074284817,1.1040013700761815,N,N,Y,N,N,N,Y,N
AIM-Enduse 12.1,EMF27-FP-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.117370107957,33020.84677431594,35683.82379298174,0.8545693852518829,0.45720843643171033,-0.6809789762403574,-0.22514913947091475,0.11381734752411116,1.2074183568574446,Policy,AR5,0.6809789762403574,0.22514913947091475,0.11381734752411116,1.2074183568574446,N,N,N,N,N,Y,Y,N
AIM-Enduse 12.1,EMF27-G8-EERE,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.117370107073,30996.13501676383,15571.626339460898,0.43272563448418566,-1.3855627574858314,-1.1028227270080546,-0.646992890238612,-1.7289538463934306,-0.6353528370600972,Policy,AR5,1.1028227270080546,0.646992890238612,1.7289538463934306,0.6353528370600972,N,N,N,N,N,N,N,N
AIM-Enduse 12.1,EMF27-G8-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.117370121465,31864.67840657047,17152.14241236884,0.6169630778789544,-1.170734637439467,-0.9185852836132858,-0.4627554468438432,-1.514125726347066,-0.42052471701373273,Policy,AR5,0.9185852836132858,0.4627554468438432,1.514125726347066,0.42052471701373273,N,N,N,N,N,N,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-450,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.39128995369,28930.518050853916,21386.000820900717,-0.017461127592639514,-0.6772881206525404,-1.5530094890848798,-1.0971796523154371,-1.0206792095601396,0.0729217997731938,Policy,AR5,1.5530094890848798,1.0971796523154371,1.0206792095601396,0.0729217997731938,N,N,N,Y,N,N,N,Y
AIM-Enduse[Backcast] 1.0,LIMITS-500,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.39128995369,32342.67032429289,35279.99238106509,0.7258081736774002,0.4351107114873266,-0.80974018781484,-0.35391035104539736,0.09171962257972743,1.185320631913061,Policy,AR5,0.80974018781484,0.35391035104539736,0.09171962257972743,1.185320631913061,N,N,Y,N,N,N,Y,N
AIM-Enduse[Backcast] 1.0,LIMITS-Base,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.39128995369,37880.056382844676,59284.51401748554,1.7793904117544912,1.5885154010426246,0.24384205026225092,0.6996718870316936,1.2451243121350255,2.3387253214683588,Baseline,AR5,0.24384205026225092,0.6996718870316936,1.2451243121350255,2.3387253214683588,N,N,N,N,Y,N,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.391289953695,35130.104782702976,46528.37290588461,1.2769483598205866,1.0501024478249594,-0.25860000167165365,0.19722983509778902,0.7067113589173603,1.8003123682506936,Policy,AR5,0.25860000167165365,0.19722983509778902,0.7067113589173603,1.8003123682506936,N,N,N,N,Y,Y,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-450,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.391289953695,35130.104782702976,10819.137845152047,1.2769483598205866,-2.1915546808079056,-0.25860000167165365,0.19722983509778902,-2.5349457697155047,-1.4413447603821714,Policy,AR5,0.25860000167165365,0.19722983509778902,2.5349457697155047,1.4413447603821714,N,N,N,N,Y,Y,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-450-EE,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.391289953695,35130.104782702976,10812.130689655802,1.2769483598205866,-2.1929943982408378,-0.25860000167165365,0.19722983509778902,-2.536385487148437,-1.4427844778151035,Policy,AR5,0.25860000167165365,0.19722983509778902,2.536385487148437,1.4427844778151035,N,N,N,N,Y,Y,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-450-PC,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.391289953695,35130.104782702976,10832.724127046518,1.2769483598205866,-2.188765845229273,-0.25860000167165365,0.19722983509778902,-2.532156934136872,-1.4385559248035387,Policy,AR5,0.25860000167165365,0.19722983509778902,2.532156934136872,1.4385559248035387,N,N,N,N,Y,Y,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-500,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.391289953695,35130.104782702976,29193.991201253222,1.2769483598205866,0.014326027347561561,-0.25860000167165365,0.19722983509778902,-0.3290650615600376,0.7645359477732958,Policy,AR5,0.25860000167165365,0.19722983509778902,0.3290650615600376,0.7645359477732958,N,N,N,N,Y,Y,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol2030-500,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.391289953695,35130.104782702976,16602.01619886834,1.2769483598205866,-1.239982331695136,-0.25860000167165365,0.19722983509778902,-1.5833734206027352,-0.48977241126940174,Policy,AR5,0.25860000167165365,0.19722983509778902,1.5833734206027352,0.48977241126940174,N,N,N,N,Y,Y,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.391289953695,33337.674152229934,39300.633354118596,0.9278127893022159,0.6749431991403811,-0.6077355721900244,-0.15190573542058172,0.33155211023278197,1.4251531195661153,Policy,AR5,0.6077355721900244,0.15190573542058172,0.33155211023278197,1.4251531195661153,N,N,N,N,N,Y,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol-450,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.391289953695,33337.674152229934,13237.855587276106,0.9278127893022159,-1.7431902718425443,-0.6077355721900244,-0.15190573542058172,-2.0865813607501433,-0.9929803514168101,Policy,AR5,0.6077355721900244,0.15190573542058172,2.0865813607501433,0.9929803514168101,N,N,N,N,N,Y,N,N
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol-500,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29006.391289953695,33337.674152229934,31719.12195422728,0.9278127893022159,0.19867448940017043,-0.6077355721900244,-0.15190573542058172,-0.14471659950742874,0.9488844098259046,Policy,AR5,0.6077355721900244,0.15190573542058172,0.14471659950742874,0.9488844098259046,N,N,N,N,N,Y,Y,N
BET 1.5,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.3794967314,22320.250819049,9446.76936726119,-1.0284614335830256,-2.2535350505380376,-2.5640097950752656,-2.108179958305823,-2.5969261394456367,-1.5033251301123034,Policy,AR5,2.5640097950752656,2.108179958305823,2.5969261394456367,1.5033251301123034,N,N,N,N,N,N,N,N
BET 1.5,EMF27-450-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.4428111345,25085.8861184835,11328.9338884514,-0.24973759374894655,-1.8497912149757982,-1.7852859552411868,-1.3294561184717442,-2.1931823038833973,-1.099581294550064,Policy,AR5,1.7852859552411868,1.3294561184717442,2.1931823038833973,1.099581294550064,N,N,N,N,N,N,N,N
BET 1.5,EMF27-450-LimBio,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.4434155468,22575.2606841284,9372.03271756684,-0.9527426500800829,-2.271191183528261,-2.488291011572323,-2.0324611748028802,-2.61458227243586,-1.5209812631025268,Policy,AR5,2.488291011572323,2.0324611748028802,2.61458227243586,1.5209812631025268,N,N,N,N,N,N,N,N
BET 1.5,EMF27-450-LimSW,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.4384676459,24912.6610564628,11374.8178949736,-0.2959313588533874,-1.8408086639019157,-1.8314797203456277,-1.375649883576185,-2.1841997528095147,-1.0905987434761815,Policy,AR5,1.8314797203456277,1.375649883576185,2.1841997528095147,1.0905987434761815,N,N,N,N,N,N,N,N
BET 1.5,EMF27-450-LowEI,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.4439426811,27008.8404845743,11494.3215411327,0.24265448872191323,-1.817584289045355,-1.292893872770327,-0.8370640360008844,-2.1609753779529544,-1.0673743686196209,Policy,AR5,1.292893872770327,0.8370640360008844,2.1609753779529544,1.0673743686196209,N,N,N,N,N,N,N,N
BET 1.5,EMF27-450-NucOff,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.4423636485,23788.7581889757,12488.2199769536,-0.6036858649438651,-1.633289346007128,-2.1392342264361055,-1.6834043896666628,-1.9766804349147273,-0.8830794255813939,Policy,AR5,2.1392342264361055,1.6834043896666628,1.9766804349147273,0.8830794255813939,N,N,N,N,N,N,N,N
BET 1.5,EMF27-550-Conv,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26038.819980181,29873.3151125468,21416.3359162627,0.9158474006835959,-0.4342989094733183,-0.6197009608086443,-0.16387112403920168,-0.7776899983809175,0.3159110109524159,Policy,AR5,0.6197009608086443,0.16387112403920168,0.7776899983809175,0.3159110109524159,N,N,N,N,N,Y,N,N
BET 1.5,EMF27-550-EERE,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.4489230594,29601.2063687156,21640.2868478668,0.8536590700483752,-0.41157676967773604,-0.6818892914438651,-0.22605945467442246,-0.7549678585853352,0.33863315074799816,Policy,AR5,0.6818892914438651,0.22605945467442246,0.7549678585853352,0.33863315074799816,N,N,N,N,N,Y,N,N
BET 1.5,EMF27-550-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.381922306,32353.0097648045,25005.6475720382,1.4462891409010226,-0.09035995732985451,-0.08925922059121771,0.36657061617822495,-0.4337510462374537,0.6598499630958797,Policy,AR5,0.08925922059121771,0.36657061617822495,0.4337510462374537,0.6598499630958797,Y,N,N,N,Y,N,N,N
BET 1.5,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26038.8150232315,30194.4942367887,21904.3830733824,0.9871419162371708,-0.38422567366777194,-0.5484064452550694,-0.09257660848562677,-0.7276167625753711,0.36598424675796226,Policy,AR5,0.5484064452550694,0.09257660848562677,0.7276167625753711,0.36598424675796226,N,Y,N,N,N,Y,N,N
BET 1.5,EMF27-550-LimSW,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.4476078403,32290.8313024211,24900.3342754371,1.433447494234959,-0.09974439354279872,-0.10210086725728118,0.3537289695121615,-0.4431354824503979,0.6504655268829355,Policy,AR5,0.10210086725728118,0.3537289695121615,0.4431354824503979,0.6504655268829355,N,N,N,N,Y,N,N,N
BET 1.5,EMF27-550-LimTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.4452531181,25909.3950080527,21818.7396268693,-0.03440313481130867,-0.3933264407281969,-1.569951496303549,-1.1141216595341064,-0.7367175296357961,0.3568834796975373,Policy,AR5,1.569951496303549,1.1141216595341064,0.7367175296357961,0.3568834796975373,N,N,N,N,N,N,N,N
BET 1.5,EMF27-550-LowEI,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26038.9100299971,33004.2273877306,25787.8203496877,1.5802913132214276,-0.02153257320848133,0.0447429517291873,0.50057278849863,-0.3649236621160805,0.7286773472172529,Policy,AR5,0.0447429517291873,0.50057278849863,0.3649236621160805,0.7286773472172529,Y,N,N,N,Y,N,N,N
BET 1.5,EMF27-550-NoCCS,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.4425985619,29036.7846136437,22167.5873831689,0.7253163220514006,-0.35807737474244383,-0.8102320394408397,-0.354402202671397,-0.701468463650043,0.39213254568329037,Policy,AR5,0.8102320394408397,0.354402202671397,0.701468463650043,0.39213254568329037,N,N,N,N,N,N,N,N
BET 1.5,EMF27-550-NucOff,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26043.3701529552,31242.4277975973,25923.562152843,1.2134253681403706,-0.010246534099339991,-0.32212299335186967,0.133706843417573,-0.3536376230069392,0.7399633863263942,Policy,AR5,0.32212299335186967,0.133706843417573,0.3536376230069392,0.7399633863263942,N,N,N,N,N,Y,N,N
BET 1.5,EMF27-Base-Conv,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26055.6850941907,38268.0626309408,72984.1257668944,2.562531281898709,2.2889021779638696,1.0269829204064689,1.4828127571759115,1.9455110890562706,3.039112098389604,Baseline,AR5,1.0269829204064689,1.4828127571759115,1.9455110890562706,3.039112098389604,N,N,N,N,N,N,N,N
BET 1.5,EMF27-Base-EERE,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26059.1920255066,36179.6888639851,53112.3431861538,2.1875154229255735,1.582308413620497,0.6519670614333333,1.107796898202776,1.2389173247128977,2.332518334046231,Baseline,AR5,0.6519670614333333,1.107796898202776,1.2389173247128977,2.332518334046231,N,N,N,N,N,N,N,N
BET 1.5,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26038.8200516259,38190.1023800227,70342.2076118076,2.553252524298699,2.2084077956176964,1.017704162806459,1.4735339995759016,1.8650167067100973,2.9586177160434306,Baseline,AR5,1.017704162806459,1.4735339995759016,1.8650167067100973,2.9586177160434306,N,N,N,N,N,N,N,N
BET 1.5,EMF27-Base-LimBio,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26055.6696538022,38267.1458862854,72775.0446991217,2.5623755248133286,2.282528253919188,1.0268271633210884,1.482657000090531,1.939137165011589,3.032738174344922,Baseline,AR5,1.0268271633210884,1.482657000090531,1.939137165011589,3.032738174344922,N,N,N,N,N,N,N,N
BET 1.5,EMF27-Base-LimSW,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26038.8023807029,38183.6331095316,70681.2075778719,2.552127642747687,2.219093128199528,1.0165792812554468,1.4724091180248895,1.8757020392919288,2.969303048625262,Baseline,AR5,1.0165792812554468,1.4724091180248895,1.8757020392919288,2.969303048625262,N,N,N,N,N,N,N,N
BET 1.5,EMF27-Base-LimTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26062.0556656024,36209.2224298824,53965.279710809,2.19222266019757,1.6174676018695266,0.6566742987053298,1.1125041354747724,1.2740765129619276,2.367677522295261,Baseline,AR5,0.6566742987053298,1.1125041354747724,1.2740765129619276,2.367677522295261,N,N,N,N,N,N,N,N
BET 1.5,EMF27-Base-LowEI,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26048.6573128531,36185.3544699342,53002.9750838828,2.1912549342543386,1.578626269903616,0.6557065727620983,1.111536409531541,1.2352351809960167,2.3288361903293504,Baseline,AR5,0.6557065727620983,1.111536409531541,1.2352351809960167,2.3288361903293504,N,N,N,N,N,N,N,N
BET 1.5,EMF27-Base-NucOff,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,26038.059152322,38123.8602571768,70858.0732370442,2.5418737223022467,2.224710281562818,1.0063253608100065,1.4621551975794491,1.8813191926552189,2.974920201988552,Baseline,AR5,1.0063253608100065,1.4621551975794491,1.8813191926552189,2.974920201988552,N,N,N,N,N,N,N,N
DNE21 V.11,AME 2.6 W/m2 OS,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28271.989890000004,34916.71939831999,16431.548325539636,1.407294815785048,-1.2059297614727607,-0.12825354570719227,0.3275762910622504,-1.5493208503803597,-0.45571984104702645,Policy,AR5,0.12825354570719227,0.3275762910622504,1.5493208503803597,0.45571984104702645,N,N,N,N,Y,N,N,N
DNE21 V.11,AME 3.7 W/m2 NTE,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28271.989890000004,36188.64939832,26829.37165887298,1.6458263943439988,-0.11638736258913379,0.11027803285175852,0.5661078696212012,-0.45977845149673296,0.6338225578366004,Policy,AR5,0.11027803285175852,0.5661078696212012,0.45977845149673296,0.6338225578366004,N,N,N,N,Y,N,N,N
DNE21 V.11,AME CO2 price $10 (5% p.a.),World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28271.989890000004,37765.426064986656,37624.99165887296,1.9301498115260785,0.6351043186628362,0.3946014500338382,0.8504312868032808,0.29171322975523706,1.3853142390885704,Policy,AR5,0.3946014500338382,0.8504312868032808,0.29171322975523706,1.3853142390885704,N,N,N,N,N,N,Y,N
