MODEL,SCENARIO,REGION,scenariotype,Database,tolerance,variable,growth0520,growth0550,divergence0550aps
MESSAGE V.4,AMPERE2-450-LowEI-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0625759284558853,2.110615368809406,0.19857193925174665
MESSAGE V.4,AMPERE2-450-LowEI-LST,World,Policy,AR5,Other scenarios,pcgdp,2.06401415394609,2.117126843536978,0.20508341397931873
MESSAGE V.4,AMPERE2-450-LowEI-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.06450562823265,2.120546838122266,0.2085034085646067
MESSAGE V.4,AMPERE2-450-NoCCS-OPT,World,Policy,AR5,Other scenarios,pcgdp,1.9897047539116266,2.053727423926009,0.14168399436834966
MESSAGE V.4,AMPERE2-450-NucOff-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0416045257060254,2.0620857885162795,0.1500423589586204
MESSAGE V.4,AMPERE2-450-NucOff-LST,World,Policy,AR5,Other scenarios,pcgdp,2.044699676304399,2.091595374312685,0.179551944755026
MESSAGE V.4,AMPERE2-450-NucOff-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0455759181045963,2.0956066582439368,0.1835632286862776
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.053201659275956,2.1016898705308646,0.1896464409732055
MESSAGE V.4,AMPERE2-550-EERE-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0667532062497904,2.125473785434444,0.21343035587678494
MESSAGE V.4,AMPERE2-550-FullTech-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0625213061825676,2.117568386768707,0.20552495721104802
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,Policy,AR5,Other scenarios,pcgdp,2.0579223267458957,2.1198166686928372,0.2077732391351781
MESSAGE V.4,AMPERE2-550-FullTech-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0621480420031446,2.1179574485913277,0.20591401903366857
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.055781125436127,2.109337606278305,0.19729417672064575
MESSAGE V.4,AMPERE2-550-LimSW-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0610463356076756,2.113059736465301,0.20101630690764183
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0692273955718576,2.1297775503230594,0.21773412076540022
MESSAGE V.4,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0491709546690138,2.102962805699171,0.190919376141512
MESSAGE V.4,AMPERE2-550-NucOff-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0619477452908677,2.1173286278872974,0.2052851983296382
MESSAGE V.4,AMPERE2-Base-Conv-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.069382001920227,2.1326160785156705,0.22057264895801132
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.071718849414168,2.1335540788241993,0.22151064926654018
MESSAGE V.4,AMPERE2-Base-FullTech-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.069582075401778,2.1336412237990783,0.22159779424141912
MESSAGE V.4,AMPERE2-Base-LimBio-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.0695729812828745,2.133534568286998,0.2214911387293388
MESSAGE V.4,AMPERE2-Base-LimSW-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.069618451753333,2.1329374630146267,0.22089403345696756
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.0714642910002588,2.133698451475819,0.22165502191815967
MESSAGE V.4,AMPERE2-Base-NucOff-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.069891268063415,2.13365032830078,0.221606898743121
MESSAGE V.4,AMPERE3-450,World,Policy,AR5,Other scenarios,pcgdp,2.042435518448933,2.1014602688578936,0.18941683930023445
MESSAGE V.4,AMPERE3-450P-EU,World,Policy,AR5,Other scenarios,pcgdp,2.0580407561083667,2.1050151142025957,0.19297168464493653
MESSAGE V.4,AMPERE3-550,World,Policy,AR5,Other scenarios,pcgdp,2.053602772547727,2.120226273561726,0.20818284400406672
MESSAGE V.4,AMPERE3-Base,World,Baseline,AR5,Other scenarios,pcgdp,2.069582075401778,2.1336412237990783,0.22159779424141912
MESSAGE V.4,AMPERE3-CF450,World,Policy,AR5,Other scenarios,pcgdp,2.0466893092364677,2.096597438219463,0.18455400866180383
MESSAGE V.4,AMPERE3-CF550,World,Policy,AR5,Other scenarios,pcgdp,2.0621480420031446,2.1179574485913277,0.20591401903366857
MESSAGE V.4,AMPERE3-RefP-EU,World,Policy,AR5,Other scenarios,pcgdp,2.0580407561083667,2.130340335785799,0.2182969062281399
MESSAGE V.4,AMPERE3-RefP-EUback,World,Policy,AR5,Other scenarios,pcgdp,2.0580407561083667,2.131327471522254,0.21928404196459472
MESSAGE V.4,AMPERE3-RefPol,World,Policy,AR5,Other scenarios,pcgdp,2.0582138413922855,2.131314451477245,0.21927102191958592
MESSAGE V.4,EMF27-450-EERE,World,Policy,AR5,Other scenarios,pcgdp,1.4185175653953055,1.9505676709766266,0.038524241418967486
MESSAGE V.4,EMF27-450-FullTech,World,Policy,AR5,Other scenarios,pcgdp,1.431602471665035,1.947807758541455,0.03576432898379589
MESSAGE V.4,EMF27-450-LimBio,World,Policy,AR5,Other scenarios,pcgdp,1.3748030256365598,1.9188169421957548,0.006773512638095669
MESSAGE V.4,EMF27-450-LimSW,World,Policy,AR5,Other scenarios,pcgdp,1.4182849371026764,1.9340518617096492,0.02200843215199
MESSAGE V.4,EMF27-450-LowEI,World,Policy,AR5,Other scenarios,pcgdp,1.4532598315701033,1.9785893832709154,0.06654595371325622
MESSAGE V.4,EMF27-450-NucOff,World,Policy,AR5,Other scenarios,pcgdp,1.4286038005709518,1.9464724496105075,0.034429020052848314
MESSAGE V.4,EMF27-550-Conv,World,Policy,AR5,Other scenarios,pcgdp,1.4191951754651793,1.9257396023137274,0.01369617275606827
MESSAGE V.4,EMF27-550-EERE,World,Policy,AR5,Other scenarios,pcgdp,1.4527366116746048,1.9576940733268855,0.04565064376922634
MESSAGE V.4,EMF27-550-FullTech,World,Policy,AR5,Other scenarios,pcgdp,1.4235322710532,1.9513724245614719,0.039328995003812706
MESSAGE V.4,EMF27-550-LimBio,World,Policy,AR5,Other scenarios,pcgdp,1.4205299669615574,1.938989512016557,0.026946082458897846
MESSAGE V.4,EMF27-550-LimSW,World,Policy,AR5,Other scenarios,pcgdp,1.4222587314126758,1.9425785653968415,0.030535135839182326
MESSAGE V.4,EMF27-550-LowEI,World,Policy,AR5,Other scenarios,pcgdp,1.4534610590577894,1.9731195722213473,0.061076142663688104
MESSAGE V.4,EMF27-550-NoCCS,World,Policy,AR5,Other scenarios,pcgdp,1.4217634002873798,1.921121976134204,0.009078546576544833
MESSAGE V.4,EMF27-550-NucOff,World,Policy,AR5,Other scenarios,pcgdp,1.423218962435821,1.9504992607591176,0.03845583120145846
MESSAGE V.4,EMF27-Base-Conv,World,Baseline,AR5,Other scenarios,pcgdp,1.4622487732173302,1.9953407753656154,0.08329734580795622
MESSAGE V.4,EMF27-Base-EERE,World,Baseline,AR5,Other scenarios,pcgdp,1.462590395410383,1.996180814492345,0.08413738493468581
MESSAGE V.4,EMF27-Base-FullTech,World,Baseline,AR5,Other scenarios,pcgdp,1.4624195865020913,1.9961637031115878,0.08412027355392859
MESSAGE V.4,EMF27-Base-LimBio,World,Baseline,AR5,Other scenarios,pcgdp,1.4623392043250287,1.996036789591673,0.08399336003401392
MESSAGE V.4,EMF27-Base-LimSW,World,Baseline,AR5,Other scenarios,pcgdp,1.4623090607587603,1.9957301708440407,0.08368674128638154
MESSAGE V.4,EMF27-Base-LimTech,World,Baseline,AR5,Other scenarios,pcgdp,1.4622789170561983,1.995339348883118,0.08329591932545877
MESSAGE V.4,EMF27-Base-LowEI,World,Baseline,AR5,Other scenarios,pcgdp,1.4625100152928046,1.9961708328695829,0.0841274033119237
MESSAGE V.4,EMF27-Base-NucOff,World,Baseline,AR5,Other scenarios,pcgdp,1.462389443299266,1.9961694069198148,0.08412597736215566
MESSAGE V.4,LIMITS-450,World,Policy,AR5,Other scenarios,pcgdp,1.423239176339344,1.943941033241086,0.03189760368342687
MESSAGE V.4,LIMITS-500,World,Policy,AR5,Other scenarios,pcgdp,1.4400056963671777,1.957663605184972,0.04562017562731291
MESSAGE V.4,LIMITS-Base,World,Baseline,AR5,Other scenarios,pcgdp,1.462449729568623,1.996080996247096,0.08403756668943685
MESSAGE V.4,LIMITS-RefPol,World,Policy,AR5,Other scenarios,pcgdp,1.4400661853906984,1.991886004746044,0.07984257518838489
MESSAGE V.4,LIMITS-RefPol-450,World,Policy,AR5,Other scenarios,pcgdp,1.4400661853906984,1.9316985554248074,0.019655125867148238
MESSAGE V.4,LIMITS-RefPol-450-EE,World,Policy,AR5,Other scenarios,pcgdp,1.4400661853906984,1.932162371532213,0.020118941974553772
MESSAGE V.4,LIMITS-RefPol-450-PC,World,Policy,AR5,Other scenarios,pcgdp,1.4400661853906984,1.9327962926555937,0.02075286309793456
MESSAGE V.4,LIMITS-RefPol-500,World,Policy,AR5,Other scenarios,pcgdp,1.4400661853906984,1.9534971446949516,0.04145371513729246
MESSAGE V.4,LIMITS-RefPol2030-500,World,Policy,AR5,Other scenarios,pcgdp,1.4400661853906984,1.9267520163220313,0.014708586764372145
MESSAGE V.4,LIMITS-StrPol,World,Policy,AR5,Other scenarios,pcgdp,1.426816072104072,1.9881224774222281,0.07607904786456898
MESSAGE V.4,LIMITS-StrPol-450,World,Policy,AR5,Other scenarios,pcgdp,1.426816072104072,1.936310392832286,0.02426696327462685
MESSAGE V.4,LIMITS-StrPol-500,World,Policy,AR5,Other scenarios,pcgdp,1.426816072104072,1.9558274914320486,0.043784061874389435
Phoenix 2012.4,AME 3.7 W/m2 NTE,World,Policy,AR5,Other scenarios,pcgdp,1.4651229657964628,1.8649560627424262,-0.047087366815232956
Phoenix 2012.4,AME CO2 price $10 (5% p.a.),World,Policy,AR5,Other scenarios,pcgdp,1.5049700926517438,1.9178906388656674,0.005847209308008194
Phoenix 2012.4,AME CO2 price $30 (5% p.a.),World,Policy,AR5,Other scenarios,pcgdp,1.4786031763314136,1.8814321179494242,-0.030611311608234937
Phoenix 2012.4,AME CO2 price $50 (5% p.a.),World,Policy,AR5,Other scenarios,pcgdp,1.4519308009921872,1.850020753551315,-0.06202267600634426
Phoenix 2012.4,AME Reference,World,Baseline,AR5,Other scenarios,pcgdp,1.5170631544028148,1.932586889373944,0.020543459816284804
Phoenix 2012.4,EMF27-450-Conv,World,Policy,AR5,Other scenarios,pcgdp,1.5257224964369462,2.0109154638613997,0.09887203430374059
Phoenix 2012.4,EMF27-450-FullTech,World,Policy,AR5,Other scenarios,pcgdp,1.5257109280560144,2.0111327804151733,0.09908935085751414
Phoenix 2012.4,EMF27-450-LimBio,World,Policy,AR5,Other scenarios,pcgdp,1.5257109280560144,2.0111327804151733,0.09908935085751414
Phoenix 2012.4,EMF27-450-LimSW,World,Policy,AR5,Other scenarios,pcgdp,1.5257224964369462,2.0109154638613997,0.09887203430374059
Phoenix 2012.4,EMF27-450-LimTech,World,Policy,AR5,Other scenarios,pcgdp,1.512879569957756,2.0072459659331088,0.09520253637544962
Phoenix 2012.4,EMF27-450-LowEI,World,Policy,AR5,Other scenarios,pcgdp,1.6620214593019376,2.1801410110003276,0.2680975814426685
Phoenix 2012.4,EMF27-450-NoCCS,World,Policy,AR5,Other scenarios,pcgdp,1.5257109280560144,2.012633730782996,0.10059030122533685
Phoenix 2012.4,EMF27-450-NucOff,World,Policy,AR5,Other scenarios,pcgdp,1.5163119908060332,2.0098879276117088,0.0978444980540496
Phoenix 2012.4,EMF27-550-Conv,World,Policy,AR5,Other scenarios,pcgdp,1.5495996220799078,2.039934793234405,0.1278913636767458
Phoenix 2012.4,EMF27-550-EERE,World,Policy,AR5,Other scenarios,pcgdp,1.6727791449258924,2.190730490751254,0.278687061193595
Phoenix 2012.4,EMF27-550-FullTech,World,Policy,AR5,Other scenarios,pcgdp,1.5495996271798043,2.040191051484912,0.12814762192725282
Phoenix 2012.4,EMF27-550-LimBio,World,Policy,AR5,Other scenarios,pcgdp,1.5495996220799078,2.039934793234405,0.1278913636767458
Phoenix 2012.4,EMF27-550-LimSW,World,Policy,AR5,Other scenarios,pcgdp,1.5495996220799078,2.039934793234405,0.1278913636767458
Phoenix 2012.4,EMF27-550-LimTech,World,Policy,AR5,Other scenarios,pcgdp,1.5472664603781419,2.024817016416299,0.11277358685863992
Phoenix 2012.4,EMF27-550-LowEI,World,Policy,AR5,Other scenarios,pcgdp,1.672212966083547,2.187052385971096,0.2750089564134368
Phoenix 2012.4,EMF27-550-NoCCS,World,Policy,AR5,Other scenarios,pcgdp,1.5495996271798043,2.0409888315845133,0.12894540202685412
Phoenix 2012.4,EMF27-550-NucOff,World,Policy,AR5,Other scenarios,pcgdp,1.5472664603744826,2.0236935311996853,0.11165010164202616
Phoenix 2012.4,EMF27-Base-Conv,World,Baseline,AR5,Other scenarios,pcgdp,1.5690541310018582,2.071346754305886,0.15930332474822673
Phoenix 2012.4,EMF27-Base-EERE,World,Baseline,AR5,Other scenarios,pcgdp,1.680969817103216,2.201598994468684,0.28955556491102485
Phoenix 2012.4,EMF27-Base-FullTech,World,Baseline,AR5,Other scenarios,pcgdp,1.5690541310018582,2.071346754305886,0.15930332474822673
Phoenix 2012.4,EMF27-Base-LimBio,World,Baseline,AR5,Other scenarios,pcgdp,1.5690541310018582,2.071346754305886,0.15930332474822673
Phoenix 2012.4,EMF27-Base-LimSW,World,Baseline,AR5,Other scenarios,pcgdp,1.5690541310018582,2.071346754305886,0.15930332474822673
Phoenix 2012.4,EMF27-Base-LimTech,World,Baseline,AR5,Other scenarios,pcgdp,1.5667202036748762,2.0733467593510313,0.16130332979337214
Phoenix 2012.4,EMF27-Base-LowEI,World,Baseline,AR5,Other scenarios,pcgdp,1.6803455877355353,2.1987220451478957,0.28667861559023655
Phoenix 2012.4,EMF27-Base-NucOff,World,Baseline,AR5,Other scenarios,pcgdp,1.5667202036748762,2.0737233331370835,0.1616799035794243
POLES AMPERE,AMPERE2-450-Conv-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-Conv-LST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-Conv-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-EERE-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-FullTech-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-FullTech-LST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-FullTech-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-LimBio-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-LimBio-LST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-LimBio-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-LimSW-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-LimSW-LST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-LimSW-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-LowEI-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-LowEI-LST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-LowEI-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-NucOff-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-NucOff-LST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-450-NucOff-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-Conv-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-EERE-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-FullTech-HST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-FullTech-LST,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-FullTech-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-LimBio-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-LimSW-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-LowEI-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-550-NucOff-OPT,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-Base-Conv-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-Base-EERE-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-Base-FullTech-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-Base-LimBio-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-Base-LimSW-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-Base-LowEI-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE2-Base-NucOff-OPT,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-450,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-450P-CE,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-450P-EU,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-550,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-550P-EU,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-Base,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-Base-EUback,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-CF450,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-CF450P-EU,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-CF550,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-RefP-CEback,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-RefP-EUback,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES AMPERE,AMPERE3-RefPol,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-450-Conv,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-450-EERE,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-450-FullTech,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-450-LimBio,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-450-LimSW,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-450-LowEI,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-450-NoCCS,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-450-NucOff,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-550-Conv,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-550-EERE,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-550-FullTech,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-550-LimBio,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-550-LimSW,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-550-LowEI,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-550-NoCCS,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-550-NucOff,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-Base-Conv,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-Base-EERE,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-Base-FullTech,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-Base-LimBio,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-Base-LimSW,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-Base-LimTech,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-Base-LowEI,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-Base-NucOff,World,Baseline,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-G8-EERE,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES EMF27,EMF27-G8-FullTech,World,Policy,AR5,Other scenarios,pcgdp,2.0238475306736823,2.1224298370658956,0.21038640750823645
POLES-AME,AME CO2 price $10 (5% p.a.),World,Policy,AR5,Other scenarios,pcgdp,1.9147546139540952,1.9826331053780146,0.07058967582035547
POLES-AME,AME CO2 price $30 (5% p.a.),World,Policy,AR5,Other scenarios,pcgdp,1.9147546139540952,1.9826331053780146,0.07058967582035547
POLES-AME,AME Reference,World,Baseline,AR5,Other scenarios,pcgdp,1.9147546139540952,1.9826331053780146,0.07058967582035547
REMIND 1.2,410CO2os-DEF,World,Policy,AR5,Other scenarios,pcgdp,2.1957339624917322,2.0192174075021976,0.10717397794453842
REMIND 1.2,450CO2-delay2020,World,Policy,AR5,Other scenarios,pcgdp,2.2403583849360347,2.00173001617944,0.08968658662178064
REMIND 1.2,450CO2-EUonly,World,Policy,AR5,Other scenarios,pcgdp,2.2303211800094163,2.0117882943810153,0.0997448648233561
REMIND 1.2,450CO2-fixBIO,World,Policy,AR5,Other scenarios,pcgdp,2.181329730810475,2.015012777979324,0.10296934842166494
REMIND 1.2,450CO2-fixNUC,World,Policy,AR5,Other scenarios,pcgdp,2.1942433923320452,2.018402636156935,0.106359206599276
REMIND 1.2,450CO2-fixRET,World,Policy,AR5,Other scenarios,pcgdp,2.1472518157265457,1.9901337616191128,0.07809033206145366
REMIND 1.2,450CO2-IConly,World,Policy,AR5,Other scenarios,pcgdp,2.213113467164132,2.018729685588411,0.10668625603075177
REMIND 1.2,450CO2-noCCS,World,Policy,AR5,Other scenarios,pcgdp,2.1881998863451573,2.0149056047692366,0.10286217521157748
REMIND 1.2,450CO2-noCCSfixNUC,World,Policy,AR5,Other scenarios,pcgdp,2.185992148164348,2.009946978355796,0.09790354879813701
REMIND 1.2,450CO2nte-DEF,World,Policy,AR5,Other scenarios,pcgdp,2.1961866604005325,2.020620117944571,0.10857668838691192
REMIND 1.2,Baseline,World,Baseline,AR5,Other scenarios,pcgdp,2.2403583849360347,2.0522722408400895,0.14022881128243037
REMIND 1.3,AME 2.6 W/m2 OS,World,Policy,AR5,Other scenarios,pcgdp,2.247508907318097,2.042815541325554,0.13077211176789505
REMIND 1.3,AME 3.7 W/m2 NTE,World,Policy,AR5,Other scenarios,pcgdp,2.3187062711566737,2.0565859983031407,0.14454256874548155
REMIND 1.3,AME CO2 price $10 (5% p.a.),World,Policy,AR5,Other scenarios,pcgdp,2.3247482350067488,2.066847436731787,0.15480400717412768
REMIND 1.3,AME CO2 price $30 (5% p.a.),World,Policy,AR5,Other scenarios,pcgdp,2.2800523870948552,2.0492208710063524,0.13717744144869326
