MODEL,SCENARIO,REGION,scenariotype,Database,tolerance,variable,growth0520,growth0550,divergence0550aps
Phoenix 2012.4,EMF27-450-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-3.762085603110806,-3.277826068152828,-1.1357977911188222
Phoenix 2012.4,EMF27-450-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-3.8322709424430395,-2.5716492614587083,-0.42962098442470253
Phoenix 2012.4,EMF27-450-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-3.49460339307108,-2.3806572971330278,-0.23862902009902198
Phoenix 2012.4,EMF27-450-LimSW,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-3.49348301888267,-2.3981598080758477,-0.25613153104184194
Phoenix 2012.4,EMF27-450-LimTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-3.8155570344144665,-2.8386879946153956,-0.6966597175813898
Phoenix 2012.4,EMF27-450-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-3.8759585050216514,-3.2194149678317032,-1.0773866907976974
Phoenix 2012.4,EMF27-450-NoCCS,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-3.8322709424430395,-2.8261256937395256,-0.6840974167055198
Phoenix 2012.4,EMF27-450-NucOff,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-3.955523303703057,-2.467227339499784,-0.32519906246577834
POLES EMF27,EMF27-G8-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.6356479916378202,-2.610832028155345,-0.4688037511213392
POLES EMF27,EMF27-G8-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.2720573038799425,-1.7438698305568519,0.3981584464771539
POLES-AME,AME CO2 price $50 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.871214507921947,-1.8769109625773557,0.2651173144566501
REMIND 1.2,450CO2-delay2020,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-0.6870416317142571,-1.6365128213497175,0.5055154556842882
REMIND 1.2,450CO2-EUonly,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-0.937472568064853,-1.6673544295894,0.4746738474446057
REMIND 1.2,450CO2-fixBIO,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.3551033275062965,-1.9102768853298122,0.23175139170419357
REMIND 1.2,450CO2-fixRET,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.217992113060567,-1.591035996055494,0.5509922809785117
REMIND 1.2,450CO2-IC+CHN+IND,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.5286953777911567,-1.7660378112301325,0.3759904658038733
REMIND 1.2,450CO2-IConly,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.416678493149952,-1.7669612393739564,0.37506703766004934
REMIND 1.2,450CO2-noCCS,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.126836305418938,-2.036871915087472,0.10515636194653366
REMIND 1.2,450CO2-noCCSfixNUC,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.1104151961868567,-2.0510913865000604,0.09093689053394538
REMIND 1.2,450CO2os-DEF,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.6561862737767954,-1.7534582721742509,0.3885700048597549
REMIND 1.3,AME 3.7 W/m2 NTE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.53423829072142,-1.6728385504057288,0.46918972662827696
REMIND 1.4,ROSE 550 LO Oil,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.669289569757796,-1.7229604470479885,0.4190678299860173
REMIND 1.5,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.8507478935254855,-1.9295246043133123,0.21250367272069348
REMIND 1.5,AMPERE3-450P-CE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.6139303928452382,-1.9990043839853124,0.14302389304869334
REMIND 1.5,AMPERE3-450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.3798819407710636,-2.000611313911116,0.14141696312288987
REMIND 1.5,AMPERE3-CF450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.2367428214625182,-2.00010920739271,0.14191906964129597
REMIND 1.5,LIMITS-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.9501564891588667,-2.0186087089694604,0.12341956806454535
TIAM-ECN,LIMITS-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.1484393641495136,-1.677337063198841,0.4646912138351649
TIAM-ECN,LIMITS-RefPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.1021274154149727,-1.674723571244046,0.46730470578995975
TIAM-ECN,LIMITS-RefPol2030-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.1124940626832704,-1.683662196914221,0.45836608011978486
TIAM-ECN,LIMITS-StrPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.2794410935542957,-1.6682934037514485,0.47373487328255726
TIAM-WORLD 2012.2,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.9860036979249132,-1.5739262040618447,0.5681020729721611
TIAM-WORLD 2012.2,EMF27-550-LimTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.4515560915044254,-2.0054057210011638,0.136622556032842
TIAM-WORLD 2012.2,EMF27-550-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.1804022534204393,-2.1568132866234064,-0.014785009589400655
TIAM-World_Mar2012,AME 2.6 W/m2 OS,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.2404855190074118,-1.275624286337514,0.8664039906964918
TIAM-World_Mar2012,AME CO2 price $50 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.3902860699097355,-1.296462040961597,0.8455662360724088
WITCH_EMF27,EMF27-450-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.2572551184879686,-3.105246050237819,-0.9632177732038132
WITCH_EMF27,EMF27-G8-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.892580836525281,-2.3879917953637233,-0.24596351832971752
WITCH_LIMITS,LIMITS-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.9737451930600614,-2.4354433632703083,-0.2934150862363025
WITCH_LIMITS,LIMITS-RefPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.2163503448548063,-2.4837194596407626,-0.3416911826067568
WITCH_LIMITS,LIMITS-StrPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.4132023923893124,-2.4735578836974623,-0.33152960666345654
WorldScan2,AMPERE3-450,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.712510199439079,-1.6495811540403573,0.49244712299364846
WorldScan2,AMPERE3-450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-1.1087071229723893,-1.6644296894721065,0.4775985875618993
WorldScan2,AMPERE3-CF450,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,energyintensity,-2.7374486839490624,-1.6137331520092384,0.5282951250247674
AIM-Enduse[Backcast] 1.0,LIMITS-450,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-1.0174087526268019,-2.0728371925683415,-0.4493086654246734
DNE21 V.12,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.2172432385596086,-1.796366692554445,-0.1728381654107769
DNE21 V.12,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.05517324445616967,-1.3836584424854457,0.23987008465822246
DNE21 V.12,AMPERE2-450-NoCCS-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.27175993272547205,-1.5008009251368075,0.12272760200686061
DNE21 V.12,AMPERE2-450-NucOff-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.1982096070589221,-1.8634286249659482,-0.23990009782228006
DNE21 V.12,AMPERE2-550-FullTech-HST,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.24927893616546593,-1.7584543800647623,-0.13492585292109416
DNE21 V.12,AMPERE3-450,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.18471324538261635,-1.899151039035958,-0.2756225118922899
DNE21 V.12,AMPERE3-450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.14759870498055006,-1.7468224188447241,-0.12329389170105598
DNE21 V.12,AMPERE3-CF450,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.11042633009073666,-1.8777910022844304,-0.2542624751407623
EC-IAM 2012,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.05243938070673693,-0.986457230330908,0.6370712968127601
EC-IAM 2012,EMF27-550-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.07231721826351278,-0.632017449078095,0.9915110780655731
EC-IAM 2012,EMF27-550-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.003559127313561561,-1.0562037544052554,0.5673247727384128
EC-IAM 2012,EMF27-550-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.05171834969137501,-0.9471081361621576,0.6764203909815105
EC-IAM 2012,EMF27-550-LimSW,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.010953532679215838,-1.09075513440371,0.532773392739958
EC-IAM 2012,EMF27-550-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.07593902718118295,-0.7975669297992442,0.825961597344424
EC-IAM 2012,EMF27-550-NoCCS,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,2.5264720685902464e-4,-0.9406395554763829,0.6828889716672852
EC-IAM 2012,EMF27-550-NucOff,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.0085808324741935,-1.1789812521601561,0.444547274983512
EC-IAM 2012,EMF27-G8-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.13905200487863328,-0.8810898283908151,0.7424386987528531
EC-IAM 2012,EMF27-G8-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.2116262321864149,-1.0801154927337189,0.5434130344099493
FARM_3.0,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.8802706540078908,-1.3801584410315608,0.2433700861121073
FARM_3.0,EMF27-550-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.4726494491770457,-0.5941081205865374,1.0294204065571306
FARM_3.0,EMF27-550-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.9548739469490464,-1.56539476043858,0.058133766705088075
FARM_3.0,EMF27-550-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.8807277546960535,-1.380589537529142,0.2429389896145262
FARM_3.0,EMF27-550-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.521077851038682,-0.9290278615015859,0.6945006656420822
FARM_3.0,EMF27-550-NoCCS,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.8409772826138944,-0.9472469798933759,0.6762815472502922
GCAM 3.0,EMF27-450-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.35803555984744057,-1.3714340943056866,0.2520944328379815
GCAM 3.0,EMF27-450-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.16294472620292777,-2.013985591148041,-0.39045706400437297
GCAM 3.0,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.14473768436493128,-1.6534909397645394,-0.029962412620871293
GCAM 3.0,EMF27-550-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.1305952702105273,-1.842789337593703,-0.21926081045003487
GCAM 3.0,EMF27-550-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.1340329728680758,-1.6565434097104477,-0.033014882566779535
GCAM 3.0,EMF27-550-LimSW,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.1367040563567261,-1.8564487404671661,-0.232920213323498
GCAM 3.0,EMF27-550-NucOff,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.1319716583440329,-1.9247116584300152,-0.3011831312863471
GCAM 3.1,LIMITS-450,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.14724969729433246,-1.9537039675231602,-0.3301754403794921
GCAM 3.1,LIMITS-RefPol-450,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.030607300698418216,-1.9933368417420971,-0.369808314598429
GCAM 3.1,LIMITS-RefPol-450-EE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.030607300698418216,-1.9933368417420971,-0.369808314598429
GCAM 3.1,LIMITS-RefPol-450-PC,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.030607300698418216,-1.9933368417420971,-0.369808314598429
GCAM 3.1,LIMITS-StrPol-450,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.17482408154104823,-1.9898951838242713,-0.3663666566806032
GRAPE ver2011,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-1.3104972128546244,-2.2850162894679293,-0.6614877623242612
GRAPE ver2011,EMF27-550-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-1.1786239336843054,-2.360097138926495,-0.7365686117828267
GRAPE ver2011,EMF27-550-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-1.3020893514578566,-2.255403723531365,-0.6318751963876967
GRAPE_ver1998,AME CO2 price $50 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.7208132099545909,-1.706780400378987,-0.08325187323531891
IMACLIM v1.1,AMPERE2-550-FullTech-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.8017880099204018,-2.005715547625816,-0.38218702048214803
IMACLIM v1.1,AMPERE3-550,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.3579764612636833,-1.7691729083258976,-0.14564438118222944
IMACLIM v1.1,AMPERE3-CF550,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.3099705726125397,-1.802450681322018,-0.1789221541783499
IMACLIM v1.1,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.3670630326253329,-1.557264771479707,0.06626375566396114
IMACLIM v1.1,EMF27-550-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.2049282082271316,-0.3316571707772336,1.2918713563664346
IMACLIM v1.1,EMF27-550-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.3745581750044499,-1.615678673040429,0.00784985410323924
IMACLIM v1.1,EMF27-550-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.3712545867820616,-1.5738361011377795,0.049692426005888635
IMACLIM v1.1,EMF27-550-LimSW,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.3724117434346338,-1.6062428142089225,0.01728571293474568
IMACLIM v1.1,EMF27-550-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.11900309934416009,-1.1323820157004012,0.49114651144326693
IMACLIM v1.1,EMF27-550-NoCCS,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.32872789046448264,-0.7600098360910282,0.8635186910526399
IMACLIM v1.1,EMF27-550-NucOff,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.30236138885872654,-1.596670346378879,0.026858180764789186
IMACLIM v1.1,EMF27-G8-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.20939214543150309,-1.65676704042008,-0.03323851327641192
IMAGE 2.4,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.1453811912826335,-1.685739655922889,-0.06221112877922086
IMAGE 2.4,AMPERE3-450P-CE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.03582537492389304,-1.8902715023570138,-0.26674297521334567
IMAGE 2.4,AMPERE3-450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.022073040088095297,-1.5404886630372043,0.0830398641064638
IMAGE 2.4,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.09034672352486339,-1.3269526219123782,0.29657590523128996
IMAGE 2.4,EMF27-550-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.04793970037249329,-0.799984201192942,0.8235443259507261
IMAGE 2.4,EMF27-550-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.08265625156457901,-1.4849931956095652,0.1385353315341029
IMAGE 2.4,EMF27-550-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.07164491639256232,-1.3831498646912443,0.24037866245242379
IMAGE 2.4,EMF27-550-LimSW,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.10581731476684442,-1.491061953943296,0.13246657320037203
IMAGE 2.4,EMF27-550-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.029993763339467794,-1.2781628397633662,0.34536568738030193
IMAGE 2.4,EMF27-550-NoCCS,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.001466881061832792,-1.2404619263680496,0.3830666007756185
IMAGE 2.4,EMF27-550-NucOff,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.10702879440855173,-1.71271256737684,-0.08918404023317184
IMAGE 2.4,LIMITS-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.09138472621372062,-1.5856868652409615,0.03784166190270666
IMAGE 2.4,LIMITS-RefPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.012543884112391934,-1.6123875155298033,0.011141011613864826
IMAGE 2.4,LIMITS-RefPol2030-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.014031634090905243,-1.6150515239533072,0.008477003190360932
IMAGE 2.4,LIMITS-StrPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.09328888260764501,-1.8638380572676738,-0.2403095301240057
iPETS_1.2.0,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.2965477992852724,-1.1070750167266081,0.51645351041706
MARIA23_org,AME 3.7 W/m2 NTE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.7061157398629387,-1.8212582703371205,-0.19772974319345238
MERGE_EMF27,EMF27-550-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.1674870889601543,-1.6519461471243089,-0.02841761998064074
MERGE_EMF27,EMF27-550-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.1585628497766991,-2.0284761842172077,-0.4049476570735395
MERGE_EMF27,EMF27-550-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.25217046075243355,-1.7075843500005365,-0.08405582285686841
MERGE-ETL_2011,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.3956973644694213,-1.2227143647230974,0.4008141624205708
MERGE-ETL_2011,AMPERE3-450P-CE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.4839259736028605,-1.6710615259358934,-0.04753299879222528
MESSAGE V.4,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.01306013902505987,-1.4112198296977416,0.2123086974459265
MESSAGE V.4,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.12155073551202966,-1.3503507856294759,0.2731777415141923
Phoenix 2012.4,AME 3.7 W/m2 NTE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,NA,NA,NA
Phoenix 2012.4,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,NA,NA,NA
Phoenix 2012.4,EMF27-450-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.8290820315834501,-0.9860966029478095,0.6374319241958586
Phoenix 2012.4,EMF27-450-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.4675276499498615,-0.32646085394568586,1.2970676731979822
Phoenix 2012.4,EMF27-450-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.4913638633081341,-0.8175902524721224,0.8059382746715458
Phoenix 2012.4,EMF27-450-LimBio,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.8290314126800938,-1.0085822167978027,0.6149463103458654
Phoenix 2012.4,EMF27-450-LimSW,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.8290820315834501,-0.9860966029478095,0.6374319241958586
Phoenix 2012.4,EMF27-450-LimTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.8512278224831782,-0.4689541422442664,1.1545743848994017
Phoenix 2012.4,EMF27-450-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.2573751725521649,-0.3600284079188695,1.2635001192247985
Phoenix 2012.4,EMF27-450-NoCCS,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.4913638633081341,-0.46133006664955306,1.1621984604941151
Phoenix 2012.4,EMF27-450-NucOff,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.5596789117248768,-0.9057048403024441,0.717823686841224
POLES EMF27,EMF27-G8-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.28642979130237256,-1.3360600157566773,0.2874685113869908
POLES EMF27,EMF27-G8-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.42322457250528833,-2.1841804367702506,-0.5606519096265825
POLES-AME,AME CO2 price $50 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.48196810284657354,-1.6923620131249844,-0.06883348598131622
REMIND 1.2,450CO2-delay2020,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,1.057676360243705,-2.1731822644120395,-0.5496537372683714
REMIND 1.2,450CO2-EUonly,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.7817394758257619,-2.0971292352929143,-0.47360070814924615
REMIND 1.2,450CO2-fixBIO,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.7746848500758693,-1.8707742911510414,-0.2472457640073733
REMIND 1.2,450CO2-fixRET,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-1.026218846160661,-2.1231937994086496,-0.4996652722649815
REMIND 1.2,450CO2-IC+CHN+IND,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.05159479194189709,-1.8061616763497963,-0.18263314920612816
REMIND 1.2,450CO2-IConly,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.25801564870749383,-1.8676864971380978,-0.24415796999442962
REMIND 1.2,450CO2-noCCS,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.9801922018692959,-1.7808192302556236,-0.15729070311195548
REMIND 1.2,450CO2-noCCSfixNUC,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-1.0534805148875037,-1.743536246801399,-0.12000771965773094
REMIND 1.2,450CO2os-DEF,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.046800818501200325,-1.7234484164096702,-0.09991988926600204
REMIND 1.3,AME 3.7 W/m2 NTE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.07121916064448297,-1.6664731824229406,-0.04294465527927249
REMIND 1.4,ROSE 550 LO Oil,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.07260754464458796,-1.7090049076906786,-0.08547638054701046
REMIND 1.5,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.2894365812456754,-1.5912354849484798,0.03229304219518836
REMIND 1.5,AMPERE3-450P-CE,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.24200796140197167,-1.7117119350247436,-0.08818340788107548
REMIND 1.5,AMPERE3-450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.08426450421346487,-1.6172817707153422,0.00624675642832595
REMIND 1.5,AMPERE3-CF450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,0.0035453105367602156,-1.5489302128330806,0.0745983143105875
REMIND 1.5,LIMITS-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.42353277920041654,-1.9301866696978405,-0.30665814255417234
TIAM-ECN,LIMITS-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.18003944213984258,-1.714308089742453,-0.09077956259878484
TIAM-ECN,LIMITS-RefPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.21103639660893836,-1.7126382050635098,-0.0891096779198417
TIAM-ECN,LIMITS-RefPol2030-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.2368333700237102,-1.7970228492773346,-0.17349432213366645
TIAM-ECN,LIMITS-StrPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.4906775455895189,-1.6960698247422457,-0.07254129759857753
TIAM-WORLD 2012.2,EMF27-550-Conv,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.288879634059492,-1.6316009320864406,-0.008072404942772504
TIAM-WORLD 2012.2,EMF27-550-LimTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.9939217162002418,-1.212881995288026,0.41064653185564204
TIAM-WORLD 2012.2,EMF27-550-LowEI,World,Policy,AR5,0.3%/y tolerance 2005-2050 APS,carbonintensity,-0.10656241853255932,-1.2087781734794392,0.41475035366422897
