MODEL,SCENARIO,REGION,scenariotype,Database,tolerance,variable,growth0520,growth0550,divergence0550steps
AIM-Enduse 12.1,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,0.6767868291616589,0.35379144965044734,0.01040036074284817
AIM-Enduse[Backcast] 1.0,LIMITS-500,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,0.7258081736774002,0.4351107114873266,0.09171962257972743
EC-IAM 2012,EMF27-FP-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.2034843074549784,0.4271412413002472,0.08375015239264805
GCAM 3.0,AMPERE2-450-FullTech-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.347988953930257,0.3815876415680937,0.03819655266049454
GCAM 3.0,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.8304606083766235,0.4302698674855263,0.08687877857792714
GCAM 3.0,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.000060735615629,0.4026931778799536,0.05930208897235445
GCAM 3.0,AMPERE2-450-LimSW-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.3654415107778584,0.4003856689265817,0.0569945800189825
GCAM 3.0,AMPERE2-450-LimSW-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.044251727072902,0.4197062930618698,0.07631520415427062
GCAM 3.0,AMPERE2-450-LowEI-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.061275719826187,0.28790183928120505,-0.05548924962639412
GCAM 3.0,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.7949002669225915,0.29920998731349296,-0.04418110159410621
GCAM 3.0,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.6099418360213729,0.3042927351154982,-0.03909835379210097
GCAM 3.0,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.4516651756887693,0.43727591543051303,0.09388482652291386
GCAM 3.0,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.8083195864138208,0.3396429388487516,-0.003748150058847599
GCAM 3.0,AMPERE3-450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.9581821020163777,0.3856422583336578,0.04225116942605861
GCAM 3.0,AMPERE3-450P-CE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.9443131002979896,0.36530711299010854,0.021916024082509367
GCAM 3.0,AMPERE3-450P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.096429591574586,0.3946050921974731,0.05121400328987391
GCAM 3.0,AMPERE3-CF450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.083949267761369,0.3971577994816992,0.05376671057410004
IMACLIM v1.1,AMPERE3-550P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.304622432054977,0.3501285292197191,0.0067374403121199244
IMAGE 2.4,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.5134484625817162,0.24652492005422744,-0.09686616885337174
IMAGE 2.4,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.254085204249075,0.3778518388709647,0.03446074996336551
IMAGE 2.4,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.2405429704469857,0.3250177898116154,-0.018373299095983786
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.004370632049278,0.2877864659406626,-0.05560462296693658
MERGE-ETL_2011,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.070777660823732,0.30675558800375313,-0.03663550090384604
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,0.7620058626483465,0.31522618498652516,-0.028164903921074014
REMIND 1.3,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,2.242359742210548,0.32170534187945143,-0.02168574702814774
TIAM-ECN,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,co2ffi,1.2723757727678493,0.40273773625970694,0.05934664735210776
AIM-Enduse 12.1,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0923557476886596,0.7531322239886032,-0.13220854020567796
AIM-Enduse[Backcast] 1.0,LIMITS-500,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0838746613739403,0.7951050889623524,-0.09023567523192877
EC-IAM 2012,EMF27-FP-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.07536777800334,0.7559498736925442,-0.12939089050173702
GCAM 3.0,AMPERE2-450-FullTech-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE2-450-LimSW-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE2-450-LimSW-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE2-450-LowEI-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE3-450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE3-450P-CE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE3-450P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
GCAM 3.0,AMPERE3-CF450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0879234908634434,0.7981774190179417,-0.0871633451763395
IMACLIM v1.1,AMPERE3-550P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.000280153696463,0.7671556999199246,-0.1181850642743566
IMAGE 2.4,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0901455575908277,0.7504428300418119,-0.1348979341524693
IMAGE 2.4,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0901467367378004,0.7504432549714934,-0.13489750922278776
IMAGE 2.4,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0901467367378004,0.7504432549714934,-0.13489750922278776
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0389789845490682,0.7815958086203483,-0.10374495557393293
MERGE-ETL_2011,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0389789845490682,0.7815958086203483,-0.10374495557393293
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0901477274268245,0.7999444361427916,-0.08539632805148956
REMIND 1.3,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.1070742270674099,0.7707285373050452,-0.114612226889236
TIAM-ECN,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,population,1.0878176840187,0.7871158236008924,-0.09822494059338882
AIM-Enduse 12.1,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,1.4756685967686776,1.9415984153074461,0.02955498574978699
AIM-Enduse[Backcast] 1.0,LIMITS-500,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,2.0746300782301454,2.13845716219118,0.22641373263352071
EC-IAM 2012,EMF27-FP-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,1.2606133078162194,1.6536840817423322,-0.258359347815327
GCAM 3.0,AMPERE2-450-FullTech-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE2-450-LimSW-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE2-450-LimSW-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE2-450-LowEI-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE3-450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE3-450P-CE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE3-450P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
GCAM 3.0,AMPERE3-CF450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,NA,NA,NA
IMACLIM v1.1,AMPERE3-550P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,2.0116070671849213,2.3982801380451155,0.48623670848745637
IMAGE 2.4,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,1.9791738125116611,2.3251536187106936,0.41311018915303443
IMAGE 2.4,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,1.9791706759985437,2.3251531450506526,0.41310971549299347
IMAGE 2.4,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,1.9791706759985437,2.3251531450506526,0.41310971549299347
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,2.160785893906597,2.204611160135883,0.29256773057822394
MERGE-ETL_2011,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,2.1088238220714572,2.1650619245104017,0.25301849495274253
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,2.0692273955718576,2.1297775503230594,0.21773412076540022
REMIND 1.3,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,2.3247482350067488,2.066847436731787,0.15480400717412768
TIAM-ECN,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,pcgdp,1.8346027589245157,1.9337037975610096,0.021660368003350472
AIM-Enduse 12.1,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.9849520609461102,-2.2714948296310746,-0.3474292425970684
AIM-Enduse[Backcast] 1.0,LIMITS-500,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.7431438251671296,-1.4778912985082495,0.4461742885257567
EC-IAM 2012,EMF27-FP-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.2221736715655616,-1.4903838467099972,0.43368174032400897
GCAM 3.0,AMPERE2-450-FullTech-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE2-450-LimSW-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE2-450-LimSW-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE2-450-LowEI-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE3-450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE3-450P-CE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE3-450P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
GCAM 3.0,AMPERE3-CF450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,NA,NA,NA
IMACLIM v1.1,AMPERE3-550P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-0.7145933820312798,-1.9924840360574987,-0.06841844902349248
IMAGE 2.4,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.5874140072069962,-2.048010159860419,-0.12394457282641258
IMAGE 2.4,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.8673429266234722,-2.3819814587367714,-0.45791587170276515
IMAGE 2.4,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.7354786905341277,-1.9395009107419248,-0.015435323707918558
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.6864592783865364,-2.3222611954775374,-0.3981956084435312
MERGE-ETL_2011,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.4225991899879216,-1.8478267148557592,0.07623887217824699
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-2.419962593272652,-2.2766914887400684,-0.35262590170606223
REMIND 1.3,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.4257903881608,-1.5830154363197417,0.3410501507142645
TIAM-ECN,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,energyintensity,-1.2538125797467712,-1.5763929327250459,0.3476726543089603
AIM-Enduse 12.1,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.0937145456504318,-0.06944436001452753,0.46048315779580756
AIM-Enduse[Backcast] 1.0,LIMITS-500,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,-0.6895527407595559,-1.0205602411579564,-0.4906327233476213
EC-IAM 2012,EMF27-FP-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.0896768932009806,-0.4921088674246319,0.0378186503857032
GCAM 3.0,AMPERE2-450-FullTech-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.3346647499238622,-1.0850173721389982,-0.5550898543286631
GCAM 3.0,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.05671828226028319,-1.0421762979609084,-0.5122487801505733
GCAM 3.0,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.149621472427371,-1.066746917570721,-0.5368193997603858
GCAM 3.0,AMPERE2-450-LimSW-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.3364916839324117,-1.099306515919264,-0.569378998108929
GCAM 3.0,AMPERE2-450-LimSW-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.1683091720391281,-1.0805462111475213,-0.5506186933371862
GCAM 3.0,AMPERE2-450-LowEI-HST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.4715219202863765,-0.6593813828063962,-0.12945386499606115
GCAM 3.0,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.33408824285981953,-0.6461187115479698,-0.11619119373763476
GCAM 3.0,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.2391934269715772,-0.6415189611884444,-0.11159144337810933
GCAM 3.0,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.1662441855089607,-0.4285296168972784,0.10139790091305667
GCAM 3.0,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.058601607614849005,-0.9476726961624078,-0.4177451783520727
GCAM 3.0,AMPERE3-450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,-0.009813181975418583,-1.190834693930171,-0.660907176119836
GCAM 3.0,AMPERE3-450P-CE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,-0.026173440120906832,-1.2259323475874142,-0.6960048297770791
GCAM 3.0,AMPERE3-450P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.06421580133243499,-1.199172552083646,-0.669245034273311
GCAM 3.0,AMPERE3-CF450,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.1375385193696015,-1.176793600689599,-0.6468660828792638
IMACLIM v1.1,AMPERE3-550P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.007328593204872558,-0.8228232726878222,-0.2928957548774871
IMAGE 2.4,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.0315430996862236,-0.7810613688378589,-0.25113385102752384
IMAGE 2.4,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.05211071813620327,-0.31576310241441,0.21416441539592507
IMAGE 2.4,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,-0.09329575175523064,-0.811077699468606,-0.2811501816582709
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.4910650319801493,-0.3761593073380314,0.1537682104723037
MERGE-ETL_2011,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.3455740441911279,-0.7920754302712376,-0.2621479124609025
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.022593332922316023,-0.33780431273925754,0.19212320507107755
REMIND 1.3,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,0.23632766829718932,-0.9328551958376391,-0.402927678027304
TIAM-ECN,LIMITS-StrPol,World,Policy,AR5,0.1%/y tolerance 2005-2050 STEPS,carbonintensity,-0.3962320904285952,-0.7416889521771493,-0.21176143436681416
AIM-Enduse 12.1,EMF27-FP-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,0.6767868291616589,0.35379144965044734,0.01040036074284817
AIM-Enduse 12.1,EMF27-FP-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,0.8545693852518829,0.45720843643171033,0.11381734752411116
AIM-Enduse[Backcast] 1.0,LIMITS-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,0.7258081736774002,0.4351107114873266,0.09171962257972743
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol-500,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,0.9278127893022159,0.19867448940017043,-0.14471659950742874
DNE21 V.11,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.9301498115260785,0.6351043186628362,0.29171322975523706
DNE21 V.11,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.287377414005005,0.05317776653875228,-0.2902133223688469
DNE21 V.12,AMPERE2-550-FullTech-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.0249395225748756,0.20613844411862597,-0.1372526447889732
EC-IAM 2012,EMF27-FP-EERE,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.0500100612110803,0.23606662025157574,-0.10732446865602344
EC-IAM 2012,EMF27-FP-FullTech,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.2034843074549784,0.4271412413002472,0.08375015239264805
GCAM 3.0,AMPERE2-450-FullTech-HST,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.347988953930257,0.3815876415680937,0.03819655266049454
GCAM 3.0,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.8304606083766235,0.4302698674855263,0.08687877857792714
GCAM 3.0,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.000060735615629,0.4026931778799536,0.05930208897235445
GCAM 3.0,AMPERE2-450-LimSW-HST,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.3654415107778584,0.4003856689265817,0.0569945800189825
GCAM 3.0,AMPERE2-450-LimSW-LST,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.8363818882969813,0.4541628779018699,0.1107717889942707
GCAM 3.0,AMPERE2-450-LimSW-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.044251727072902,0.4197062930618698,0.07631520415427062
GCAM 3.0,AMPERE2-450-LowEI-HST,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.061275719826187,0.28790183928120505,-0.05548924962639412
GCAM 3.0,AMPERE2-450-LowEI-LST,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.7949002669225915,0.29920998731349296,-0.04418110159410621
GCAM 3.0,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.6099418360213729,0.3042927351154982,-0.03909835379210097
GCAM 3.0,AMPERE2-450-NucOff-HST,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.3520571329111797,0.45065419347862545,0.10726310457102628
GCAM 3.0,AMPERE2-450-NucOff-LST,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.8303871345264018,0.5007329679203012,0.15734187901270202
GCAM 3.0,AMPERE2-450-NucOff-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.9939480796780156,0.470546042003311,0.12715495309571184
GCAM 3.0,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.87336490018622,0.05726378627960808,-0.2861273026279911
GCAM 3.0,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.4516651756887693,0.43727591543051303,0.09388482652291386
GCAM 3.0,AMPERE2-550-LimBio-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.8547546005842719,0.06439754985613888,-0.2789935390514603
GCAM 3.0,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.8083195864138208,0.3396429388487516,-0.003748150058847599
GCAM 3.0,AMPERE3-450,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.9581821020163777,0.3856422583336578,0.04225116942605861
GCAM 3.0,AMPERE3-450P-CE,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,1.9443131002979896,0.36530711299010854,0.021916024082509367
GCAM 3.0,AMPERE3-450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.096429591574586,0.3946050921974731,0.05121400328987391
GCAM 3.0,AMPERE3-CF450,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.083949267761369,0.3971577994816992,0.05376671057410004
GCAM 3.0,AMPERE3-CF450P-EU,World,Policy,AR5,0.3%/y tolerance 2005-2050 STEPS,co2ffi,2.4961888659258236,0.5042446739498195,0.16085358504222036
