MODEL,SCENARIO,REGION,scenariotype,Database,tolerance,variable,growth0520,growth0550,divergence0520
IMAGE 2.4,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0881562069871127,-0.9009456771641745,0.008437682264315072
IMAGE 2.4,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0793882836052522,-1.9021839743074882,-3.3024111754542673e-4
IMAGE 2.4,EMF27-450-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,0.9828547242752942,-2.246139570500496,-0.09686380044750342
IMAGE 2.4,EMF27-450-LimSW,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.092496920073162,-2.151971664091512,0.012778395350364402
IMAGE 2.4,EMF27-450-LowEI,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,0.9956033788198108,-2.0893542369786364,-0.08411514590298685
IMAGE 2.4,EMF27-550-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.171231293457981,-0.5447209132922697,0.09151276873518333
IMAGE 2.4,EMF27-550-NoCCS,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.074643203900732,-0.8037877503202435,-0.005075320822065521
IMAGE 2.4,POEM_ScenarioA,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0488447185469003,-1.083968842320182,-0.0308738061758973
MERGE-ETL_2011,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0837968903868618,-1.661054691374887,0.004078365664064165
MERGE-ETL_2011,AMPERE3-CF450,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0837968903868618,-1.661054691374887,0.004078365664064165
MESSAGE V.3,AME 3.7 W/m2 NTE,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0345087320064767,-0.40087077436075685,-0.04520979271632086
MESSAGE V.3,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.091665090307868,0.15106768328158418,0.011946565585070346
MESSAGE V.4,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,0.9848281555870505,-1.7399828270306057,-0.09489036913574711
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1360247357243007,-0.2703552889047008,0.056306211001503126
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,0.9854450891002268,0.19396044471732982,-0.09427343562257084
MESSAGE V.4,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.005219892704936,-0.25677359829540336,-0.07449863201786155
MESSAGE V.4,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0606078745131242,0.20924590093450884,-0.019110650209673397
MESSAGE V.4,LIMITS-RefPol,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.092215727833666,1.130294165692239,0.012497203110868327
MESSAGE V.4,LIMITS-RefPol-450,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0918414967782535,-3.319654936505674,0.012122972055455872
MESSAGE V.4,LIMITS-RefPol-450-EE,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0922705679919058,-3.3177345319323277,0.012552043269108193
MESSAGE V.4,LIMITS-RefPol-450-PC,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0922601941813543,-3.317942849521257,0.012541669458556726
MESSAGE V.4,LIMITS-RefPol-500,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0921351268236397,-1.6834887895331718,0.012416602100842056
MESSAGE V.4,LIMITS-RefPol2030-500,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0918806704783535,-1.3969348259723762,0.012162145755555853
POLES EMF27,EMF27-450-NucOff,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0159281214238665,-2.8552380455824418,-0.06379040329893115
POLES EMF27,EMF27-550-Conv,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1411841728309586,-1.3862883269607609,0.06146564810816102
POLES EMF27,EMF27-550-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.092567302807339,-1.1396003333024198,0.012848778084541435
POLES EMF27,EMF27-550-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0450686436608692,-1.0734061626655647,-0.034649881061928456
POLES EMF27,EMF27-550-LimBio,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1080567337731158,-1.2298838588551122,0.02833820905031814
POLES EMF27,EMF27-550-NucOff,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.133066400635343,-1.1344317953184597,0.05334787591254542
POLES-AME,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0567559429183977,-0.28632861647495467,-0.022962581804399917
REMIND 1.4,ROSE 550 LO Fos,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0092864544323514,-0.14293543989751356,-0.07043207029044618
REMIND 1.5,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,0.991273430760072,-1.0544540642669433,-0.0884450939627256
REMIND 1.5,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0371898649181805,-0.5905375372202807,-0.042528659804617064
REMIND 1.5,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.117929022245292,-0.046557322045859766,0.03821049752249439
REMIND 1.5,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1089284611134431,-0.15291762868162018,0.029209936390645508
REMIND 1.5,EMF27-550-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0873110069429377,-1.4551187547186748,0.007592482220140084
REMIND 1.5,EMF27-550-LowEI,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1635892983497105,-1.411227193821117,0.08387077362691286
REMIND 1.5,EMF27-550-NucOff,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.02441073421294,-1.4587930007749725,-0.05530779050985757
TIAM-ECN,LIMITS-450,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0406356022945928,-2.0226200855758276,-0.03908292242820477
TIAM-ECN,LIMITS-StrPol-450,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.061655166301622,-2.005277738007223,-0.018063358421175568
TIAM-ECN,LIMITS-StrPol-500,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.152301803799401,-0.6435436073317923,0.07258327907660345
TIAM-World_Mar2012,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0130225188230568,-0.2676972789614022,-0.06669600589974078
TIMES-VTT-2011,AME 3.7 W/m2 NTE,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1602936967633444,0.19344484002249296,0.08057517204054676
TIMES-VTT-2011,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0219987208999963,0.019216951019830713,-0.057719803822801286
WITCH_ROSE,ROSE 550 HI Coal,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1029337215999508,0.23178168028591037,0.023215196877153232
WITCH_ROSE,ROSE 550 LO Fos,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.0001029796540688,0.23939324870436313,-0.07961554506872881
WITCH_ROSE,ROSE 550 LO Oil,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1032645602170277,0.23169075466349337,0.023546035494230066
WorldScan2,AMPERE3-450P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1464215139535365,-0.8613907812368756,0.06670298923073892
WorldScan2,AMPERE3-RefP-EUback,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1464215139535365,0.7435145270518164,0.06670298923073892
WorldScan2,AMPERE3-RefPol,World,Policy,AR5,0.1%/y tolerance 2005-2020,co2ffi,1.1480828951507622,0.7433424918556063,0.06836437042796462
BET 1.5,EMF27-550-LimBio,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0850124630652402,0.7972064103043606,-0.08286997751760339
EC-IAM 2012,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.07536777800334,0.7559498736925442,-0.09251466257950369
FARM_3.0,EMF27-FP-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0859883653644076,0.7975538353003407,-0.08189407521843606
GCAM 3.0,EMF27-550-LowEI,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0971341184524992,0.7198342501473063,-0.07074832213034443
GCAM 3.0,ROSE 550 DEF,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0950448317970185,0.7556993761091412,-0.07283760878582513
GCAM 3.0,ROSE 550 FS Gr,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0950448317970185,0.7556993761091412,-0.07283760878582513
GCAM 3.0,ROSE 550 HI Gas,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0950448317970185,0.7556993761091412,-0.07283760878582513
GEM-E3-ICCS,AMPERE3-450P-CE,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0848933990967187,0.7952188933489445,-0.08298904148612496
GEM-E3-ICCS,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0848933990967187,0.7952188933489445,-0.08298904148612496
GEM-E3-ICCS,AMPERE3-CF550,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0848933990967187,0.7952188933489445,-0.08298904148612496
GEM-E3-ICCS,AMPERE3-RefP-CEback,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0848933990967187,0.7952188933489445,-0.08298904148612496
GRAPE_ver1998,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0854948156803108,0.763819747759812,-0.08238762490253282
IGSM,Level4,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,0.9884061986650394,0.7894380106415847,-0.1794762419178042
IMAGE 2.4,AME 2.6 W/m2 OS,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901455575908277,0.7504428300418119,-0.07773688299201598
IMAGE 2.4,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901455575908277,0.7504428300418119,-0.07773688299201598
IMAGE 2.4,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0918924767058396,0.7984311378172393,-0.07598996387700407
IMAGE 2.4,EMF27-450-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901467367378004,0.7504432549714934,-0.07773570384504325
IMAGE 2.4,EMF27-450-LimSW,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901467367378004,0.7504432549714934,-0.07773570384504325
IMAGE 2.4,EMF27-450-LowEI,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901467367378004,0.7504432549714934,-0.07773570384504325
IMAGE 2.4,EMF27-550-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901467367378004,0.7504432549714934,-0.07773570384504325
IMAGE 2.4,EMF27-550-NoCCS,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901467367378004,0.7504432549714934,-0.07773570384504325
IMAGE 2.4,POEM_ScenarioA,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901467367378004,0.7504432549714934,-0.07773570384504325
MERGE-ETL_2011,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0389789845490682,0.7815958086203483,-0.1289034560337754
MERGE-ETL_2011,AMPERE3-CF450,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0389789845490682,0.7815958086203483,-0.1289034560337754
MESSAGE V.3,AME 3.7 W/m2 NTE,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.09185019339692,0.7527965134209443,-0.07603224718592361
MESSAGE V.3,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.09185019339692,0.7527965134209443,-0.07603224718592361
MESSAGE V.4,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901477274268245,0.7999444361427916,-0.0777347131560191
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901477274268245,0.7999444361427916,-0.0777347131560191
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901477274268245,0.7999444361427916,-0.0777347131560191
MESSAGE V.4,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901477274268245,0.7999444361427916,-0.0777347131560191
MESSAGE V.4,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901477274268245,0.7999444361427916,-0.0777347131560191
MESSAGE V.4,LIMITS-RefPol,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.09185019339692,0.7527965134209443,-0.07603224718592361
MESSAGE V.4,LIMITS-RefPol-450,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.09185019339692,0.7527965134209443,-0.07603224718592361
MESSAGE V.4,LIMITS-RefPol-450-EE,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.09185019339692,0.7527965134209443,-0.07603224718592361
MESSAGE V.4,LIMITS-RefPol-450-PC,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.09185019339692,0.7527965134209443,-0.07603224718592361
MESSAGE V.4,LIMITS-RefPol-500,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.09185019339692,0.7527965134209443,-0.07603224718592361
MESSAGE V.4,LIMITS-RefPol2030-500,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.09185019339692,0.7527965134209443,-0.07603224718592361
POLES EMF27,EMF27-450-NucOff,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.1302299323820364,0.8122794823245351,-0.03765250820080723
POLES EMF27,EMF27-550-Conv,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.1302299323820364,0.8122794823245351,-0.03765250820080723
POLES EMF27,EMF27-550-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.1302299323820364,0.8122794823245351,-0.03765250820080723
POLES EMF27,EMF27-550-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.1302299323820364,0.8122794823245351,-0.03765250820080723
POLES EMF27,EMF27-550-LimBio,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.1302299323820364,0.8122794823245351,-0.03765250820080723
POLES EMF27,EMF27-550-NucOff,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.1302299323820364,0.8122794823245351,-0.03765250820080723
POLES-AME,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0950434538129745,0.7556934848307151,-0.07283898676986911
REMIND 1.4,ROSE 550 LO Fos,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0951284622326203,0.7557640540183522,-0.07275397835022335
REMIND 1.5,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901358959245637,0.7999899293707102,-0.0777465446582799
REMIND 1.5,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901358959245637,0.7999899293707102,-0.0777465446582799
REMIND 1.5,AMPERE2-550-EERE-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901358959245637,0.7999899293707102,-0.0777465446582799
REMIND 1.5,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0901358959245637,0.7999899293707102,-0.0777465446582799
REMIND 1.5,EMF27-550-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.1083421730748217,0.8012629882189791,-0.05954026750802188
REMIND 1.5,EMF27-550-LowEI,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.1083421730748217,0.8012629882189791,-0.05954026750802188
REMIND 1.5,EMF27-550-NucOff,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.1083421730748217,0.8012629882189791,-0.05954026750802188
TIAM-ECN,LIMITS-450,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0878176840187,0.7871158236008924,-0.08006475656414369
TIAM-ECN,LIMITS-StrPol-450,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0878176840187,0.7871158236008924,-0.08006475656414369
TIAM-ECN,LIMITS-StrPol-500,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0878176840187,0.7871158236008924,-0.08006475656414369
TIAM-World_Mar2012,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0415784573363969,0.7313613448004238,-0.12630398324644676
TIMES-VTT-2011,AME 3.7 W/m2 NTE,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,0.9702334507022196,0.7233132595222437,-0.19764898988062407
TIMES-VTT-2011,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,population,0.9702334507022196,0.7233132595222437,-0.19764898988062407
WITCH_ROSE,ROSE 550 HI Coal,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0949717625998427,0.7556696789824279,-0.07291067798300088
WITCH_ROSE,ROSE 550 LO Fos,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0949717625998427,0.7556696789824279,-0.07291067798300088
WITCH_ROSE,ROSE 550 LO Oil,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0949717625998427,0.7556696789824279,-0.07291067798300088
WorldScan2,AMPERE3-450P-EU,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0178453862126702,0.8333681725214603,-0.15003705437017345
WorldScan2,AMPERE3-RefP-EUback,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0178453862126702,0.8333681725214603,-0.15003705437017345
WorldScan2,AMPERE3-RefPol,World,Policy,AR5,0.1%/y tolerance 2005-2020,population,1.0178453862126702,0.8333681725214603,-0.15003705437017345
BET 1.5,EMF27-550-LimBio,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.1758412001119374,2.196524250868295,0.8633315074389596
EC-IAM 2012,EMF27-FP-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.2836915795959079,1.6911137268078296,-0.02881811307706994
FARM_3.0,EMF27-FP-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.7924108426816212,1.8128198697911282,0.4799011500086434
GCAM 3.0,EMF27-550-LowEI,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.2903633411584419,1.729791232738166,-0.022146351514535922
GCAM 3.0,ROSE 550 DEF,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.1584577354607624,2.2009781135285817,0.8459480427877846
GCAM 3.0,ROSE 550 FS Gr,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.2793274677852438,2.530402149050433,0.966817775112266
GCAM 3.0,ROSE 550 HI Gas,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.1584577354607624,2.2009781135285817,0.8459480427877846
GEM-E3-ICCS,AMPERE3-450P-CE,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.966733346874108,2.0598903813992524,0.6542236542011302
GEM-E3-ICCS,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9556521475609518,2.0703015283219193,0.6431424548879741
GEM-E3-ICCS,AMPERE3-CF550,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.954036616019496,2.0703450642793717,0.6415269233465182
GEM-E3-ICCS,AMPERE3-RefP-CEback,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9667653968029224,2.095018282380998,0.6542557041299446
GRAPE_ver1998,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.8692373509747402,1.9253285428817515,0.5567276583017624
IGSM,Level4,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.947972751456367,2.0309267669740434,0.6354630587833892
IMAGE 2.4,AME 2.6 W/m2 OS,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9791738125116611,2.3251536187106936,0.6666641198386833
IMAGE 2.4,AME CO2 price $30 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9791738125116611,2.3251536187106936,0.6666641198386833
IMAGE 2.4,AMPERE2-450-LowEI-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.4343708559364545,2.618187333736724,1.1218611632634767
IMAGE 2.4,EMF27-450-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9791706759985437,2.3251531450506526,0.6666609833255659
IMAGE 2.4,EMF27-450-LimSW,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9791706759985437,2.3251531450506526,0.6666609833255659
IMAGE 2.4,EMF27-450-LowEI,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9791706759985437,2.3251531450506526,0.6666609833255659
IMAGE 2.4,EMF27-550-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9791706759985437,2.3251531450506526,0.6666609833255659
IMAGE 2.4,EMF27-550-NoCCS,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9791706759985437,2.3251531450506526,0.6666609833255659
IMAGE 2.4,POEM_ScenarioA,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.9791706759985437,2.3251531450506526,0.6666609833255659
MERGE-ETL_2011,AMPERE2-450-FullTech-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.0967119369165133,2.1250069526817503,0.7842022442435355
MERGE-ETL_2011,AMPERE3-CF450,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.0967119369165133,2.1250069526817503,0.7842022442435355
MESSAGE V.3,AME 3.7 W/m2 NTE,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.4975500718181085,2.0244704254609323,0.18504037914513072
MESSAGE V.3,AME CO2 price $10 (5% p.a.),World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.5004606856633746,2.034405588333487,0.18795099299039686
MESSAGE V.4,AMPERE2-450-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.0457675806471087,2.093071478800152,0.7332578879741309
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.053201659275956,2.1016898705308646,0.7406919666029783
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.0579223267458957,2.1198166686928372,0.7454126340729179
MESSAGE V.4,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.0491709546690138,2.102962805699171,0.736661261996036
MESSAGE V.4,AMPERE3-550,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.053602772547727,2.120226273561726,0.741093079874749
MESSAGE V.4,LIMITS-RefPol,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.4400661853906984,1.991886004746044,0.12755649271772063
MESSAGE V.4,LIMITS-RefPol-450,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.4400661853906984,1.9316985554248074,0.12755649271772063
MESSAGE V.4,LIMITS-RefPol-450-EE,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.4400661853906984,1.932162371532213,0.12755649271772063
MESSAGE V.4,LIMITS-RefPol-450-PC,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.4400661853906984,1.9327962926555937,0.12755649271772063
MESSAGE V.4,LIMITS-RefPol-500,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.4400661853906984,1.9534971446949516,0.12755649271772063
MESSAGE V.4,LIMITS-RefPol2030-500,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,1.4400661853906984,1.9267520163220313,0.12755649271772063
POLES EMF27,EMF27-450-NucOff,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.0238475306736823,2.1224298370658956,0.7113378380007045
POLES EMF27,EMF27-550-Conv,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.0238475306736823,2.1224298370658956,0.7113378380007045
POLES EMF27,EMF27-550-EERE,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.0238475306736823,2.1224298370658956,0.7113378380007045
POLES EMF27,EMF27-550-FullTech,World,Policy,AR5,0.1%/y tolerance 2005-2020,pcgdp,2.0238475306736823,2.1224298370658956,0.7113378380007045
