Entity,Code,Year,"CO2 mitigation curves for 1.5C (Andrews & GCP, 2019)"
Start in 2007,,2046,4600941000
Start in 2007,,2047,4263422000.0000005
Start in 2007,,2048,3948951000
Start in 2007,,2049,3656152000
Start in 2007,,2050,3383711000
Start in 2007,,2051,3130368000
Start in 2007,,2052,2894923000
Start in 2007,,2053,2676235000
Start in 2007,,2054,2473218000
Start in 2007,,2055,2284848000
Start in 2007,,2056,2110151999.9999998
Start in 2007,,2057,1948213000
Start in 2007,,2058,1798168000
Start in 2007,,2059,1659203000
Start in 2007,,2060,1530552000
Start in 2007,,2061,1411497000
Start in 2007,,2062,1301364000
Start in 2007,,2063,1199523000
Start in 2007,,2064,1105382000
Start in 2007,,2065,1018388000.0000001
Start in 2007,,2066,938025000
Start in 2007,,2067,863812000
Start in 2007,,2068,795298000
Start in 2007,,2069,732064000
Start in 2007,,2070,673721000
Start in 2007,,2071,619905000
Start in 2007,,2072,570278000
Start in 2007,,2073,524525000
Start in 2007,,2074,482355000
Start in 2007,,2075,443496000
Start in 2007,,2076,407697000
Start in 2007,,2077,374725000
Start in 2007,,2078,344363000
Start in 2007,,2079,316410000
Start in 2007,,2080,290681000
Start in 2007,,2081,267003000
Start in 2007,,2082,245218000
Start in 2007,,2083,225177000
Start in 2007,,2084,206745000
Start in 2007,,2085,189795000
Start in 2007,,2086,174212000
Start in 2007,,2087,159887000
Start in 2007,,2088,146721000
Start in 2007,,2089,134622000
Start in 2007,,2090,123505000
Start in 2007,,2091,113293000
Start in 2007,,2092,103913000
Start in 2007,,2093,95299000
Start in 2007,,2094,87388000
Start in 2007,,2095,80126000
Start in 2007,,2096,73459000
Start in 2007,,2097,67340000
Start in 2007,,2098,61724000
Start in 2007,,2099,56570000
Start in 2007,,2100,51842000
Start in 2008,,2008,36010373000
Start in 2008,,2009,36563664000
Start in 2008,,2010,36668622000
Start in 2008,,2011,36407229000
Start in 2008,,2012,35849760000
Start in 2008,,2013,35056287000
Start in 2008,,2014,34077995000
Start in 2008,,2015,32958345000
Start in 2008,,2016,31734092000
Start in 2008,,2017,30436179000
Start in 2008,,2018,29090517000
Start in 2008,,2019,27718676000
Start in 2008,,2020,26338479000
Start in 2008,,2021,24964532000
Start in 2008,,2022,23608676000
Start in 2008,,2023,22280391000
Start in 2008,,2024,20987142000
Start in 2008,,2025,19734680000
Start in 2008,,2026,18527306000
Start in 2008,,2027,17368098000
Start in 2008,,2028,16259110000
Start in 2008,,2029,15201539000
Start in 2008,,2030,14195874000
Start in 2008,,2031,13242025000
Start in 2008,,2032,12339425000
Start in 2008,,2033,11487130000
Start in 2008,,2034,10683893000
Start in 2008,,2035,9928233000
Start in 2008,,2036,9218496000
Start in 2008,,2037,8552896000.000001
Start in 2008,,2038,7929562000
Start in 2008,,2039,7346570000
Start in 2008,,2040,6801969000
Start in 2008,,2041,6293805000
Start in 2008,,2042,5820144000
Start in 2008,,2043,5379081000
Start in 2008,,2044,4968755000
Start in 2008,,2045,4587361000
Start in 2008,,2046,4233151999.9999995
Start in 2008,,2047,3904448000
Start in 2008,,2048,3599639000
Start in 2008,,2049,3317186000
Start in 2008,,2050,3055623000
Start in 2008,,2051,2813560000
Start in 2008,,2052,2589677000
Start in 2008,,2053,2382729000
Start in 2008,,2054,2191538000
Start in 2008,,2055,2014997000.0000002
Start in 2008,,2056,1852066000
Start in 2008,,2057,1701767000
Start in 2008,,2058,1563183000
Start in 2008,,2059,1435459000
Start in 2008,,2060,1317792000
Start in 2008,,2061,1209435000
Start in 2008,,2062,1109689000
Start in 2008,,2063,1017905000.0000001
Start in 2008,,2064,933478000
Start in 2008,,2065,855844000
Start in 2008,,2066,784481000
Start in 2008,,2067,718903000
Start in 2008,,2068,658661000
Start in 2008,,2069,603336000
Start in 2008,,2070,552543000
Start in 2008,,2071,505922000
Start in 2008,,2072,463143000
Start in 2008,,2073,423900000
Start in 2008,,2074,387909000
Start in 2008,,2075,354909000
Start in 2008,,2076,324658000
Start in 2008,,2077,296935000
Start in 2008,,2078,271533000
Start in 2008,,2079,248264000
Start in 2008,,2080,226952000
Start in 2008,,2081,207437000
Start in 2008,,2082,189571000
Start in 2008,,2083,173219000
Start in 2008,,2084,158254000
Start in 2008,,2085,144561000
Start in 2008,,2086,132035000.00000001
Start in 2008,,2087,120578000
Start in 2008,,2088,110100000
Start in 2008,,2089,100520000
Start in 2008,,2090,91762000
Start in 2008,,2091,83757000
Start in 2008,,2092,76441000
Start in 2008,,2093,69756000
Start in 2008,,2094,63647999.99999999
Start in 2008,,2095,58068000
Start in 2008,,2096,52971000
Start in 2008,,2097,48317000
Start in 2008,,2098,44067000
Start in 2008,,2099,40186000
Start in 2008,,2100,36644000
Start in 2009,,2009,37288306000
Start in 2009,,2010,37834666000
Start in 2009,,2011,37858013000
Start in 2009,,2012,37461861000
Start in 2009,,2013,36733783000
Start in 2009,,2014,35747613000
Start in 2009,,2015,34565367000
Start in 2009,,2016,33238902000.000004
Start in 2009,,2017,31811370000
Start in 2009,,2018,30318465000
Start in 2009,,2019,28789518000
Start in 2009,,2020,27248435000
Start in 2009,,2021,25714513000
Start in 2009,,2022,24203139000
Start in 2009,,2023,22726403000
Start in 2009,,2024,21293614000
Start in 2009,,2025,19911755000
Start in 2009,,2026,18585864000
Start in 2009,,2027,17319366000
Start in 2009,,2028,16114356999.999998
Start in 2009,,2029,14971840000
Start in 2009,,2030,13891938000
Start in 2009,,2031,12874062000
Start in 2009,,2032,11917059000
Start in 2009,,2033,11019340000
Start in 2009,,2034,10178979000
Start in 2009,,2035,9393805000
Start in 2009,,2036,8661474000
Start in 2009,,2037,7979525000
Start in 2009,,2038,7345437000
Start in 2009,,2039,6756661000
Start in 2009,,2040,6210660000
Start in 2009,,2041,5704930000
Start in 2009,,2042,5237022000
Start in 2009,,2043,4804562000
Start in 2009,,2044,4405253000
Start in 2009,,2045,4036895999.9999995
Start in 2009,,2046,3697384000
Start in 2009,,2047,3384717000
Start in 2009,,2048,3096994000
Start in 2009,,2049,2832418000
Start in 2009,,2050,2589297000
Start in 2009,,2051,2366039000
Start in 2009,,2052,2161148000
Start in 2009,,2053,1973226000
Start in 2009,,2054,1800965000
Start in 2009,,2055,1643147000
Start in 2009,,2056,1498634000
Start in 2009,,2057,1366371000
Start in 2009,,2058,1245377000
Start in 2009,,2059,1134741000
Start in 2009,,2060,1033620999.9999999
Start in 2009,,2061,941237000
Start in 2009,,2062,856868000
Start in 2009,,2063,779849000
Start in 2009,,2064,709564000
Start in 2009,,2065,645449000
Start in 2009,,2066,586982000
Start in 2009,,2067,533683000
Start in 2009,,2068,485110000
Start in 2009,,2069,440858000
Start in 2009,,2070,400555000
Start in 2009,,2071,363859000
Start in 2009,,2072,330456000
Start in 2009,,2073,300060000
Start in 2009,,2074,272406000
Start in 2009,,2075,247254000
Start in 2009,,2076,224382000
Start in 2009,,2077,203590000
Start in 2009,,2078,184691000
Start in 2009,,2079,167519000
Start in 2009,,2080,151918000
Start in 2009,,2081,137747000
Start in 2009,,2082,124879000
Start in 2009,,2083,113195000
Start in 2009,,2084,102589000
Start in 2009,,2085,92963000
Start in 2009,,2086,84228000
Start in 2009,,2087,76303000
Start in 2009,,2088,69114000
Start in 2009,,2089,62595000
Start in 2009,,2090,56683000
Start in 2009,,2091,51322000
Start in 2009,,2092,46463000
Start in 2009,,2093,42059000
Start in 2009,,2094,38068000
Start in 2009,,2095,34451000
Start in 2009,,2096,31174000
Start in 2009,,2097,28206000
Start in 2009,,2098,25518000
Start in 2009,,2099,23084000
Start in 2009,,2100,20879000
Start in 2010,,2010,38265679000
Start in 2010,,2011,38855101000
Start in 2010,,2012,38824208000
Start in 2010,,2013,38305495000
Start in 2010,,2014,37409452000
Start in 2010,,2015,36227847000
Start in 2010,,2016,34836538000
Start in 2010,,2017,33297901000.000004
Start in 2010,,2018,31662904000
Start in 2010,,2019,29972889000
Start in 2010,,2020,28261093000
Start in 2010,,2021,26553953000
Start in 2010,,2022,24872217000
Start in 2010,,2023,23231890000
Start in 2010,,2024,21645043000
Start in 2010,,2025,20120494000
Start in 2010,,2026,18664390000
Start in 2010,,2027,17280698000
Start in 2010,,2028,15971617000
Start in 2010,,2029,14737929000
Start in 2010,,2030,13579288000
Start in 2010,,2031,12494466000
Start in 2010,,2032,11481558000
Start in 2010,,2033,10538148000
Start in 2010,,2034,9661448000
Start in 2010,,2035,8848418000
Start in 2010,,2036,8095851000
Start in 2010,,2037,7400454000
Start in 2010,,2038,6758909000
Start in 2010,,2039,6167916000
Start in 2010,,2040,5624235000
Start in 2010,,2041,5124716000
Start in 2010,,2042,4666313000
Start in 2010,,2043,4246108999.9999995
Start in 2010,,2044,3861320000
Start in 2010,,2045,3509304000
Start in 2010,,2046,3187564000
Start in 2010,,2047,2893749000
Start in 2010,,2048,2625656000
Start in 2010,,2049,2381219000
Start in 2010,,2050,2158514000
Start in 2010,,2051,1955748000
Start in 2010,,2052,1771258000
Start in 2010,,2053,1603501000
Start in 2010,,2054,1451050000
Start in 2010,,2055,1312587000
Start in 2010,,2056,1186895000
Start in 2010,,2057,1072857000
Start in 2010,,2058,969441000
Start in 2010,,2059,875704000
Start in 2010,,2060,790778000
Start in 2010,,2061,713867000
Start in 2010,,2062,644244000
Start in 2010,,2063,581244000
Start in 2010,,2064,524259000.00000006
Start in 2010,,2065,472733000
Start in 2010,,2066,426160000
Start in 2010,,2067,384079000
Start in 2010,,2068,346068000
Start in 2010,,2069,311745000
Start in 2010,,2070,280761000
Start in 2010,,2071,252800000.00000003
Start in 2010,,2072,227575000
Start in 2010,,2073,204823000
Start in 2010,,2074,184309000
Start in 2010,,2075,165816000
Start in 2010,,2076,149150000
Start in 2010,,2077,134133000
Start in 2010,,2078,120607000
Start in 2010,,2079,108425000
Start in 2010,,2080,97457000
Start in 2010,,2081,87583000
Start in 2010,,2082,78697000
Start in 2010,,2083,70701000
Start in 2010,,2084,63506999.99999999
Start in 2010,,2085,57037000
Start in 2010,,2086,51218000
Start in 2010,,2087,45986000
Start in 2010,,2088,41283000
Start in 2010,,2089,37056000
Start in 2010,,2090,33257000
Start in 2010,,2091,29843000
Start in 2010,,2092,26777000
Start in 2010,,2093,24022000
Start in 2010,,2094,21549000
Start in 2010,,2095,19327000
Start in 2010,,2096,17333000
Start in 2010,,2097,15542000
Start in 2010,,2098,13935000
Start in 2010,,2099,12493000
Start in 2010,,2100,11199000
Start in 2011,,2011,39323299000
Start in 2011,,2012,39924314000
Start in 2011,,2013,39794575000
Start in 2011,,2014,39103296000
Start in 2011,,2015,37989299000
Start in 2011,,2016,36565903000
Start in 2011,,2017,34925086000
Start in 2011,,2018,33140998000.000004
Start in 2011,,2019,31272945000
Start in 2011,,2020,29367902000
Start in 2011,,2021,27462641000
Start in 2011,,2022,25585519000
Start in 2011,,2023,23757983000
Start in 2011,,2024,21995834000
Start in 2011,,2025,20310284000
Start in 2011,,2026,18708840000
Start in 2011,,2027,17196042000
Start in 2011,,2028,15774073000
Start in 2011,,2029,14443266000
Start in 2011,,2030,13202525000
Start in 2011,,2031,12049665000
Start in 2011,,2032,10981696000
Start in 2011,,2033,9995052000
Start in 2011,,2034,9085776000
Start in 2011,,2035,8249663999.999999
Start in 2011,,2036,7482390000
Start in 2011,,2037,6779595000
Start in 2011,,2038,6136960000
Start in 2011,,2039,5550261000
Start in 2011,,2040,5015410000
Start in 2011,,2041,4528483000
Start in 2011,,2042,4085744000
Start in 2011,,2043,3683656000
Start in 2011,,2044,3318886000
Start in 2011,,2045,2988311000
Start in 2011,,2046,2689014000
Start in 2011,,2047,2418281000
Start in 2011,,2048,2173597000
Start in 2011,,2049,1952633000
Start in 2011,,2050,1753242000
Start in 2011,,2051,1573448000
Start in 2011,,2052,1411436000
Start in 2011,,2053,1265542000
Start in 2011,,2054,1134244000
Start in 2011,,2055,1016152000
Start in 2011,,2056,909996000
Start in 2011,,2057,814622000
Start in 2011,,2058,728978000
Start in 2011,,2059,652110000
Start in 2011,,2060,583150000
Start in 2011,,2061,521312000
Start in 2011,,2062,465885000
Start in 2011,,2063,416225000
Start in 2011,,2064,371750000
Start in 2011,,2065,331932000
Start in 2011,,2066,296299000
Start in 2011,,2067,264420000
Start in 2011,,2068,235911000
Start in 2011,,2069,210423000
Start in 2011,,2070,187643000
Start in 2011,,2071,167291000
Start in 2011,,2072,149112000
Start in 2011,,2073,132879000
Start in 2011,,2074,118388000
Start in 2011,,2075,105456000
Start in 2011,,2076,93917000
Start in 2011,,2077,83625000
Start in 2011,,2078,74446000
Start in 2011,,2079,66262000
Start in 2011,,2080,58967000
Start in 2011,,2081,52467000
Start in 2011,,2082,46674000
Start in 2011,,2083,41515000
Start in 2011,,2084,36919000
Start in 2011,,2085,32828000.000000004
Start in 2011,,2086,29185000
Start in 2011,,2087,25942000
Start in 2011,,2088,23057000
Start in 2011,,2089,20489000
Start in 2011,,2090,18205000
Start in 2011,,2091,16173000
Start in 2011,,2092,14366000
Start in 2011,,2093,12759000
Start in 2011,,2094,11331000
Start in 2011,,2095,10061000
Start in 2011,,2096,8932000
Start in 2011,,2097,7929000
Start in 2011,,2098,7038000
Start in 2011,,2099,6246000
Start in 2011,,2100,5543000
Start in 2012,,2012,40778535000
Start in 2012,,2013,41482625000
Start in 2012,,2014,41260381000
Start in 2012,,2015,40348148000
Start in 2012,,2016,38935465000
Start in 2012,,2017,37173378000
Start in 2012,,2018,35181368000
Start in 2012,,2019,33053102000.000004
Start in 2012,,2020,30861220000
Start in 2012,,2021,28661292000
Start in 2012,,2022,26495098000
Start in 2012,,2023,24393327000
Start in 2012,,2024,22377809000
Start in 2012,,2025,20463340000
Start in 2012,,2026,18659177000
Start in 2012,,2027,16970263000
Start in 2012,,2028,15398219000
Start in 2012,,2029,13942146000
Start in 2012,,2030,12599274000
Start in 2012,,2031,11365483000
Start in 2012,,2032,10235715000
Start in 2012,,2033,9204299000
Start in 2012,,2034,8265209000
Start in 2012,,2035,7412264000
Start in 2012,,2036,6639272000
Start in 2012,,2037,5940153000
Start in 2012,,2038,5309015000
Start in 2012,,2039,4740215000
Start in 2012,,2040,4228398000.0000005
Start in 2012,,2041,3768524000
Start in 2012,,2042,3355877000
Start in 2012,,2043,2986070000
Start in 2012,,2044,2655042000
Start in 2012,,2045,2359051000
Start in 2012,,2046,2094658000
Start in 2012,,2047,1858718000
Start in 2012,,2048,1648358000
Start in 2012,,2049,1460965000
Start in 2012,,2050,1294166000
Start in 2012,,2051,1145811000
Start in 2012,,2052,1013954000
Start in 2012,,2053,896842000
Start in 2012,,2054,792892000
Start in 2012,,2055,700683000
Start in 2012,,2056,618936000
Start in 2012,,2057,546505000
Start in 2012,,2058,482363000
Start in 2012,,2059,425590000
Start in 2012,,2060,375363000
Start in 2012,,2061,330950000
Start in 2012,,2062,291694000
Start in 2012,,2063,257011000
Start in 2012,,2064,226382000
Start in 2012,,2065,199343000
Start in 2012,,2066,175483000
Start in 2012,,2067,154435000
Start in 2012,,2068,135875000
Start in 2012,,2069,119514000
Start in 2012,,2070,105097000
Start in 2012,,2071,92396000
Start in 2012,,2072,81210000
Start in 2012,,2073,71362000
Start in 2012,,2074,62694000
Start in 2012,,2075,55067000
Start in 2012,,2076,48358000
Start in 2012,,2077,42457000
Start in 2012,,2078,37269000
Start in 2012,,2079,32708000
Start in 2012,,2080,28701000
Start in 2012,,2081,25179000
Start in 2012,,2082,22086000
Start in 2012,,2083,19369000
Start in 2012,,2084,16984000
Start in 2012,,2085,14890000
Start in 2012,,2086,13052000
Start in 2012,,2087,11439000
Start in 2012,,2088,10024000
Start in 2012,,2089,8782000
Start in 2012,,2090,7694000
Start in 2012,,2091,6739000
Start in 2012,,2092,5902000
Start in 2012,,2093,5168000
Start in 2012,,2094,4525000
Start in 2012,,2095,3961000
Start in 2012,,2096,3467000
Start in 2012,,2097,3035000
Start in 2012,,2098,2656000
Start in 2012,,2099,2324000
Start in 2012,,2100,2033000
Start in 2013,,2013,40858162000
Start in 2013,,2014,41361141000
Start in 2013,,2015,40909851000
Start in 2013,,2016,39763415000
Start in 2013,,2017,38126851000
Start in 2013,,2018,36161181000
Start in 2013,,2019,33991760999.999996
Start in 2013,,2020,31715137000
Start in 2013,,2021,29404680000
Start in 2013,,2022,27115200000
Start in 2013,,2023,24886720000
Start in 2013,,2024,22747562000
Start in 2013,,2025,20716846000
Start in 2013,,2026,18806524000
Start in 2013,,2027,17023019999.999998
Start in 2013,,2028,15368555000
Start in 2013,,2029,13842198000
Start in 2013,,2030,12440719000
Start in 2013,,2031,11159250000
Start in 2013,,2032,9991811000
Start in 2013,,2033,8931724000
Start in 2013,,2034,7971928000
Start in 2013,,2035,7105217000
Start in 2013,,2036,6324423000
Start in 2013,,2037,5622549000
Start in 2013,,2038,4992864000
Start in 2013,,2039,4428966000
Start in 2013,,2040,3924820000
Start in 2013,,2041,3474789000
Start in 2013,,2042,3073635000
Start in 2013,,2043,2716523000
Start in 2013,,2044,2399008000
Start in 2013,,2045,2117023000
Start in 2013,,2046,1866862000
Start in 2013,,2047,1645158000
Start in 2013,,2048,1448857000
Start in 2013,,2049,1275206000
Start in 2013,,2050,1121719000
Start in 2013,,2051,986162000
Start in 2013,,2052,866531000
Start in 2013,,2053,761030000
Start in 2013,,2054,668052000
Start in 2013,,2055,586163000
Start in 2013,,2056,514086000.00000006
Start in 2013,,2057,450680000
Start in 2013,,2058,394934000
Start in 2013,,2059,345949000
Start in 2013,,2060,302925000
Start in 2013,,2061,265156000
Start in 2013,,2062,232016000
Start in 2013,,2063,202949000
Start in 2013,,2064,177467000
Start in 2013,,2065,155135000
Start in 2013,,2066,135573000
Start in 2013,,2067,118443000
Start in 2013,,2068,103448000
Start in 2013,,2069,90327000
Start in 2013,,2070,78850000
Start in 2013,,2071,68813000
Start in 2013,,2072,60039000
Start in 2013,,2073,52371000
Start in 2013,,2074,45672000
Start in 2013,,2075,39821000
Start in 2013,,2076,34712000
Start in 2013,,2077,30252000
Start in 2013,,2078,26359000
Start in 2013,,2079,22963000
Start in 2013,,2080,20001000
Start in 2013,,2081,17417000
Start in 2013,,2082,15164000
Start in 2013,,2083,13200000
Start in 2013,,2084,11489000
Start in 2013,,2085,9998000
Start in 2013,,2086,8699000
Start in 2013,,2087,7567000
Start in 2013,,2088,6582000
Start in 2013,,2089,5724000
Start in 2013,,2090,4977000
Start in 2013,,2091,4327000
Start in 2013,,2092,3761000
Start in 2013,,2093,3269000
Start in 2013,,2094,2841000
Start in 2013,,2095,2468000
Start in 2013,,2096,2145000
Start in 2013,,2097,1863000
Start in 2013,,2098,1618000
Start in 2013,,2099,1405000
Start in 2013,,2100,1220000
Start in 2014,,2014,41373736000
Start in 2014,,2015,41639963000
Start in 2014,,2016,40896157000
Start in 2014,,2017,39439226000
Start in 2014,,2018,37499749000
Start in 2014,,2019,35255188000
Start in 2014,,2020,32840640000
Start in 2014,,2021,30357545000
Start in 2014,,2022,27880745000
Start in 2014,,2023,25464178000
Start in 2014,,2024,23145468000
Start in 2014,,2025,20949599000
Start in 2014,,2026,18891864000
Start in 2014,,2027,16980208999.999998
Start in 2014,,2028,15217089000
Start in 2014,,2029,13600940000
Start in 2014,,2030,12127328000
Start in 2014,,2031,10789844000
Start in 2014,,2032,9580795000
Start in 2014,,2033,8491735999.999999
Start in 2014,,2034,7513868000
Start in 2014,,2035,6638329000
Start in 2014,,2036,5856419000
Start in 2014,,2037,5159744000
Start in 2014,,2038,4540324000
Start in 2014,,2039,3990652000
Start in 2014,,2040,3503740000
Start in 2014,,2041,3073125000
Start in 2014,,2042,2692871000
Start in 2014,,2043,2357557000
Start in 2014,,2044,2062256000
Start in 2014,,2045,1802507000
Start in 2014,,2046,1574287000
Start in 2014,,2047,1373982000
Start in 2014,,2048,1198351000
Start in 2014,,2049,1044497999.9999999
Start in 2014,,2050,909841000
Start in 2014,,2051,792083000
Start in 2014,,2052,689182000
Start in 2014,,2053,599332000
Start in 2014,,2054,520931999.99999994
Start in 2014,,2055,452568000
Start in 2014,,2056,392994000
Start in 2014,,2057,341110000
Start in 2014,,2058,295949000
Start in 2014,,2059,256662999.99999997
Start in 2014,,2060,222504000
Start in 2014,,2061,192818000
Start in 2014,,2062,167033000
Start in 2014,,2063,144644000
Start in 2014,,2064,125215000
Start in 2014,,2065,108360000
Start in 2014,,2066,93744000
Start in 2014,,2067,81075000
Start in 2014,,2068,70098000
Start in 2014,,2069,60590000
Start in 2014,,2070,52357000
Start in 2014,,2071,45231000
Start in 2014,,2072,39065000
Start in 2014,,2073,33731000
Start in 2014,,2074,29118000
Start in 2014,,2075,25130000
Start in 2014,,2076,21684000
Start in 2014,,2077,18706000
Start in 2014,,2078,16133000.000000002
Start in 2014,,2079,13912000
Start in 2014,,2080,11994000
Start in 2014,,2081,10338000
Start in 2014,,2082,8909000
Start in 2014,,2083,7677000
Start in 2014,,2084,6613000
Start in 2014,,2085,5696000
Start in 2014,,2086,4905000
Start in 2014,,2087,4224000
Start in 2014,,2088,3636000
Start in 2014,,2089,3130000
Start in 2014,,2090,2694000
Start in 2014,,2091,2318000
Start in 2014,,2092,1994000
Start in 2014,,2093,1716000
Start in 2014,,2094,1476000
Start in 2014,,2095,1269000
Start in 2014,,2096,1091000
Start in 2014,,2097,938000
Start in 2014,,2098,807000
Start in 2014,,2099,693000
Start in 2014,,2100,596000
Start in 2015,,2015,41410120000
Start in 2015,,2016,41406813000
Start in 2015,,2017,40363989000
Start in 2015,,2018,38611298000
Start in 2015,,2019,36399999000
Start in 2015,,2020,33919530000
Start in 2015,,2021,31310794000
Start in 2015,,2022,28676788000
Start in 2015,,2023,26091075000
Start in 2015,,2024,23604533000
Start in 2015,,2025,21250696000
Start in 2015,,2026,19049973000
Start in 2015,,2027,17012968999.999998
Start in 2015,,2028,15143080000
Start in 2015,,2029,13438511000
Start in 2015,,2030,11893835000
Start in 2015,,2031,10501193000
Start in 2015,,2032,9251201000
Start in 2015,,2033,8133626000
Start in 2015,,2034,7137898000
Start in 2015,,2035,6253470000
Start in 2015,,2036,5470076000
Start in 2015,,2037,4777909000
Start in 2015,,2038,4167732000
Start in 2015,,2039,3630943000
Start in 2015,,2040,3159609000
Start in 2015,,2041,2746466000
Start in 2015,,2042,2384910000
Start in 2015,,2043,2068966999.9999998
Start in 2015,,2044,1793261000
Start in 2015,,2045,1552975000
Start in 2015,,2046,1343807000
Start in 2015,,2047,1161930000
Start in 2015,,2048,1003946999.9999999
Start in 2015,,2049,866853000
Start in 2015,,2050,747996000
Start in 2015,,2051,645039000
Start in 2015,,2052,555927000
Start in 2015,,2053,478858000
Start in 2015,,2054,412254000
Start in 2015,,2055,354732000
Start in 2015,,2056,305088000
Start in 2015,,2057,262270000
Start in 2015,,2058,225360000
Start in 2015,,2059,193561000
Start in 2015,,2060,166181000
Start in 2015,,2061,142618000
Start in 2015,,2062,122349000
Start in 2015,,2063,104922000
Start in 2015,,2064,89946000
Start in 2015,,2065,77082000
Start in 2015,,2066,66036000
Start in 2015,,2067,56554000
Start in 2015,,2068,48420000
Start in 2015,,2069,41443000
Start in 2015,,2070,35462000
Start in 2015,,2071,30335000
Start in 2015,,2072,25943000
Start in 2015,,2073,22181000
Start in 2015,,2074,18959000
Start in 2015,,2075,16202000.000000002
Start in 2015,,2076,13842000
Start in 2015,,2077,11824000
Start in 2015,,2078,10097000
Start in 2015,,2079,8621000
Start in 2015,,2080,7359000
Start in 2015,,2081,6281000
Start in 2015,,2082,5359000
Start in 2015,,2083,4572000
Start in 2015,,2084,3900000
Start in 2015,,2085,3326000
Start in 2015,,2086,2836000
Start in 2015,,2087,2417000
Start in 2015,,2088,2061000
Start in 2015,,2089,1756000
Start in 2015,,2090,1496000
Start in 2015,,2091,1275000
Start in 2015,,2092,1086000
Start in 2015,,2093,925000
Start in 2015,,2094,788000
Start in 2015,,2095,671000
Start in 2015,,2096,571000
Start in 2015,,2097,486000
Start in 2015,,2098,414000
Start in 2015,,2099,352000
Start in 2015,,2100,300000
Start in 2016,,2016,40438809000
Start in 2016,,2017,40060450000
Start in 2016,,2018,38728849000
Start in 2016,,2019,36765171000
Start in 2016,,2020,34411147000
Start in 2016,,2021,31846452000
Start in 2016,,2022,29202515000
Start in 2016,,2023,26573484000
Start in 2016,,2024,24024891000
Start in 2016,,2025,21600487000
Start in 2016,,2026,19327600000
Start in 2016,,2027,17221335000
Start in 2016,,2028,15287833000
Start in 2016,,2029,13526794000
Start in 2016,,2030,11933416000
Start in 2016,,2031,10499872000
Start in 2016,,2032,9216426000
Start in 2016,,2033,8072262000
Start in 2016,,2034,7056100000
Start in 2016,,2035,6156629000
Start in 2016,,2036,5362825000
Start in 2016,,2037,4664153000
Start in 2016,,2038,4050701000
Start in 2016,,2039,3513261000
Start in 2016,,2040,3043361000
Start in 2016,,2041,2633269000
Start in 2016,,2042,2275977000
Start in 2016,,2043,1965174000
Start in 2016,,2044,1695201000
Start in 2016,,2045,1461009000
Start in 2016,,2046,1258110000
Start in 2016,,2047,1082525000
Start in 2016,,2048,930744000
Start in 2016,,2049,799674000
Start in 2016,,2050,686596000
Start in 2016,,2051,589129000
Start in 2016,,2052,505189000
Start in 2016,,2053,432957000
Start in 2016,,2054,370846000
Start in 2016,,2055,317477000
Start in 2016,,2056,271651000
Start in 2016,,2057,232328000
Start in 2016,,2058,198604000
Start in 2016,,2059,169700000
Start in 2016,,2060,144941000
Start in 2016,,2061,123744000
Start in 2016,,2062,105605000
Start in 2016,,2063,90091000
Start in 2016,,2064,76828000
Start in 2016,,2065,65495000
Start in 2016,,2066,55814000
Start in 2016,,2067,47549000
Start in 2016,,2068,40496000
Start in 2016,,2069,34478000
Start in 2016,,2070,29346000
Start in 2016,,2071,24970000
Start in 2016,,2072,21241000
Start in 2016,,2073,18065000
Start in 2016,,2074,15359000
Start in 2016,,2075,13055000
Start in 2016,,2076,11095000
Start in 2016,,2077,9426000
Start in 2016,,2078,8007000
Start in 2016,,2079,6800000
Start in 2016,,2080,5773000
Start in 2016,,2081,4901000
Start in 2016,,2082,4159000.0000000005
Start in 2016,,2083,3529000
Start in 2016,,2084,2994000
Start in 2016,,2085,2540000
Start in 2016,,2086,2154000
Start in 2016,,2087,1826000
Start in 2016,,2088,1548000
Start in 2016,,2089,1312000
Start in 2016,,2090,1112000
Start in 2016,,2091,942000
Start in 2016,,2092,798000
Start in 2016,,2093,676000
Start in 2016,,2094,573000
Start in 2016,,2095,485000
Start in 2016,,2096,411000
Start in 2016,,2097,348000
Start in 2016,,2098,294000
Start in 2016,,2099,248999.99999999997
Start in 2016,,2100,211000
Start in 2017,,2017,41240425000
Start in 2017,,2018,40564922000
Start in 2017,,2019,38815090000
Start in 2017,,2020,36396251000
Start in 2017,,2021,33603209000
Start in 2017,,2022,30646801000
Start in 2017,,2023,27674488000
Start in 2017,,2024,24786265000
Start in 2017,,2025,22046915000
Start in 2017,,2026,19495396000
Start in 2017,,2027,17152000000.000002
Start in 2017,,2028,15023779000
Start in 2017,,2029,13108626000
Start in 2017,,2030,11398323000
Start in 2017,,2031,9880789000
Start in 2017,,2032,8541725000
Start in 2017,,2033,7365789000
Start in 2017,,2034,6337426000
Start in 2017,,2035,5441436000
Start in 2017,,2036,4663337000
Start in 2017,,2037,3989601000
Start in 2017,,2038,3407769000
Start in 2017,,2039,2906505000
Start in 2017,,2040,2475589000
Start in 2017,,2041,2105884000
Start in 2017,,2042,1789269000
Start in 2017,,2043,1518574000
Start in 2017,,2044,1287497000
Start in 2017,,2045,1090520000
Start in 2017,,2046,922834000
Start in 2017,,2047,780260000
Start in 2017,,2048,659176000
Start in 2017,,2049,556454000
Start in 2017,,2050,469398000
Start in 2017,,2051,395689000
Start in 2017,,2052,333335000
Start in 2017,,2053,280632000
