Entity,Code,Year,"CO2 mitigation curves for 1.5C (Andrews & GCP, 2019)"
Start in 2017,,2054,236122000
Start in 2017,,2055,198559000
Start in 2017,,2056,166882000
Start in 2017,,2057,140186000
Start in 2017,,2058,117703000
Start in 2017,,2059,98779000
Start in 2017,,2060,82860000
Start in 2017,,2061,69476000
Start in 2017,,2062,58230000
Start in 2017,,2063,48785000
Start in 2017,,2064,40856000
Start in 2017,,2065,34204000
Start in 2017,,2066,28624000
Start in 2017,,2067,23946000
Start in 2017,,2068,20026000
Start in 2017,,2069,16743000.000000002
Start in 2017,,2070,13993000
Start in 2017,,2071,11692000
Start in 2017,,2072,9766000
Start in 2017,,2073,8156000
Start in 2017,,2074,6809000
Start in 2017,,2075,5683000
Start in 2017,,2076,4742000
Start in 2017,,2077,3956000.0000000005
Start in 2017,,2078,3299000
Start in 2017,,2079,2751000
Start in 2017,,2080,2293000
Start in 2017,,2081,1911000
Start in 2017,,2082,1593000
Start in 2017,,2083,1327000
Start in 2017,,2084,1105000
Start in 2017,,2085,920000
Start in 2017,,2086,766000
Start in 2017,,2087,638000
Start in 2017,,2088,531000
Start in 2017,,2089,442000
Start in 2017,,2090,368000
Start in 2017,,2091,306000
Start in 2017,,2092,254000
Start in 2017,,2093,212000
Start in 2017,,2094,176000
Start in 2017,,2095,146000
Start in 2017,,2096,122000
Start in 2017,,2097,101000
Start in 2017,,2098,84000
Start in 2017,,2099,70000
Start in 2017,,2100,58000
Start in 2018,,2018,42231942000
Start in 2018,,2019,41434142000
Start in 2018,,2020,39237776000
Start in 2018,,2021,36239944000
Start in 2018,,2022,32853679000
Start in 2018,,2023,29357928000
Start in 2018,,2024,25934855000
Start in 2018,,2025,22697546000
Start in 2018,,2026,19710474000
Start in 2018,,2027,17004514000
Start in 2018,,2028,14587884000
Start in 2018,,2029,12454031000
Start in 2018,,2030,10587257000
Start in 2018,,2031,8966683000
Start in 2018,,2032,7568977000
Start in 2018,,2033,6370193000
Start in 2018,,2034,5346973000
Start in 2018,,2035,4477285000
Start in 2018,,2036,3740838000
Start in 2018,,2037,3119275000
Start in 2018,,2038,2596223000
Start in 2018,,2039,2157237000
Start in 2018,,2040,1789692000
Start in 2018,,2041,1482632000
Start in 2018,,2042,1226614000
Start in 2018,,2043,1013543000.0000001
Start in 2018,,2044,836512000
Start in 2018,,2045,689654000
Start in 2018,,2046,568000000
Start in 2018,,2047,467359000
Start in 2018,,2048,384205000
Start in 2018,,2049,315578000
Start in 2018,,2050,259002000
Start in 2018,,2051,212408000
Start in 2018,,2052,174072000
Start in 2018,,2053,142557000
Start in 2018,,2054,116673000
Start in 2018,,2055,95430000
Start in 2018,,2056,78009000
Start in 2018,,2057,63733000
Start in 2018,,2058,52042000
Start in 2018,,2059,42474000
Start in 2018,,2060,34648000
Start in 2018,,2061,28251000
Start in 2018,,2062,23024000
Start in 2018,,2063,18757000
Start in 2018,,2064,15274000
Start in 2018,,2065,12433000
Start in 2018,,2066,10117000
Start in 2018,,2067,8229000
Start in 2018,,2068,6691000
Start in 2018,,2069,5439000
Start in 2018,,2070,4419000
Start in 2018,,2071,3590000
Start in 2018,,2072,2915000
Start in 2018,,2073,2367000
Start in 2018,,2074,1921000
Start in 2018,,2075,1558000
Start in 2018,,2076,1264000
Start in 2018,,2077,1025000.0000000001
Start in 2018,,2078,831000
Start in 2018,,2079,674000
Start in 2018,,2080,546000
Start in 2018,,2081,442000
Start in 2018,,2082,358000
Start in 2018,,2083,290000
Start in 2018,,2084,235000
Start in 2018,,2085,190000
Start in 2018,,2086,154000
Start in 2018,,2087,125000
Start in 2018,,2088,101000
Start in 2018,,2089,81000
Start in 2018,,2090,66000
Start in 2018,,2091,53000
Start in 2018,,2092,43000
Start in 2018,,2093,35000
Start in 2018,,2094,28000
Start in 2018,,2095,23000
Start in 2018,,2096,18000
Start in 2018,,2097,15000
Start in 2018,,2098,12000
Start in 2018,,2099,10000
Start in 2018,,2100,8000
Start in 2019,,2019,42231942000
Start in 2019,,2020,41246909000
Start in 2019,,2021,38575077000
Start in 2019,,2022,35023596000
Start in 2019,,2023,31122188000
Start in 2019,,2024,27207045000
Start in 2019,,2025,23481027000
Start in 2019,,2026,20056587000
Start in 2019,,2027,16986145000
Start in 2019,,2028,14283377000
Start in 2019,,2029,11937970000
Start in 2019,,2030,9925707000
Start in 2019,,2031,8215228000
Start in 2019,,2032,6772460000
Start in 2019,,2033,5563419000
Start in 2019,,2034,4555882000
Start in 2019,,2035,3720315000
Start in 2019,,2036,3030287000
Start in 2019,,2037,2462567000
Start in 2019,,2038,1997019000
Start in 2019,,2039,1616381000
Start in 2019,,2040,1305996000
Start in 2019,,2041,1053503000.0000001
Start in 2019,,2042,848555000
Start in 2019,,2043,682529000
Start in 2019,,2044,548280000
Start in 2019,,2045,439908000
Start in 2019,,2046,352560000
Start in 2019,,2047,282260000
Start in 2019,,2048,225754000
Start in 2019,,2049,180393000
Start in 2019,,2050,144021000
Start in 2019,,2051,114888000
Start in 2019,,2052,91576000
Start in 2019,,2053,72941000
Start in 2019,,2054,58058000
Start in 2019,,2055,46180000
Start in 2019,,2056,36710000
Start in 2019,,2057,29164000
Start in 2019,,2058,23156000
Start in 2019,,2059,18376000
Start in 2019,,2060,14575000
Start in 2019,,2061,11554000
Start in 2019,,2062,9155000
Start in 2019,,2063,7251000
Start in 2019,,2064,5741000
Start in 2019,,2065,4543000
Start in 2019,,2066,3593000
Start in 2019,,2067,2841000
Start in 2019,,2068,2246000
Start in 2019,,2069,1775000
Start in 2019,,2070,1402000
Start in 2019,,2071,1107000
Start in 2019,,2072,874000
Start in 2019,,2073,689000
Start in 2019,,2074,544000
Start in 2019,,2075,429000
Start in 2019,,2076,338000
Start in 2019,,2077,267000
Start in 2019,,2078,210000
Start in 2019,,2079,165000
Start in 2019,,2080,129999.99999999999
Start in 2019,,2081,103000
Start in 2019,,2082,81000
Start in 2019,,2083,64000
Start in 2019,,2084,50000
Start in 2019,,2085,39000
Start in 2019,,2086,31000
Start in 2019,,2087,24000
Start in 2019,,2088,19000
Start in 2019,,2089,15000
Start in 2019,,2090,12000
Start in 2019,,2091,9000
Start in 2019,,2092,7000
Start in 2019,,2093,6000
Start in 2019,,2094,5000
Start in 2019,,2095,4000
Start in 2019,,2096,3000
Start in 2019,,2097,2000
Start in 2019,,2098,2000
Start in 2019,,2099,1000
Start in 2019,,2100,1000
Start in 2020,,2020,42231942000
Start in 2020,,2021,40978071000
Start in 2020,,2022,37657659000
Start in 2020,,2023,33396071000
Start in 2020,,2024,28881660000
Start in 2020,,2025,24514819000
Start in 2020,,2026,20509606000
Start in 2020,,2027,16962380000
Start in 2020,,2028,13897638000
Start in 2020,,2029,11298199000
Start in 2020,,2030,9124719000
Start in 2020,,2031,7327994000
Start in 2020,,2032,5856469000
Start in 2020,,2033,4660568000
Start in 2020,,2034,3694994000
Start in 2020,,2035,2919732000
Start in 2020,,2036,2300277000
Start in 2020,,2037,1807406000
Start in 2020,,2038,1416710000
Start in 2020,,2039,1108031000
Start in 2020,,2040,864874000
Start in 2020,,2041,673839000
Start in 2020,,2042,524113999.99999994
Start in 2020,,2043,407023000
Start in 2020,,2044,315636000
Start in 2020,,2045,244440000
Start in 2020,,2046,189068000
Start in 2020,,2047,146070000
Start in 2020,,2048,112727000
Start in 2020,,2049,86907000
Start in 2020,,2050,66937000
Start in 2020,,2051,51510000
Start in 2020,,2052,39604000
Start in 2020,,2053,30426000
Start in 2020,,2054,23357000
Start in 2020,,2055,17918000
Start in 2020,,2056,13736000
Start in 2020,,2057,10523000
Start in 2020,,2058,8057000
Start in 2020,,2059,6165000
Start in 2020,,2060,4715000
Start in 2020,,2061,3604000
Start in 2020,,2062,2753000
Start in 2020,,2063,2102000
Start in 2020,,2064,1605000
Start in 2020,,2065,1224000
Start in 2020,,2066,933000
Start in 2020,,2067,712000
Start in 2020,,2068,542000
Start in 2020,,2069,413000
Start in 2020,,2070,314000
Start in 2020,,2071,239000
Start in 2020,,2072,182000
Start in 2020,,2073,138000
Start in 2020,,2074,105000
Start in 2020,,2075,80000
Start in 2020,,2076,61000
Start in 2020,,2077,46000
Start in 2020,,2078,35000
Start in 2020,,2079,27000
Start in 2020,,2080,20000
Start in 2020,,2081,15000
Start in 2020,,2082,12000
Start in 2020,,2083,9000
Start in 2020,,2084,7000
Start in 2020,,2085,5000
Start in 2020,,2086,4000
Start in 2020,,2087,3000
Start in 2020,,2088,2000
Start in 2020,,2089,2000
Start in 2020,,2090,1000
Start in 2020,,2091,1000
Start in 2020,,2092,1000
Start in 2020,,2093,1000
Start in 2020,,2094,0
Start in 2020,,2095,0
Start in 2020,,2096,0
Start in 2020,,2097,0
Start in 2020,,2098,0
Start in 2020,,2099,0
Start in 2020,,2100,0
Start in 2021,,2021,42231942000
Start in 2021,,2022,40522144000
Start in 2021,,2023,36282336000
Start in 2021,,2024,31115078000
Start in 2021,,2025,25908707000
Start in 2021,,2026,21116092000
Start in 2021,,2027,16931991000
Start in 2021,,2028,13404302000
Start in 2021,,2029,10502607000
Start in 2021,,2030,8159382000.000001
Start in 2021,,2031,6293943000
Start in 2021,,2032,4825668000
Start in 2021,,2033,3680679000
Start in 2021,,2034,2794662000
Start in 2021,,2035,2113500000.0000002
Start in 2021,,2036,1592745000
Start in 2021,,2037,1196541000
Start in 2021,,2038,896370000
Start in 2021,,2039,669801000
Start in 2021,,2040,499350000
Start in 2021,,2041,371497000
Start in 2021,,2042,275851000
Start in 2021,,2043,204471000
Start in 2021,,2044,151316000
Start in 2021,,2045,111812000
Start in 2021,,2046,82507000
Start in 2021,,2047,60804000
Start in 2021,,2048,44756000
Start in 2021,,2049,32907000
Start in 2021,,2050,24169000
Start in 2021,,2051,17734000
Start in 2021,,2052,13001000
Start in 2021,,2053,9522000
Start in 2021,,2054,6969000
Start in 2021,,2055,5096000
Start in 2021,,2056,3724000
Start in 2021,,2057,2719000
Start in 2021,,2058,1984000
Start in 2021,,2059,1447000
Start in 2021,,2060,1055000
Start in 2021,,2061,768000
Start in 2021,,2062,559000
Start in 2021,,2063,407000
Start in 2021,,2064,296000
Start in 2021,,2065,215000
Start in 2021,,2066,156000
Start in 2021,,2067,114000
Start in 2021,,2068,82000
Start in 2021,,2069,60000
Start in 2021,,2070,43000
Start in 2021,,2071,31000
Start in 2021,,2072,23000
Start in 2021,,2073,17000
Start in 2021,,2074,12000
Start in 2021,,2075,9000
Start in 2021,,2076,6000
Start in 2021,,2077,5000
Start in 2021,,2078,3000
Start in 2021,,2079,2000
Start in 2021,,2080,2000
Start in 2021,,2081,1000
Start in 2021,,2082,1000
Start in 2021,,2083,1000
Start in 2021,,2084,0
Start in 2021,,2085,0
Start in 2021,,2086,0
Start in 2021,,2087,0
Start in 2021,,2088,0
Start in 2021,,2089,0
Start in 2021,,2090,0
Start in 2021,,2091,0
Start in 2021,,2092,0
Start in 2021,,2093,0
Start in 2021,,2094,0
Start in 2021,,2095,0
Start in 2021,,2096,0
Start in 2021,,2097,0
Start in 2021,,2098,0
Start in 2021,,2099,0
Start in 2021,,2100,0
Start in 2022,,2022,42231942000
Start in 2022,,2023,39658218000
Start in 2022,,2024,34097633000
Start in 2022,,2025,27830815000
Start in 2022,,2026,21948709000
Start in 2022,,2027,16892668000
Start in 2022,,2028,12766562000
Start in 2022,,2029,9512888000
Start in 2022,,2030,7008930000
Start in 2022,,2031,5116694000
Start in 2022,,2032,3706783000
Start in 2022,,2033,2668027000
Start in 2022,,2034,1909734000
Start in 2022,,2035,1360405000
Start in 2022,,2036,965025000
Start in 2022,,2037,682024000
Start in 2022,,2038,480430000
Start in 2022,,2039,337429000
Start in 2022,,2040,236365000
Start in 2022,,2041,165175000
Start in 2022,,2042,115176000
Start in 2022,,2043,80152000
Start in 2022,,2044,55677000
Start in 2022,,2045,38611000
Start in 2022,,2046,26734000
Start in 2022,,2047,18485000
Start in 2022,,2048,12764000
Start in 2022,,2049,8802000
Start in 2022,,2050,6064000
Start in 2022,,2051,4172000.0000000005
Start in 2022,,2052,2868000
Start in 2022,,2053,1970000
Start in 2022,,2054,1351000
Start in 2022,,2055,927000
Start in 2022,,2056,635000
Start in 2022,,2057,434000
Start in 2022,,2058,297000
Start in 2022,,2059,203000
Start in 2022,,2060,139000
Start in 2022,,2061,95000
Start in 2022,,2062,64999.99999999999
Start in 2022,,2063,44000
Start in 2022,,2064,30000
Start in 2022,,2065,20000
Start in 2022,,2066,14000
Start in 2022,,2067,9000
Start in 2022,,2068,6000
Start in 2022,,2069,4000
Start in 2022,,2070,3000
Start in 2022,,2071,2000
Start in 2022,,2072,1000
Start in 2022,,2073,1000
Start in 2022,,2074,1000
Start in 2022,,2075,0
Start in 2022,,2076,0
Start in 2022,,2077,0
Start in 2022,,2078,0
Start in 2022,,2079,0
Start in 2022,,2080,0
Start in 2022,,2081,0
Start in 2022,,2082,0
Start in 2022,,2083,0
Start in 2022,,2084,0
Start in 2022,,2085,0
Start in 2022,,2086,0
Start in 2022,,2087,0
Start in 2022,,2088,0
Start in 2022,,2089,0
Start in 2022,,2090,0
Start in 2022,,2091,0
Start in 2022,,2092,0
Start in 2022,,2093,0
Start in 2022,,2094,0
Start in 2022,,2095,0
Start in 2022,,2096,0
Start in 2022,,2097,0
Start in 2022,,2098,0
Start in 2022,,2099,0
Start in 2022,,2100,0
Start in 2023,,2023,42231942000
Start in 2023,,2024,38332994000
Start in 2023,,2025,30856247000
Start in 2023,,2026,23263920000
Start in 2023,,2027,16830362000
Start in 2023,,2028,11834643000
Start in 2023,,2029,8150620000
Start in 2023,,2030,5525087000
Start in 2023,,2031,3698786000
Start in 2023,,2032,2451266000
Start in 2023,,2033,1611014000
Start in 2023,,2034,1051399999.9999999
Start in 2023,,2035,682100000
Start in 2023,,2036,440248000
Start in 2023,,2037,282883000
Start in 2023,,2038,181054000
Start in 2023,,2039,115478000
Start in 2023,,2040,73425000
Start in 2023,,2041,46557000
Start in 2023,,2042,29446000
Start in 2023,,2043,18582000
Start in 2023,,2044,11702000
Start in 2023,,2045,7355000
Start in 2023,,2046,4615000
Start in 2023,,2047,2891000
Start in 2023,,2048,1808000
Start in 2023,,2049,1130000
Start in 2023,,2050,705000
Start in 2023,,2051,439000
Start in 2023,,2052,273000
Start in 2023,,2053,170000
Start in 2023,,2054,106000
Start in 2023,,2055,66000
Start in 2023,,2056,41000
Start in 2023,,2057,25000
Start in 2023,,2058,16000
Start in 2023,,2059,10000
Start in 2023,,2060,6000
Start in 2023,,2061,4000
Start in 2023,,2062,2000
Start in 2023,,2063,1000
Start in 2023,,2064,1000
Start in 2023,,2065,1000
Start in 2023,,2066,0
Start in 2023,,2067,0
Start in 2023,,2068,0
Start in 2023,,2069,0
Start in 2023,,2070,0
Start in 2023,,2071,0
Start in 2023,,2072,0
Start in 2023,,2073,0
Start in 2023,,2074,0
Start in 2023,,2075,0
Start in 2023,,2076,0
Start in 2023,,2077,0
Start in 2023,,2078,0
Start in 2023,,2079,0
Start in 2023,,2080,0
Start in 2023,,2081,0
Start in 2023,,2082,0
Start in 2023,,2083,0
Start in 2023,,2084,0
Start in 2023,,2085,0
Start in 2023,,2086,0
Start in 2023,,2087,0
Start in 2023,,2088,0
Start in 2023,,2089,0
Start in 2023,,2090,0
Start in 2023,,2091,0
Start in 2023,,2092,0
Start in 2023,,2093,0
Start in 2023,,2094,0
Start in 2023,,2095,0
Start in 2023,,2096,0
Start in 2023,,2097,0
Start in 2023,,2098,0
Start in 2023,,2099,0
Start in 2023,,2100,0
Start in 2024,,2024,42231942000
Start in 2024,,2025,35957411000
Start in 2024,,2026,25607281000
Start in 2024,,2027,16724053000.000002
Start in 2024,,2028,10376415000
Start in 2024,,2029,6223064000
Start in 2024,,2030,3643081000
Start in 2024,,2031,2094523999.9999998
Start in 2024,,2032,1187433000
Start in 2024,,2033,665681000
Start in 2024,,2034,369781000
Start in 2024,,2035,203850000
Start in 2024,,2036,111655000
Start in 2024,,2037,60820000
Start in 2024,,2038,32971000
Start in 2024,,2039,17799000
Start in 2024,,2040,9573000
Start in 2024,,2041,5132000
Start in 2024,,2042,2743000
Start in 2024,,2043,1463000
Start in 2024,,2044,778000
Start in 2024,,2045,413000
Start in 2024,,2046,219000
Start in 2024,,2047,116000
Start in 2024,,2048,61000
Start in 2024,,2049,32000
Start in 2024,,2050,17000
Start in 2024,,2051,9000
Start in 2024,,2052,5000
Start in 2024,,2053,2000
Start in 2024,,2054,1000
Start in 2024,,2055,1000
Start in 2024,,2056,0
Start in 2024,,2057,0
Start in 2024,,2058,0
Start in 2024,,2059,0
Start in 2024,,2060,0
Start in 2024,,2061,0
Start in 2024,,2062,0
Start in 2024,,2063,0
Start in 2024,,2064,0
Start in 2024,,2065,0
Start in 2024,,2066,0
Start in 2024,,2067,0
Start in 2024,,2068,0
Start in 2024,,2069,0
Start in 2024,,2070,0
Start in 2024,,2071,0
Start in 2024,,2072,0
Start in 2024,,2073,0
Start in 2024,,2074,0
Start in 2024,,2075,0
Start in 2024,,2076,0
Start in 2024,,2077,0
Start in 2024,,2078,0
Start in 2024,,2079,0
Start in 2024,,2080,0
Start in 2024,,2081,0
Start in 2024,,2082,0
Start in 2024,,2083,0
Start in 2024,,2084,0
Start in 2024,,2085,0
Start in 2024,,2086,0
Start in 2024,,2087,0
Start in 2024,,2088,0
Start in 2024,,2089,0
Start in 2024,,2090,0
Start in 2024,,2091,0
Start in 2024,,2092,0
Start in 2024,,2093,0
Start in 2024,,2094,0
Start in 2024,,2095,0
Start in 2024,,2096,0
Start in 2024,,2097,0
Start in 2024,,2098,0
Start in 2024,,2099,0
Start in 2024,,2100,0
Start in 2025,,2025,42231942000
Start in 2025,,2026,30633904000
Start in 2025,,2027,16510002000
Start in 2025,,2028,7890973000
Start in 2025,,2029,3532510000
Start in 2025,,2030,1517424000
Start in 2025,,2031,633551000
Start in 2025,,2032,259077999.99999997
Start in 2025,,2033,104278000
Start in 2025,,2034,41450000
Start in 2025,,2035,16311000
Start in 2025,,2036,6365000
Start in 2025,,2037,2466000
Start in 2025,,2038,950000
Start in 2025,,2039,364000
Start in 2025,,2040,139000
Start in 2025,,2041,53000
Start in 2025,,2042,20000
Start in 2025,,2043,8000
Start in 2025,,2044,3000
Start in 2025,,2045,1000
Start in 2025,,2046,0
Start in 2025,,2047,0
Start in 2025,,2048,0
Start in 2025,,2049,0
Start in 2025,,2050,0
Start in 2025,,2051,0
Start in 2025,,2052,0
Start in 2025,,2053,0
Start in 2025,,2054,0
Start in 2025,,2055,0
Start in 2025,,2056,0
Start in 2025,,2057,0
Start in 2025,,2058,0
Start in 2025,,2059,0
Start in 2025,,2060,0
Start in 2025,,2061,0
Start in 2025,,2062,0
Start in 2025,,2063,0
Start in 2025,,2064,0
Start in 2025,,2065,0
Start in 2025,,2066,0
Start in 2025,,2067,0
Start in 2025,,2068,0
Start in 2025,,2069,0
Start in 2025,,2070,0
Start in 2025,,2071,0
Start in 2025,,2072,0
Start in 2025,,2073,0
Start in 2025,,2074,0
Start in 2025,,2075,0
Start in 2025,,2076,0
Start in 2025,,2077,0
Start in 2025,,2078,0
Start in 2025,,2079,0
Start in 2025,,2080,0
Start in 2025,,2081,0
Start in 2025,,2082,0
Start in 2025,,2083,0
Start in 2025,,2084,0
Start in 2025,,2085,0
Start in 2025,,2086,0
Start in 2025,,2087,0
Start in 2025,,2088,0
Start in 2025,,2089,0
Start in 2025,,2090,0
Start in 2025,,2091,0
Start in 2025,,2092,0
Start in 2025,,2093,0
Start in 2025,,2094,0
Start in 2025,,2095,0
Start in 2025,,2096,0
Start in 2025,,2097,0
Start in 2025,,2098,0
Start in 2025,,2099,0
Start in 2025,,2100,0
Start in 2026,,2026,42231942000
Start in 2026,,2027,15856415000
Start in 2026,,2028,3207867000
Start in 2026,,2029,542820000
Start in 2026,,2030,84236000
Start in 2026,,2031,12418000
Start in 2026,,2032,1770000
Start in 2026,,2033,246000.00000000003
Start in 2026,,2034,34000
Start in 2026,,2035,5000
Start in 2026,,2036,1000
Start in 2026,,2037,0
Start in 2026,,2038,0
Start in 2026,,2039,0
Start in 2026,,2040,0
Start in 2026,,2041,0
Start in 2026,,2042,0
Start in 2026,,2043,0
Start in 2026,,2044,0
Start in 2026,,2045,0
Start in 2026,,2046,0
Start in 2026,,2047,0
Start in 2026,,2048,0
Start in 2026,,2049,0
Start in 2026,,2050,0
Start in 2026,,2051,0
Start in 2026,,2052,0
Start in 2026,,2053,0
Start in 2026,,2054,0
Start in 2026,,2055,0
Start in 2026,,2056,0
Start in 2026,,2057,0
Start in 2026,,2058,0
Start in 2026,,2059,0
Start in 2026,,2060,0
Start in 2026,,2061,0
Start in 2026,,2062,0
Start in 2026,,2063,0
Start in 2026,,2064,0
Start in 2026,,2065,0
Start in 2026,,2066,0
Start in 2026,,2067,0
Start in 2026,,2068,0
Start in 2026,,2069,0
Start in 2026,,2070,0
Start in 2026,,2071,0
Start in 2026,,2072,0
Start in 2026,,2073,0
Start in 2026,,2074,0
Start in 2026,,2075,0
Start in 2026,,2076,0
Start in 2026,,2077,0
Start in 2026,,2078,0
Start in 2026,,2079,0
Start in 2026,,2080,0
Start in 2026,,2081,0
Start in 2026,,2082,0
Start in 2026,,2083,0
Start in 2026,,2084,0
Start in 2026,,2085,0
Start in 2026,,2086,0
Start in 2026,,2087,0
Start in 2026,,2088,0
Start in 2026,,2089,0
Start in 2026,,2090,0
Start in 2026,,2091,0
Start in 2026,,2092,0
Start in 2026,,2093,0
Start in 2026,,2094,0
Start in 2026,,2095,0
Start in 2026,,2096,0
Start in 2026,,2097,0
Start in 2026,,2098,0
Start in 2026,,2099,0
Start in 2026,,2100,0
