Entity,Code,Year,"CO2 mitigation curves for 2C (Andrews & GCP, 2019)"
Historical,,1988,26431735000
Historical,,1989,27003333000
Historical,,1990,27024354000
Historical,,1991,27312798000
Historical,,1992,27134295000
Historical,,1993,27095385000
Historical,,1994,27460364000
Historical,,1995,27883869000
Historical,,1996,28306643000
Historical,,1997,30437517000
Historical,,1998,28482587000
Historical,,1999,28333047000
Historical,,2000,29379836000
Historical,,2001,29453605000
Historical,,2002,30397202000
Historical,,2003,31948771000
Historical,,2004,33083227000
Historical,,2005,33702877000
Historical,,2006,34881629000
Historical,,2007,34809941000
Historical,,2008,36010373000
Historical,,2009,37288306000
Historical,,2010,38265679000
Historical,,2011,39323299000
Historical,,2012,40778535000
Historical,,2013,40858162000
Historical,,2014,41373736000
Historical,,2015,41410120000
Historical,,2016,40438809000
Historical,,2017,41240425000
Historical,,2018,42231942000
Start in 2000,,2000,29379836000
Start in 2000,,2001,29522114000
Start in 2000,,2002,29619075000
Start in 2000,,2003,29673696000
Start in 2000,,2004,29688800000
Start in 2000,,2005,29667067000
Start in 2000,,2006,29611036000
Start in 2000,,2007,29523117000
Start in 2000,,2008,29405592000
Start in 2000,,2009,29260622000
Start in 2000,,2010,29090257000
Start in 2000,,2011,28896434000
Start in 2000,,2012,28680989000
Start in 2000,,2013,28445656000
Start in 2000,,2014,28192079000
Start in 2000,,2015,27921806000
Start in 2000,,2016,27636304000
Start in 2000,,2017,27336957000
Start in 2000,,2018,27025070000
Start in 2000,,2019,26701876000
Start in 2000,,2020,26368535000
Start in 2000,,2021,26026143000
Start in 2000,,2022,25675731000
Start in 2000,,2023,25318268000
Start in 2000,,2024,24954666000
Start in 2000,,2025,24585784000
Start in 2000,,2026,24212425000
Start in 2000,,2027,23835348000
Start in 2000,,2028,23455259000
Start in 2000,,2029,23072822000
Start in 2000,,2030,22688660000
Start in 2000,,2031,22303354000
Start in 2000,,2032,21917445000
Start in 2000,,2033,21531441000
Start in 2000,,2034,21145814000
Start in 2000,,2035,20761003000
Start in 2000,,2036,20377417000
Start in 2000,,2037,19995434000
Start in 2000,,2038,19615406000
Start in 2000,,2039,19237657000
Start in 2000,,2040,18862489000
Start in 2000,,2041,18490176000
Start in 2000,,2042,18120974000
Start in 2000,,2043,17755115000
Start in 2000,,2044,17392812000
Start in 2000,,2045,17034260000
Start in 2000,,2046,16679635000.000002
Start in 2000,,2047,16329097000
Start in 2000,,2048,15982789000
Start in 2000,,2049,15640841000
Start in 2000,,2050,15303367000
Start in 2000,,2051,14970469000
Start in 2000,,2052,14642236000
Start in 2000,,2053,14318746000
Start in 2000,,2054,14000065000
Start in 2000,,2055,13686250000
Start in 2000,,2056,13377345000
Start in 2000,,2057,13073390000
Start in 2000,,2058,12774413000
Start in 2000,,2059,12480434000
Start in 2000,,2060,12191468000
Start in 2000,,2061,11907520000
Start in 2000,,2062,11628590000
Start in 2000,,2063,11354673000
Start in 2000,,2064,11085756000
Start in 2000,,2065,10821823000
Start in 2000,,2066,10562852000
Start in 2000,,2067,10308816000
Start in 2000,,2068,10059685000
Start in 2000,,2069,9815425000
Start in 2000,,2070,9575998000
Start in 2000,,2071,9341363000
Start in 2000,,2072,9111475000
Start in 2000,,2073,8886289000
Start in 2000,,2074,8665754000
Start in 2000,,2075,8449819000
Start in 2000,,2076,8238431000
Start in 2000,,2077,8031535000
Start in 2000,,2078,7829073000
Start in 2000,,2079,7630986000
Start in 2000,,2080,7437216000
Start in 2000,,2081,7247700000
Start in 2000,,2082,7062379000
Start in 2000,,2083,6881188000
Start in 2000,,2084,6704064000
Start in 2000,,2085,6530943000
Start in 2000,,2086,6361761000
Start in 2000,,2087,6196454000
Start in 2000,,2088,6034955000
Start in 2000,,2089,5877201000
Start in 2000,,2090,5723125000
Start in 2000,,2091,5572662000
Start in 2000,,2092,5425747000
Start in 2000,,2093,5282316000
Start in 2000,,2094,5142303000
Start in 2000,,2095,5005644000
Start in 2000,,2096,4872276000
Start in 2000,,2097,4742133000
Start in 2000,,2098,4615153000
Start in 2000,,2099,4491274000
Start in 2000,,2100,4370433000
Start in 2001,,2001,29453605000
Start in 2001,,2002,29507328000
Start in 2001,,2003,29523408000
Start in 2001,,2004,29504341000
Start in 2001,,2005,29452497000
Start in 2001,,2006,29370123000
Start in 2001,,2007,29259355000
Start in 2001,,2008,29122216000
Start in 2001,,2009,28960627000
Start in 2001,,2010,28776407000
Start in 2001,,2011,28571279000
Start in 2001,,2012,28346878000
Start in 2001,,2013,28104749000
Start in 2001,,2014,27846356000
Start in 2001,,2015,27573083000
Start in 2001,,2016,27286240000
Start in 2001,,2017,26987064000
Start in 2001,,2018,26676724000
Start in 2001,,2019,26356324000
Start in 2001,,2020,26026905000
Start in 2001,,2021,25689450000
Start in 2001,,2022,25344885000
Start in 2001,,2023,24994084000
Start in 2001,,2024,24637866000
Start in 2001,,2025,24277006000
Start in 2001,,2026,23912229000
Start in 2001,,2027,23544218000
Start in 2001,,2028,23173614000
Start in 2001,,2029,22801018000
Start in 2001,,2030,22426993000
Start in 2001,,2031,22052066000
Start in 2001,,2032,21676730000
Start in 2001,,2033,21301445000
Start in 2001,,2034,20926642000
Start in 2001,,2035,20552720000
Start in 2001,,2036,20180052000
Start in 2001,,2037,19808985000
Start in 2001,,2038,19439840000
Start in 2001,,2039,19072914000
Start in 2001,,2040,18708484000
Start in 2001,,2041,18346802000
Start in 2001,,2042,17988102000
Start in 2001,,2043,17632600000
Start in 2001,,2044,17280492000
Start in 2001,,2045,16931958000.000002
Start in 2001,,2046,16587160999.999998
Start in 2001,,2047,16246250000
Start in 2001,,2048,15909359000
Start in 2001,,2049,15576607000
Start in 2001,,2050,15248103000
Start in 2001,,2051,14923942000
Start in 2001,,2052,14604207000
Start in 2001,,2053,14288973000
Start in 2001,,2054,13978303000
Start in 2001,,2055,13672250000
Start in 2001,,2056,13370858000
Start in 2001,,2057,13074166000
Start in 2001,,2058,12782200000
Start in 2001,,2059,12494983000
Start in 2001,,2060,12212529000
Start in 2001,,2061,11934845000
Start in 2001,,2062,11661934000
Start in 2001,,2063,11393791000
Start in 2001,,2064,11130408000
Start in 2001,,2065,10871771000
Start in 2001,,2066,10617861000
Start in 2001,,2067,10368655000
Start in 2001,,2068,10124128000
Start in 2001,,2069,9884248000
Start in 2001,,2070,9648982000
Start in 2001,,2071,9418294000
Start in 2001,,2072,9192144000
Start in 2001,,2073,8970489000
Start in 2001,,2074,8753286000
Start in 2001,,2075,8540488000
Start in 2001,,2076,8332046000
Start in 2001,,2077,8127910000
Start in 2001,,2078,7928027000
Start in 2001,,2079,7732345000
Start in 2001,,2080,7540809000
Start in 2001,,2081,7353363000
Start in 2001,,2082,7169949000
Start in 2001,,2083,6990511000
Start in 2001,,2084,6814990000
Start in 2001,,2085,6643326000
Start in 2001,,2086,6475461000
Start in 2001,,2087,6311334000
Start in 2001,,2088,6150886000
Start in 2001,,2089,5994055000
Start in 2001,,2090,5840781000
Start in 2001,,2091,5691003000
Start in 2001,,2092,5544661000
Start in 2001,,2093,5401694000
Start in 2001,,2094,5262042000
Start in 2001,,2095,5125644000
Start in 2001,,2096,4992440000
Start in 2001,,2097,4862372000
Start in 2001,,2098,4735379000
Start in 2001,,2099,4611403000
Start in 2001,,2100,4490385000
Start in 2002,,2002,30397202000
Start in 2002,,2003,30486126000
Start in 2002,,2004,30528936000
Start in 2002,,2005,30528849000
Start in 2002,,2006,30488908000
Start in 2002,,2007,30411995000
Start in 2002,,2008,30300833000
Start in 2002,,2009,30157997000
Start in 2002,,2010,29985922000
