"Year","High income","Low income","Lower-middle income","Upper-middle income"
2020,37.4361559504915,1.40614471932278,5.92952811704086,12.7079561049658
2021,38.1422746560583,1.46498694409008,6.17265405365881,13.1093270545157
2022,38.854960625638,1.52681357776643,6.42325118676024,13.5182813124966
2023,39.5738824702899,1.59178992578903,6.68137315464785,13.9348430587553
2024,40.2989068991453,1.66007998202497,6.94706643234035,14.3589934855586
2025,41.0300006976813,1.7318501670005,7.22037276891911,14.7907122158115
2026,41.7671308379434,1.80726891257126,7.50132912654042,15.2299774094601
2027,42.5102644838766,1.88650621238564,7.78996786161655,15.6767658649333
2028,43.2593689961786,1.96973314389265,8.08631690928739,16.1310531157355
2029,44.0144119367013,2.05712136806138,8.39039996971593,16.5928135223155
2030,44.7753610724309,2.14884261327917,8.70223669490201,17.062020359348
2031,45.5421843790698,2.24506815006307,9.02184287486308,17.5386458985723
2032,46.3148500442453,2.34596826324428,9.34923062217705,18.0226614873381
2033,47.0933264703684,2.45171172816534,9.68440855402042,18.5140376230131
2034,47.8775822771632,2.56246529717,10.0273819709623,19.0127440234099
2035,48.6675863038881,2.67839320227575,10.3781530318934,19.5187496933891
2036,49.4633076112677,2.79965667941459,10.7367209245753,20.0320229877972
2037,50.2647154831533,2.92641351902974,11.103082031396,20.5525316708966
2038,51.0717794279293,3.05881764714535,11.4772300900014,21.08024297244
2039,51.8844691796816,3.19701874030833,11.8591563485551,21.6151236405447
2040,52.702754699143,3.34116187705912,12.2488497154448,22.1571399915115
2041,53.5266061744305,3.49138722784467,12.6462969033181,22.7062579567366
2042,54.3559940215865,3.64782978456291,13.0514825673812,23.2624431268542
2043,55.190888884939,3.81061913024136,13.4643894379425,23.8256607932488
2044,56.0312616372903,3.97987924871837,13.8849984472206,24.3958759870666
2045,56.877083379948,4.15572837362424,14.3132888504734,24.9730535158551
2046,57.7283254426059,4.33827887545998,14.7492383415302,25.5571579979515
2047,58.5849593830883,4.52763718514707,15.1928231628334,26.1481538947379
2048,59.4469569869646,4.72390375207455,15.6440182101177,26.7460055408757
2049,60.3142902670438,4.92717303439805,16.1027971318672,27.3506771726277
2050,61.1869314627585,5.13753351914623,16.5691324237058,27.9621329543689
2051,62.064853039444,5.35506776955827,17.0429955178833,28.580337003386
2052,62.9480276875221,5.57985249700468,17.5243568680289,29.2052534130594
2053,63.836428321596,5.81195865482685,18.0131860293449,29.8368462745152
2054,64.7300280794615,6.05145155145983,18.5094517344205,30.4750796968342
2055,65.6288003210435,6.29839098027099,19.0131219648421,31.1199178258973
2056,66.5327186272607,6.55283136364719,19.5241640187794,31.7713248619451
2057,67.4417567988265,6.81482190898724,20.0425445747226,32.4292650759239
2058,68.3558888549889,7.08440677439981,20.5682297515469,33.0937028246872
2059,69.2750890322172,7.36162524206205,21.1011851650718,33.7646025651186
2060,70.1993317828368,7.64651189735784,21.6413759812853,34.4419288672386
2061,71.1285917736192,7.93909681208114,22.1887669663931,35.1256464263533
2062,72.0628438843301,8.23940573015639,22.7433225338508,35.8157200743013
2063,73.0020632062381,8.54746025449149,23.3050067885317,36.5121147898514
2064,73.946225040591,8.8632780337367,23.8737835681776,37.2147957083007
2065,74.8953048970596,9.18687294787368,24.4496164822724,37.9237281303213
2066,75.8492784921537,9.51825529170104,25.0324689484765,38.6388775300986
2067,76.8081217476136,9.85743195541566,25.6223042267508,39.3602095628046
2068,77.7718107887794,10.204406601612,26.2190854512959,40.0876900714456
2069,78.7403219429402,10.5591798381342,26.8227756604248,40.8212850931216
2070,79.713631737667,10.9217493863188,27.4333378244842,41.5609608647334
2071,80.6917168991301,11.2921102442577,28.0507348719316,42.3066838281704
2072,81.6745543504045,11.6702548447961,28.6749297136726,43.0584206350115
2073,82.6621212097647,12.0561732080503,29.3058852657554,43.8161381507677
2074,83.6543947889698,12.4498530882999,29.9435644705173,44.5798034586955
