Entity,Scenario,Grouping,Model,pcgdpthousand2005usd
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,75
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,76
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,77
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,78
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,79
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,80
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,81
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,82
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,83
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,84
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,85
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,86
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,87
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,88
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,89
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,90
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,91
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,92
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,93
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,94
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,95
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,96
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,97
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,98
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,99
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,100
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,101
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,102
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,103
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,104
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,105
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,106
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,107
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,108
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,109
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,110
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,111
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,112
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,113
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,114
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,115
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,116
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,117
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,118
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,119
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,120
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,121
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,122
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,123
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,124
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,125
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,126
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,127
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,128
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,129
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,130
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,131
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,132
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,133
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,134
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,135
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,136
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,137
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,138
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,139
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,140
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,141
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,142
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,143
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,144
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,145
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,146
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,147
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,148
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,149
WB-Kuznets-Asymptoting,Kuznets fit,WB,Kuznets_Asymptoting,150
