"Group","Year","pcrGDP","src_pcrGDP","sd_src_pcrGDP","theta"
"C",2006,7.6453951470119,7.4391268889811,2.86662556429627,1.13609105055497
"C",2007,8.19466402135393,6.93796883191373,2.83610792172504,1.27359852933659
"C",2008,8.46358824524352,3.2290012807966,2.81736475558848,1.35849352470816
"C",2009,8.73401866445667,3.14523658905683,2.80013662214583,1.42753174263549
"C",2010,9.50486271746296,8.45779405949112,2.75800020965274,1.58170533806655
"C",2011,9.9846949800006,4.9249885935116,2.71833413436957,1.65483255988538
"C",2012,10.2935339812246,3.04625107135856,2.69009737523662,1.70118098932021
"C",2013,10.7260860201181,4.11627910115482,2.64893592604482,1.76426277718857
"C",2014,11.123998136497,3.6426048546117,2.60403576219391,1.85669259000801
"C",2015,11.3827544823829,2.29946764626372,2.57385810673673,1.92362408318769
"C",2016,11.3769807990477,-0.0507359456315193,2.57453159902568,1.92222179858552
"C",2017,11.5721454959081,1.70088742773196,2.55304557956866,1.96603361533259
"C",2018,11.8076817392427,2.01493543830584,2.52745156811721,2.02058471124841
"C",2019,12.2008994251717,3.27593578790442,2.52013246042044,1.96906646478914
"C",2020,12.1487542676044,-0.428303728172708,2.51888158631297,1.98497768064478
"D",1961,1.84940286724117,1.89527820271097,3.05589776482679,1.58594466816404
"D",1962,1.84177092126281,-0.413524655914299,3.05653359604931,1.59099968433183
"D",1963,1.85717510042001,0.832900405615844,3.05527556137929,1.58070916660163
"D",1964,1.89954604956957,2.2558366326855,3.05201954026185,1.55341782763713
"D",1965,1.92638119669049,1.40282788835523,3.05010906583937,1.53589133249663
"D",1966,1.92597103563414,-0.0212940579240373,3.05013705742658,1.53617736131937
"D",1967,1.92027392361729,-0.296243023712206,3.05053745442938,1.54001968192218
"D",1968,1.98307276944495,3.2179701094126,3.04650047583487,1.49530478730188
"D",1969,2.07715063465418,4.63495218661987,3.04084805906011,1.43618721064894
"D",1970,2.18317140408649,4.97815247868586,3.03436153615303,1.38127499222649
"D",1971,2.21554767848023,1.47210396798499,3.03246372534857,1.36616401328809
"D",1972,2.33035368024983,5.05204183154806,3.02648184109083,1.3173689484008
"D",1973,2.47455083367519,6.00388480508781,3.01913228017656,1.26884068032093
"D",1974,2.52865498307054,2.16286359231488,3.01630611236317,1.25366112130196
"D",1975,2.55343873276868,0.975343925393735,3.01507670268668,1.24668087310255
"D",1976,2.66346031970079,4.21851760759472,3.01009035206135,1.21825351943926
"D",1977,2.78695684921771,4.53241160408839,3.00448147022579,1.19271731963763
"D",1978,2.85429165706086,2.38734407147989,3.00138075265992,1.18137778131511
"D",1979,2.94675451321955,3.18806934993663,2.99731247615826,1.167830366527
"D",1980,3.06293280039679,3.86684887486446,2.99253620400947,1.15316226079917
"D",1981,3.12136342590738,1.88970133855133,2.99028476831444,1.14525170953944
"D",1982,3.08598565958754,-1.13987948452523,2.99161186216839,1.15047097946306
"D",1983,3.0778018567818,-0.265544767497183,2.99193310525687,1.15149591161507
"D",1984,3.12477657253811,1.51471245149619,2.99017362206446,1.1446289186149
"D",1985,3.11898260255348,-0.185592412687385,2.99036812625339,1.14564819397659
"D",1986,3.18639889882168,2.13845475805985,2.98827311738118,1.1336738214313
"D",1987,3.2421257296079,1.73377967585744,2.98656819900113,1.12404584941108
"D",1988,3.28130896998148,1.20132149433436,2.98542779031909,1.1178166954888
"D",1989,3.35649738858128,2.265556737779,2.98335641848333,1.10552443226564
"D",1990,3.44086007412964,2.4823475306466,2.98117808050025,1.09336513473863
"D",1991,3.59806869571947,4.46757664130166,2.97754170843806,1.07337151065214
