"Grouping","Model","IC_Year","Year","High income","Low income","Lower-middle income","Upper-middle income"
"WB","Kuznets",2009,2012,34.6171996334724,1.28126034410367,4.92385632388687,10.534188045353
"WB","Kuznets",2009,2013,35.0811464417435,1.33258429148593,5.13929256856343,10.9449186028989
"WB","Kuznets",2009,2014,35.5369790455727,1.38616325208619,5.36386716667351,11.366575458491
"WB","Kuznets",2009,2015,35.9845595829773,1.44212020641113,5.59783020906705,11.7990005045459
"WB","Kuznets",2009,2016,36.4237700044556,1.50058410650434,5.84142315341525,12.2420033253029
"WB","Kuznets",2009,2017,36.8545114417886,1.56169008529508,6.0948772080675,12.6953612174097
"WB","Kuznets",2009,2018,37.2767035328819,1.62557965806585,6.35841167045063,13.1588194243324
"WB","Kuznets",2009,2019,37.6902837097835,1.69240091369589,6.63223223201141,13.6320915865189
"WB","Kuznets",2009,2020,38.0952064566931,1.76230869308022,6.91652926302846,14.1148604066892
"WB","Kuznets",2009,2021,38.4914425444214,1.83546475186002,7.21147609184112,14.6067785270598
"WB","Kuznets",2009,2022,38.8789782473783,1.91203790433173,7.51722729412821,15.1074696127671
"WB","Kuznets",2009,2023,39.2578145487643,1.99220414513443,7.83391700878751,15.6165296332961
"WB","Kuznets",2009,2024,39.6279663392306,2.07614674504956,8.16165729768795,16.1335283313811
"WB","Kuznets",2009,2025,39.9894616138519,2.16405631699138,8.50053656706281,16.6580108666735
"WB","Kuznets",2010,2010,34.1346171203643,1.18228000070795,4.57891207724714,10.1633090513654
"WB","Kuznets",2010,2011,34.6340034072266,1.22964920930524,4.78346962984568,10.5735473878464
"WB","Kuznets",2010,2012,35.1253282349522,1.2790870753135,4.99709329371601,10.9954678047504
"WB","Kuznets",2010,2013,35.6083645860456,1.33070948696586,5.22006403585636,11.4289463749629
"WB","Kuznets",2010,2014,36.0829365036477,1.38463821831518,5.45265674339819,11.8738243761382
"WB","Kuznets",2010,2015,36.548890247536,1.4410011706286,5.6951385738699,12.3299080186393
"WB","Kuznets",2010,2016,37.006093677987,1.49993261041057,5.94776723300622,12.7969684062566
"WB","Kuznets",2010,2017,37.4544355800268,1.56157340206438,6.21078919061515,13.2747417354241
"WB","Kuznets",2010,2018,37.8938249365108,1.62607123293632,6.48443784666916,13.7629297358064
"WB","Kuznets",2010,2019,38.3241901581691,1.69358082820733,6.76893166139088,14.2612003521893
"WB","Kuznets",2010,2020,38.7454782783967,1.76426415280641,7.06447226461809,14.7691886646454
"WB","Kuznets",2010,2021,39.1576541201708,1.83829059722075,7.37124256112133,15.286498041001
"WB","Kuznets",2010,2022,39.5606994420455,1.91583714377189,7.68940484977222,15.8127015127743
"WB","Kuznets",2010,2023,39.954612069722,1.99708850961963,8.01909897548371,16.3473433630267
"WB","Kuznets",2010,2024,40.3394050192222,2.0822372624502,8.36044053363136,16.8899409120358
"WB","Kuznets",2010,2025,40.7151056172146,2.17148390450708,8.71351914718428,17.4399864843865
"WB","Kuznets",2011,2011,34.8342986312491,1.21422313845718,4.77694445192395,10.6735274515807
"WB","Kuznets",2011,2012,35.3339121823437,1.26279079440247,4.99098918100158,11.0994502440383
"WB","Kuznets",2011,2013,35.8251852982519,1.31350429862813,5.21445514582645,11.5370647846725
"WB","Kuznets",2011,2014,36.3079327646577,1.36648370665206,5.44762322379661,11.9862110347325
"WB","Kuznets",2011,2015,36.7819921063612,1.42185517711453,5.69076677273073,12.446693453975
"WB","Kuznets",2011,2016,37.2472229792642,1.4797512162756,5.94414988806491,12.9182809582542
"WB","Kuznets",2011,2017,37.7035064991707,1.54031091829074,6.20802559456472,13.4007071188492
"WB","Kuznets",2011,2018,38.1507445160885,1.60368019910526,6.48263398468804,13.8936706064626
"WB","Kuznets",2011,2019,38.5888588424229,1.67001202153002,6.76820031739011,14.396835879841
"WB","Kuznets",2011,2020,39.0177904431015,1.73946660877022,7.06493309273389,14.909834115958
"WB","Kuznets",2011,2021,39.4374985952737,1.81221164337725,7.37302211911797,15.4322643757165
"WB","Kuznets",2011,2022,39.8479600247986,1.88842244828412,7.69263659122198,15.9636949962233
"WB","Kuznets",2011,2023,40.2491680262751,1.96828214627064,8.02392319785694,16.5036651979236
"WB","Kuznets",2011,2024,40.6411315728926,2.05198179389034,8.36700427976004,17.0516868923078
"WB","Kuznets",2011,2025,41.0238744218956,2.13972048558095,8.7219760579549,17.6072466735616
"WB","Kuznets",2012,2012,35.1325912055299,1.22349401919794,4.89726883030533,11.0817319719829
"WB","Kuznets",2012,2013,35.6219797983431,1.27198269215684,5.11556688052756,11.5157644312227
"WB","Kuznets",2012,2014,36.1029516823396,1.32261209692945,5.34336589570701,11.9611905716271
"WB","Kuznets",2012,2015,36.5753425777496,1.37550138161588,5.58093907854617,12.4178182605796
"WB","Kuznets",2012,2016,37.0390101148233,1.43077573250919,5.82855121925714,12.8854205099641
"WB","Kuznets",2012,2017,37.4938331847599,1.48856661346311,6.0864569444229,13.3637356654036
"WB","Kuznets",2012,2018,37.9397112357451,1.54901200097305,6.35489890843445,13.8524678336699
"WB","Kuznets",2012,2019,38.3765635223495,1.61225661283456,6.63410594030665,14.3512875483131
"WB","Kuznets",2012,2020,38.80432831621,1.67845212797148,6.92429116024637,14.8598326706473
"WB","Kuznets",2012,2021,39.222962085537,1.74775739474308,7.2256500818144,15.3777095203427
"WB","Kuznets",2012,2022,39.6324386505762,1.82033862474447,7.5383587168493,15.9044942270623
"WB","Kuznets",2012,2023,40.0327483217108,1.89636956881371,7.86257170147008,16.4397342919016
"WB","Kuznets",2012,2024,40.4238970264325,1.97603167165267,8.19842046240849,16.9829503448869
"WB","Kuznets",2012,2025,40.8059054309309,2.05951420116288,8.54601144360781,17.5336380825129
"WB","Kuznets",2013,2013,35.425464603315,1.27216887999846,5.0673817337853,11.4842110603032
"WB","Kuznets",2013,2014,35.9023900371137,1.32286413300915,5.29290219712833,11.9264741452538
"WB","Kuznets",2013,2015,36.3707937794723,1.37582610117088,5.52810466663827,12.3798077064561
"WB","Kuznets",2013,2016,36.8305360917873,1.43118019864772,5.77325244698327,12.8439852108242
"WB","Kuznets",2013,2017,37.2814982493212,1.48905811205291,6.02859889283934,13.3187459542182
"WB","Kuznets",2013,2018,37.7235818413524,1.54959803251746,6.29438562069746,13.8037954965436
"WB","Kuznets",2013,2019,38.1567080257136,1.61294488095238,6.57084067553901,14.2988063309893
"WB","Kuznets",2013,2020,38.5808167455234,1.67925052406617,6.85817666649553,14.8034187844301
"WB","Kuznets",2013,2021,38.9958659155402,1.74867397841657,7.15658888706912,15.3172421431955
"WB","Kuznets",2013,2022,39.401830585154,1.82138159948223,7.46625343681286,15.8398559956543
"WB","Kuznets",2013,2023,39.7987020845983,1.89754725244054,7.78732536252078,16.370811780446
"WB","Kuznets",2013,2024,40.1864871605049,1.97735246103426,8.11993683791683,16.9096345267469
"WB","Kuznets",2013,2025,40.5652071064581,2.06098653060769,8.46419540152992,17.4558247707405
"WB","Kuznets",2014,2014,35.9152323080053,1.32081652040189,5.27809531447803,11.8285896048677
"WB","Kuznets",2014,2015,36.38193279974,1.37371633237675,5.51253757677831,12.2779799544933
"WB","Kuznets",2014,2016,36.8399947932425,1.42900639252065,5.75688856332856,12.7382031678464
"WB","Kuznets",2014,2017,37.2893018674684,1.48681814685828,6.01140081025001,13.209007770321
"WB","Kuznets",2014,2018,37.7297577131612,1.5472895250875,6.27631522124803,13.690108789711
"WB","Kuznets",2014,2019,38.1612853904841,1.61056516406882,6.55185924798537,14.181188367875
"WB","Kuznets",2014,2020,38.5838265498589,1.67679662200846,6.83824503944046,14.6818966009928
"WB","Kuznets",2014,2021,38.9973406233195,1.74614258062183,7.13566757564929,15.1918526033058
"WB","Kuznets",2014,2022,39.4018039932783,1.81876903227385,7.44430280254034,15.710645786513
"WB","Kuznets",2014,2023,39.7972091451721,1.89484944879565,7.76430578571146,16.2378373443976
"WB","Kuznets",2014,2024,40.1835638100022,1.97456492837676,8.09580890193192,16.7729619298184
"WB","Kuznets",2014,2025,40.5608901023233,2.05810431663301,8.43892008784654,17.3155295089743
"WB","Kuznets",2015,2015,36.4891938164094,1.34576851896238,5.48703917501851,12.0513941018116
"WB","Kuznets",2015,2016,36.9459878763367,1.39943399638747,5.72912589419955,12.5035962009378
"WB","Kuznets",2015,2017,37.3941023322007,1.45552423875573,5.9812538928896,12.9664268442504
"WB","Kuznets",2015,2018,37.8334421955873,1.51417153431638,6.24366279989742,13.4396249992378
"WB","Kuznets",2015,2019,38.2639314623043,1.57551462747299,6.51657933599385,13.9228970956133
"WB","Kuznets",2015,2020,38.6855123534572,1.63969893330181,6.80021551252688,14.4159177102096
"WB","Kuznets",2015,2021,39.0981445279164,1.70687674199192,7.09476681239406,14.9183304709448
"WB","Kuznets",2015,2022,39.5018042728213,1.77720741047293,7.40041036929294,15.4297491739042
"WB","Kuznets",2015,2023,39.8964836783562,1.85085753821441,7.71730316229239,15.9497591050254
"WB","Kuznets",2015,2024,40.2821898025976,1.92800112389466,8.04558024369902,16.477918555452
"WB","Kuznets",2015,2025,40.658943831793,2.00881969934845,8.3853530189007,17.0137605173676
"WB","Kuznets",2016,2016,36.7960159179338,1.36477117003392,5.70058434938148,12.0326804759852
"WB","Kuznets",2016,2017,37.2328740608419,1.41890405885184,5.94942659942209,12.479693941738
"WB","Kuznets",2016,2018,37.6611397139704,1.47547291814552,6.20832009803688,12.9370393514998
"WB","Kuznets",2016,2019,38.0807466454622,1.53460918882167,6.47748345339293,13.4044576385936
"WB","Kuznets",2016,2020,38.4916458271872,1.5964506231089,6.75712101377485,13.8816584782128
"WB","Kuznets",2016,2021,38.8938046748796,1.66114148420847,7.0474211313053,14.3683210264461
"WB","Kuznets",2016,2022,39.2872062698765,1.7288327350798,7.34855442492667,14.8640948198433
"WB","Kuznets",2016,2023,39.6718485681536,1.79968221365829,7.66067205871616,15.3686008759563
"WB","Kuznets",2016,2024,40.0477436019458,1.87385479153786,7.98390405246637,15.8814329864547
"WB","Kuznets",2016,2025,40.4149166788281,1.95152251288281,8.31835764211511,16.402159192172
"WB","Kuznets",2017,2017,37.4827056932294,1.39192395022789,5.93037367408368,12.2327958581473
"WB","Kuznets",2017,2018,37.9119852253254,1.44692513200555,6.18718356976265,12.6824552899144
"WB","Kuznets",2017,2019,38.33266693687,1.50439824390579,6.45415734132358,13.1423113788955
"WB","Kuznets",2017,2020,38.7447011160629,1.56447550780496,6.73149994604354,13.6121009290382
"WB","Kuznets",2017,2021,39.1480542153688,1.62729541810263,7.01940102456305,14.0915303691428
"WB","Kuznets",2017,2022,39.5427080961422,1.69300293231119,7.31803320889653,14.5802764764351
"WB","Kuznets",2017,2023,39.928659260549,1.76174965012637,7.6275504418881,15.0779872983421
"WB","Kuznets",2017,2024,40.3059180758855,1.83369397827966,7.94808632420108,15.5842832661268
"WB","Kuznets",2017,2025,40.6745079960034,1.90900127821956,8.27975250559557,16.0987584918157
"WB","Kuznets",2018,2018,38.15546204756,1.40405806426182,6.14124145708913,12.5044059315459
"WB","Kuznets",2018,2019,38.5794999979693,1.45916752470881,6.40491878234214,12.9583135582951
"WB","Kuznets",2018,2020,38.9949467242935,1.5167421842329,6.67884259114789,13.4222698664437
"WB","Kuznets",2018,2021,39.4017647433712,1.57691296422873,6.96320619851326,13.8960048123156
"WB","Kuznets",2018,2022,39.7999318836627,1.63981695469852,7.25818685426721,14.3792188478527
"WB","Kuznets",2018,2023,40.18944054087,1.70559759967941,7.56394410030465,14.8715836900252
"WB","Kuznets",2018,2024,40.5702969248688,1.774404871436,7.88061814853371,15.3727432793734
"WB","Kuznets",2018,2025,40.9425203025757,1.84639543081393,8.20832829538928,15.8823149208865
"WB","Kuznets",2019,2019,38.6161455454771,1.42783379799614,6.27354402663154,12.9123969044372
"WB","Kuznets",2019,2020,39.0348916725032,1.48355082324238,6.54067923780542,13.3728034814668
"WB","Kuznets",2019,2021,39.4451015448444,1.54175320254687,6.81804933016168,13.8429709595093
"WB","Kuznets",2019,2022,39.8467465466832,1.6025717495419,7.10583878896692,14.3226125993855
"WB","Kuznets",2019,2023,40.2398126183364,1.66614337081444,7.40421579228397,14.8114134149454
"WB","Kuznets",2019,2024,40.6242995299124,1.73261124270893,7.71333062350271,15.3090310517179
"WB","Kuznets",2019,2025,41.0002201490448,1.80212497654123,8.03331410949979,15.8150968426576
"WB","Kuznets",2020,2020,37.4361559504915,1.40614471932278,5.92952811704086,12.7079561049658
"WB","Kuznets",2020,2021,37.8283930126682,1.46106017119377,6.17772860654774,13.1471900957931
"WB","Kuznets",2020,2022,38.2130058262072,1.51833510310905,6.43523584818269,13.5952032994652
"WB","Kuznets",2020,2023,38.5900005980016,1.57809468399171,6.70222241949723,14.0517642194233
"WB","Kuznets",2020,2024,38.9592573141068,1.64046502795862,6.97884542837593,14.5165793791554
"WB","Kuznets",2020,2025,39.3206422200062,1.70557773969754,7.26524729000112,14.9893318979305
