VariableCode,RegionCode,YearCode,AggValue
ctfp,BEL,1968,0.83041602373123200
ctfp,BEL,1969,0.86299622058868400
ctfp,BEL,1970,0.90318614244461100
ctfp,BEL,1971,0.90777206420898400
ctfp,BEL,1972,0.94459939002990700
ctfp,BEL,1973,0.97125118970871000
ctfp,BEL,1974,0.97993266582489000
ctfp,BEL,1975,0.97020906209945700
ctfp,BEL,1976,1.01082491874695000
ctfp,BEL,1977,0.99361902475357100
ctfp,BEL,1978,1.00865995883942000
ctfp,BEL,1979,1.04718339443207000
ctfp,BEL,1980,1.12164187431335000
ctfp,BEL,1981,1.06619334220886000
ctfp,BEL,1982,1.07857692241669000
ctfp,BEL,1983,1.04189777374268000
ctfp,BEL,1984,0.99201899766922000
ctfp,BEL,1985,0.93194377422332800
ctfp,BEL,1986,0.94171607494354200
ctfp,BEL,1987,0.97373747825622600
ctfp,BEL,1988,0.99995952844619800
ctfp,BEL,1989,0.99435591697692900
ctfp,BEL,1990,0.98054051399231000
ctfp,BEL,1991,1.00160956382751000
ctfp,BEL,1992,0.99350434541702300
ctfp,BEL,1993,0.98840647935867300
ctfp,BEL,1994,1.01256525516510000
ctfp,BEL,1995,0.99031370878219600
ctfp,BEL,1996,0.97128403186798100
ctfp,BEL,1997,1.02373003959656000
ctfp,BEL,1998,1.04158055782318000
ctfp,BEL,1999,1.04735934734344000
ctfp,BEL,2000,1.08087909221649000
ctfp,BEL,2001,1.07703888416290000
ctfp,BEL,2002,1.10968065261841000
ctfp,BEL,2003,1.07843434810638000
ctfp,BEL,2004,1.05026924610138000
ctfp,BEL,2005,1.05373132228851000
ctfp,BEL,2006,0.99697446823120100
ctfp,BEL,2007,0.97810101509094200
ctfp,BEL,2008,0.96809875965118400
ctfp,BEL,2009,0.96533924341201800
ctfp,BEL,2010,0.93055957555770900
ctfp,BEL,2011,0.88655304908752400
ctfp,BEL,2012,0.85917097330093400
ctfp,BEL,2013,0.86219173669815100
ctfp,BEL,2014,0.85255163908004800
ctfp,BEL,2015,0.86452990770340000
ctfp,BEL,2016,0.86692345142364500
ctfp,BEL,2017,0.86733871698379500
ctfp,BEL,2018,0.83160406351089500
ctfp,BEL,2019,0.82875043153762800
ctfp,BEN,1980,0.70720148086547900
ctfp,BEN,1981,0.86248427629470800
ctfp,BEN,1982,0.59954541921615600
ctfp,BEN,1983,0.56131953001022300
ctfp,BEN,1984,0.56647843122482300
ctfp,BEN,1985,0.61658990383148200
ctfp,BEN,1986,0.52366065979003900
ctfp,BEN,1987,0.46265456080436700
ctfp,BEN,1988,0.44968217611312900
ctfp,BEN,1989,0.38363316655159000
ctfp,BEN,1990,0.36914992332458500
ctfp,BEN,1991,0.36076164245605500
ctfp,BEN,1992,0.32975718379020700
ctfp,BEN,1993,0.30716943740844700
ctfp,BEN,1994,0.26011642813682600
ctfp,BEN,1995,0.27342572808265700
ctfp,BEN,1996,0.27174502611160300
ctfp,BEN,1997,0.28559866547584500
ctfp,BEN,1998,0.27950266003608700
ctfp,BEN,1999,0.29127949476242100
ctfp,BEN,2000,0.31218785047531100
ctfp,BEN,2001,0.32500687241554300
ctfp,BEN,2002,0.34808188676834100
ctfp,BEN,2003,0.35598647594451900
ctfp,BEN,2004,0.36509326100349400
ctfp,BEN,2005,0.37337425351142900
ctfp,BEN,2006,0.37076723575592000
ctfp,BEN,2007,0.38024222850799600
ctfp,BEN,2008,0.37736785411834700
ctfp,BEN,2009,0.36323991417884800
ctfp,BEN,2010,0.35193595290184000
ctfp,BEN,2011,0.36219498515129100
ctfp,BEN,2012,0.39998492598533600
ctfp,BEN,2013,0.41650462150573700
ctfp,BEN,2014,0.44837382435798600
ctfp,BEN,2015,0.47206324338913000
ctfp,BEN,2016,0.47380742430687000
ctfp,BEN,2017,0.45033869147300700
ctfp,BEN,2018,0.43219739198684700
ctfp,BEN,2019,0.43110191822052000
ctfp,BFA,1963,0.71941155195236200
ctfp,BFA,1964,0.73217552900314300
ctfp,BFA,1965,0.70313048362731900
ctfp,BFA,1966,0.68398696184158300
ctfp,BFA,1967,0.75064849853515600
ctfp,BFA,1968,0.75029951333999600
ctfp,BFA,1969,0.74975115060806300
ctfp,BFA,1970,0.71770834922790500
ctfp,BFA,1971,0.60773998498916600
ctfp,BFA,1972,0.71319568157196000
ctfp,BFA,1973,0.63084346055984500
ctfp,BFA,1974,0.70538526773452800
ctfp,BFA,1975,0.67754131555557300
ctfp,BFA,1976,0.65075582265853900
ctfp,BFA,1977,0.69483578205108600
ctfp,BFA,1978,0.74188029766082800
ctfp,BFA,1979,0.70584434270858800
ctfp,BFA,1980,0.67723077535629300
ctfp,BFA,1981,0.65333908796310400
ctfp,BFA,1982,0.62600111961364700
ctfp,BFA,1983,0.55237942934036300
ctfp,BFA,1984,0.49424690008163500
ctfp,BFA,1985,0.48856985569000200
ctfp,BFA,1986,0.50668674707412700
ctfp,BFA,1987,0.46754288673400900
ctfp,BFA,1988,0.46489205956459000
ctfp,BFA,1989,0.44398871064186100
ctfp,BFA,1990,0.42135381698608400
ctfp,BFA,1991,0.43014797568321200
ctfp,BFA,1992,0.40285396575927700
ctfp,BFA,1993,0.39997890591621400
ctfp,BFA,1994,0.33238929510116600
ctfp,BFA,1995,0.36549654603004500
ctfp,BFA,1996,0.38611602783203100
ctfp,BFA,1997,0.39874368906021100
ctfp,BFA,1998,0.39906659722328200
ctfp,BFA,1999,0.42055997252464300
ctfp,BFA,2000,0.43439686298370400
ctfp,BFA,2001,0.44607049226760900
ctfp,BFA,2002,0.45073792338371300
ctfp,BFA,2003,0.47308477759361300
ctfp,BFA,2004,0.49049258232116700
ctfp,BFA,2005,0.49392768740654000
ctfp,BFA,2006,0.50420916080474900
ctfp,BFA,2007,0.49752086400985700
ctfp,BFA,2008,0.46414050459861800
ctfp,BFA,2009,0.45575922727584800
ctfp,BFA,2010,0.45245867967605600
ctfp,BFA,2011,0.44666093587875400
ctfp,BFA,2012,0.45979869365692100
ctfp,BFA,2013,0.43955105543136600
ctfp,BFA,2014,0.41890549659729000
ctfp,BFA,2015,0.42430853843689000
ctfp,BFA,2016,0.44109556078910800
ctfp,BFA,2017,0.43471279740333600
ctfp,BFA,2018,0.43595212697982800
ctfp,BFA,2019,0.42931291460990900
ctfp,BGR,1974,1.07212483882904000
ctfp,BGR,1975,1.15546083450317000
ctfp,BGR,1976,1.15848708152771000
ctfp,BGR,1977,1.16877353191376000
ctfp,BGR,1978,1.19118976593018000
ctfp,BGR,1979,1.24961197376251000
ctfp,BGR,1980,1.24301457405090000
ctfp,BGR,1981,1.29124045372009000
ctfp,BGR,1982,1.31986486911774000
ctfp,BGR,1983,1.32562088966370000
ctfp,BGR,1984,1.27637052536011000
ctfp,BGR,1985,1.29335081577301000
ctfp,BGR,1986,1.26822853088379000
ctfp,BGR,1987,1.33293056488037000
ctfp,BGR,1988,1.32127690315247000
ctfp,BGR,1989,1.26130259037018000
ctfp,BGR,1990,1.27577579021454000
ctfp,BGR,1991,1.43734669685364000
ctfp,BGR,1992,1.50469434261322000
ctfp,BGR,1993,1.13056874275208000
ctfp,BGR,1994,1.11654841899872000
ctfp,BGR,1995,1.16672444343567000
ctfp,BGR,1996,1.13366329669952000
ctfp,BGR,1997,0.78841078281402600
ctfp,BGR,1998,0.87700188159942600
ctfp,BGR,1999,0.78045964241027800
ctfp,BGR,2000,0.85375374555587800
ctfp,BGR,2001,0.85052824020385700
ctfp,BGR,2002,0.85037374496460000
ctfp,BGR,2003,0.89548546075820900
ctfp,BGR,2004,0.86749517917633100
ctfp,BGR,2005,0.86342519521713300
ctfp,BGR,2006,0.84032493829727200
ctfp,BGR,2007,0.83705556392669700
ctfp,BGR,2008,0.78824895620346100
ctfp,BGR,2009,0.75843477249145500
ctfp,BGR,2010,0.72272288799285900
ctfp,BGR,2011,0.72101175785064700
ctfp,BGR,2012,0.71218788623809800
ctfp,BGR,2013,0.68423849344253500
ctfp,BGR,2014,0.68165951967239400
ctfp,BGR,2015,0.70093750953674300
ctfp,BGR,2016,0.73334830999374400
ctfp,BGR,2017,0.72075283527374300
ctfp,BGR,2018,0.72429698705673200
ctfp,BGR,2019,0.72962749004364000
ctfp,BHR,1974,2.05865097045898000
ctfp,BHR,1975,1.74775671958923000
ctfp,BHR,1976,1.95654165744781000
ctfp,BHR,1977,1.72802126407623000
ctfp,BHR,1978,1.75727117061615000
ctfp,BHR,1979,1.38521707057953000
ctfp,BHR,1980,1.54761350154877000
ctfp,BHR,1981,1.32768380641937000
ctfp,BHR,1982,1.08052837848663000
ctfp,BHR,1983,1.02238142490387000
ctfp,BHR,1984,0.99833416938781700
ctfp,BHR,1985,0.54374635219574000
ctfp,BHR,1986,0.66218698024749800
ctfp,BHR,1987,0.69096291065216100
ctfp,BHR,1988,0.81333535909652700
ctfp,BHR,1989,0.78938382863998400
ctfp,BHR,1990,0.87151384353637700
ctfp,BHR,1991,0.83235096931457500
ctfp,BHR,1992,0.83142632246017500
ctfp,BHR,1993,0.86772048473358200
ctfp,BHR,1994,0.86131250858306900
ctfp,BHR,1995,0.85493111610412600
ctfp,BHR,1996,0.78795284032821700
ctfp,BHR,1997,0.91657900810241700
ctfp,BHR,1998,0.81812059879303000
ctfp,BHR,1999,0.89627194404602100
ctfp,BHR,2000,1.08430385589600000
ctfp,BHR,2001,0.93662136793136600
ctfp,BHR,2002,0.77477663755416900
ctfp,BHR,2003,0.78380984067916900
ctfp,BHR,2004,0.73821550607681300
ctfp,BHR,2005,0.84688913822174100
ctfp,BHR,2006,0.90046864748001100
ctfp,BHR,2007,0.93402397632598900
ctfp,BHR,2008,1.17649352550507000
ctfp,BHR,2009,0.98608660697937000
ctfp,BHR,2010,1.02584719657898000
ctfp,BHR,2011,1.05724763870239000
ctfp,BHR,2012,1.07617127895355000
ctfp,BHR,2013,1.11871337890625000
ctfp,BHR,2014,1.04861128330231000
ctfp,BHR,2015,0.95398485660553000
ctfp,BHR,2016,0.89758998155593900
ctfp,BHR,2017,0.88538670539856000
ctfp,BHR,2018,0.89087814092636100
ctfp,BHR,2019,0.86592459678649900
ctfp,BOL,1954,0.50081950426101700
ctfp,BOL,1955,0.49882179498672500
ctfp,BOL,1956,0.45691540837287900
ctfp,BOL,1957,0.43912166357040400
ctfp,BOL,1958,0.42074501514434800
ctfp,BOL,1959,0.43664857745170600
ctfp,BOL,1960,0.43863478302955600
ctfp,BOL,1961,0.44441562891006500
ctfp,BOL,1962,0.42595806717872600
ctfp,BOL,1963,0.43746420741081200
ctfp,BOL,1964,0.43773236870765700
ctfp,BOL,1965,0.43752217292785600
ctfp,BOL,1966,0.44731935858726500
ctfp,BOL,1967,0.46766293048858600
ctfp,BOL,1968,0.39882996678352400
ctfp,BOL,1969,0.40421384572982800
ctfp,BOL,1970,0.39632889628410300
ctfp,BOL,1971,0.39440551400184600
ctfp,BOL,1972,0.37774583697319000
ctfp,BOL,1973,0.39252939820289600
ctfp,BOL,1974,0.44217774271965000
ctfp,BOL,1975,0.45329588651657100
ctfp,BOL,1976,0.45072174072265600
ctfp,BOL,1977,0.44625613093376200
ctfp,BOL,1978,0.42706650495529200
ctfp,BOL,1979,0.42747175693512000
ctfp,BOL,1980,0.42892003059387200
ctfp,BOL,1981,0.43862080574035600
ctfp,BOL,1982,0.44402322173118600
ctfp,BOL,1983,0.41221800446510300
ctfp,BOL,1984,0.35704571008682300
ctfp,BOL,1985,0.40768823027610800
ctfp,BOL,1986,0.42918616533279400
ctfp,BOL,1987,0.42991328239440900
ctfp,BOL,1988,0.37579700350761400
ctfp,BOL,1989,0.37849369645118700
ctfp,BOL,1990,0.38432562351226800
ctfp,BOL,1991,0.38630452752113300
ctfp,BOL,1992,0.37328332662582400
ctfp,BOL,1993,0.37849372625351000
ctfp,BOL,1994,0.38617479801178000
ctfp,BOL,1995,0.42196071147918700
ctfp,BOL,1996,0.43690803647041300
ctfp,BOL,1997,0.42097786068916300
ctfp,BOL,1998,0.40781539678573600
ctfp,BOL,1999,0.37860116362571700
ctfp,BOL,2000,0.35219976305961600
ctfp,BOL,2001,0.35723671317100500
ctfp,BOL,2002,0.36167711019516000
ctfp,BOL,2003,0.36343756318092300
ctfp,BOL,2004,0.36174884438514700
ctfp,BOL,2005,0.37237018346786500
ctfp,BOL,2006,0.38660338521003700
ctfp,BOL,2007,0.40006107091903700
ctfp,BOL,2008,0.43836259841918900
ctfp,BOL,2009,0.42734134197235100
ctfp,BOL,2010,0.44723996520042400
ctfp,BOL,2011,0.46657770872116100
ctfp,BOL,2012,0.49218055605888400
ctfp,BOL,2013,0.51880878210067700
ctfp,BOL,2014,0.50125831365585300
ctfp,BOL,2015,0.47581538558006300
ctfp,BOL,2016,0.47607252001762400
ctfp,BOL,2017,0.48848736286163300
ctfp,BOL,2018,0.48581093549728400
ctfp,BOL,2019,0.47751930356025700
ctfp,BRA,1954,0.53270226716995200
ctfp,BRA,1955,0.53310489654541000
ctfp,BRA,1956,0.52998822927475000
ctfp,BRA,1957,0.54384559392929100
ctfp,BRA,1958,0.55513459444046000
ctfp,BRA,1959,0.54169517755508400
ctfp,BRA,1960,0.56355714797973600
ctfp,BRA,1961,0.61357611417770400
ctfp,BRA,1962,0.62643748521804800
ctfp,BRA,1963,0.63523197174072300
ctfp,BRA,1964,0.63002741336822500
ctfp,BRA,1965,0.63572728633880600
ctfp,BRA,1966,0.62896752357482900
ctfp,BRA,1967,0.66162735223770100
ctfp,BRA,1968,0.69069778919220000
ctfp,BRA,1969,0.66224390268325800
ctfp,BRA,1970,0.71909791231155400
ctfp,BRA,1971,0.75096184015274000
ctfp,BRA,1972,0.77818864583969100
ctfp,BRA,1973,0.78617554903030400
ctfp,BRA,1974,0.85369855165481600
ctfp,BRA,1975,0.85160976648330700
ctfp,BRA,1976,0.86001616716384900
ctfp,BRA,1977,0.81205618381500200
ctfp,BRA,1978,0.80396777391433700
ctfp,BRA,1979,0.84515136480331400
ctfp,BRA,1980,0.83309388160705600
ctfp,BRA,1981,0.80860537290573100
ctfp,BRA,1982,0.79019415378570600
ctfp,BRA,1983,0.73471760749816900
ctfp,BRA,1984,0.71060419082641600
