VariableCode,RegionCode,YearCode,AggValue
ctfp,DOM,1993,1.19008457660675000
ctfp,DOM,1994,1.13768398761749000
ctfp,DOM,1995,0.86585354804992700
ctfp,DOM,1996,0.77511817216873200
ctfp,DOM,1997,0.78411483764648400
ctfp,DOM,1998,0.76432937383651700
ctfp,DOM,1999,0.76772260665893600
ctfp,DOM,2000,0.73386275768280000
ctfp,DOM,2001,0.80015653371810900
ctfp,DOM,2002,0.75996631383895900
ctfp,DOM,2003,0.67130303382873500
ctfp,DOM,2004,0.65469664335250900
ctfp,DOM,2005,0.69517475366592400
ctfp,DOM,2006,0.72086137533187900
ctfp,DOM,2007,0.74152100086212200
ctfp,DOM,2008,0.68943929672241200
ctfp,DOM,2009,0.68931823968887300
ctfp,DOM,2010,0.69753217697143600
ctfp,DOM,2011,0.66731774806976300
ctfp,DOM,2012,0.65093493461608900
ctfp,DOM,2013,0.64900040626525900
ctfp,DOM,2014,0.63860207796096800
ctfp,DOM,2015,0.64409607648849500
ctfp,DOM,2016,0.64886152744293200
ctfp,DOM,2017,0.62552201747894300
ctfp,DOM,2018,0.60980391502380400
ctfp,DOM,2019,0.60732066631317100
ctfp,ECU,1954,0.75871175527572600
ctfp,ECU,1955,0.71866655349731400
ctfp,ECU,1956,0.70280104875564600
ctfp,ECU,1957,0.69327986240387000
ctfp,ECU,1958,0.69129401445388800
ctfp,ECU,1959,0.67842948436737100
ctfp,ECU,1960,0.69250255823135400
ctfp,ECU,1961,0.69682800769805900
ctfp,ECU,1962,0.68229007720947300
ctfp,ECU,1963,0.66975235939025900
ctfp,ECU,1964,0.68410128355026200
ctfp,ECU,1965,0.67210072278976400
ctfp,ECU,1966,0.65591984987258900
ctfp,ECU,1967,0.68301218748092700
ctfp,ECU,1968,0.67922687530517600
ctfp,ECU,1969,0.67696171998977700
ctfp,ECU,1970,0.72308498620986900
ctfp,ECU,1971,0.72402817010879500
ctfp,ECU,1972,0.67794966697692900
ctfp,ECU,1973,0.70944255590438800
ctfp,ECU,1974,0.87377750873565700
ctfp,ECU,1975,0.92330449819564800
ctfp,ECU,1976,0.92590856552124000
ctfp,ECU,1977,0.90291035175323500
ctfp,ECU,1978,0.90054076910018900
ctfp,ECU,1979,0.90403789281845100
ctfp,ECU,1980,0.92651152610778800
ctfp,ECU,1981,0.91454702615737900
ctfp,ECU,1982,0.87576192617416400
ctfp,ECU,1983,0.80821228027343800
ctfp,ECU,1984,0.76598161458969100
ctfp,ECU,1985,0.75110656023025500
ctfp,ECU,1986,0.67954492568969700
ctfp,ECU,1987,0.64956712722778300
ctfp,ECU,1988,0.59858787059783900
ctfp,ECU,1989,0.58153831958770800
ctfp,ECU,1990,0.58787941932678200
ctfp,ECU,1991,0.59087443351745600
ctfp,ECU,1992,0.57893586158752400
ctfp,ECU,1993,0.51099455356597900
ctfp,ECU,1994,0.49292415380477900
ctfp,ECU,1995,0.47803130745887800
ctfp,ECU,1996,0.45742082595825200
ctfp,ECU,1997,0.45684814453125000
ctfp,ECU,1998,0.43031468987464900
ctfp,ECU,1999,0.41230696439743000
ctfp,ECU,2000,0.40510812401771500
ctfp,ECU,2001,0.39613971114158600
ctfp,ECU,2002,0.40000423789024400
ctfp,ECU,2003,0.38699114322662400
ctfp,ECU,2004,0.39048349857330300
ctfp,ECU,2005,0.40517175197601300
ctfp,ECU,2006,0.40940183401107800
ctfp,ECU,2007,0.41274499893188500
ctfp,ECU,2008,0.42707160115242000
ctfp,ECU,2009,0.39767462015152000
ctfp,ECU,2010,0.39728549122810400
ctfp,ECU,2011,0.41894173622131300
ctfp,ECU,2012,0.42940232157707200
ctfp,ECU,2013,0.45572397112846400
ctfp,ECU,2014,0.45429670810699500
ctfp,ECU,2015,0.42685404419899000
ctfp,ECU,2016,0.42448723316192600
ctfp,ECU,2017,0.43290567398071300
ctfp,ECU,2018,0.43279626965522800
ctfp,ECU,2019,0.42481616139411900
ctfp,EGY,1954,1.04496908187866000
ctfp,EGY,1955,1.01203441619873000
ctfp,EGY,1956,1.02295172214508000
ctfp,EGY,1957,1.03958785533905000
ctfp,EGY,1958,1.06174588203430000
ctfp,EGY,1959,1.12325239181519000
ctfp,EGY,1960,1.14293205738068000
ctfp,EGY,1961,1.20510780811310000
ctfp,EGY,1962,1.20388305187225000
ctfp,EGY,1963,1.22131657600403000
ctfp,EGY,1964,1.30228185653687000
ctfp,EGY,1965,1.25888419151306000
ctfp,EGY,1966,1.22524774074554000
ctfp,EGY,1967,1.27561843395233000
ctfp,EGY,1968,1.36398780345917000
ctfp,EGY,1969,1.42664051055908000
ctfp,EGY,1970,1.60911512374878000
ctfp,EGY,1971,1.58135116100311000
ctfp,EGY,1972,1.59920036792755000
ctfp,EGY,1973,1.47197473049164000
ctfp,EGY,1974,1.57134902477264000
ctfp,EGY,1975,1.62280106544495000
ctfp,EGY,1976,1.45958125591278000
ctfp,EGY,1977,1.38815188407898000
ctfp,EGY,1978,1.33839714527130000
ctfp,EGY,1979,1.19851279258728000
ctfp,EGY,1980,1.10316145420074000
ctfp,EGY,1981,1.15169680118561000
ctfp,EGY,1982,1.07523155212402000
ctfp,EGY,1983,1.12181818485260000
ctfp,EGY,1984,1.14189267158508000
ctfp,EGY,1985,1.12388885021210000
ctfp,EGY,1986,1.11317193508148000
ctfp,EGY,1987,1.02788174152374000
ctfp,EGY,1988,0.91095983982086200
ctfp,EGY,1989,0.91696786880493200
ctfp,EGY,1990,0.95940291881561300
ctfp,EGY,1991,1.01633119583130000
ctfp,EGY,1992,1.00838923454285000
ctfp,EGY,1993,1.05373811721802000
ctfp,EGY,1994,1.04970669746399000
ctfp,EGY,1995,1.12319219112396000
ctfp,EGY,1996,1.25113582611084000
ctfp,EGY,1997,1.19391512870789000
ctfp,EGY,1998,1.09406030178070000
ctfp,EGY,1999,1.05739557743073000
ctfp,EGY,2000,1.02049005031586000
ctfp,EGY,2001,1.02433013916016000
ctfp,EGY,2002,1.00033628940582000
ctfp,EGY,2003,0.97757852077484100
ctfp,EGY,2004,0.97312760353088400
ctfp,EGY,2005,0.95536732673645000
ctfp,EGY,2006,0.95310616493225100
ctfp,EGY,2007,1.02026283740997000
ctfp,EGY,2008,1.12235367298126000
ctfp,EGY,2009,1.10040092468262000
ctfp,EGY,2010,1.12916100025177000
ctfp,EGY,2011,1.18123948574066000
ctfp,EGY,2012,1.34631848335266000
ctfp,EGY,2013,1.30543839931488000
ctfp,EGY,2014,1.30867373943329000
ctfp,EGY,2015,1.25421190261841000
ctfp,EGY,2016,1.19520890712738000
ctfp,EGY,2017,1.23050737380981000
ctfp,EGY,2018,1.22496235370636000
ctfp,EGY,2019,1.17123508453369000
ctfp,ESP,1954,0.62549561262130700
ctfp,ESP,1955,0.62335574626922600
ctfp,ESP,1956,0.64186990261077900
ctfp,ESP,1957,0.63828110694885300
ctfp,ESP,1958,0.64463114738464400
ctfp,ESP,1959,0.61237615346908600
ctfp,ESP,1960,0.67264693975448600
ctfp,ESP,1961,0.72322607040405300
ctfp,ESP,1962,0.75316357612609900
ctfp,ESP,1963,0.78716588020324700
ctfp,ESP,1964,0.80470710992813100
ctfp,ESP,1965,0.80636376142501800
ctfp,ESP,1966,0.81819021701812700
ctfp,ESP,1967,0.83465760946273800
ctfp,ESP,1968,0.86237549781799300
ctfp,ESP,1969,0.90665012598037700
ctfp,ESP,1970,0.91354024410247800
ctfp,ESP,1971,0.92125433683395400
ctfp,ESP,1972,0.94934427738189700
ctfp,ESP,1973,0.95616078376770000
ctfp,ESP,1974,1.00073015689850000
ctfp,ESP,1975,1.00146389007568000
ctfp,ESP,1976,0.99617141485214200
ctfp,ESP,1977,0.99148446321487400
ctfp,ESP,1978,0.99509596824646000
ctfp,ESP,1979,0.98164993524551400
ctfp,ESP,1980,1.02397811412811000
ctfp,ESP,1981,0.99036383628845200
ctfp,ESP,1982,0.99352008104324300
ctfp,ESP,1983,0.97739267349243200
ctfp,ESP,1984,0.97462898492813100
ctfp,ESP,1985,0.96394628286361700
ctfp,ESP,1986,0.98023700714111300
ctfp,ESP,1987,0.99260532855987500
ctfp,ESP,1988,0.99299538135528600
ctfp,ESP,1989,0.99471944570541400
ctfp,ESP,1990,0.96519970893859900
ctfp,ESP,1991,0.96620911359787000
ctfp,ESP,1992,0.92677646875381500
ctfp,ESP,1993,0.92329937219619800
ctfp,ESP,1994,0.93819952011108400
ctfp,ESP,1995,0.95152246952056900
ctfp,ESP,1996,0.94591277837753300
ctfp,ESP,1997,0.99349707365036000
ctfp,ESP,1998,1.01238596439362000
ctfp,ESP,1999,1.00411641597748000
ctfp,ESP,2000,1.02319836616516000
ctfp,ESP,2001,1.04623246192932000
ctfp,ESP,2002,1.05498039722443000
ctfp,ESP,2003,1.00576925277710000
ctfp,ESP,2004,0.96289986371994000
ctfp,ESP,2005,0.97676098346710200
ctfp,ESP,2006,0.95234811305999800
ctfp,ESP,2007,0.91895437240600600
ctfp,ESP,2008,0.89396226406097400
ctfp,ESP,2009,0.87880593538284300
ctfp,ESP,2010,0.83094555139541600
ctfp,ESP,2011,0.81665939092636100
ctfp,ESP,2012,0.80623513460159300
ctfp,ESP,2013,0.80704802274704000
ctfp,ESP,2014,0.78844654560089100
ctfp,ESP,2015,0.82350069284439100
ctfp,ESP,2016,0.83011639118194600
ctfp,ESP,2017,0.84966862201690700
ctfp,ESP,2018,0.84116911888122600
ctfp,ESP,2019,0.83813327550888100
ctfp,EST,1994,0.42690944671630900
ctfp,EST,1995,0.45672392845153800
ctfp,EST,1996,0.47266513109207200
ctfp,EST,1997,0.47452312707901000
ctfp,EST,1998,0.46695128083229100
ctfp,EST,1999,0.46564573049545300
ctfp,EST,2000,0.50454485416412400
ctfp,EST,2001,0.52639341354370100
ctfp,EST,2002,0.57011228799819900
ctfp,EST,2003,0.55533272027969400
ctfp,EST,2004,0.55014151334762600
ctfp,EST,2005,0.58834260702133200
ctfp,EST,2006,0.58887904882431000
ctfp,EST,2007,0.62508428096771200
ctfp,EST,2008,0.58748787641525300
ctfp,EST,2009,0.57063513994216900
ctfp,EST,2010,0.57314044237136800
ctfp,EST,2011,0.57052189111709600
ctfp,EST,2012,0.58823901414871200
ctfp,EST,2013,0.58675616979599000
ctfp,EST,2014,0.58762162923812900
ctfp,EST,2015,0.59322214126586900
ctfp,EST,2016,0.60460573434829700
ctfp,EST,2017,0.60808289051055900
ctfp,EST,2018,0.62448996305465700
ctfp,EST,2019,0.63934808969497700
ctfp,FIN,1954,0.59102922677993800
ctfp,FIN,1955,0.59893500804901100
ctfp,FIN,1956,0.59111285209655800
ctfp,FIN,1957,0.57518059015274000
ctfp,FIN,1958,0.57004940509796100
ctfp,FIN,1959,0.58463984727859500
ctfp,FIN,1960,0.60653477907180800
ctfp,FIN,1961,0.62808632850647000
ctfp,FIN,1962,0.61776447296142600
ctfp,FIN,1963,0.60562533140182500
ctfp,FIN,1964,0.60320430994033800
ctfp,FIN,1965,0.61254346370697000
ctfp,FIN,1966,0.61050468683242800
ctfp,FIN,1967,0.63080668449401900
ctfp,FIN,1968,0.65355616807937600
ctfp,FIN,1969,0.70306080579757700
ctfp,FIN,1970,0.72639715671539300
ctfp,FIN,1971,0.72540354728698700
ctfp,FIN,1972,0.73874962329864500
ctfp,FIN,1973,0.74633270502090500
ctfp,FIN,1974,0.73567605018615700
ctfp,FIN,1975,0.72251069545745900
ctfp,FIN,1976,0.71687608957290600
ctfp,FIN,1977,0.70749318599700900
ctfp,FIN,1978,0.71345567703247100
ctfp,FIN,1979,0.76135975122451800
ctfp,FIN,1980,0.81462311744689900
ctfp,FIN,1981,0.80744826793670700
ctfp,FIN,1982,0.82475614547729500
ctfp,FIN,1983,0.82442176342010500
ctfp,FIN,1984,0.82117342948913600
ctfp,FIN,1985,0.81260269880294800
ctfp,FIN,1986,0.82270616292953500
ctfp,FIN,1987,0.82030469179153400
ctfp,FIN,1988,0.83731806278228800
ctfp,FIN,1989,0.83118695020675700
ctfp,FIN,1990,0.80268436670303300
ctfp,FIN,1991,0.76646250486373900
ctfp,FIN,1992,0.74013960361480700
ctfp,FIN,1993,0.71863275766372700
ctfp,FIN,1994,0.73785197734832800
ctfp,FIN,1995,0.79060274362564100
ctfp,FIN,1996,0.77453905344009400
ctfp,FIN,1997,0.82880848646163900
ctfp,FIN,1998,0.88285624980926500
ctfp,FIN,1999,0.90429860353469800
ctfp,FIN,2000,0.93152743577957200
ctfp,FIN,2001,0.94343608617782600
ctfp,FIN,2002,0.95096069574356100
ctfp,FIN,2003,0.93463861942291300
ctfp,FIN,2004,0.92745310068130500
ctfp,FIN,2005,0.93202549219131500
ctfp,FIN,2006,0.92291253805160500
ctfp,FIN,2007,0.96297591924667400
ctfp,FIN,2008,0.92904287576675400
ctfp,FIN,2009,0.86331266164779700
ctfp,FIN,2010,0.85040265321731600
ctfp,FIN,2011,0.83565545082092300
ctfp,FIN,2012,0.81168454885482800
ctfp,FIN,2013,0.78708881139755200
ctfp,FIN,2014,0.78257536888122600
ctfp,FIN,2015,0.80842286348342900
ctfp,FIN,2016,0.81923365592956500
ctfp,FIN,2017,0.82934093475341800
ctfp,FIN,2018,0.81050372123718300
ctfp,FIN,2019,0.80698591470718400
ctfp,FJI,1980,0.85933315753936800
ctfp,FJI,1981,0.78784656524658200
ctfp,FJI,1982,0.73765158653259300
ctfp,FJI,1983,0.65261483192443800
ctfp,FJI,1984,0.66748559474945100
ctfp,FJI,1985,0.64785456657409700
ctfp,FJI,1986,0.65314382314682000
ctfp,FJI,1987,0.63105970621109000
ctfp,FJI,1988,0.66389960050582900
ctfp,FJI,1989,0.72108626365661600
ctfp,FJI,1990,0.77255851030349700
ctfp,FJI,1991,0.71224099397659300
ctfp,FJI,1992,0.70571851730346700
ctfp,FJI,1993,0.68770658969879200
ctfp,FJI,1994,0.70147174596786500
ctfp,FJI,1995,0.67382234334945700
ctfp,FJI,1996,0.68967562913894700
ctfp,FJI,1997,0.65653628110885600
ctfp,FJI,1998,0.61441862583160400
ctfp,FJI,1999,0.65772491693496700
ctfp,FJI,2000,0.66267144680023200
ctfp,FJI,2001,0.66579782962799100
ctfp,FJI,2002,0.64589321613311800
ctfp,FJI,2003,0.59609961509704600
ctfp,FJI,2004,0.59644091129303000
ctfp,FJI,2005,0.55736905336380000
ctfp,FJI,2006,0.63679164648056000
ctfp,FJI,2007,0.65499258041381800
ctfp,FJI,2008,0.66220498085022000
ctfp,FJI,2009,0.68460321426391600
ctfp,FJI,2010,0.68781638145446800
ctfp,FJI,2011,0.68991190195083600
ctfp,FJI,2012,0.71690309047699000
ctfp,FJI,2013,0.75242453813552900
ctfp,FJI,2014,0.77116382122039800
ctfp,FJI,2015,0.78120177984237700
ctfp,FJI,2016,0.76664012670517000
ctfp,FJI,2017,0.77774679660797100
ctfp,FJI,2018,0.81973111629486100
ctfp,FJI,2019,0.78944474458694500
ctfp,FRA,1954,0.60475778579711900
ctfp,FRA,1955,0.61071646213531500
ctfp,FRA,1956,0.63948965072631800
ctfp,FRA,1957,0.66512477397918700
ctfp,FRA,1958,0.68809622526168800
ctfp,FRA,1959,0.68770563602447500
ctfp,FRA,1960,0.71837896108627300
ctfp,FRA,1961,0.73850816488266000
ctfp,FRA,1962,0.76150715351104700
ctfp,FRA,1963,0.78404176235199000
ctfp,FRA,1964,0.79855185747146600
ctfp,FRA,1965,0.80272668600082400
ctfp,FRA,1966,0.80505311489105200
ctfp,FRA,1967,0.82811808586120600
ctfp,FRA,1968,0.83664530515670800
ctfp,FRA,1969,0.87282419204711900
ctfp,FRA,1970,0.90197747945785500
ctfp,FRA,1971,0.92216849327087400
ctfp,FRA,1972,0.95125746726989700
ctfp,FRA,1973,0.97205573320388800
ctfp,FRA,1974,1.02774953842163000
ctfp,FRA,1975,1.04667472839355000
ctfp,FRA,1976,1.03414106369019000
ctfp,FRA,1977,1.03836739063263000
ctfp,FRA,1978,1.05333387851715000
ctfp,FRA,1979,1.06166613101959000
ctfp,FRA,1980,1.08947646617889000
ctfp,FRA,1981,1.05865740776062000
ctfp,FRA,1982,1.10484778881073000
ctfp,FRA,1983,1.07276535034180000
ctfp,FRA,1984,1.03160059452057000
ctfp,FRA,1985,1.00637078285217000
ctfp,FRA,1986,1.00987422466278000
ctfp,FRA,1987,1.00045704841614000
ctfp,FRA,1988,0.99919122457504300
ctfp,FRA,1989,1.00676715373993000
ctfp,FRA,1990,1.00221979618073000
ctfp,FRA,1991,1.00226378440857000
ctfp,FRA,1992,0.97462469339370700
ctfp,FRA,1993,0.96615964174270600
ctfp,FRA,1994,0.97282183170318600
ctfp,FRA,1995,0.98532426357269300
ctfp,FRA,1996,0.98634719848632800
ctfp,FRA,1997,1.03410887718201000
ctfp,FRA,1998,1.07793390750885000
ctfp,FRA,1999,1.10123813152313000
ctfp,FRA,2000,1.14532852172852000
ctfp,FRA,2001,1.18164253234863000
ctfp,FRA,2002,1.19680738449097000
ctfp,FRA,2003,1.13571333885193000
ctfp,FRA,2004,1.06281948089600000
ctfp,FRA,2005,1.07690703868866000
ctfp,FRA,2006,1.04586291313171000
ctfp,FRA,2007,1.02952289581299000
ctfp,FRA,2008,0.99681001901626600
ctfp,FRA,2009,0.97698026895523100
ctfp,FRA,2010,0.94707763195037800
ctfp,FRA,2011,0.93546414375305200
ctfp,FRA,2012,0.93846285343170200
ctfp,FRA,2013,0.91826009750366200
ctfp,FRA,2014,0.90559458732605000
ctfp,FRA,2015,0.91532599925994900
ctfp,FRA,2016,0.90976935625076300
ctfp,FRA,2017,0.91845351457595800
ctfp,FRA,2018,0.90332955121994000
ctfp,FRA,2019,0.88805133104324300
ctfp,GAB,1964,1.02251398563385000
ctfp,GAB,1965,1.06727361679077000
ctfp,GAB,1966,0.93973785638809200
ctfp,GAB,1967,0.99304264783859300
ctfp,GAB,1968,0.98672276735305800
ctfp,GAB,1969,1.00624740123749000
ctfp,GAB,1970,1.17558395862579000
ctfp,GAB,1971,1.15306854248047000
ctfp,GAB,1972,1.03835487365723000
ctfp,GAB,1973,1.14417123794556000
ctfp,GAB,1974,1.47647130489349000
ctfp,GAB,1975,1.40133333206177000
ctfp,GAB,1976,1.40053749084473000
ctfp,GAB,1977,1.14537346363068000
ctfp,GAB,1978,1.22818875312805000
ctfp,GAB,1979,1.26097428798676000
ctfp,GAB,1980,1.32859313488007000
ctfp,GAB,1981,1.19758439064026000
ctfp,GAB,1982,1.12027037143707000
ctfp,GAB,1983,1.16308665275574000
ctfp,GAB,1984,1.19580101966858000
ctfp,GAB,1985,1.08150279521942000
ctfp,GAB,1986,0.76990425586700400
ctfp,GAB,1987,0.73907381296157800
ctfp,GAB,1988,0.62757432460784900
ctfp,GAB,1989,0.78960931301116900
ctfp,GAB,1990,0.91512393951416000
ctfp,GAB,1991,0.79927259683609000
ctfp,GAB,1992,0.92031419277191200
ctfp,GAB,1993,0.82569175958633400
ctfp,GAB,1994,0.71583205461502100
ctfp,GAB,1995,0.76746839284896900
ctfp,GAB,1996,0.82025933265686000
ctfp,GAB,1997,0.65952581167221100
ctfp,GAB,1998,0.51846045255661000
ctfp,GAB,1999,0.56153231859207200
ctfp,GAB,2000,0.60013407468795800
ctfp,GAB,2001,0.46184036135673500
ctfp,GAB,2002,0.42023956775665300
ctfp,GAB,2003,0.39183509349823000
ctfp,GAB,2004,0.39765813946723900
ctfp,GAB,2005,0.48367238044738800
ctfp,GAB,2006,0.44667899608612100
ctfp,GAB,2007,0.45842283964157100
ctfp,GAB,2008,0.54276907444000200
ctfp,GAB,2009,0.35987740755081200
ctfp,GAB,2010,0.40314546227455100
ctfp,GAB,2011,0.57263934612274200
ctfp,GAB,2012,0.54105383157730100
ctfp,GAB,2013,0.53830558061599700
ctfp,GAB,2014,0.49392825365066500
ctfp,GAB,2015,0.49895831942558300
ctfp,GAB,2016,0.53193533420562700
ctfp,GAB,2017,0.55166923999786400
ctfp,GAB,2018,0.57878255844116200
ctfp,GAB,2019,0.57719564437866200
ctfp,GBR,1954,0.75368648767471300
ctfp,GBR,1955,0.73150515556335400
ctfp,GBR,1956,0.72295808792114300
ctfp,GBR,1957,0.71337538957595800
ctfp,GBR,1958,0.71651303768158000
ctfp,GBR,1959,0.71450573205947900
ctfp,GBR,1960,0.71078604459762600
ctfp,GBR,1961,0.70921492576599100
ctfp,GBR,1962,0.70124399662017800
ctfp,GBR,1963,0.70697689056396500
ctfp,GBR,1964,0.71167904138565100
ctfp,GBR,1965,0.70337295532226600
ctfp,GBR,1966,0.70189756155014000
ctfp,GBR,1967,0.71268421411514300
ctfp,GBR,1968,0.71983742713928200
ctfp,GBR,1969,0.72048974037170400
ctfp,GBR,1970,0.74119263887405400
ctfp,GBR,1971,0.75778454542160000
ctfp,GBR,1972,0.77121663093566900
ctfp,GBR,1973,0.80935931205749500
ctfp,GBR,1974,0.82141911983490000
ctfp,GBR,1975,0.82106047868728600
ctfp,GBR,1976,0.84006965160369900
ctfp,GBR,1977,0.84959679841995200
ctfp,GBR,1978,0.87626850605011000
ctfp,GBR,1979,0.90274810791015600
ctfp,GBR,1980,0.92820429801940900
ctfp,GBR,1981,0.93444496393203700
ctfp,GBR,1982,0.96082061529159500
ctfp,GBR,1983,0.96213322877883900
ctfp,GBR,1984,0.92202794551849400
ctfp,GBR,1985,0.91414552927017200
ctfp,GBR,1986,0.88684415817260700
ctfp,GBR,1987,0.88857173919677700
ctfp,GBR,1988,0.86731183528900100
ctfp,GBR,1989,0.82800835371017500
ctfp,GBR,1990,0.81945943832397500
ctfp,GBR,1991,0.81093084812164300
ctfp,GBR,1992,0.78280848264694200
ctfp,GBR,1993,0.79526215791702300
ctfp,GBR,1994,0.79344004392623900
ctfp,GBR,1995,0.82611453533172600
ctfp,GBR,1996,0.79948204755783100
ctfp,GBR,1997,0.82490003108978300
ctfp,GBR,1998,0.84237962961196900
ctfp,GBR,1999,0.86986917257309000
ctfp,GBR,2000,0.90894937515258800
ctfp,GBR,2001,0.95149898529052700
ctfp,GBR,2002,0.95683664083480800
ctfp,GBR,2003,0.94904637336731000
ctfp,GBR,2004,0.94251900911331200
ctfp,GBR,2005,0.94836980104446400
ctfp,GBR,2006,0.94042557477951100
ctfp,GBR,2007,0.92652428150177000
ctfp,GBR,2008,0.89621454477310200
ctfp,GBR,2009,0.82373356819152800
ctfp,GBR,2010,0.80717891454696700
ctfp,GBR,2011,0.82311761379241900
ctfp,GBR,2012,0.79547429084777800
ctfp,GBR,2013,0.78228580951690700
ctfp,GBR,2014,0.76599282026290900
ctfp,GBR,2015,0.76418852806091300
ctfp,GBR,2016,0.77627497911453200
ctfp,GBR,2017,0.79013234376907300
ctfp,GBR,2018,0.77806746959686300
ctfp,GBR,2019,0.76774674654007000
ctfp,GRC,1955,0.37783527374267600
ctfp,GRC,1956,0.40214201807975800
ctfp,GRC,1957,0.42444065213203400
ctfp,GRC,1958,0.44110515713691700
ctfp,GRC,1959,0.44272997975349400
ctfp,GRC,1960,0.43722689151763900
ctfp,GRC,1961,0.48902651667594900
ctfp,GRC,1962,0.47343680262565600
ctfp,GRC,1963,0.51790970563888600
ctfp,GRC,1964,0.53134751319885300
ctfp,GRC,1965,0.56672877073288000
ctfp,GRC,1966,0.58418411016464200
ctfp,GRC,1967,0.60041290521621700
ctfp,GRC,1968,0.61910420656204200
ctfp,GRC,1969,0.66640383005142200
ctfp,GRC,1970,0.71106684207916300
ctfp,GRC,1971,0.73325973749160800
ctfp,GRC,1972,0.76154702901840200
ctfp,GRC,1973,0.76019597053527800
ctfp,GRC,1974,0.72207558155059800
ctfp,GRC,1975,0.76185894012451200
ctfp,GRC,1976,0.77057790756225600
ctfp,GRC,1977,0.75512659549713100
ctfp,GRC,1978,0.77606886625289900
ctfp,GRC,1979,0.76271390914917000
ctfp,GRC,1980,0.75719660520553600
ctfp,GRC,1981,0.72292810678482100
ctfp,GRC,1982,0.71659946441650400
ctfp,GRC,1983,0.69418150186538700
ctfp,GRC,1984,0.69328379631042500
ctfp,GRC,1985,0.70191252231597900
ctfp,GRC,1986,0.71140414476394700
ctfp,GRC,1987,0.68736881017684900
ctfp,GRC,1988,0.69648057222366300
ctfp,GRC,1989,0.69684273004531900
ctfp,GRC,1990,0.66207551956176800
ctfp,GRC,1991,0.68235611915588400
ctfp,GRC,1992,0.63108843564987200
ctfp,GRC,1993,0.61512356996536300
ctfp,GRC,1994,0.62085306644439700
ctfp,GRC,1995,0.62607276439666700
ctfp,GRC,1996,0.62982791662216200
ctfp,GRC,1997,0.68330121040344200
ctfp,GRC,1998,0.69219827651977500
ctfp,GRC,1999,0.69516956806182900
ctfp,GRC,2000,0.71249610185623200
ctfp,GRC,2001,0.75900453329086300
ctfp,GRC,2002,0.78597104549408000
ctfp,GRC,2003,0.75688678026199300
ctfp,GRC,2004,0.74700534343719500
ctfp,GRC,2005,0.73887127637863200
ctfp,GRC,2006,0.73870360851287800
ctfp,GRC,2007,0.71172583103179900
ctfp,GRC,2008,0.70774877071380600
ctfp,GRC,2009,0.69552069902420000
ctfp,GRC,2010,0.67272758483886700
ctfp,GRC,2011,0.63997614383697500
ctfp,GRC,2012,0.57341492176055900
ctfp,GRC,2013,0.55501645803451500
ctfp,GRC,2014,0.54272115230560300
ctfp,GRC,2015,0.54408979415893600
ctfp,GRC,2016,0.54757636785507200
ctfp,GRC,2017,0.54310077428817700
ctfp,GRC,2018,0.53874784708023100
ctfp,GRC,2019,0.54369169473648100
ctfp,GTM,1954,0.76860809326171900
ctfp,GTM,1955,0.72236007452011100
ctfp,GTM,1956,0.73533034324646000
ctfp,GTM,1957,0.73467117547988900
ctfp,GTM,1958,0.76729154586792000
ctfp,GTM,1959,0.78083544969558700
ctfp,GTM,1960,0.76485693454742400
ctfp,GTM,1961,0.79609638452529900
ctfp,GTM,1962,0.79800188541412400
ctfp,GTM,1963,0.81610572338104200
ctfp,GTM,1964,0.80812966823577900
ctfp,GTM,1965,0.79161876440048200
ctfp,GTM,1966,0.79749864339828500
ctfp,GTM,1967,0.80736160278320300
ctfp,GTM,1968,0.81832766532897900
ctfp,GTM,1969,0.83853393793106100
ctfp,GTM,1970,0.87182348966598500
ctfp,GTM,1971,0.85959839820861800
ctfp,GTM,1972,0.86945265531539900
ctfp,GTM,1973,0.86323636770248400
ctfp,GTM,1974,0.91327208280563400
ctfp,GTM,1975,0.91051095724105800
ctfp,GTM,1976,0.88277161121368400
ctfp,GTM,1977,0.89424723386764500
ctfp,GTM,1978,0.87653625011444100
ctfp,GTM,1979,0.87325906753540000
ctfp,GTM,1980,0.89339619874954200
ctfp,GTM,1981,0.88415426015853900
ctfp,GTM,1982,0.88320863246917700
ctfp,GTM,1983,0.87147420644760100
ctfp,GTM,1984,0.83718878030777000
ctfp,GTM,1985,0.80224770307540900
ctfp,GTM,1986,0.82669293880462600
ctfp,GTM,1987,0.81616109609603900
ctfp,GTM,1988,0.77477860450744600
ctfp,GTM,1989,0.79442483186721800
ctfp,GTM,1990,0.81444084644317600
ctfp,GTM,1991,0.84392881393432600
ctfp,GTM,1992,0.81125146150589000
ctfp,GTM,1993,0.81671464443206800
ctfp,GTM,1994,0.80582135915756200
ctfp,GTM,1995,0.81445807218551600
ctfp,GTM,1996,0.79116755723953200
ctfp,GTM,1997,0.77813452482223500
ctfp,GTM,1998,0.75215029716491700
ctfp,GTM,1999,0.72966426610946700
ctfp,GTM,2000,0.71528583765029900
ctfp,GTM,2001,0.72024154663085900
ctfp,GTM,2002,0.71075630187988300
ctfp,GTM,2003,0.69808673858642600
ctfp,GTM,2004,0.68702673912048300
ctfp,GTM,2005,0.68305653333663900
ctfp,GTM,2006,0.67989611625671400
ctfp,GTM,2007,0.69212251901626600
ctfp,GTM,2008,0.69201910495758100
ctfp,GTM,2009,0.68694472312927200
