Entity,Scenario,Year,Energy-BBOE,Carbon-emissions-Btons,Population-M,Extrene-poverty-M,Population-raw,Primary-energy-raw,co2emissions,energy,population
World,SSP3,2054,NA,NA,10322,379,NA,NA,NA,NA,10.322
World,SSP3,2055,NA,NA,10385,372.2,NA,NA,NA,NA,10.385
World,SSP3,2056,NA,NA,10446,364.8,NA,NA,NA,NA,10.446
World,SSP3,2057,NA,NA,10506,357.2,NA,NA,NA,NA,10.506
World,SSP3,2058,NA,NA,10565,349.9,NA,NA,NA,NA,10.565
World,SSP3,2059,NA,NA,10624,342.6,NA,NA,NA,NA,10.624
World,SSP3,2060,NA,NA,10681,335.3,NA,NA,NA,NA,10.681
World,SSP3,2061,NA,NA,10738,328.1,NA,NA,NA,NA,10.738
World,SSP3,2062,NA,NA,10794,320.5,NA,NA,NA,NA,10.794
World,SSP3,2063,NA,NA,10850,312.7,NA,NA,NA,NA,10.85
World,SSP3,2064,NA,NA,10905,304.9,NA,NA,NA,NA,10.905
World,SSP3,2065,NA,NA,10959,297.2,NA,NA,NA,NA,10.959
World,SSP3,2066,NA,NA,11013,289.7,NA,NA,NA,NA,11.013
World,SSP3,2067,NA,NA,11067,282.4,NA,NA,NA,NA,11.067
World,SSP3,2068,NA,NA,11120,275.7,NA,NA,NA,NA,11.12
World,SSP3,2069,NA,NA,11173,269.2,NA,NA,NA,NA,11.173
World,SSP3,2070,NA,NA,11225,262.9,NA,NA,NA,NA,11.225
World,SSP3,2071,NA,NA,11278,256.8,NA,NA,NA,NA,11.278
World,SSP3,2072,NA,NA,11330,250.9,NA,NA,NA,NA,11.33
World,SSP3,2073,NA,NA,11383,245.2,NA,NA,NA,NA,11.383
World,SSP3,2074,NA,NA,11435,239.6,NA,NA,NA,NA,11.435
World,SSP3,2075,NA,NA,11486,234.4,NA,NA,NA,NA,11.486
World,SSP3,2076,NA,NA,11538,229.5,NA,NA,NA,NA,11.538
World,SSP3,2077,NA,NA,11589,224.7,NA,NA,NA,NA,11.589
World,SSP3,2078,NA,NA,11641,220,NA,NA,NA,NA,11.641
World,SSP3,2079,NA,NA,11692,215.1,NA,NA,NA,NA,11.692
World,SSP3,2080,NA,NA,11743,210.3,NA,NA,NA,NA,11.743
World,SSP3,2081,NA,NA,11794,205.4,NA,NA,NA,NA,11.794
World,SSP3,2082,NA,NA,11845,200.5,NA,NA,NA,NA,11.845
World,SSP3,2083,NA,NA,11895,195.6,NA,NA,NA,NA,11.895
World,SSP3,2084,NA,NA,11946,191,NA,NA,NA,NA,11.946
World,SSP3,2085,NA,NA,11996,186.5,NA,NA,NA,NA,11.996
World,SSP3,2086,NA,NA,12046,182,NA,NA,NA,NA,12.046
World,SSP3,2087,NA,NA,12096,177.5,NA,NA,NA,NA,12.096
World,SSP3,2088,NA,NA,12146,173,NA,NA,NA,NA,12.146
World,SSP3,2089,NA,NA,12196,168.5,NA,NA,NA,NA,12.196
World,SSP3,2090,NA,NA,12245,164.2,NA,NA,NA,NA,12.245
World,SSP3,2091,NA,NA,12295,160.1,NA,NA,NA,NA,12.295
World,SSP3,2092,NA,NA,12344,156.3,NA,NA,NA,NA,12.344
World,SSP3,2093,NA,NA,12393,152.8,NA,NA,NA,NA,12.393
World,SSP3,2094,NA,NA,12442,149.4,NA,NA,NA,NA,12.442
World,SSP3,2095,NA,NA,12491,146.3,NA,NA,NA,NA,12.491
World,SSP3,2096,NA,NA,12540,143.4,NA,NA,NA,NA,12.54
World,SSP3,2097,NA,NA,12588,140.7,NA,NA,NA,NA,12.588
World,SSP3,2098,NA,NA,12636,137.9,NA,NA,NA,NA,12.636
World,SSP3,2099,NA,NA,12684,135.2,NA,NA,NA,NA,12.684
World,SSP3,2100,NA,NA,12731,132.7,NA,NA,NA,NA,12.731
World,SSP4,2017,NA,NA,7544,713.8,NA,NA,NA,NA,7.544
World,SSP4,2018,NA,NA,7616,678.3,NA,NA,NA,NA,7.616
World,SSP4,2019,NA,NA,7688,626.1,NA,NA,NA,NA,7.688
World,SSP4,2020,NA,NA,7758,585.4,NA,NA,NA,NA,7.758
World,SSP4,2021,NA,NA,7828,555.7,NA,NA,NA,NA,7.828
World,SSP4,2022,NA,NA,7896,533.4,NA,NA,NA,NA,7.896
World,SSP4,2023,NA,NA,7963,517.6,NA,NA,NA,NA,7.963
World,SSP4,2024,NA,NA,8029,505.4,NA,NA,NA,NA,8.029
World,SSP4,2025,NA,NA,8093,494.8,NA,NA,NA,NA,8.093
World,SSP4,2026,NA,NA,8157,483.9,NA,NA,NA,NA,8.157
World,SSP4,2027,NA,NA,8218,472.5,NA,NA,NA,NA,8.218
World,SSP4,2028,NA,NA,8279,461.3,NA,NA,NA,NA,8.279
World,SSP4,2029,NA,NA,8338,451.5,NA,NA,NA,NA,8.338
World,SSP4,2030,NA,NA,8395,443.6,NA,NA,NA,NA,8.395
World,SSP4,2031,NA,NA,8452,437.3,NA,NA,NA,NA,8.452
World,SSP4,2032,NA,NA,8507,432.9,NA,NA,NA,NA,8.507
World,SSP4,2033,NA,NA,8561,430.1,NA,NA,NA,NA,8.561
World,SSP4,2034,NA,NA,8614,428.3,NA,NA,NA,NA,8.614
World,SSP4,2035,NA,NA,8666,426.9,NA,NA,NA,NA,8.666
World,SSP4,2036,NA,NA,8716,425.7,NA,NA,NA,NA,8.716
World,SSP4,2037,NA,NA,8765,425,NA,NA,NA,NA,8.765
World,SSP4,2038,NA,NA,8813,424.8,NA,NA,NA,NA,8.813
World,SSP4,2039,NA,NA,8859,424.9,NA,NA,NA,NA,8.859
World,SSP4,2040,NA,NA,8905,425.6,NA,NA,NA,NA,8.905
World,SSP4,2041,NA,NA,8949,426.7,NA,NA,NA,NA,8.949
World,SSP4,2042,NA,NA,8992,428.1,NA,NA,NA,NA,8.992
World,SSP4,2043,NA,NA,9033,429.7,NA,NA,NA,NA,9.033
World,SSP4,2044,NA,NA,9073,431.6,NA,NA,NA,NA,9.073
World,SSP4,2045,NA,NA,9112,433.5,NA,NA,NA,NA,9.112
World,SSP4,2046,NA,NA,9149,435.5,NA,NA,NA,NA,9.149
World,SSP4,2047,NA,NA,9185,437.5,NA,NA,NA,NA,9.185
World,SSP4,2048,NA,NA,9220,438.9,NA,NA,NA,NA,9.22
World,SSP4,2049,NA,NA,9253,440,NA,NA,NA,NA,9.253
World,SSP4,2050,NA,NA,9284,440.1,NA,NA,NA,NA,9.284
World,SSP4,2051,NA,NA,9314,438.8,NA,NA,NA,NA,9.314
World,SSP4,2052,NA,NA,9342,436.2,NA,NA,NA,NA,9.342
World,SSP4,2053,NA,NA,9369,432.6,NA,NA,NA,NA,9.369
World,SSP4,2054,NA,NA,9394,428,NA,NA,NA,NA,9.394
World,SSP4,2055,NA,NA,9417,422.9,NA,NA,NA,NA,9.417
World,SSP4,2056,NA,NA,9439,417.5,NA,NA,NA,NA,9.439
World,SSP4,2057,NA,NA,9459,412.1,NA,NA,NA,NA,9.459
World,SSP4,2058,NA,NA,9477,406.9,NA,NA,NA,NA,9.477
World,SSP4,2059,NA,NA,9495,401.9,NA,NA,NA,NA,9.495
World,SSP4,2060,NA,NA,9510,396.7,NA,NA,NA,NA,9.51
World,SSP4,2061,NA,NA,9525,391.8,NA,NA,NA,NA,9.525
World,SSP4,2062,NA,NA,9538,386.7,NA,NA,NA,NA,9.538
World,SSP4,2063,NA,NA,9549,381.2,NA,NA,NA,NA,9.549
World,SSP4,2064,NA,NA,9559,375.3,NA,NA,NA,NA,9.559
World,SSP4,2065,NA,NA,9569,369.2,NA,NA,NA,NA,9.569
World,SSP4,2066,NA,NA,9577,363.2,NA,NA,NA,NA,9.577
World,SSP4,2067,NA,NA,9584,357.2,NA,NA,NA,NA,9.584
World,SSP4,2068,NA,NA,9590,351.2,NA,NA,NA,NA,9.59
World,SSP4,2069,NA,NA,9594,345.2,NA,NA,NA,NA,9.594
World,SSP4,2070,NA,NA,9598,339.4,NA,NA,NA,NA,9.598
World,SSP4,2071,NA,NA,9601,333.5,NA,NA,NA,NA,9.601
World,SSP4,2072,NA,NA,9603,327.3,NA,NA,NA,NA,9.603
World,SSP4,2073,NA,NA,9605,320.8,NA,NA,NA,NA,9.605
World,SSP4,2074,NA,NA,9605,314,NA,NA,NA,NA,9.605
World,SSP4,2075,NA,NA,9604,306.9,NA,NA,NA,NA,9.604
World,SSP4,2076,NA,NA,9603,299.7,NA,NA,NA,NA,9.603
World,SSP4,2077,NA,NA,9601,292.8,NA,NA,NA,NA,9.601
World,SSP4,2078,NA,NA,9598,286.6,NA,NA,NA,NA,9.598
World,SSP4,2079,NA,NA,9594,281.2,NA,NA,NA,NA,9.594
World,SSP4,2080,NA,NA,9589,276.4,NA,NA,NA,NA,9.589
World,SSP4,2081,NA,NA,9584,271.9,NA,NA,NA,NA,9.584
World,SSP4,2082,NA,NA,9578,267.5,NA,NA,NA,NA,9.578
World,SSP4,2083,NA,NA,9572,263.1,NA,NA,NA,NA,9.572
World,SSP4,2084,NA,NA,9565,258.6,NA,NA,NA,NA,9.565
World,SSP4,2085,NA,NA,9557,254.1,NA,NA,NA,NA,9.557
World,SSP4,2086,NA,NA,9549,249.4,NA,NA,NA,NA,9.549
World,SSP4,2087,NA,NA,9540,244.8,NA,NA,NA,NA,9.54
World,SSP4,2088,NA,NA,9531,240,NA,NA,NA,NA,9.531
World,SSP4,2089,NA,NA,9521,235.1,NA,NA,NA,NA,9.521
World,SSP4,2090,NA,NA,9511,230.3,NA,NA,NA,NA,9.511
World,SSP4,2091,NA,NA,9501,225.4,NA,NA,NA,NA,9.501
World,SSP4,2092,NA,NA,9490,220.4,NA,NA,NA,NA,9.49
World,SSP4,2093,NA,NA,9479,215.3,NA,NA,NA,NA,9.479
World,SSP4,2094,NA,NA,9468,210.2,NA,NA,NA,NA,9.468
World,SSP4,2095,NA,NA,9457,205.1,NA,NA,NA,NA,9.457
World,SSP4,2096,NA,NA,9445,200.2,NA,NA,NA,NA,9.445
World,SSP4,2097,NA,NA,9433,196.1,NA,NA,NA,NA,9.433
World,SSP4,2098,NA,NA,9420,191.7,NA,NA,NA,NA,9.42
World,SSP4,2099,NA,NA,9407,187.6,NA,NA,NA,NA,9.407
World,SSP4,2100,NA,NA,9394,183.3,NA,NA,NA,NA,9.394
World,SSP5,2017,NA,NA,7544,713.8,NA,NA,NA,NA,7.544
World,SSP5,2018,NA,NA,7607,670.2,NA,NA,NA,NA,7.607
World,SSP5,2019,NA,NA,7670,605.6,NA,NA,NA,NA,7.67
World,SSP5,2020,NA,NA,7730,550.8,NA,NA,NA,NA,7.73
World,SSP5,2021,NA,NA,7789,503.6,NA,NA,NA,NA,7.789
World,SSP5,2022,NA,NA,7847,462.9,NA,NA,NA,NA,7.847
World,SSP5,2023,NA,NA,7903,427.2,NA,NA,NA,NA,7.903
World,SSP5,2024,NA,NA,7958,393.5,NA,NA,NA,NA,7.958
World,SSP5,2025,NA,NA,8010,360.4,NA,NA,NA,NA,8.01
World,SSP5,2026,NA,NA,8060,326.8,NA,NA,NA,NA,8.06
World,SSP5,2027,NA,NA,8108,294.2,NA,NA,NA,NA,8.108
World,SSP5,2028,NA,NA,8155,263,NA,NA,NA,NA,8.155
World,SSP5,2029,NA,NA,8199,234.1,NA,NA,NA,NA,8.199
World,SSP5,2030,NA,NA,8243,207.5,NA,NA,NA,NA,8.243
World,SSP5,2031,NA,NA,8285,183.4,NA,NA,NA,NA,8.285
World,SSP5,2032,NA,NA,8327,161.8,NA,NA,NA,NA,8.327
World,SSP5,2033,NA,NA,8367,142.8,NA,NA,NA,NA,8.367
World,SSP5,2034,NA,NA,8405,126.2,NA,NA,NA,NA,8.405
World,SSP5,2035,NA,NA,8442,111.9,NA,NA,NA,NA,8.442
World,SSP5,2036,NA,NA,8477,99.61999999999999,NA,NA,NA,NA,8.477
World,SSP5,2037,NA,NA,8510,88.92,NA,NA,NA,NA,8.51
World,SSP5,2038,NA,NA,8542,79.54,NA,NA,NA,NA,8.542
World,SSP5,2039,NA,NA,8572,71.16999999999999,NA,NA,NA,NA,8.572
World,SSP5,2040,NA,NA,8600,63.730000000000004,NA,NA,NA,NA,8.6
World,SSP5,2041,NA,NA,8626,57.120000000000005,NA,NA,NA,NA,8.626
World,SSP5,2042,NA,NA,8650,51.260000000000005,NA,NA,NA,NA,8.65
World,SSP5,2043,NA,NA,8673,46.04,NA,NA,NA,NA,8.673
World,SSP5,2044,NA,NA,8694,41.39,NA,NA,NA,NA,8.694
World,SSP5,2045,NA,NA,8712,37.27,NA,NA,NA,NA,8.712
World,SSP5,2046,NA,NA,8729,33.620000000000005,NA,NA,NA,NA,8.729
World,SSP5,2047,NA,NA,8744,30.37,NA,NA,NA,NA,8.744
World,SSP5,2048,NA,NA,8757,27.43,NA,NA,NA,NA,8.757
World,SSP5,2049,NA,NA,8768,24.79,NA,NA,NA,NA,8.768
World,SSP5,2050,NA,NA,8778,22.4,NA,NA,NA,NA,8.778
World,SSP5,2051,NA,NA,8786,20.259999999999998,NA,NA,NA,NA,8.786
World,SSP5,2052,NA,NA,8792,18.34,NA,NA,NA,NA,8.792
World,SSP5,2053,NA,NA,8797,16.610000000000003,NA,NA,NA,NA,8.797
World,SSP5,2054,NA,NA,8800,15.06,NA,NA,NA,NA,8.8
World,SSP5,2055,NA,NA,8802,13.66,NA,NA,NA,NA,8.802
World,SSP5,2056,NA,NA,8802,12.38,NA,NA,NA,NA,8.802
World,SSP5,2057,NA,NA,8800,11.219999999999999,NA,NA,NA,NA,8.8
World,SSP5,2058,NA,NA,8797,10.139999999999999,NA,NA,NA,NA,8.797
World,SSP5,2059,NA,NA,8792,9.151,NA,NA,NA,NA,8.792
World,SSP5,2060,NA,NA,8786,8.258,NA,NA,NA,NA,8.786
World,SSP5,2061,NA,NA,8778,7.452,NA,NA,NA,NA,8.778
World,SSP5,2062,NA,NA,8769,6.759,NA,NA,NA,NA,8.769
World,SSP5,2063,NA,NA,8759,6.167999999999999,NA,NA,NA,NA,8.759
World,SSP5,2064,NA,NA,8747,5.639,NA,NA,NA,NA,8.747
World,SSP5,2065,NA,NA,8734,5.17,NA,NA,NA,NA,8.734
World,SSP5,2066,NA,NA,8719,4.752,NA,NA,NA,NA,8.719
World,SSP5,2067,NA,NA,8703,4.381,NA,NA,NA,NA,8.703
World,SSP5,2068,NA,NA,8686,4.048,NA,NA,NA,NA,8.686
World,SSP5,2069,NA,NA,8667,3.75,NA,NA,NA,NA,8.667
World,SSP5,2070,NA,NA,8647,3.4789999999999996,NA,NA,NA,NA,8.647
World,SSP5,2071,NA,NA,8626,3.2119999999999997,NA,NA,NA,NA,8.626
World,SSP5,2072,NA,NA,8604,2.967,NA,NA,NA,NA,8.604
World,SSP5,2073,NA,NA,8580,2.7430000000000003,NA,NA,NA,NA,8.58
World,SSP5,2074,NA,NA,8555,2.538,NA,NA,NA,NA,8.555
World,SSP5,2075,NA,NA,8529,2.3609999999999998,NA,NA,NA,NA,8.529
World,SSP5,2076,NA,NA,8502,2.211,NA,NA,NA,NA,8.502
World,SSP5,2077,NA,NA,8474,2.086,NA,NA,NA,NA,8.474
World,SSP5,2078,NA,NA,8444,1.982,NA,NA,NA,NA,8.444
World,SSP5,2079,NA,NA,8413,1.8940000000000001,NA,NA,NA,NA,8.413
World,SSP5,2080,NA,NA,8381,1.819,NA,NA,NA,NA,8.381
World,SSP5,2081,NA,NA,8348,1.754,NA,NA,NA,NA,8.348
World,SSP5,2082,NA,NA,8313,1.6980000000000002,NA,NA,NA,NA,8.313
World,SSP5,2083,NA,NA,8278,1.6520000000000001,NA,NA,NA,NA,8.278
World,SSP5,2084,NA,NA,8241,1.611,NA,NA,NA,NA,8.241
World,SSP5,2085,NA,NA,8204,1.573,NA,NA,NA,NA,8.204
World,SSP5,2086,NA,NA,8165,1.538,NA,NA,NA,NA,8.165
World,SSP5,2087,NA,NA,8125,1.464,NA,NA,NA,NA,8.125
World,SSP5,2088,NA,NA,8085,1.373,NA,NA,NA,NA,8.085
World,SSP5,2089,NA,NA,8043,1.282,NA,NA,NA,NA,8.043
World,SSP5,2090,NA,NA,8001,1.189,NA,NA,NA,NA,8.001
World,SSP5,2091,NA,NA,7957,1.095,NA,NA,NA,NA,7.957
World,SSP5,2092,NA,NA,7913,1.001,NA,NA,NA,NA,7.913
World,SSP5,2093,NA,NA,7869,0.908,NA,NA,NA,NA,7.869
World,SSP5,2094,NA,NA,7823,0.8250000000000001,NA,NA,NA,NA,7.823
World,SSP5,2095,NA,NA,7776,0.751,NA,NA,NA,NA,7.776
World,SSP5,2096,NA,NA,7729,0.6809999999999999,NA,NA,NA,NA,7.729
World,SSP5,2097,NA,NA,7681,0.617,NA,NA,NA,NA,7.681
World,SSP5,2098,NA,NA,7632,0.561,NA,NA,NA,NA,7.632
World,SSP5,2099,NA,NA,7582,0.511,NA,NA,NA,NA,7.582
World,SSP5,2100,NA,NA,7532,0.46900000000000003,NA,NA,NA,NA,7.532
World,SSP3-Baseline,2005,NA,NA,NA,NA,NA,NA,34373.9345,448.2861,NA
World,SSP3-Baseline,2010,NA,NA,NA,NA,NA,NA,39560.7523,489.7241,NA
World,SSP3-Baseline,2020,NA,NA,NA,NA,NA,NA,48502.7069,609.5902,NA
World,SSP3-Baseline,2030,NA,NA,NA,NA,NA,NA,55000.8865,724.8359,NA
World,SSP3-Baseline,2040,NA,NA,NA,NA,NA,NA,59877.3054,813.4763,NA
World,SSP3-Baseline,2050,NA,NA,NA,NA,NA,NA,64001.363,887.2089,NA
World,SSP3-Baseline,2060,NA,NA,NA,NA,NA,NA,67962.2952,947.4471,NA
World,SSP3-Baseline,2070,NA,NA,NA,NA,NA,NA,71792.6657,1009.5513,NA
World,SSP3-Baseline,2080,NA,NA,NA,NA,NA,NA,75571.4584,1071.7336,NA
World,SSP3-Baseline,2090,NA,NA,NA,NA,NA,NA,80137.1834,1141.535,NA
World,SSP3-Baseline,2100,NA,NA,NA,NA,NA,NA,85214.9655,1215.2414,NA
World,SSP4-60,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
World,SSP4-60,2010,NA,NA,NA,NA,NA,NA,35775.7624494936,508.62285244969,NA
World,SSP4-60,2020,NA,NA,NA,NA,NA,NA,40048.7956486114,624.717057227405,NA
World,SSP4-60,2030,NA,NA,NA,NA,NA,NA,46120.7785236249,755.284010467485,NA
World,SSP4-60,2040,NA,NA,NA,NA,NA,NA,48994.8856340546,835.426378275944,NA
World,SSP4-60,2050,NA,NA,NA,NA,NA,NA,49054.6913533526,879.669996671836,NA
World,SSP4-60,2060,NA,NA,NA,NA,NA,NA,47612.5233275351,904.459544653992,NA
World,SSP4-60,2070,NA,NA,NA,NA,NA,NA,44591.0156726465,903.984560781188,NA
World,SSP4-60,2080,NA,NA,NA,NA,NA,NA,36805.7635535001,874.401650661597,NA
World,SSP4-60,2090,NA,NA,NA,NA,NA,NA,28564.7769899578,839.117101326474,NA
World,SSP4-60,2100,NA,NA,NA,NA,NA,NA,20569.3277401641,806.074321609589,NA
World,SSP1-19,2005,NA,NA,NA,NA,NA,NA,33166.0742217651,459.02309375,NA
World,SSP1-19,2010,NA,NA,NA,NA,NA,NA,35488.828779267926,505.8821875,NA
World,SSP1-19,2020,NA,NA,NA,NA,NA,NA,33208.79948218565,483.2176875,NA
World,SSP1-19,2030,NA,NA,NA,NA,NA,NA,17967.968263352202,396.56290625,NA
World,SSP1-19,2040,NA,NA,NA,NA,NA,NA,6413.946208265377,399.62,NA
World,SSP1-19,2050,NA,NA,NA,NA,NA,NA,968.0362549708158,431.0955,NA
World,SSP1-19,2060,NA,NA,NA,NA,NA,NA,-1649.998545478776,462.52640625000004,NA
World,SSP1-19,2070,NA,NA,NA,NA,NA,NA,-4136.923828501084,494.8538125,NA
World,SSP1-19,2080,NA,NA,NA,NA,NA,NA,-7370.205445005956,505.07381250000003,NA
World,SSP1-19,2090,NA,NA,NA,NA,NA,NA,-10567.707520491951,495.79459375,NA
World,SSP1-19,2100,NA,NA,NA,NA,NA,NA,-14340.424643230757,489.95209375,NA
World,SSP1-26,2005,NA,NA,NA,NA,NA,NA,33166.0742217651,459.02309375,NA
World,SSP1-26,2010,NA,NA,NA,NA,NA,NA,35488.82161780959,505.88209375,NA
World,SSP1-26,2020,NA,NA,NA,NA,NA,NA,38389.781579010814,544.590625,NA
World,SSP1-26,2030,NA,NA,NA,NA,NA,NA,33930.92513329296,557.147,NA
World,SSP1-26,2040,NA,NA,NA,NA,NA,NA,25904.736818761226,553.1963125,NA
World,SSP1-26,2050,NA,NA,NA,NA,NA,NA,17732.934571924583,552.200875,NA
World,SSP1-26,2060,NA,NA,NA,NA,NA,NA,10565.80794366886,572.080625,NA
World,SSP1-26,2070,NA,NA,NA,NA,NA,NA,4785.242147244918,569.5981875,NA
World,SSP1-26,2080,NA,NA,NA,NA,NA,NA,-2921.8400881562466,568.3638125,NA
World,SSP1-26,2090,NA,NA,NA,NA,NA,NA,-8098.3212084185025,569.842875,NA
World,SSP1-26,2100,NA,NA,NA,NA,NA,NA,-8347.350179795309,563.0188125,NA
World,SSP2-34,2005,NA,NA,NA,NA,NA,NA,37770.83369284717,464.462,NA
World,SSP2-34,2010,NA,NA,NA,NA,NA,NA,40294.28312097214,500.995,NA
World,SSP2-34,2020,NA,NA,NA,NA,NA,NA,41685.86098836121,574.587,NA
World,SSP2-34,2030,NA,NA,NA,NA,NA,NA,42031.55665725387,629.836,NA
World,SSP2-34,2040,NA,NA,NA,NA,NA,NA,38219.66734916463,674.2130000000002,NA
World,SSP2-34,2050,NA,NA,NA,NA,NA,NA,32611.93856177541,724.9060000000003,NA
World,SSP2-34,2060,NA,NA,NA,NA,NA,NA,24302.66054287149,770.9939999999997,NA
World,SSP2-34,2070,NA,NA,NA,NA,NA,NA,15423.40393821631,836.695,NA
World,SSP2-34,2080,NA,NA,NA,NA,NA,NA,7974.427459112718,910.459,NA
World,SSP2-34,2090,NA,NA,NA,NA,NA,NA,1860.016864661587,970.005,NA
World,SSP2-34,2100,NA,NA,NA,NA,NA,NA,-1418.092487562904,1037.427,NA
World,SSP2-45,2005,NA,NA,NA,NA,NA,NA,37770.82798604717,464.462,NA
World,SSP2-45,2010,NA,NA,NA,NA,NA,NA,40294.29382057214,500.995,NA
World,SSP2-45,2020,NA,NA,NA,NA,NA,NA,42284.92873424112,576.2529999999998,NA
World,SSP2-45,2030,NA,NA,NA,NA,NA,NA,44385.65447121035,644.5319999999998,NA
World,SSP2-45,2040,NA,NA,NA,NA,NA,NA,44491.57078400477,706.987,NA
World,SSP2-45,2050,NA,NA,NA,NA,NA,NA,42832.15614241592,771.34,NA
World,SSP2-45,2060,NA,NA,NA,NA,NA,NA,39042.38973748873,825.446,NA
World,SSP2-45,2070,NA,NA,NA,NA,NA,NA,34193.21795153221,874.9440000000003,NA
World,SSP2-45,2080,NA,NA,NA,NA,NA,NA,25823.81808924216,937.3430000000001,NA
World,SSP2-45,2090,NA,NA,NA,NA,NA,NA,15468.52858664803,1004.551,NA
World,SSP2-45,2100,NA,NA,NA,NA,NA,NA,9115.04670220711,1099.958,NA
World,SSP5-Baseline,2005,NA,NA,NA,NA,NA,NA,35279.6405,464.6,NA
World,SSP5-Baseline,2010,NA,NA,NA,NA,NA,NA,36371.1246,502.7,NA
World,SSP5-Baseline,2020,NA,NA,NA,NA,NA,NA,44610.3893,626.8,NA
World,SSP5-Baseline,2030,NA,NA,NA,NA,NA,NA,56726.452,789.6,NA
World,SSP5-Baseline,2040,NA,NA,NA,NA,NA,NA,69861.617,975.5,NA
World,SSP5-Baseline,2050,NA,NA,NA,NA,NA,NA,84436.4661,1170,NA
World,SSP5-Baseline,2060,NA,NA,NA,NA,NA,NA,101301.6164,1384,NA
World,SSP5-Baseline,2070,NA,NA,NA,NA,NA,NA,117499.8259,1576,NA
World,SSP5-Baseline,2080,NA,NA,NA,NA,NA,NA,129499.3478,1736,NA
World,SSP5-Baseline,2090,NA,NA,NA,NA,NA,NA,130397.5318,1795,NA
World,SSP5-Baseline,2100,NA,NA,NA,NA,NA,NA,126097.6827,1824,NA
