MODEL,SCENARIO,REGION,variable,filter,growtherror,ieadivergencestps2020,2005-2040 divergence from IEA STPS
IMAGE,SSP1-34,World,co2intensity,0.2%/y tolerance 2005-2040,0.07125124996931875,0.21155278516017056,0.15142355579266265
IMAGE,SSP1-34,World,energyintensity,0.2%/y tolerance 2005-2040,-0.602254480159301,-1.0822400776207228,-0.8765319644229705
IMAGE,SSP1-34,World,fossilco2,0.2%/y tolerance 2005-2040,-0.2336765148707709,0.09495126847763818,-0.04588921010025142
IMAGE,SSP1-34,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.5022753587800113,1.2971864454556377,0.9565102654517977
IMAGE,SSP1-34,World,pop,0.2%/y tolerance 2005-2040,-0.20494864346079988,-0.33154788451744743,-0.2772910669217413
IMAGE,SSP2-45,World,co2intensity,0.2%/y tolerance 2005-2040,-0.11023072271300771,0.3155741712440984,0.13308635954819578
IMAGE,SSP2-45,World,energyintensity,0.2%/y tolerance 2005-2040,-0.31580579527510033,-0.15346197314566623,-0.2230378969154237
IMAGE,SSP2-45,World,fossilco2,0.2%/y tolerance 2005-2040,-0.14267738677218333,0.29338578421121914,0.1065015680754752
IMAGE,SSP2-45,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.40488640646473795,0.2537129099990195,0.3185015513414703
IMAGE,SSP2-45,World,pop,0.2%/y tolerance 2005-2040,-0.12152727524881324,-0.12243932388623258,-0.12204844589876714
IMAGE,SSP3-45,World,co2intensity,0.2%/y tolerance 2005-2040,-0.11596006342572052,0.2507170231144228,0.09356970031150422
IMAGE,SSP3-45,World,energyintensity,0.2%/y tolerance 2005-2040,-0.11172159168884122,0.26147607790110533,0.10153421950541394
IMAGE,SSP3-45,World,fossilco2,0.2%/y tolerance 2005-2040,0.008087583102017515,-0.11150188024948111,-0.060249253098838836
IMAGE,SSP3-45,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.29207790761491936,-0.7095988455146455,-0.28030880845911765
IMAGE,SSP3-45,World,pop,0.2%/y tolerance 2005-2040,-0.056308669398340117,0.08590386424963625,0.024955635543360666
MESSAGE-GLOBIOM,SSP1-34,World,co2intensity,0.2%/y tolerance 2005-2040,-0.196386331095188,0.22307109978984535,0.043303629410545344
MESSAGE-GLOBIOM,SSP1-34,World,energyintensity,0.2%/y tolerance 2005-2040,-0.919140859456506,-0.8537608183886121,-0.881780835989138
MESSAGE-GLOBIOM,SSP1-34,World,fossilco2,0.2%/y tolerance 2005-2040,-0.7420393624280693,0.2505351297877228,-0.1748539383047595
MESSAGE-GLOBIOM,SSP1-34,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.6030988262951924,1.213420219374039,0.9518539080545333
MESSAGE-GLOBIOM,SSP1-34,World,pop,0.2%/y tolerance 2005-2040,-0.22961099817156772,-0.3321953709875497,-0.2882306397807003
MESSAGE-GLOBIOM,SSP1-45,World,co2intensity,0.2%/y tolerance 2005-2040,-0.1892963914922391,0.4120420823602299,0.1543255935663146
MESSAGE-GLOBIOM,SSP1-45,World,energyintensity,0.2%/y tolerance 2005-2040,-0.9150029242026598,-0.6617910509254411,-0.7703104251871062
MESSAGE-GLOBIOM,SSP1-45,World,fossilco2,0.2%/y tolerance 2005-2040,-0.7283468319369303,0.635760494398953,0.051143068826431604
MESSAGE-GLOBIOM,SSP1-45,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.6055634819295364,1.2177048339517138,0.9553585402279234
MESSAGE-GLOBIOM,SSP1-45,World,pop,0.2%/y tolerance 2005-2040,-0.22961099817156772,-0.3321953709875497,-0.2882306397807003
MESSAGE-GLOBIOM,SSP2-34,World,co2intensity,0.2%/y tolerance 2005-2040,-0.3183903564185573,0.15310996261029935,-0.04896160268778206
MESSAGE-GLOBIOM,SSP2-34,World,energyintensity,0.2%/y tolerance 2005-2040,-0.5754594811017246,-0.08274356351826018,-0.2939075281968878
MESSAGE-GLOBIOM,SSP2-34,World,fossilco2,0.2%/y tolerance 2005-2040,-0.5372579100960126,0.14041087696696036,-0.15001860320288518
MESSAGE-GLOBIOM,SSP2-34,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.5026376300932374,0.19276349278553007,0.3255666944888332
MESSAGE-GLOBIOM,SSP2-34,World,pop,0.2%/y tolerance 2005-2040,-0.1460457026689681,-0.12271901491060888,-0.13271616680704854
MESSAGE-GLOBIOM,SSP2-45,World,co2intensity,0.2%/y tolerance 2005-2040,-0.29335521395499176,0.4295294831254314,0.11972175580525002
MESSAGE-GLOBIOM,SSP2-45,World,energyintensity,0.2%/y tolerance 2005-2040,-0.5594585529536438,0.13322062366757959,-0.16364188059865897
MESSAGE-GLOBIOM,SSP2-45,World,fossilco2,0.2%/y tolerance 2005-2040,-0.4929209108578103,0.6396849721425306,0.15428245085667022
MESSAGE-GLOBIOM,SSP2-45,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.5059385587197933,0.19965388026012854,0.3309187424571277
MESSAGE-GLOBIOM,SSP2-45,World,pop,0.2%/y tolerance 2005-2040,-0.1460457026689681,-0.12271901491060888,-0.13271616680704854
REMIND-MAGPIE,SSP1-34,World,co2intensity,0.2%/y tolerance 2005-2040,-0.2884516595587737,0.6575948374066419,0.25214633870717806
REMIND-MAGPIE,SSP1-34,World,energyintensity,0.2%/y tolerance 2005-2040,-0.9128706715415986,-1.0530316996430336,-0.9929626875995614
REMIND-MAGPIE,SSP1-34,World,fossilco2,0.2%/y tolerance 2005-2040,-0.860514757300619,0.5261338413003551,-0.06814412952863375
REMIND-MAGPIE,SSP1-34,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.5488195936215824,1.2573748223252212,0.9537082957379474
REMIND-MAGPIE,SSP1-34,World,pop,0.2%/y tolerance 2005-2040,-0.20801201982182904,-0.3358041187884747,-0.281036076374198
REMIND-MAGPIE,SSP2-34,World,co2intensity,0.2%/y tolerance 2005-2040,-0.012131306506821815,0.024650978852379546,0.008887142269864676
REMIND-MAGPIE,SSP2-34,World,energyintensity,0.2%/y tolerance 2005-2040,-0.2642517623436691,-0.4089603682563466,-0.3469423942937705
REMIND-MAGPIE,SSP2-34,World,fossilco2,0.2%/y tolerance 2005-2040,0.06442450494926244,-0.3214215626103984,-0.15605896222768662
REMIND-MAGPIE,SSP2-34,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.46538087407604656,0.19014657106975108,0.30810412950102056
REMIND-MAGPIE,SSP2-34,World,pop,0.2%/y tolerance 2005-2040,-0.12457330027629321,-0.12725874427618244,-0.12610783970480133
WITCH-GLOBIOM,SSP1-45,World,co2intensity,0.2%/y tolerance 2005-2040,-0.14318717821092908,0.08977333590875042,-0.010066884428255082
WITCH-GLOBIOM,SSP1-45,World,energyintensity,0.2%/y tolerance 2005-2040,0.061455795896601995,-0.7296819232263426,-0.3906229007450806
WITCH-GLOBIOM,SSP1-45,World,fossilco2,0.2%/y tolerance 2005-2040,0.13726562314864732,0.17255326469925497,0.15742998974899453
WITCH-GLOBIOM,SSP1-45,World,pcgdpppp,0.2%/y tolerance 2005-2040,0.4186116390603325,1.144712346014562,0.8335263287484636
WITCH-GLOBIOM,SSP1-45,World,pop,0.2%/y tolerance 2005-2040,-0.1996146335973581,-0.332250493997715,-0.27540655382613344
AIM/CGE,SSP1-45,World,co2intensity,0.3%/y tolerance 2005-2040,-0.007882954902832195,0.4603207196220261,0.25966200196851535
AIM/CGE,SSP1-45,World,energyintensity,0.3%/y tolerance 2005-2040,-1.1931047189324873,-0.9564566822635991,-1.0578772694074083
AIM/CGE,SSP1-45,World,fossilco2,0.3%/y tolerance 2005-2040,-0.8069864895548218,0.4547770257114541,-0.08597876654552128
AIM/CGE,SSP1-45,World,pcgdpppp,0.3%/y tolerance 2005-2040,0.5998211140525214,1.285155142799137,0.9914405590505875
AIM/CGE,SSP1-45,World,pop,0.3%/y tolerance 2005-2040,-0.20581992977202357,-0.33424215444610994,-0.2792040581572158
AIM/CGE,SSP1-Baseline,World,co2intensity,0.3%/y tolerance 2005-2040,0.14672746588392882,0.6249186966701834,0.41997959776178856
AIM/CGE,SSP1-Baseline,World,energyintensity,0.3%/y tolerance 2005-2040,-0.97529826822026,-0.9428778554648305,-0.9567723180743002
AIM/CGE,SSP1-Baseline,World,fossilco2,0.3%/y tolerance 2005-2040,-0.4313481106901338,0.632697511233699,0.17667795898062783
AIM/CGE,SSP1-Baseline,World,pcgdpppp,0.3%/y tolerance 2005-2040,0.603042621418221,1.284898824474456,0.9926747374503552
AIM/CGE,SSP1-Baseline,World,pop,0.3%/y tolerance 2005-2040,-0.20581992977202357,-0.33424215444610994,-0.2792040581572158
AIM/CGE,SSP2-34,World,co2intensity,0.3%/y tolerance 2005-2040,0.10471845686998815,-0.06016741245013285,0.010497960115633288
AIM/CGE,SSP2-34,World,energyintensity,0.3%/y tolerance 2005-2040,-0.3518409387839374,-0.4677007172342459,-0.41804652646982793
AIM/CGE,SSP2-34,World,fossilco2,0.3%/y tolerance 2005-2040,0.12690025893944235,-0.4677845423020594,-0.21291962748427296
AIM/CGE,SSP2-34,World,pcgdpppp,0.3%/y tolerance 2005-2040,0.49675079247467835,0.18616903614947689,0.31927550314599173
AIM/CGE,SSP2-34,World,pop,0.3%/y tolerance 2005-2040,-0.12272805162128675,-0.12608544876715755,-0.12464656427607004
AIM/CGE,SSP3-45,World,co2intensity,0.3%/y tolerance 2005-2040,0.06382170105028728,0.3193067495206569,0.2098131573190699
AIM/CGE,SSP3-45,World,energyintensity,0.3%/y tolerance 2005-2040,-0.058440971728102475,0.55498182972645,0.29208634338878464
AIM/CGE,SSP3-45,World,fossilco2,0.3%/y tolerance 2005-2040,0.32589817426983037,0.15995551317273976,0.23107379650006432
AIM/CGE,SSP3-45,World,pcgdpppp,0.3%/y tolerance 2005-2040,0.3786763388440779,-0.7956272334763995,-0.29235427391048063
AIM/CGE,SSP3-45,World,pop,0.3%/y tolerance 2005-2040,-0.05815889389643236,0.08129416740203232,0.021528569702690313
AIM/CGE,SSP4-34,World,co2intensity,0.3%/y tolerance 2005-2040,0.08352394496540994,-0.15254869553373523,-0.0513747067483873
AIM/CGE,SSP4-34,World,energyintensity,0.3%/y tolerance 2005-2040,-0.19124654634995109,-0.33692053979824077,-0.27448882832040233
AIM/CGE,SSP4-34,World,fossilco2,0.3%/y tolerance 2005-2040,0.23852010754276343,-0.420676707705992,-0.13816378688509684
AIM/CGE,SSP4-34,World,pcgdpppp,0.3%/y tolerance 2005-2040,0.4800060929671446,0.21226034493380752,0.32700852266238056
AIM/CGE,SSP4-34,World,pop,0.3%/y tolerance 2005-2040,-0.13376338403984,-0.14346781730782354,-0.13930877447868772
AIM/CGE,SSP5-34,World,co2intensity,0.3%/y tolerance 2005-2040,0.17033292546485335,0.07473006685984157,0.11570272054770375
AIM/CGE,SSP5-34,World,energyintensity,0.3%/y tolerance 2005-2040,-0.57285612100333,-1.4243018842161623,-1.0593965571249484
AIM/CGE,SSP5-34,World,fossilco2,0.3%/y tolerance 2005-2040,0.06286801248090934,0.29986111291293743,0.19829264129921112
AIM/CGE,SSP5-34,World,pcgdpppp,0.3%/y tolerance 2005-2040,0.6633758956020939,1.9540957924031561,1.400930122345558
AIM/CGE,SSP5-34,World,pop,0.3%/y tolerance 2005-2040,-0.19798468758270782,-0.30466286213389815,-0.2589436444691023
IMAGE,SSP1-34,World,co2intensity,0.3%/y tolerance 2005-2040,0.07125124996931875,0.21155278516017056,0.15142355579266265
IMAGE,SSP1-34,World,energyintensity,0.3%/y tolerance 2005-2040,-0.602254480159301,-1.0822400776207228,-0.8765319644229705
IMAGE,SSP1-34,World,fossilco2,0.3%/y tolerance 2005-2040,-0.2336765148707709,0.09495126847763818,-0.04588921010025142
IMAGE,SSP1-34,World,pcgdpppp,0.3%/y tolerance 2005-2040,0.5022753587800113,1.2971864454556377,0.9565102654517977
IMAGE,SSP1-34,World,pop,0.3%/y tolerance 2005-2040,-0.20494864346079988,-0.33154788451744743,-0.2772910669217413
IMAGE,SSP1-45,World,co2intensity,0.3%/y tolerance 2005-2040,0.06656751077948697,0.36278442169354597,0.2358343170160921
IMAGE,SSP1-45,World,energyintensity,0.3%/y tolerance 2005-2040,-0.59851532255915,-0.7758084084395208,-0.6998256573479333
IMAGE,SSP1-45,World,fossilco2,0.3%/y tolerance 2005-2040,-0.2346210964604516,0.5526145741922155,0.21522785819821527
IMAGE,SSP1-45,World,pcgdpppp,0.3%/y tolerance 2005-2040,0.5022753587800113,1.2971864454556377,0.9565102654517977
IMAGE,SSP1-45,World,pop,0.3%/y tolerance 2005-2040,-0.20494864346079988,-0.33154788451744743,-0.2772910669217413
IMAGE,SSP1-Baseline,World,co2intensity,0.3%/y tolerance 2005-2040,0.06651407612417914,0.3847658858121271,0.24837225308872082
IMAGE,SSP1-Baseline,World,energyintensity,0.3%/y tolerance 2005-2040,-0.5955341191304668,-0.69758788163195,-0.6538505548456
IMAGE,SSP1-Baseline,World,fossilco2,0.3%/y tolerance 2005-2040,-0.2316933276870763,0.6528165651183675,0.27374089677317726
IMAGE,SSP1-Baseline,World,pcgdpppp,0.3%/y tolerance 2005-2040,0.5022753587800113,1.2971864454556377,0.9565102654517977
IMAGE,SSP1-Baseline,World,pop,0.3%/y tolerance 2005-2040,-0.20494864346079988,-0.33154788451744743,-0.2772910669217413
IMAGE,SSP2-45,World,co2intensity,0.3%/y tolerance 2005-2040,-0.11023072271300771,0.3155741712440984,0.13308635954819578
IMAGE,SSP2-45,World,energyintensity,0.3%/y tolerance 2005-2040,-0.31580579527510033,-0.15346197314566623,-0.2230378969154237
