MODEL,SCENARIO,REGION,variable,growtherror,ieadivergencecps,ieadivergencestps,ieadivergencestps2020,errorplusdivergencestps,errorplusdivergencestps2020,absgrowtherror,absieadivergencecps,absieadivergencestps,absieadivergencestps2020,abserrorplusdivergencestps,abserrorplusdivergencestps2020,errorpctile,ieadivergencecpspctile,ieadivergencestpspctile,ieadivergencestpspctile2020,errorplusdivergencestpspctile,errorplusdivergencestpspctile2020,divergence01t0520,divergence02t0520,divergence03t0520,divergence01t2040,divergence02t2040,divergence03t2040,divergence01t0540,divergence02t0540,divergence03t0540
AIM/CGE,SSP1-19,World,co2intensity,0.03005499748302809,-2.9130515506740666,-2.5947519576740663,-2.441062798674066,-1.4698346911781686,-1.3820123146067398,0.03005499748302809,2.9130515506740666,2.5947519576740663,2.441062798674066,1.4698346911781686,1.3820123146067398,0.08571428571428572,0.968503937007874,0.968503937007874,0.968503937007874,0.9523809523809523,0.9523809523809523,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-19,World,energyintensity,-1.1394149240759277,-2.7134712415157956,-2.3550693635157955,-2.5808954555157952,-1.8340746037558522,-1.963118084898709,1.1394149240759277,2.7134712415157956,2.3550693635157955,2.5808954555157952,1.8340746037558522,1.963118084898709,0.9714285714285714,0.984251968503937,0.984251968503937,0.984251968503937,0.9904761904761905,0.9904761904761905,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-19,World,fossilco2,-0.7132451136152707,-5.192245231183744,-4.515543760183744,-4.203003084183743,-2.8859871973686837,-2.7073925253686832,0.7132451136152707,5.192245231183744,4.515543760183744,4.203003084183743,2.8859871973686837,2.7073925253686832,0.8285714285714286,0.968503937007874,0.968503937007874,0.968503937007874,0.9619047619047619,0.9619047619047619,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-19,World,pcgdpppp,0.6019347427496526,0.7808845084522282,0.7808845084522282,1.1531973244522278,0.7041917517225529,0.9169419322939812,0.6019347427496526,0.7808845084522282,0.7808845084522282,1.1531973244522278,0.7041917517225529,0.9169419322939812,0.8571428571428571,0.47244094488188976,0.47244094488188976,0.6141732283464567,0.638095238095238,0.6476190476190476,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-19,World,pop,-0.20581992977202357,-0.34660694744611,-0.34660694744611,-0.33424215444610994,-0.2862696541572158,-0.2792040581572158,0.20581992977202357,0.34660694744611,0.34660694744611,0.33424215444610994,0.2862696541572158,0.2792040581572158,0.9047619047619048,0.9212598425196851,0.9212598425196851,0.9212598425196851,0.9047619047619048,0.9047619047619048,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-26,World,co2intensity,0.03109383582914116,-1.2505730715075076,-0.9322734785075077,-0.778584319507508,-0.5194017723632296,-0.43157939579180116,0.03109383582914116,1.2505730715075076,0.9322734785075077,0.778584319507508,0.5194017723632296,0.43157939579180116,0.10476190476190476,0.8267716535433071,0.8188976377952756,0.7086614173228346,0.780952380952381,0.6952380952380952,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-26,World,energyintensity,-1.1377379919290482,-2.136109948534521,-1.777708070534521,-2.0035341625345207,-1.503435179703604,-1.632478660846461,1.1377379919290482,2.136109948534521,1.777708070534521,2.0035341625345207,1.503435179703604,1.632478660846461,0.9619047619047619,0.937007874015748,0.937007874015748,0.937007874015748,0.9619047619047619,0.9619047619047619,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-26,World,fossilco2,-0.7104222229566453,-2.8848747991505563,-2.2081733281505564,-1.8956326521505567,-1.5662799973531658,-1.387685325353166,0.7104222229566453,2.8848747991505563,2.2081733281505564,1.8956326521505567,1.5662799973531658,1.387685325353166,0.819047619047619,0.8740157480314961,0.8503937007874016,0.8110236220472441,0.8666666666666667,0.819047619047619,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-26,World,pcgdpppp,0.6020418629152855,0.8484151683375822,0.8484151683375822,1.2207279843375818,0.7428266088708837,0.955576789442312,0.6020418629152855,0.8484151683375822,0.8484151683375822,1.2207279843375818,0.7428266088708837,0.955576789442312,0.8761904761904762,0.5354330708661418,0.5354330708661418,0.6692913385826772,0.7142857142857143,0.7142857142857143,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-26,World,pop,-0.20581992977202357,-0.34660694744611,-0.34660694744611,-0.33424215444610994,-0.2862696541572158,-0.2792040581572158,0.20581992977202357,0.34660694744611,0.34660694744611,0.33424215444610994,0.2862696541572158,0.2792040581572158,0.9047619047619048,0.9212598425196851,0.9212598425196851,0.9212598425196851,0.9047619047619048,0.9047619047619048,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP1-34,World,co2intensity,0.03109383582914116,-0.31939358994988565,-0.0010939969498857671,0.1525951620501142,0.012700788526840059,0.1005231650982686,0.03109383582914116,0.31939358994988565,0.0010939969498857671,0.1525951620501142,0.012700788526840059,0.1005231650982686,0.10476190476190476,0.48031496062992124,0.015748031496062992,0.11811023622047244,0.047619047619047616,0.18095238095238095,0,0,0,0,0,1,0,0,0
AIM/CGE,SSP1-34,World,energyintensity,-1.1377379919290482,-1.4791688726131005,-1.1207669946131005,-1.3465930866131002,-1.128040279177078,-1.257083760319935,1.1377379919290482,1.4791688726131005,1.1207669946131005,1.3465930866131002,1.128040279177078,1.257083760319935,0.9619047619047619,0.8267716535433071,0.7716535433070866,0.8110236220472441,0.8571428571428571,0.8761904761904762,0,0,0,0,0,1,0,0,0
AIM/CGE,SSP1-34,World,fossilco2,-0.7104222229566453,-1.2489278205975611,-0.5722263495975612,-0.2596856735975612,-0.6314531524657401,-0.45285848046574007,0.7104222229566453,1.2489278205975611,0.5722263495975612,0.2596856735975612,0.6314531524657401,0.45285848046574007,0.819047619047619,0.6299212598425197,0.31496062992125984,0.11023622047244094,0.5142857142857142,0.3619047619047619,0,0,0,0,0,1,0,0,0
AIM/CGE,SSP1-34,World,pcgdpppp,0.6020418629152855,0.896241589411535,0.896241589411535,1.2685544054115345,0.7701559923417138,0.9829061729131421,0.6020418629152855,0.896241589411535,0.896241589411535,1.2685544054115345,0.7701559923417138,0.9829061729131421,0.8761904761904762,0.5984251968503937,0.5984251968503937,0.7322834645669292,0.8,0.8,0,0,0,0,0,1,0,0,0
AIM/CGE,SSP1-34,World,pop,-0.20581992977202357,-0.34660694744611,-0.34660694744611,-0.33424215444610994,-0.2862696541572158,-0.2792040581572158,0.20581992977202357,0.34660694744611,0.34660694744611,0.33424215444610994,0.2862696541572158,0.2792040581572158,0.9047619047619048,0.9212598425196851,0.9212598425196851,0.9212598425196851,0.9047619047619048,0.9047619047619048,0,0,0,0,0,1,0,0,0
AIM/CGE,SSP1-45,World,co2intensity,-0.007882954902832195,-0.011668032377973758,0.3066315606220262,0.4603207196220261,0.1718396253970869,0.25966200196851535,0.007882954902832195,0.011668032377973758,0.3066315606220262,0.4603207196220261,0.1718396253970869,0.25966200196851535,0.009523809523809525,0.015748031496062992,0.3228346456692913,0.3779527559055118,0.3333333333333333,0.37142857142857144,0,0,0,0,0,0,1,1,1
AIM/CGE,SSP1-45,World,energyintensity,-1.1931047189324873,-1.0890324682635995,-0.7306305902635996,-0.9564566822635991,-0.9288337882645514,-1.0578772694074083,1.1931047189324873,1.0890324682635995,0.7306305902635996,0.9564566822635991,0.9288337882645514,1.0578772694074083,0.9809523809523809,0.6929133858267716,0.5984251968503937,0.6771653543307087,0.8095238095238095,0.819047619047619,0,0,0,0,0,0,1,1,1
AIM/CGE,SSP1-45,World,fossilco2,-0.8069864895548218,-0.5344651212885458,0.1422363497114541,0.4547770257114541,-0.2645734385455213,-0.08597876654552128,0.8069864895548218,0.5344651212885458,0.1422363497114541,0.4547770257114541,0.2645734385455213,0.08597876654552128,0.8857142857142857,0.4251968503937008,0.10236220472440945,0.1889763779527559,0.2761904761904762,0.047619047619047616,0,0,0,0,0,0,1,1,1
AIM/CGE,SSP1-45,World,pcgdpppp,0.5998211140525214,0.9128423267991375,0.9128423267991375,1.285155142799137,0.778690378479159,0.9914405590505875,0.5998211140525214,0.9128423267991375,0.9128423267991375,1.285155142799137,0.778690378479159,0.9914405590505875,0.8476190476190476,0.6299212598425197,0.6299212598425197,0.7637795275590551,0.8095238095238095,0.8095238095238095,0,0,0,0,0,0,1,1,1
AIM/CGE,SSP1-45,World,pop,-0.20581992977202357,-0.34660694744611,-0.34660694744611,-0.33424215444610994,-0.2862696541572158,-0.2792040581572158,0.20581992977202357,0.34660694744611,0.34660694744611,0.33424215444610994,0.2862696541572158,0.2792040581572158,0.9047619047619048,0.9212598425196851,0.9212598425196851,0.9212598425196851,0.9047619047619048,0.9047619047619048,0,0,0,0,0,0,1,1,1
AIM/CGE,SSP1-Baseline,World,co2intensity,0.14672746588392882,0.15292994467018362,0.47122953767018355,0.6249186966701834,0.33215722119036006,0.41997959776178856,0.14672746588392882,0.15292994467018362,0.47122953767018355,0.6249186966701834,0.33215722119036006,0.41997959776178856,0.5619047619047619,0.23622047244094488,0.5039370078740157,0.5669291338582677,0.5904761904761905,0.6666666666666666,0,0,0,0,0,0,0,1,1
AIM/CGE,SSP1-Baseline,World,energyintensity,-0.97529826822026,-1.075453641464831,-0.7170517634648309,-0.9428778554648305,-0.8277288369314433,-0.9567723180743002,0.97529826822026,1.075453641464831,0.7170517634648309,0.9428778554648305,0.8277288369314433,0.9567723180743002,0.9238095238095239,0.6771653543307087,0.5748031496062992,0.6614173228346457,0.7428571428571429,0.7619047619047619,0,0,0,0,0,0,0,1,1
AIM/CGE,SSP1-Baseline,World,fossilco2,-0.4313481106901338,-0.3565446357663009,0.32015683523369903,0.632697511233699,-0.001916713019372157,0.17667795898062783,0.4313481106901338,0.3565446357663009,0.32015683523369903,0.632697511233699,0.001916713019372157,0.17667795898062783,0.6095238095238096,0.29133858267716534,0.1732283464566929,0.25196850393700787,0.009523809523809525,0.12380952380952381,0,0,0,0,0,0,0,1,1
AIM/CGE,SSP1-Baseline,World,pcgdpppp,0.603042621418221,0.9125860084744564,0.9125860084744564,1.284898824474456,0.7799245568789269,0.9926747374503552,0.603042621418221,0.9125860084744564,0.9125860084744564,1.284898824474456,0.7799245568789269,0.9926747374503552,0.8857142857142857,0.6220472440944882,0.6220472440944882,0.7559055118110236,0.819047619047619,0.819047619047619,0,0,0,0,0,0,0,1,1
AIM/CGE,SSP1-Baseline,World,pop,-0.20581992977202357,-0.34660694744611,-0.34660694744611,-0.33424215444610994,-0.2862696541572158,-0.2792040581572158,0.20581992977202357,0.34660694744611,0.34660694744611,0.33424215444610994,0.2862696541572158,0.2792040581572158,0.9047619047619048,0.9212598425196851,0.9212598425196851,0.9212598425196851,0.9047619047619048,0.9047619047619048,0,0,0,0,0,0,0,1,1
AIM/CGE,SSP2-19,World,co2intensity,0.10490750631504686,-3.243220102278335,-2.924920509278335,-2.7712313502783346,-1.6264227883097426,-1.5386004117383139,0.10490750631504686,3.243220102278335,2.924920509278335,2.7712313502783346,1.6264227883097426,1.5386004117383139,0.4095238095238095,0.984251968503937,0.984251968503937,0.984251968503937,0.9809523809523809,0.9809523809523809,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-19,World,energyintensity,-0.3515586926051826,-1.6978059385526247,-1.3394040605526247,-1.5652301525526244,-0.916041760003721,-1.0450852411465779,0.3515586926051826,1.6978059385526247,1.3394040605526247,1.5652301525526244,0.916041760003721,1.0450852411465779,0.44761904761904764,0.8740157480314961,0.8267716535433071,0.8740157480314961,0.780952380952381,0.7904761904761904,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-19,World,fossilco2,0.1273281468873786,-5.4341132011256885,-4.757411730125688,-4.444871054125688,-2.6639517828343737,-2.4853571108343737,0.1273281468873786,5.4341132011256885,4.757411730125688,4.444871054125688,2.6639517828343737,2.4853571108343737,0.24761904761904763,0.9763779527559056,0.9763779527559056,0.9763779527559056,0.9428571428571428,0.9428571428571428,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-19,World,pcgdpppp,0.49670738479880105,-0.35463691852757107,-0.35463691852757107,0.017675897472428592,0.010224925755159847,0.2229751063265882,0.49670738479880105,0.35463691852757107,0.35463691852757107,0.017675897472428592,0.010224925755159847,0.2229751063265882,0.5142857142857142,0.3937007874015748,0.3937007874015748,0.015748031496062992,0.047619047619047616,0.11428571428571428,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-19,World,pop,-0.12272805162128675,-0.1384502417671576,-0.1384502417671576,-0.12608544876715755,-0.13171216027607008,-0.12464656427607004,0.12272805162128675,0.1384502417671576,0.1384502417671576,0.12608544876715755,0.13171216027607008,0.12464656427607004,0.3047619047619048,0.30708661417322836,0.30708661417322836,0.30708661417322836,0.3047619047619048,0.3047619047619048,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-26,World,co2intensity,0.10471845686998815,-1.2785701402086564,-0.9602705472086566,-0.8065813882086569,-0.5038466883178089,-0.4160243117463804,0.10471845686998815,1.2785701402086564,0.9602705472086566,0.8065813882086569,0.5038466883178089,0.4160243117463804,0.4,0.8346456692913385,0.8267716535433071,0.7244094488188977,0.7619047619047619,0.6571428571428571,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-26,World,energyintensity,-0.3518409387839374,-1.0759366391605232,-0.7175347611605232,-0.9433608531605228,-0.5608088372848435,-0.6898523184277005,0.3518409387839374,1.0759366391605232,0.7175347611605232,0.9433608531605228,0.5608088372848435,0.6898523184277005,0.49523809523809526,0.6850393700787402,0.5826771653543307,0.6692913385826772,0.4857142857142857,0.5714285714285714,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-26,World,fossilco2,0.12690025893944235,-2.7490825977924915,-2.0723811267924916,-1.7598404507924919,-1.1298319614788055,-0.9512372894788058,0.12690025893944235,2.7490825977924915,2.0723811267924916,1.7598404507924919,1.1298319614788055,0.9512372894788058,0.19047619047619047,0.8503937007874016,0.8110236220472441,0.7716535433070866,0.7523809523809524,0.6761904761904762,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-26,World,pcgdpppp,0.49675079247467835,-0.2561255766561543,-0.2561255766561543,0.11618723934384534,0.06653572439991681,0.2792859049713452,0.49675079247467835,0.2561255766561543,0.2561255766561543,0.11618723934384534,0.06653572439991681,0.2792859049713452,0.5523809523809524,0.36220472440944884,0.36220472440944884,0.06299212598425197,0.11428571428571428,0.19047619047619047,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-26,World,pop,-0.12272805162128675,-0.1384502417671576,-0.1384502417671576,-0.12608544876715755,-0.13171216027607008,-0.12464656427607004,0.12272805162128675,0.1384502417671576,0.1384502417671576,0.12608544876715755,0.13171216027607008,0.12464656427607004,0.3047619047619048,0.30708661417322836,0.30708661417322836,0.30708661417322836,0.3047619047619048,0.3047619047619048,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-34,World,co2intensity,0.10471845686998815,-0.5321561644501327,-0.21385657145013282,-0.06016741245013285,-0.07732441645579526,0.010497960115633288,0.10471845686998815,0.5321561644501327,0.21385657145013282,0.06016741245013285,0.07732441645579526,0.010497960115633288,0.4,0.6535433070866141,0.2283464566929134,0.015748031496062992,0.17142857142857143,0.047619047619047616,0,1,1,0,0,0,0,0,1
AIM/CGE,SSP2-34,World,energyintensity,-0.3518409387839374,-0.6002765032342463,-0.2418746252342463,-0.4677007172342459,-0.2890030453269711,-0.41804652646982793,0.3518409387839374,0.6002765032342463,0.2418746252342463,0.4677007172342459,0.2890030453269711,0.41804652646982793,0.49523809523809526,0.4409448818897638,0.18110236220472442,0.3937007874015748,0.3238095238095238,0.37142857142857144,0,1,1,0,0,0,0,0,1
AIM/CGE,SSP2-34,World,fossilco2,0.12690025893944235,-1.4570266893020594,-0.7803252183020595,-0.4677845423020594,-0.39151429948427297,-0.21291962748427296,0.12690025893944235,1.4570266893020594,0.7803252183020595,0.4677845423020594,0.39151429948427297,0.21291962748427296,0.19047619047619047,0.6771653543307087,0.4330708661417323,0.2047244094488189,0.37142857142857144,0.1523809523809524,0,1,1,0,0,0,0,0,1
AIM/CGE,SSP2-34,World,pcgdpppp,0.49675079247467835,-0.18614377985052277,-0.18614377985052277,0.18616903614947689,0.1065253225745634,0.31927550314599173,0.49675079247467835,0.18614377985052277,0.18614377985052277,0.18616903614947689,0.1065253225745634,0.31927550314599173,0.5523809523809524,0.29133858267716534,0.29133858267716534,0.13385826771653545,0.22857142857142856,0.3523809523809524,0,1,1,0,0,0,0,0,1
AIM/CGE,SSP2-34,World,pop,-0.12272805162128675,-0.1384502417671576,-0.1384502417671576,-0.12608544876715755,-0.13171216027607008,-0.12464656427607004,0.12272805162128675,0.1384502417671576,0.1384502417671576,0.12608544876715755,0.13171216027607008,0.12464656427607004,0.3047619047619048,0.30708661417322836,0.30708661417322836,0.30708661417322836,0.3047619047619048,0.3047619047619048,0,1,1,0,0,0,0,0,1
AIM/CGE,SSP2-45,World,co2intensity,0.10471845686998815,0.02451177851138242,0.34281137151138236,0.4965005305113822,0.24077155095078484,0.32859392752221334,0.10471845686998815,0.02451177851138242,0.34281137151138236,0.4965005305113822,0.24077155095078484,0.32859392752221334,0.4,0.031496062992125984,0.3543307086614173,0.4094488188976378,0.4380952380952381,0.49523809523809526,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-45,World,energyintensity,-0.3518409387839374,-0.012877550348830091,0.3455243276511699,0.11969823565117033,0.04665349917898107,-0.08238998196387583,0.3518409387839374,0.012877550348830091,0.3455243276511699,0.11969823565117033,0.04665349917898107,0.08238998196387583,0.49523809523809526,0.015748031496062992,0.25984251968503935,0.08661417322834646,0.047619047619047616,0.13333333333333333,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-45,World,fossilco2,0.12690025893944235,-0.26328615331249017,0.4134153176875098,0.7259559936875097,0.2906231496526237,0.46921782165262366,0.12690025893944235,0.26328615331249017,0.4134153176875098,0.7259559936875097,0.2906231496526237,0.46921782165262366,0.19047619047619047,0.2204724409448819,0.23622047244094488,0.3228346456692913,0.29523809523809524,0.3904761904761905,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-45,World,pcgdpppp,0.49675079247467835,-0.1364701397078849,-0.1364701397078849,0.23584267629211475,0.1349102597989279,0.34766044037035626,0.49675079247467835,0.1364701397078849,0.1364701397078849,0.23584267629211475,0.1349102597989279,0.34766044037035626,0.5523809523809524,0.14173228346456693,0.14173228346456693,0.28346456692913385,0.3333333333333333,0.4666666666666667,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-45,World,pop,-0.12272805162128675,-0.1384502417671576,-0.1384502417671576,-0.12608544876715755,-0.13171216027607008,-0.12464656427607004,0.12272805162128675,0.1384502417671576,0.1384502417671576,0.12608544876715755,0.13171216027607008,0.12464656427607004,0.3047619047619048,0.30708661417322836,0.30708661417322836,0.30708661417322836,0.3047619047619048,0.3047619047619048,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-60,World,co2intensity,0.10471845686998815,0.12439492268568875,0.44269451568568874,0.5963836746856885,0.29784763333610276,0.3856700099075312,0.10471845686998815,0.12439492268568875,0.44269451568568874,0.5963836746856885,0.29784763333610276,0.3856700099075312,0.4,0.18110236220472442,0.4566929133858268,0.5196850393700787,0.5428571428571428,0.5904761904761905,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-60,World,energyintensity,-0.3518409387839374,0.1188929522853952,0.4772948302853952,0.2514687382853956,0.12195092925568124,-0.007092551887175669,0.3518409387839374,0.1188929522853952,0.4772948302853952,0.2514687382853956,0.12195092925568124,0.007092551887175669,0.49523809523809526,0.08661417322834646,0.3464566929133858,0.15748031496062992,0.1523809523809524,0.01904761904761905,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-60,World,fossilco2,0.12690025893944235,-0.024745491018483556,0.6519559799815164,0.9644966559815163,0.42693209953491323,0.6055267715349132,0.12690025893944235,0.024745491018483556,0.6519559799815164,0.9644966559815163,0.42693209953491323,0.6055267715349132,0.19047619047619047,0.015748031496062992,0.3779527559055118,0.48031496062992124,0.4095238095238095,0.49523809523809526,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-60,World,pcgdpppp,0.49675079247467835,-0.12958312422240992,-0.12958312422240992,0.24272969177758974,0.13884569721919932,0.3515958777906277,0.49675079247467835,0.12958312422240992,0.12958312422240992,0.24272969177758974,0.13884569721919932,0.3515958777906277,0.5523809523809524,0.07874015748031496,0.07874015748031496,0.3464566929133858,0.34285714285714286,0.47619047619047616,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-60,World,pop,-0.12272805162128675,-0.1384502417671576,-0.1384502417671576,-0.12608544876715755,-0.13171216027607008,-0.12464656427607004,0.12272805162128675,0.1384502417671576,0.1384502417671576,0.12608544876715755,0.13171216027607008,0.12464656427607004,0.3047619047619048,0.30708661417322836,0.30708661417322836,0.30708661417322836,0.3047619047619048,0.3047619047619048,0,1,1,0,0,0,0,0,0
AIM/CGE,SSP2-Baseline,World,co2intensity,0.22134635430378835,0.42792469979251235,0.7462242927925122,0.8999134517925121,0.5212766048687734,0.6090989814402019,0.22134635430378835,0.42792469979251235,0.7462242927925122,0.8999134517925121,0.5212766048687734,0.6090989814402019,0.819047619047619,0.5984251968503937,0.7322834645669292,0.7874015748031497,0.7904761904761904,0.8095238095238095,0,0,0,0,0,0,0,0,0
AIM/CGE,SSP2-Baseline,World,energyintensity,-0.16619897929034932,0.3109253016008182,0.6693271796008182,0.44350108760081863,0.3112445400760321,0.18220105893317518,0.16619897929034932,0.3109253016008182,0.6693271796008182,0.44350108760081863,0.3112445400760321,0.18220105893317518,0.20952380952380953,0.25196850393700787,0.5511811023622047,0.36220472440944884,0.3333333333333333,0.20952380952380953,0,0,0,0,0,0,0,0,0
