"grouping","model","pcrGDP","fit","CI_lower","CI_upper"
"Tilman","Kuznets",4.88438927959522,3.57561106555557,3.27274663787331,3.88994492020436
"Tilman","Kuznets",4.92229012933216,3.57854307015687,3.27523928274804,3.89320242993056
"Tilman","Kuznets",4.96019097906911,3.58135349007701,3.27762697561158,3.89631727793061
"Tilman","Kuznets",4.99809182880605,3.58404492777422,3.27991196513395,3.89928909699844
"Tilman","Kuznets",5.035992678543,3.58661991541457,3.28209643922501,3.90213130642598
"Tilman","Kuznets",5.07389352827995,3.58908091723363,3.28420924971689,3.90484824902799
"Tilman","Kuznets",5.11179437801689,3.59143033180271,3.2862836366899,3.90744294712531
"Tilman","Kuznets",5.14969522775384,3.59367049420428,3.28906128480553,3.90991795767008
"Tilman","Kuznets",5.18759607749078,3.59580367812066,3.29277779717063,3.91227577039215
"Tilman","Kuznets",5.22549692722773,3.59783209784021,3.29638219929677,3.91499703965679
"Tilman","Kuznets",5.26339777696468,3.59975791018467,3.29987672408631,3.91695138740978
"Tilman","Kuznets",5.30129862670162,3.60158321636138,3.30177248537013,3.91902012010784
"Tilman","Kuznets",5.33919947643857,3.60331006374372,3.30329178669064,3.92118798880109
"Tilman","Kuznets",5.37710032617551,3.60494044758314,3.30472977686691,3.92289337311989
"Tilman","Kuznets",5.41500117591246,3.60647631265566,3.30608809203744,3.92423736904943
"Tilman","Kuznets",5.4529020256494,3.607919554846,3.30736832723905,3.92587200005605
"Tilman","Kuznets",5.49080287538635,3.60927202267193,3.30857203768785,3.9274066633898
"Tilman","Kuznets",5.5287037251233,3.61053551875153,3.30970074001228,3.92884334208427
"Tilman","Kuznets",5.56660457486024,3.61171180121589,3.3107658371313,3.93018397025382
"Tilman","Kuznets",5.60450542459719,3.6128025850696,3.31175983074224,3.93143043458928
"Tilman","Kuznets",5.64240627433413,3.61380954350126,3.31268257553396,3.9325685031095
"Tilman","Kuznets",5.68030712407108,3.61473430914616,3.31353545618525,3.93415003598592
"Tilman","Kuznets",5.71820797380803,3.61557847530325,3.31431982404016,3.93589392224596
"Tilman","Kuznets",5.75610882354497,3.61634359710819,3.31503699810165,3.93718493414097
"Tilman","Kuznets",5.79400967328192,3.61703119266449,3.3156882659897,3.93774704109495
"Tilman","Kuznets",5.83191052301886,3.61764274413435,3.31597022868406,3.93822024139448
"Tilman","Kuznets",5.86981137275581,3.61817969879097,3.31616524306171,3.9386062615673
"Tilman","Kuznets",5.90771222249276,3.61864347003388,3.31630428565414,3.93890676346814
"Tilman","Kuznets",5.9456130722297,3.61903543836884,3.31638842114105,3.93911474496297
"Tilman","Kuznets",5.98351392196665,3.61935695235367,3.31613687317663,3.93901949655689
"Tilman","Kuznets",6.02141477170359,3.61960932951157,3.31542574740032,3.93923857392232
"Tilman","Kuznets",6.05931562144054,3.61979385721298,3.31466993996575,3.93948537361898
"Tilman","Kuznets",6.09721647117748,3.61991179352751,3.31388711191713,3.93939135497511
"Tilman","Kuznets",6.13511732091443,3.61996436804694,3.31346623658842,3.93916919228858
"Tilman","Kuznets",6.17301817065138,3.61995278268051,3.31407357775215,3.93886533754219
"Tilman","Kuznets",6.21091902038832,3.61987821242359,3.31467845470205,3.93848645371421
"Tilman","Kuznets",6.24881987012527,3.6197418061008,3.31520477088725,3.93810495412941
"Tilman","Kuznets",6.28672071986222,3.61954468708441,3.31483879778093,3.93762121901366
"Tilman","Kuznets",6.32462156959916,3.6192879539893,3.31442731422121,3.93706767868392
"Tilman","Kuznets",6.36252241933611,3.61897268134497,3.31397114823864,3.93642932858655
"Tilman","Kuznets",6.40042326907305,3.61859992024586,3.31347110974418,3.93526654138801
"Tilman","Kuznets",6.43832411881,3.61817069898054,3.31292799101653,3.93440822822595
"Tilman","Kuznets",6.47622496854694,3.61768602364068,3.31195444023413,3.93371353733317
"Tilman","Kuznets",6.51412581828389,3.61714687871056,3.31070062554388,3.9325056928687
"Tilman","Kuznets",6.55202666802084,3.61655422763779,3.30940514476461,3.93144336511541
"Tilman","Kuznets",6.58992751775778,3.61590901338605,3.30832716222078,3.93031700540557
"Tilman","Kuznets",6.62782836749473,3.61521215897032,3.30764214325722,3.92912483156696
"Tilman","Kuznets",6.66572921723167,3.61446456797549,3.30694217572595,3.92786800511095
"Tilman","Kuznets",6.70363006696862,3.61366712505877,3.30619310857477,3.92654766314525
"Tilman","Kuznets",6.74153091670557,3.61282069643649,3.30550365250327,3.92516491900268
"Tilman","Kuznets",6.77943176644251,3.61192613035607,3.30492520814243,3.92426802572246
"Tilman","Kuznets",6.81733261617946,3.61098425755336,3.30430677205599,3.92399306873392
"Tilman","Kuznets",6.8552334659164,3.60999589169615,3.30364902661487,3.92294783913075
"Tilman","Kuznets",6.89313431565335,3.60896182981426,3.30243949097184,3.92156487704702
"Tilman","Kuznets",6.9310351653903,3.60788285271656,3.30078597889549,3.9201293207765
"Tilman","Kuznets",6.96893601512724,3.6067597253956,3.29952076069412,3.91864207123194
"Tilman","Kuznets",7.00683686486419,3.60559319742009,3.29836030921088,3.91710401112626
"Tilman","Kuznets",7.04473771460113,3.60438400331576,3.29715809454249,3.9154420736684
"Tilman","Kuznets",7.08263856433808,3.60313286293499,3.29593964663872,3.91372964420384
"Tilman","Kuznets",7.12053941407502,3.60184048181554,3.29469057222141,3.91196969265481
"Tilman","Kuznets",7.15844026381197,3.60050755152886,3.29340151561265,3.91016302357545
"Tilman","Kuznets",7.19634111354892,3.59913475001817,3.2920731445708,3.90878654979232
"Tilman","Kuznets",7.23424196328586,3.59772274192684,3.29070611375884,3.90745653680718
"Tilman","Kuznets",7.27214281302281,3.59627217891732,3.28930106505834,3.90608189737206
"Tilman","Kuznets",7.31004366275975,3.59478369998086,3.28785862787437,3.9038743907717
"Tilman","Kuznets",7.3479445124967,3.59325793173845,3.28637941943177,3.90147670901036
"Tilman","Kuznets",7.38584536223365,3.59169548873323,3.28488851926341,3.89904043548049
"Tilman","Kuznets",7.42374621197059,3.59009697371461,3.28378614336392,3.89656622524429
"Tilman","Kuznets",7.46164706170754,3.58846297791442,3.28335843799224,3.89436984838542
"Tilman","Kuznets",7.49954791144448,3.58679408131536,3.28307026131762,3.8922275708332
"Tilman","Kuznets",7.53744876118143,3.58509085291194,3.28159724116485,3.89004559824969
"Tilman","Kuznets",7.57534961091838,3.58335385096426,3.28021945486126,3.88782458146874
"Tilman","Kuznets",7.61325046065532,3.58158362324466,3.27922870215547,3.8855651590644
"Tilman","Kuznets",7.65115131039227,3.57978070727779,3.27821146355202,3.88344046742927
"Tilman","Kuznets",7.68905216012921,3.57794563057396,3.27716815561194,3.88179645888109
"Tilman","Kuznets",7.72695300986616,3.57607891085624,3.27609918723277,3.88011300622151
"Tilman","Kuznets",7.76485385960311,3.57418105628138,3.27421878683571,3.87839072744155
"Tilman","Kuznets",7.80275470934005,3.5722525656548,3.27221740711495,3.87663022925111
"Tilman","Kuznets",7.840655559077,3.5702939286398,3.27019123580317,3.8748127373196
"Tilman","Kuznets",7.87855640881394,3.56830562596119,3.26814067791985,3.87295357911515
"Tilman","Kuznets",7.91645725855089,3.56628812960353,3.26606613106453,3.87105300391926
"Tilman","Kuznets",7.95435810828784,3.56424190300411,3.26396798558133,3.86911636121125
"Tilman","Kuznets",7.99225895802478,3.56216740124084,3.26184872827771,3.86714420797092
"Tilman","Kuznets",8.03015980776173,3.56006507121525,3.26068817319258,3.8651370912519
"Tilman","Kuznets",8.06806065749867,3.55793535183066,3.25960104946318,3.86309554839716
"Tilman","Kuznets",8.10596150723562,3.55577867416583,3.25848883227001,3.86102010724877
"Tilman","Kuznets",8.14386235697257,3.55359546164397,3.25735189621928,3.85891128635247
"Tilman","Kuznets",8.18176320670951,3.55138613019752,3.25501147812024,3.85676959515675
"Tilman","Kuznets",8.21966405644646,3.54915108842864,3.25257704097937,3.85419299395173
"Tilman","Kuznets",8.2575649061834,3.54689073776565,3.25015418808153,3.85135417717287
"Tilman","Kuznets",8.29546575592035,3.54460547261547,3.24830281815331,3.84848338377748
"Tilman","Kuznets",8.33336660565729,3.54229568051216,3.24703040685059,3.8455811098517
"Tilman","Kuznets",8.37126745539424,3.53996174226182,3.24574917889174,3.84263772710557
"Tilman","Kuznets",8.40916830513119,3.53760403208377,3.24424196726621,3.83965212051858
"Tilman","Kuznets",8.44706915486813,3.53522291774822,3.24192712279064,3.83663671151672
"Tilman","Kuznets",8.48497000460508,3.53281876071053,3.23959302195159,3.83359196003589
"Tilman","Kuznets",8.52287085434203,3.53039191624218,3.23723996811293,3.83051831814493
"Tilman","Kuznets",8.56077170407897,3.52794273355838,3.23488629014028,3.82741623020811
"Tilman","Kuznets",8.59867255381592,3.52547155594272,3.23251449603276,3.82428613304353
"Tilman","Kuznets",8.63657340355286,3.52297872086865,3.23012435528363,3.82112845607773
"Tilman","Kuznets",8.67447425328981,3.52046456011802,3.22783625413559,3.81797716444
"Tilman","Kuznets",8.71237510302675,3.51792939989679,3.22603102950304,3.81550965160597
"Tilman","Kuznets",8.7502759527637,3.51537356094789,3.22371178837805,3.81301849087349
"Tilman","Kuznets",8.78817680250065,3.51279735866138,3.22135656940749,3.81050403483722
"Tilman","Kuznets",8.82607765223759,3.51020110318201,3.21893244640847,3.80796663026703
"Tilman","Kuznets",8.86397850197454,3.50758509951415,3.2165205569936,3.80540661822424
"Tilman","Kuznets",8.90187935171148,3.50494964762426,3.21409407406163,3.80282433417494
"Tilman","Kuznets",8.93978020144843,3.50229504254091,3.21122290231067,3.80022010810077
"Tilman","Kuznets",8.97768105118538,3.49962157445252,3.20894026856523,3.79759426460703
"Tilman","Kuznets",9.01558190092232,3.49692952880264,3.20663960427801,3.79494000509072
"Tilman","Kuznets",9.05348275065927,3.49421918638321,3.20385360057469,3.79225668718651
"Tilman","Kuznets",9.09138360039621,3.49149082342547,3.20042697863539,3.78907851410242
"Tilman","Kuznets",9.12928445013316,3.48874471168881,3.19709310092687,3.78565875304268
"Tilman","Kuznets",9.16718529987011,3.48598111854767,3.19439954054148,3.78276568326944
"Tilman","Kuznets",9.20508614960705,3.48320030707627,3.19169172924614,3.78030325167682
"Tilman","Kuznets",9.242986999344,3.48040253613148,3.18899486380388,3.77697868635521
"Tilman","Kuznets",9.28088784908094,3.47758806043385,3.18631331630807,3.77392981836369
"Tilman","Kuznets",9.31878869881789,3.47475713064667,3.18361803627957,3.77073818859174
"Tilman","Kuznets",9.35668954855483,3.47190999345333,3.18090923509015,3.76804854199371
"Tilman","Kuznets",9.39459039829178,3.4690468916329,3.17818712074214,3.76441760460697
"Tilman","Kuznets",9.43249124802873,3.46616806413402,3.17545189793245,3.76103929073299
"Tilman","Kuznets",9.47039209776567,3.4632737461471,3.17270376811508,3.75780248062036
"Tilman","Kuznets",9.50829294750262,3.46036416917494,3.16994292956227,3.75492719545675
"Tilman","Kuznets",9.54619379723956,3.45743956110178,3.16716957742427,3.75201941285317
"Tilman","Kuznets",9.58409464697651,3.45450014626078,3.16445367714753,3.74908178111728
"Tilman","Kuznets",9.62199549671346,3.45154614550005,3.16170160418826,3.74612627552125
"Tilman","Kuznets",9.6598963464504,3.44857777624721,3.1587266613889,3.74311921155098
"Tilman","Kuznets",9.69779719618735,3.44559525257253,3.15590009580262,3.74008755421523
"Tilman","Kuznets",9.73569804592429,3.44259878525066,3.15381381342231,3.73703874741274
"Tilman","Kuznets",9.77359889566124,3.43958858182112,3.15147079693007,3.73397303676995
"Tilman","Kuznets",9.81149974539819,3.43656484664733,3.1488541145731,3.73089066419321
"Tilman","Kuznets",9.84940059513513,3.43352778097447,3.14622606384778,3.72754442487227
"Tilman","Kuznets",9.88730144487208,3.43047758298609,3.14358681432862,3.72371886836126
"Tilman","Kuznets",9.92520229460902,3.4274144478594,3.14091697145748,3.7198776864036
"Tilman","Kuznets",9.96310314434597,3.42433856781954,3.13834618532083,3.71602111322831
"Tilman","Kuznets",10.0010039940829,3.42125013219253,3.13582463308265,3.7122749675998
"Tilman","Kuznets",10.0389048438199,3.41814932745723,3.13329239385238,3.70943054710936
"Tilman","Kuznets",10.0768056935568,3.4150363372961,3.1307496242433,3.70657225276307
"Tilman","Kuznets",10.1147065432938,3.41191134264495,3.12819647853474,3.70370028088052
"Tilman","Kuznets",10.1526073930307,3.40877452174161,3.12563310871341,3.70081482489049
"Tilman","Kuznets",10.1905082427676,3.40562605017362,3.12305966451382,3.69791607538175
"Tilman","Kuznets",10.2284090925046,3.40246610092485,3.12047629345786,3.69496936179033
"Tilman","Kuznets",10.2663099422415,3.39929484442125,3.11788314089362,3.69173334719597
"Tilman","Kuznets",10.3042107919785,3.39611244857558,3.11530459188705,3.6878207535574
"Tilman","Kuznets",10.3421116417154,3.39291907883122,3.11258909708472,3.68385024191849
"Tilman","Kuznets",10.3800124914524,3.38971489820511,3.10971050545804,3.67986555596313
"Tilman","Kuznets",10.4179133411893,3.3865000673298,3.10680822840973,3.67586690341975
"Tilman","Kuznets",10.4558141909263,3.3832747444946,3.10395549938862,3.6718544889968
"Tilman","Kuznets",10.4937150406632,3.38003908568594,3.1011005216215,3.66782851443466
"Tilman","Kuznets",10.5316158904002,3.37679324462692,3.09818858436043,3.66378917855648
"Tilman","Kuznets",10.5695167401371,3.37353737281597,3.09527498103401,3.659736677318
"Tilman","Kuznets",10.607417589874,3.37027161956486,3.09237327919122,3.65567120385642
"Tilman","Kuznets",10.645318439611,3.3669961320358,3.08946445250573,3.65159294853817
"Tilman","Kuznets",10.6832192893479,3.36371105527795,3.08655226527259,3.64750209900588
"Tilman","Kuznets",10.7211201390849,3.36041653226308,3.08365004348599,3.64339884022425
"Tilman","Kuznets",10.7590209888218,3.35711270392054,3.08085634391631,3.63927246776049
"Tilman","Kuznets",10.7969218385588,3.35379970917163,3.07828201623354,3.63512074511691
"Tilman","Kuznets",10.8348226882957,3.35047768496314,3.07521789151208,3.63095724943499
"Tilman","Kuznets",10.8727235380327,3.34714676630035,3.07214721202734,3.62678215468991
"Tilman","Kuznets",10.9106243877696,3.34380708627933,3.06907008333611,3.62251232378883
"Tilman","Kuznets",10.9485252375066,3.34045877611859,3.06598660948209,3.61845003448917
"Tilman","Kuznets",10.9864260872435,3.33710196519019,3.06299558673384,3.6142829634056
"Tilman","Kuznets",11.0243269369805,3.33373678105011,3.06001212922249,3.61010494448514
"Tilman","Kuznets",11.0622277867174,3.3303633494682,3.05702819928915,3.60613198563481
"Tilman","Kuznets",11.1001286364543,3.32698179445736,3.05404221170362,3.60295351716023
"Tilman","Kuznets",11.1380294861913,3.32359223830236,3.05105044357466,3.59953039452375
"Tilman","Kuznets",11.1759303359282,3.32019480158792,3.04805298829665,3.59541161088776
"Tilman","Kuznets",11.2138311856652,3.31678960322637,3.04504993794949,3.59188930097078
"Tilman","Kuznets",11.2517320354021,3.31337676048475,3.04207299031698,3.58828972561739
"Tilman","Kuznets",11.2896328851391,3.30995638901137,3.03900409902712,3.58445025671318
"Tilman","Kuznets",11.327533734876,3.3065286028619,3.03594403217676,3.57994956161333
"Tilman","Kuznets",11.365434584613,3.30309351452494,3.03232514580615,3.57609654425834
"Tilman","Kuznets",11.4033354343499,3.29965123494713,3.02854606785217,3.5726288018521
"Tilman","Kuznets",11.4412362840869,3.29620187355776,3.02526023528316,3.56900444994472
"Tilman","Kuznets",11.4791371338238,3.29274553829292,3.02205901846972,3.56514388690187
"Tilman","Kuznets",11.5170379835608,3.28928233561927,3.01885281807681,3.5612408972127
"Tilman","Kuznets",11.5549388332977,3.28581237055723,3.01541824345601,3.55725106812708
"Tilman","Kuznets",11.5928396830346,3.28233574670388,3.01181014360767,3.55304479913423
"Tilman","Kuznets",11.6307405327716,3.27885256625532,3.00819640816038,3.54883096998858
"Tilman","Kuznets",11.6686413825085,3.27536293002871,3.00462953356813,3.54460969903242
"Tilman","Kuznets",11.7065422322455,3.27186693748385,3.00108850486522,3.54038110300895
"Tilman","Kuznets",11.7444430819824,3.26836468674436,2.99834968077721,3.53614529708736
"Tilman","Kuznets",11.7823439317194,3.26485627461851,2.99549050372179,3.53190239488733
"Tilman","Kuznets",11.8202447814563,3.26134179661962,2.99123270718023,3.52778496281896
"Tilman","Kuznets",11.8581456311933,3.25782134698614,2.98697246559011,3.52401420725754
"Tilman","Kuznets",11.8960464809302,3.25429501870133,2.98295932347022,3.52070564489838
"Tilman","Kuznets",11.9339473306672,3.25076290351261,2.97929070072174,3.51757865233379
"Tilman","Kuznets",11.9718481804041,3.24722509195051,2.97566825817688,3.51408055536946
"Tilman","Kuznets",12.009749030141,3.24368167334733,2.9722763816954,3.50990413639202
"Tilman","Kuznets",12.047649879878,3.24013273585549,2.96911631690872,3.5061471452571
"Tilman","Kuznets",12.0855507296149,3.23657836646543,2.96599468319453,3.5022043447958
"Tilman","Kuznets",12.1234515793519,3.23301865102333,2.96303971438034,3.49823008179415
"Tilman","Kuznets",12.1613524290888,3.22945367424846,2.96030478869615,3.49417271399087
"Tilman","Kuznets",12.1992532788258,3.22588351975015,2.95756532774838,3.48981027017302
"Tilman","Kuznets",12.2371541285627,3.22230827004462,2.95482140007802,3.48598184204015
"Tilman","Kuznets",12.2750549782997,3.21872800657135,2.95207307334072,3.48214814080994
"Tilman","Kuznets",12.3129558280366,3.21514280970924,2.94932041431994,3.47816307636188
"Tilman","Kuznets",12.3508566777736,3.21155275879253,2.94626870252356,3.47415544770231
"Tilman","Kuznets",12.3887575275105,3.20795793212632,2.94271398843253,3.47014296379363
"Tilman","Kuznets",12.4266583772475,3.20435840700192,2.93915672750683,3.46612570655758
"Tilman","Kuznets",12.4645592269844,3.20075425971192,2.93559697601926,3.46220519790595
"Tilman","Kuznets",12.5024600767213,3.19714556556496,2.93203478948294,3.45876267759907
"Tilman","Kuznets",12.5403609264583,3.19353239890025,2.92847022266275,3.45524111715942
"Tilman","Kuznets",12.5782617761952,3.18991483310188,2.92490332958658,3.45082084662041
"Tilman","Kuznets",12.6161626259322,3.18629294061284,2.92150626388535,3.44701479523402
"Tilman","Kuznets",12.6540634756691,3.18266679294884,2.91827775579254,3.44320325161337
"Tilman","Kuznets",12.6919643254061,3.17903646071182,2.91507859967439,3.43938629910345
