"Grouping","Model","Bootstrap_Replicate","Parameter_1","Parameter_2","Parameter_3"
"Tilman","Kuznets_Asymptoting",71,0.561561195985015,4.56788996136766,4.02254530157344
"Tilman","Kuznets",72,0.799668218329391,3.17298995762138,-0.868979408653324
"Tilman","Kuznets_Asymptoting",72,0.576811962832755,4.28262426641737,4.0796698672503
"Tilman","Kuznets",73,0.712918310123968,3.33947017491384,-0.917430827609057
"Tilman","Kuznets_Asymptoting",73,0.586156400310262,4.64469922511407,3.80804463990895
"Tilman","Kuznets",74,0.374835077206915,3.80896637144755,-1.05376293634181
"Tilman","Kuznets_Asymptoting",74,0.285268572043188,4.90790246035023,3.85227953654575
"Tilman","Kuznets",75,0.544056234065454,3.33446958965357,-0.904445673305774
"Tilman","Kuznets_Asymptoting",75,0.54248144930019,5.07155362323908,3.23191522859652
"Tilman","Kuznets",76,1.08930552332521,2.72822653702618,-0.723003290745446
"Tilman","Kuznets_Asymptoting",76,0.675712377744066,3.79434189273683,4.65402188141772
"Tilman","Kuznets",77,1.04391802720496,2.84103923006157,-0.78908799155466
"Tilman","Kuznets_Asymptoting",77,0.70882202543675,3.81761207583334,4.25688189745805
"Tilman","Kuznets",78,0.867649391923373,3.15309010496246,-0.895627637284237
"Tilman","Kuznets_Asymptoting",78,0.843720764258074,4.68556653002538,3.25770460435008
"Tilman","Kuznets",79,0.724007906407531,3.13162370453017,-0.860236887727077
"Tilman","Kuznets_Asymptoting",79,0.380312182379384,3.33750920466057,4.66430555914937
"Tilman","Kuznets",80,0.706441742595954,3.38711677105029,-0.96381236635732
"Tilman","Kuznets_Asymptoting",80,0.593646388756729,4.51561870435356,3.69549328108857
"Tilman","Kuznets",81,0.765406218869021,3.26770446618602,-0.883708651559688
"Tilman","Kuznets_Asymptoting",81,0.553770431499168,4.66161451957519,4.09046884449136
"Tilman","Kuznets",82,0.597546340567806,3.09459160612005,-0.831565539433538
"Tilman","Kuznets_Asymptoting",82,0.23285756722179,3.59414050718114,4.38030976865195
"Tilman","Kuznets",83,1.07669806713507,2.84072849208799,-0.816587857593211
"Tilman","Kuznets_Asymptoting",83,0.954822066072521,4.36871547750234,3.488749118864
"Tilman","Kuznets",84,0.494811656397798,3.65895428927085,-0.990960709827189
"Tilman","Kuznets_Asymptoting",84,0.147409191193315,3.9766714664499,4.85467318261804
"Tilman","Kuznets",85,0.330828216874595,3.54600780488294,-0.930810551686136
"Tilman","Kuznets_Asymptoting",85,0.0151166139489089,4.00497092602417,4.59794674992974
"Tilman","Kuznets",86,0.51251232731324,3.32171012070991,-0.889884471629676
"Tilman","Kuznets_Asymptoting",86,0.247327371257253,3.93303057507347,4.32954847470098
"Tilman","Kuznets",87,0.906470949061288,3.03276070218351,-0.84026358045364
"Tilman","Kuznets_Asymptoting",87,0.547369322509286,3.70590554865998,4.4962967056018
"Tilman","Kuznets",88,0.445400078469761,4.07127316543919,-1.084975907651
"Tilman","Kuznets_Asymptoting",88,0.280994443375107,5.15250653746958,4.57838278359736
"Tilman","Kuznets",89,1.50918363706048,2.02625940189064,-0.585204305292089
"Tilman","Kuznets_Asymptoting",89,0.84792710053838,2.36006697768575,4.94951079056911
"Tilman","Kuznets",90,1.21193435795949,2.71251847749983,-0.792097120948792
"Tilman","Kuznets_Asymptoting",90,1.05155836425164,4.212038079899,3.59427026329516
"Tilman","Kuznets",91,0.651675898956695,3.36154752760366,-0.91180663952757
"Tilman","Kuznets_Asymptoting",91,0.474206160352177,4.60595937471878,4.03706126351328
"Tilman","Kuznets",92,1.08349302349944,2.79744835517449,-0.796375480671642
"Tilman","Kuznets_Asymptoting",92,0.914899748454919,3.63812525380496,4.07903812281443
"Tilman","Kuznets",93,0.600871070615729,3.04869400092669,-0.813226936992974
"Tilman","Kuznets_Asymptoting",93,0.375682255394663,3.80952283661681,4.0629519395984
"Tilman","Kuznets",94,0.769116488357179,3.06486251038528,-0.842013250466058
"Tilman","Kuznets_Asymptoting",94,0.583203016461253,4.02740589294844,3.93819577799838
"Tilman","Kuznets",95,0.732116830349966,3.57030875566142,-0.993637883062252
"Tilman","Kuznets_Asymptoting",95,0.549261760861462,4.86424245619115,4.10700336077812
"Tilman","Kuznets",96,1.13552202929741,2.60523085296294,-0.732785660649599
"Tilman","Kuznets_Asymptoting",96,0.907460321427369,3.97043170284072,3.77112493295749
"Tilman","Kuznets",97,0.680248831279641,3.42575812921694,-0.930754986239484
"Tilman","Kuznets_Asymptoting",97,0.417319706348478,4.25063296102327,4.45927080093875
"Tilman","Kuznets",98,1.08949969701945,2.83167778343389,-0.815206459904578
"Tilman","Kuznets_Asymptoting",98,1.08764366332329,4.77310998397595,3.07234889860323
"Tilman","Kuznets",99,0.944711516325541,3.10405119432071,-0.846577169070423
"Tilman","Kuznets_Asymptoting",99,0.657223432658509,4.56578251012208,4.17152757143153
"Tilman","Kuznets",100,0.132768972075159,4.19710139084988,-1.12416025499658
"Tilman","Kuznets_Asymptoting",100,0.0459270664918405,5.26824111635625,4.03876547506715
"Tilman","Kuznets",101,0.722948439434748,3.25414182587498,-0.890602179501425
"Tilman","Kuznets_Asymptoting",101,0.550314740383009,4.32471084496723,3.99739587193763
"Tilman","Kuznets",102,1.07908779747245,2.62443819153362,-0.731077783096788
"Tilman","Kuznets_Asymptoting",102,0.845584475019036,4.03574166521158,3.78419439455194
"Tilman","Kuznets",103,0.952856937957706,2.92252320543684,-0.830342197256015
"Tilman","Kuznets_Asymptoting",103,0.626404691347507,3.61540655457372,4.22869197641965
"Tilman","Kuznets",104,0.76683316890633,3.23116382527856,-0.886741021839789
"Tilman","Kuznets_Asymptoting",104,0.796641750535615,5.34140384126315,3.10688128738884
"Tilman","Kuznets",105,0.86937395108023,2.90669032659899,-0.781812362395352
"Tilman","Kuznets_Asymptoting",105,0.553030201025222,3.90286841272848,4.32076361236718
"Tilman","Kuznets",106,0.95858197536871,2.7201587349923,-0.742974530019609
"Tilman","Kuznets_Asymptoting",106,0.639443109610997,3.65773453308009,4.19780071588813
"Tilman","Kuznets",107,0.684854538224582,3.33504682912664,-0.93082167819382
"Tilman","Kuznets_Asymptoting",107,0.513158597129339,4.30745913244298,3.8717184470659
"Tilman","Kuznets",108,0.772515251541593,3.16028263619197,-0.846211474206181
"Tilman","Kuznets_Asymptoting",108,0.458132989375498,4.2721785851827,4.34104494989243
"Tilman","Kuznets",109,0.526358828587559,3.43318195363694,-0.924388435569984
"Tilman","Kuznets_Asymptoting",109,0.338519137739679,4.50495535898877,4.04287438987391
"Tilman","Kuznets",110,0.803701654109567,3.03909781539151,-0.831408945517387
"Tilman","Kuznets_Asymptoting",110,0.477095342670037,3.91698654680324,4.25779811229705
"Tilman","Kuznets",111,0.660179324001666,3.38699512473114,-0.908437368378987
"Tilman","Kuznets_Asymptoting",111,0.455958546546304,4.18218038739886,4.42427260811539
"Tilman","Kuznets",112,1.17193594425254,2.66326886857491,-0.74239358165432
"Tilman","Kuznets_Asymptoting",112,0.94156123242581,4.07743765303331,3.92040653356024
"Tilman","Kuznets",113,0.701009794005189,3.27237370708254,-0.898314203535838
"Tilman","Kuznets_Asymptoting",113,0.608046563355855,4.70776857027983,3.59363477907463
"Tilman","Kuznets",114,1.16938355257989,2.66224471669743,-0.749855772784083
"Tilman","Kuznets_Asymptoting",114,0.845002220346239,3.86975474992914,4.06225127647965
"Tilman","Kuznets",115,0.909658619624482,3.24463443906177,-0.917199144271982
"Tilman","Kuznets_Asymptoting",115,0.719612318214321,4.5595993150113,3.97717040833856
"Tilman","Kuznets",116,0.710990780133904,2.85427763683155,-0.728200811275583
"Tilman","Kuznets_Asymptoting",116,0.362575987601959,3.6844525542148,4.41225057253888
"Tilman","Kuznets",117,0.613705816107882,3.5021166590186,-0.940615885160607
"Tilman","Kuznets_Asymptoting",117,0.356748612100372,4.30683568456888,4.45124937739537
"Tilman","Kuznets",118,1.29360474670189,2.49127358177038,-0.702586419608373
"Tilman","Kuznets_Asymptoting",118,1.07091364785274,4.04927571393743,3.77064400401274
"Tilman","Kuznets",119,1.18690289091248,2.38953367060129,-0.64516382771461
"Tilman","Kuznets_Asymptoting",119,0.800683581438655,3.53480081351069,4.25091726923367
"Tilman","Kuznets",120,0.794710267813494,3.40159800319436,-0.933657502573392
"Tilman","Kuznets_Asymptoting",120,0.668642547156171,4.97919599543776,3.89463371692437
"Tilman","Kuznets",121,0.590365388002253,3.21356092066176,-0.848918490841643
"Tilman","Kuznets_Asymptoting",121,0.274801988423196,3.83350139162774,4.47115037404915
"Tilman","Kuznets",122,0.620818431004982,3.30982387815518,-0.911516305312224
"Tilman","Kuznets_Asymptoting",122,0.333036679632868,4.03496620532641,4.1937497707825
"Tilman","Kuznets",123,1.03002697108577,2.80415958732086,-0.740857046269624
"Tilman","Kuznets_Asymptoting",123,0.671858627241803,3.5992390274484,4.77397506848595
"Tilman","Kuznets",124,0.866761243487918,2.78805044844546,-0.76555491063158
"Tilman","Kuznets_Asymptoting",124,0.476775416842991,3.53241394387598,4.22928718762615
"Tilman","Kuznets",125,0.606447825028331,3.0804019133859,-0.817360945163848
"Tilman","Kuznets_Asymptoting",125,0.595813933862938,4.93221200478869,3.2426222497614
"Tilman","Kuznets",126,0.943385059098054,2.6126733832615,-0.721180487144404
"Tilman","Kuznets_Asymptoting",126,0.893326557372618,4.31371189976661,3.04443036063178
"Tilman","Kuznets",127,0.389637016197315,3.62262542836724,-0.970124850690027
"Tilman","Kuznets_Asymptoting",127,0.15872007355358,4.20424535073686,4.33532588805178
"Tilman","Kuznets",128,1.28849754567129,2.31710692718213,-0.624074486684779
"Tilman","Kuznets_Asymptoting",128,0.889924367060718,3.77902826905616,4.1401649818711
"Tilman","Kuznets",129,1.28068876741102,2.72417277278684,-0.772082714708349
"Tilman","Kuznets_Asymptoting",129,1.09068853066472,4.47542296646306,3.83080286923933
"Tilman","Kuznets",130,1.031460904648,2.79908309569755,-0.789443799617899
"Tilman","Kuznets_Asymptoting",130,0.784138564637645,3.71818078715037,4.05123689316856
"Tilman","Kuznets",131,1.04833048168507,2.9355668132625,-0.840158709831276
"Tilman","Kuznets_Asymptoting",131,0.725042235511292,3.75413089539096,4.32624437652711
"Tilman","Kuznets",132,0.71365446962336,3.47603204582347,-0.940999615753209
"Tilman","Kuznets_Asymptoting",132,0.444399098680682,4.62596846679443,4.40845342524249
"Tilman","Kuznets",133,1.03172756394917,2.83803252706756,-0.824835440434714
"Tilman","Kuznets_Asymptoting",133,0.949851193443587,4.46204902227257,3.26722635910535
"Tilman","Kuznets",134,1.07988755066256,2.74099259605613,-0.778640042152558
"Tilman","Kuznets_Asymptoting",134,0.984257880400661,4.4202206915122,3.34493965136503
"Tilman","Kuznets",135,0.969312770780888,2.90990539271704,-0.779211316913108
"Tilman","Kuznets_Asymptoting",135,0.58565898874835,3.99930932736071,4.60854561951009
"Tilman","Kuznets",136,0.7027554144236,3.21844061427585,-0.880283746759564
"Tilman","Kuznets_Asymptoting",136,0.447578375562022,4.08209795351261,4.18894292479671
"Tilman","Kuznets",137,0.798760130328713,3.2698759065267,-0.911844118701387
"Tilman","Kuznets_Asymptoting",137,0.604755432847619,4.4035496120843,3.9942270543385
"Tilman","Kuznets",138,1.05983455806597,2.78302852884092,-0.74986486756467
"Tilman","Kuznets_Asymptoting",138,0.661419576588603,3.66842124526619,4.66860867585384
"Tilman","Kuznets",139,0.954114091317873,2.86053429379856,-0.787901825579927
"Tilman","Kuznets_Asymptoting",139,0.742357432349032,4.12974451868111,3.82883409552911
"Tilman","Kuznets",140,0.689109056892418,3.2506917924113,-0.92340520561448
"Tilman","Kuznets_Asymptoting",140,0.473236983411183,3.71106925078853,4.08579211105634
"Tilman","Kuznets",141,0.798580257063587,2.52116769297686,-0.653067032624749
"Tilman","Kuznets_Asymptoting",141,0.455768692218702,3.19964376871816,4.22175527388803
"Tilman","Kuznets",142,0.909021018117891,2.76679163644066,-0.759887637851649
"Tilman","Kuznets_Asymptoting",142,0.596394663832013,3.46251267677643,4.21802701333975
"Tilman","Kuznets",143,0.930016859368639,2.58045113061571,-0.704619639637495
"Tilman","Kuznets_Asymptoting",143,0.703504468465044,3.94792456914342,3.63863690779399
"Tilman","Kuznets",144,0.746822800438262,3.58074520999012,-0.997814916315024
"Tilman","Kuznets_Asymptoting",144,0.678914879278899,5.06441422631472,3.86583217082305
"Tilman","Kuznets",145,0.938642317780857,2.90168698496869,-0.809258157150337
"Tilman","Kuznets_Asymptoting",145,0.60985069766963,3.70370111300797,4.23663866956143
"Tilman","Kuznets",146,0.800504371643966,3.20533495906225,-0.8840174210919
"Tilman","Kuznets_Asymptoting",146,0.636536525918469,4.63092142256376,3.87317405988944
"Tilman","Kuznets",147,0.99559192817944,2.85292986986007,-0.805952083724495
"Tilman","Kuznets_Asymptoting",147,0.907790103348909,4.43456247926781,3.4404337863897
"Tilman","Kuznets",148,1.13242762523866,2.77500629278879,-0.797431826243532
"Tilman","Kuznets_Asymptoting",148,0.892640206981618,3.88034206189775,3.96976586853292
"Tilman","Kuznets",149,0.77693499642377,2.98330167206646,-0.790545301970098
"Tilman","Kuznets_Asymptoting",149,0.545709894457894,4.05697181065664,4.16545149840634
"Tilman","Kuznets",150,1.35455197164364,2.45612489438281,-0.696524257425399
"Tilman","Kuznets_Asymptoting",150,1.03618313468224,3.94326532382021,3.98839069586044
"Tilman","Kuznets",151,0.858960557075709,3.22623903715924,-0.88141959336292
"Tilman","Kuznets_Asymptoting",151,0.70717223544766,4.6529834971811,4.0259073699493
"Tilman","Kuznets",152,0.526352986268608,3.26094983817878,-0.874405625018425
"Tilman","Kuznets_Asymptoting",152,0.329655094905938,4.35688561718956,3.85254183481323
"Tilman","Kuznets",153,0.831320767743728,3.03088308701107,-0.813023579682016
"Tilman","Kuznets_Asymptoting",153,0.730393693505133,4.71992794193099,3.6295699538623
"Tilman","Kuznets",154,0.189284324889047,3.64595053601592,-0.934240067241476
"Tilman","Kuznets_Asymptoting",154,0.0782978242493955,4.90844452496881,3.91050659559735
"Tilman","Kuznets",155,0.562986757659548,3.32103213875934,-0.877920149618573
"Tilman","Kuznets_Asymptoting",155,0.524444615402744,4.88295550552378,3.62220687856586
"Tilman","Kuznets",156,0.951232997438298,3.3265772500072,-0.922446239715035
"Tilman","Kuznets_Asymptoting",156,0.779941905952423,4.97767238507408,3.97842138362807
"Tilman","Kuznets",157,1.2499157767093,2.54581341260073,-0.718304945504403
"Tilman","Kuznets_Asymptoting",157,0.967411663279672,3.24902400609619,4.43883137801235
"Tilman","Kuznets",158,0.761546626697976,3.04584056518871,-0.843278383184967
"Tilman","Kuznets_Asymptoting",158,0.538085376393302,3.9614085606201,3.94396452277378
"Tilman","Kuznets",159,1.31285979553815,2.45213442375126,-0.662144917138205
"Tilman","Kuznets_Asymptoting",159,0.976790770029779,3.69788733837012,4.5199485977118
"Tilman","Kuznets",160,0.698796556346415,3.01404055528697,-0.81480347789635
"Tilman","Kuznets_Asymptoting",160,0.359871325890328,3.89309705118554,4.15652462369091
"Tilman","Kuznets",161,1.34341915251701,2.62813248870002,-0.761974575060659
"Tilman","Kuznets_Asymptoting",161,1.14072151041132,4.40170596354734,3.68824706144847
"Tilman","Kuznets",162,0.722832277954989,3.30306992374451,-0.906180399631761
"Tilman","Kuznets_Asymptoting",162,0.684932002224209,4.93939821883557,3.49463061901031
"Tilman","Kuznets",163,1.00693350156466,3.1025967375209,-0.886105601822661
"Tilman","Kuznets_Asymptoting",163,0.650610464678775,3.74082278384653,4.53218162477189
"Tilman","Kuznets",164,1.17200794057491,2.48435107295691,-0.670465214463539
"Tilman","Kuznets_Asymptoting",164,0.741088386919351,3.43925755560187,4.54096686338564
"Tilman","Kuznets",165,0.591879514074126,3.24563821096225,-0.878427086637361
"Tilman","Kuznets_Asymptoting",165,0.601683030468648,5.0739760043038,3.14390788025071
