MODEL,SCENARIO,CLIMATE_METRIC,CLIMATE_VALUE,CLIMATE,BUDGET_2100,BUDGET_2050,OVERSHOOT,NEGATIVE_EMISSION,POLICY,TECHNOLOGY,BASELINE,Baseline Scenario
AIM-Enduse 12.1,EMF27-Base-Conv,Carbon Budget 2050,1791364.1573536,Category 6,N/A,Category 6,N/A,N/A,P0,T2,EMF27-Base-Conv,Baseline
AIM-Enduse 12.1,EMF27-Base-EERE,Carbon Budget 2050,1597849.3091639,Category 5 - 6,N/A,Category 5 - 6,N/A,N/A,P0,T3,EMF27-Base-EERE,Baseline
AIM-Enduse 12.1,EMF27-Base-FullTech,Carbon Budget 2050,1789091.0351659,Category 6,N/A,Category 6,N/A,N/A,P0,T0,EMF27-Base-FullTech,Baseline
AIM-Enduse 12.1,EMF27-Base-LimBio,Carbon Budget 2050,1789092.6785803,Category 6,N/A,Category 6,N/A,N/A,P0,T2,EMF27-Base-LimBio,Baseline
AIM-Enduse 12.1,EMF27-Base-LimSW,Carbon Budget 2050,1791347.4142469,Category 6,N/A,Category 6,N/A,N/A,P0,T2,EMF27-Base-LimSW,Baseline
AIM-Enduse 12.1,EMF27-Base-LimTech,Carbon Budget 2050,1842437.9132483,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-LimTech,Baseline
AIM-Enduse 12.1,EMF27-Base-LowEI,Carbon Budget 2050,1546862.9763866,Category 4 - 6,N/A,Category 4 - 6,N/A,N/A,P0,T0,EMF27-Base-LowEI,Baseline
AIM-Enduse 12.1,EMF27-Base-NucOff,Carbon Budget 2050,1840239.38839,Category 6,N/A,Category 6,N/A,N/A,P0,T2,EMF27-Base-NucOff,Baseline
AIM-Enduse[Backcast] 1.0,LIMITS-Base,Carbon Budget 2050,1929534.8983976,Category 6,N/A,Category 6,N/A,N/A,P0,T0,LIMITS-Base,Baseline
BET 1.5,EMF27-Base-Conv,Carbon Budget 2100,6612835.0885534,Category 7,Category 7,Category 7,N/A,N1,P0,T2,EMF27-Base-Conv,Baseline
BET 1.5,EMF27-Base-EERE,Carbon Budget 2100,4554544.3579114,Category 6,Category 6,Category 6,N/A,N1,P0,T3,EMF27-Base-EERE,Baseline
BET 1.5,EMF27-Base-FullTech,Carbon Budget 2100,6360981.5048164,Category 7,Category 7,Category 7,N/A,N1,P0,T0,EMF27-Base-FullTech,Baseline
BET 1.5,EMF27-Base-LimBio,Carbon Budget 2100,6544137.9505397,Category 7,Category 7,Category 7,N/A,N1,P0,T2,EMF27-Base-LimBio,Baseline
BET 1.5,EMF27-Base-LimSW,Carbon Budget 2100,6412275.1435256,Category 7,Category 7,Category 7,N/A,N1,P0,T2,EMF27-Base-LimSW,Baseline
BET 1.5,EMF27-Base-LimTech,Carbon Budget 2100,4798820.6634985,Category 6,Category 6,Category 6,N/A,N1,P0,T3,EMF27-Base-LimTech,Baseline
BET 1.5,EMF27-Base-LowEI,Carbon Budget 2100,4448796.2032257,Category 6,Category 6,Category 6,N/A,N1,P0,T0,EMF27-Base-LowEI,Baseline
BET 1.5,EMF27-Base-NucOff,Carbon Budget 2100,6629808.8574157,Category 7,Category 7,Category 7,N/A,N1,P0,T2,EMF27-Base-NucOff,Baseline
DNE21 V.11,AME Reference,Carbon Budget 2050,1931494.1041975,Category 6,N/A,Category 6,N/A,N/A,P0,T0,AME Reference,Baseline
DNE21 V.12,AMPERE2-Base-FullTech-OPT,Carbon Budget 2050,2317491.7233873,Category 7,N/A,Category 7,N/A,N/A,P0,T0,AMPERE2-Base-FullTech-OPT,Baseline
DNE21 V.12,AMPERE2-Base-LowEI-OPT,Carbon Budget 2050,2007118.6567206,Category 7,N/A,Category 7,N/A,N/A,P0,T0,AMPERE2-Base-LowEI-OPT,Baseline
DNE21 V.12,AMPERE2-Base-NucOff-OPT,Carbon Budget 2050,2367316.9567206,Category 7,N/A,Category 7,N/A,N/A,P0,T2,AMPERE2-Base-NucOff-OPT,Baseline
DNE21 V.12,AMPERE3-Base,Carbon Budget 2050,2159279.6400539,Category 7,N/A,Category 7,N/A,N/A,P0,T0,AMPERE3-Base,Baseline
DNE21 V.12,Carbon tax 0,N/A,,N/A,N/A,N/A,N/A,N/A,P0,T0,Carbon tax 0,Baseline
EC-IAM 2012,EMF27-Base-Conv,Forcing Kyoto Gases (MAGICC6),6.995634615775,Category 6,Category 6,Category 6,O1,N1,P0,T3,EMF27-Base-Conv,Baseline
EC-IAM 2012,EMF27-Base-EERE,Forcing Kyoto Gases (MAGICC6),5.8624480281145,Category 6,Category 6,Category 4 - 5,O1,N1,P0,T3,EMF27-Base-EERE,Baseline
EC-IAM 2012,EMF27-Base-FullTech,Forcing Kyoto Gases (MAGICC6),6.803849861858,Category 6,Category 6,Category 6,O1,N1,P0,T1,EMF27-Base-FullTech,Baseline
EC-IAM 2012,EMF27-Base-LimBio,Forcing Kyoto Gases (MAGICC6),6.874066983222,Category 6,Category 6,Category 6,O1,N1,P0,T3,EMF27-Base-LimBio,Baseline
EC-IAM 2012,EMF27-Base-LimSW,Forcing Kyoto Gases (MAGICC6),6.9296706825033,Category 6,Category 6,Category 6,O1,N1,P0,T3,EMF27-Base-LimSW,Baseline
EC-IAM 2012,EMF27-Base-LimTech,Forcing Kyoto Gases (MAGICC6),7.0717236338381,Category 7,Category 6,Category 6,O1,N1,P0,T3,EMF27-Base-LimTech,Baseline
EC-IAM 2012,EMF27-Base-LowEI,Forcing Kyoto Gases (MAGICC6),5.8589654171132,Category 6,Category 6,Category 4 - 5,O1,N1,P0,T1,EMF27-Base-LowEI,Baseline
EC-IAM 2012,EMF27-Base-NucOff,Forcing Kyoto Gases (MAGICC6),6.83495371182,Category 6,Category 6,Category 6,O1,N1,P0,T3,EMF27-Base-NucOff,Baseline
ENV-Linkages (WEO2012 calibration),EMF27-Base-Conv,Carbon Budget 2050,1884194,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-Conv,Baseline
ENV-Linkages (WEO2012 calibration),EMF27-Base-FullTech,Carbon Budget 2050,1883389,Category 6,N/A,Category 6,N/A,N/A,P0,T1,EMF27-Base-FullTech,Baseline
ENV-Linkages (WEO2012 calibration),EMF27-Base-LimBio,Carbon Budget 2050,1873668.5,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-LimBio,Baseline
ENV-Linkages (WEO2012 calibration),EMF27-Base-LimSW,Carbon Budget 2050,1882667.5,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-LimSW,Baseline
ENV-Linkages (WEO2012 calibration),EMF27-Base-NucOff,Carbon Budget 2050,1894335.5,Category 6,N/A,Category 6,N/A,N/A,P0,T3,EMF27-Base-NucOff,Baseline
FARM_3.0,EMF27-Base-Conv,Carbon Budget 2100,5374120.8840398,Category 7,Category 7,Category 6,N/A,N1,P0,T2,EMF27-Base-Conv,Baseline
FARM_3.0,EMF27-Base-EERE,Carbon Budget 2100,3739845.0449157,Category 6,Category 6,Category 5 - 6,N/A,N1,P0,T3,EMF27-Base-EERE,Baseline
FARM_3.0,EMF27-Base-FullTech,Carbon Budget 2100,5333168.4958809,Category 7,Category 7,Category 6,N/A,N1,P0,T0,EMF27-Base-FullTech,Baseline
FARM_3.0,EMF27-Base-LimBio,Carbon Budget 2100,5350150.5191791,Category 7,Category 7,Category 6,N/A,N1,P0,T2,EMF27-Base-LimBio,Baseline
FARM_3.0,EMF27-Base-LowEI,Carbon Budget 2100,3634206.976731,Category 6,Category 6,Category 4 - 6,N/A,N1,P0,T0,EMF27-Base-LowEI,Baseline
GCAM 2.0,AME Reference,Forcing (MAGICC6),6.9190227193151,Category 7,Category 7,Category 7,O1,N1,P0,T0,AME Reference,Baseline
GCAM 3.0,AMPERE2-Base-Conv-OPT,Forcing (MAGICC6),7.8177666073614,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-Conv-OPT,Baseline
GCAM 3.0,AMPERE2-Base-EERE-OPT,Forcing (MAGICC6),6.7668995489485,Category 6,Category 6,Category 6,O1,N1,P0,T3,AMPERE2-Base-EERE-OPT,Baseline
GCAM 3.0,AMPERE2-Base-FullTech-OPT,Forcing (MAGICC6),7.699817436525,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE2-Base-FullTech-OPT,Baseline
GCAM 3.0,AMPERE2-Base-LimBio-OPT,Forcing (MAGICC6),7.7090593493404,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimBio-OPT,Baseline
GCAM 3.0,AMPERE2-Base-LimSW-OPT,Forcing (MAGICC6),7.8035821412542,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimSW-OPT,Baseline
GCAM 3.0,AMPERE2-Base-LowEI-OPT,Forcing (MAGICC6),6.6127968276378,Category 6,Category 6,Category 6,O1,N1,P0,T0,AMPERE2-Base-LowEI-OPT,Baseline
GCAM 3.0,AMPERE2-Base-NucOff-OPT,Forcing (MAGICC6),7.922287715205,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-NucOff-OPT,Baseline
GCAM 3.0,AMPERE3-Base,Forcing (MAGICC6),8.0372174682526,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Baseline
GCAM 3.0,EMF27-Base-Conv,Forcing (MAGICC6),7.3371428273839,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-Conv,Baseline
GCAM 3.0,EMF27-Base-EERE,Forcing (MAGICC6),6.3537160522536,Category 6,Category 6,Category 6,O1,N1,P0,T3,EMF27-Base-EERE,Baseline
GCAM 3.0,EMF27-Base-FullTech,Forcing (MAGICC6),7.2276864599884,Category 7,Category 7,Category 7,O1,N1,P0,T0,EMF27-Base-FullTech,Baseline
GCAM 3.0,EMF27-Base-LimBio,Forcing (MAGICC6),7.2414649197417,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimBio,Baseline
GCAM 3.0,EMF27-Base-LimSW,Forcing (MAGICC6),7.3167824633641,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimSW,Baseline
GCAM 3.0,EMF27-Base-LimTech,Forcing (MAGICC6),7.6374881560836,Category 7,Category 7,Category 7,O1,N1,P0,T3,EMF27-Base-LimTech,Baseline
GCAM 3.0,EMF27-Base-LowEI,Forcing (MAGICC6),6.1569250924228,Category 6,Category 6,Category 6,O1,N1,P0,T0,EMF27-Base-LowEI,Baseline
GCAM 3.0,EMF27-Base-NucOff,Forcing (MAGICC6),7.4683748383225,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-NucOff,Baseline
GCAM 3.0,ROSE BAU DEF,Forcing (MAGICC6),7.3024261808168,Category 7,Category 7,Category 7,O1,N1,P0,T2,ROSE BAU DEF,Baseline
GCAM 3.0,ROSE BAU FS Gr,Forcing (MAGICC6),7.6095658162388,Category 7,Category 7,Category 7,O1,N1,P0,T2,ROSE BAU FS Gr,Baseline
GCAM 3.0,ROSE BAU HI Coal,Forcing (MAGICC6),7.3426666438292,Category 7,Category 7,Category 7,O1,N1,P0,T2,ROSE BAU HI Coal,Baseline
GCAM 3.0,ROSE BAU HI Fos,Forcing (MAGICC6),7.3486877303783,Category 7,Category 7,Category 7,O1,N1,P0,T2,ROSE BAU HI Fos,Baseline
GCAM 3.0,ROSE BAU HI Gas,Forcing (MAGICC6),7.3317904201387,Category 7,Category 7,Category 7,O1,N1,P0,T2,ROSE BAU HI Gas,Baseline
GCAM 3.0,ROSE BAU HI Pop,Forcing (MAGICC6),7.3256882129787,Category 7,Category 7,Category 7,O1,N1,P0,T2,ROSE BAU HI Pop,Baseline
GCAM 3.0,ROSE BAU LO Fos,Forcing (MAGICC6),6.7273252533882,Category 6,Category 6,Category 7,O1,N1,P0,T2,ROSE BAU LO Fos,Baseline
GCAM 3.0,ROSE BAU LO Oil,Forcing (MAGICC6),7.3673544813345,Category 7,Category 7,Category 7,O1,N1,P0,T2,ROSE BAU LO Oil,Baseline
GCAM 3.0,ROSE BAU SL Gr,Forcing (MAGICC6),6.9232109992595,Category 7,Category 7,Category 7,O1,N1,P0,T2,ROSE BAU SL Gr,Baseline
GCAM 3.1,LIMITS-Base,Forcing (MAGICC6),7.2250489367863,Category 7,Category 7,Category 7,O1,N1,P0,T0,LIMITS-Base,Baseline
GEM-E3-ICCS,AMPERE3-Base,Carbon Budget 2050,2011032.92205,Category 7,N/A,Category 7,N/A,N/A,P0,T1,AMPERE3-Base,Baseline
GRAPE ver2011,EMF27-Base-Conv,Forcing Kyoto Gases (MAGICC6),7.0355925021367,Category 7,Category 6,Category 6,O1,N1,P0,T2,EMF27-Base-Conv,Baseline
GRAPE ver2011,EMF27-Base-EERE,Forcing Kyoto Gases (MAGICC6),6.1554385522266,Category 6,Category 6,Category 6,O1,N1,P0,T3,EMF27-Base-EERE,Baseline
GRAPE ver2011,EMF27-Base-FullTech,Forcing Kyoto Gases (MAGICC6),6.9365318408317,Category 6,Category 6,Category 6,O1,N1,P0,T0,EMF27-Base-FullTech,Baseline
GRAPE ver2011,EMF27-Base-LimBio,Forcing Kyoto Gases (MAGICC6),6.9771893357271,Category 6,Category 6,Category 6,O1,N1,P0,T2,EMF27-Base-LimBio,Baseline
GRAPE ver2011,EMF27-Base-LowEI,Forcing Kyoto Gases (MAGICC6),5.8655925283798,Category 6,Category 6,Category 4 - 6,O1,N1,P0,T0,EMF27-Base-LowEI,Baseline
GRAPE_ver1998,AME Reference,Forcing Kyoto Gases (MAGICC6),6.7127975532864,Category 6,Category 6,Category 6,O1,N1,P0,T0,AME Reference,Baseline
GTEMREF32,AME Reference,Forcing Kyoto Gases (MAGICC6),8.2981337490682,Category 7,Category 7,Category 7,O1,N1,P0,T1,AME Reference,Baseline
IEEJ ver.2011,Reference Scenario,Carbon Budget 2050,1601828.5060881,Category 4 - 6,N/A,Category 4 - 6,N/A,N/A,P0,T0,Reference Scenario,Baseline
IGSM,REF,Carbon Budget 2100,5928876.2027991,Category 7,Category 7,Category 6,N/A,N1,P0,T1,REF,Baseline
IMACLIM v1.1,AMPERE2-Base-Conv-OPT,Carbon Budget 2100,9089950,Category 7,Category 7,Category 7,N/A,N1,P0,T2,AMPERE2-Base-Conv-OPT,Baseline
IMACLIM v1.1,AMPERE2-Base-EERE-OPT,Carbon Budget 2100,5399400,Category 7,Category 7,Category 7,N/A,N1,P0,T3,AMPERE2-Base-EERE-OPT,Baseline
IMACLIM v1.1,AMPERE2-Base-FullTech-OPT,Carbon Budget 2100,8593800,Category 7,Category 7,Category 7,N/A,N1,P0,T0,AMPERE2-Base-FullTech-OPT,Baseline
IMACLIM v1.1,AMPERE2-Base-LimBio-OPT,Carbon Budget 2100,8852150,Category 7,Category 7,Category 7,N/A,N1,P0,T2,AMPERE2-Base-LimBio-OPT,Baseline
IMACLIM v1.1,AMPERE2-Base-LimSW-OPT,Carbon Budget 2100,8826650,Category 7,Category 7,Category 7,N/A,N1,P0,T2,AMPERE2-Base-LimSW-OPT,Baseline
IMACLIM v1.1,AMPERE2-Base-LowEI-OPT,Carbon Budget 2100,5231350,Category 6,Category 6,Category 7,N/A,N1,P0,T0,AMPERE2-Base-LowEI-OPT,Baseline
IMACLIM v1.1,AMPERE2-Base-NucOff-OPT,Carbon Budget 2100,8933450,Category 7,Category 7,Category 7,N/A,N1,P0,T2,AMPERE2-Base-NucOff-OPT,Baseline
IMACLIM v1.1,AMPERE3-Base,Carbon Budget 2100,5050500,Category 6,Category 6,Category 7,N/A,N1,P0,T0,AMPERE3-Base,Baseline
IMACLIM v1.1,EMF27-Base-Conv,Carbon Budget 2100,4809650,Category 6,Category 6,Category 6,N/A,N1,P0,T2,EMF27-Base-Conv,Baseline
IMACLIM v1.1,EMF27-Base-EERE,Carbon Budget 2100,3620750,Category 6,Category 6,Category 5 - 6,N/A,N1,P0,T3,EMF27-Base-EERE,Baseline
IMACLIM v1.1,EMF27-Base-FullTech,Carbon Budget 2100,4684100,Category 6,Category 6,Category 6,N/A,N1,P0,T0,EMF27-Base-FullTech,Baseline
IMACLIM v1.1,EMF27-Base-LimBio,Carbon Budget 2100,4766150,Category 6,Category 6,Category 6,N/A,N1,P0,T2,EMF27-Base-LimBio,Baseline
IMACLIM v1.1,EMF27-Base-LimSW,Carbon Budget 2100,4731600,Category 6,Category 6,Category 6,N/A,N1,P0,T2,EMF27-Base-LimSW,Baseline
IMACLIM v1.1,EMF27-Base-LimTech,Carbon Budget 2100,5083000,Category 6,Category 6,Category 6,N/A,N1,P0,T3,EMF27-Base-LimTech,Baseline
IMACLIM v1.1,EMF27-Base-LowEI,Carbon Budget 2100,3519500,Category 6,Category 6,Category 4 - 6,N/A,N1,P0,T0,EMF27-Base-LowEI,Baseline
IMACLIM v1.1,EMF27-Base-NucOff,Carbon Budget 2100,4926050,Category 6,Category 6,Category 6,N/A,N1,P0,T2,EMF27-Base-NucOff,Baseline
IMAGE 2.4,AME Reference,Forcing (MAGICC6),5.3235943373115,Category 6,Category 6,Category 6,O1,N1,P0,T0,AME Reference,Baseline
IMAGE 2.4,AMPERE2-Base-Conv-OPT,Forcing (MAGICC6),7.7816093453551,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-Conv-OPT,Baseline
IMAGE 2.4,AMPERE2-Base-EERE-OPT,Forcing (MAGICC6),6.4360578255809,Category 6,Category 6,Category 6,O1,N1,P0,T3,AMPERE2-Base-EERE-OPT,Baseline
IMAGE 2.4,AMPERE2-Base-FullTech-OPT,Forcing (MAGICC6),7.5452430011185,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE2-Base-FullTech-OPT,Baseline
IMAGE 2.4,AMPERE2-Base-LimBio-OPT,Forcing (MAGICC6),7.7037476717051,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimBio-OPT,Baseline
IMAGE 2.4,AMPERE2-Base-LimSW-OPT,Forcing (MAGICC6),7.6542321278196,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimSW-OPT,Baseline
IMAGE 2.4,AMPERE2-Base-LowEI-OPT,Forcing (MAGICC6),6.3010849806612,Category 6,Category 6,Category 6,O1,N1,P0,T0,AMPERE2-Base-LowEI-OPT,Baseline
IMAGE 2.4,AMPERE2-Base-NucOff-OPT,Forcing (MAGICC6),7.6450030073782,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-NucOff-OPT,Baseline
IMAGE 2.4,AMPERE3-Base,Forcing (MAGICC6),7.5452430011185,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Baseline
IMAGE 2.4,EMF27-Base-Conv,Forcing (MAGICC6),7.4987959760251,Category 7,Category 7,Category 6,O1,N1,P0,T2,EMF27-Base-Conv,Baseline
IMAGE 2.4,EMF27-Base-EERE,Forcing (MAGICC6),6.2946113335483,Category 6,Category 6,Category 5 - 6,O1,N1,P0,T3,EMF27-Base-EERE,Baseline
IMAGE 2.4,EMF27-Base-FullTech,Forcing (MAGICC6),7.2680500605461,Category 7,Category 7,Category 6,O1,N1,P0,T0,EMF27-Base-FullTech,Baseline
IMAGE 2.4,EMF27-Base-LimBio,Forcing (MAGICC6),7.4033563368303,Category 7,Category 7,Category 6,O1,N1,P0,T2,EMF27-Base-LimBio,Baseline
IMAGE 2.4,EMF27-Base-LimSW,Forcing (MAGICC6),7.3720150012488,Category 7,Category 7,Category 6,O1,N1,P0,T2,EMF27-Base-LimSW,Baseline
IMAGE 2.4,EMF27-Base-LimTech,Forcing (MAGICC6),7.6271038042041,Category 7,Category 7,Category 6,O1,N1,P0,T3,EMF27-Base-LimTech,Baseline
IMAGE 2.4,EMF27-Base-LowEI,Forcing (MAGICC6),6.2428881979616,Category 6,Category 6,Category 4 - 6,O1,N1,P0,T0,EMF27-Base-LowEI,Baseline
IMAGE 2.4,EMF27-Base-NucOff,Forcing (MAGICC6),7.3557962669331,Category 7,Category 7,Category 6,O1,N1,P0,T2,EMF27-Base-NucOff,Baseline
IMAGE 2.4,LIMITS-Base,Forcing (MAGICC6),7.3132501224464,Category 7,Category 7,Category 6,O1,N1,P0,T0,LIMITS-Base,Baseline
IMAGE 2.4,POEM_baseline,Carbon Budget 2100,2009431.1444092,Category 4,Category 4,Category 6,N/A,N1,P0,T0,POEM_baseline,Baseline
IMAGE 2.4 EMF22,EMF22 Reference,Forcing Kyoto Gases (MAGICC6),6.9061863135843,Category 6,Category 6,Category 6,O1,N1,P0,T3,EMF22 Reference,Baseline
KEI-Linkages,AME Reference,Carbon Budget 2050,1890783.286296,Category 6,N/A,Category 6,N/A,N/A,P0,T1,AME Reference,Baseline
MARIA23_org,AME Reference,Carbon Budget 2100,4722584.7988251,Category 6,Category 6,Category 6,N/A,N1,P0,T1,AME Reference,Baseline
MERGE-ETL_2011,AMPERE2-Base-Conv-OPT,Forcing (MAGICC6),9.2830920796531,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-Conv-OPT,Baseline
MERGE-ETL_2011,AMPERE2-Base-EERE-OPT,Forcing (MAGICC6),7.455808319892,Category 7,Category 7,Category 7,O1,N1,P0,T3,AMPERE2-Base-EERE-OPT,Baseline
MERGE-ETL_2011,AMPERE2-Base-FullTech-OPT,Forcing (MAGICC6),8.8484194438036,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE2-Base-FullTech-OPT,Baseline
MERGE-ETL_2011,AMPERE2-Base-LimBio-OPT,Forcing (MAGICC6),8.8490161167964,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimBio-OPT,Baseline
MERGE-ETL_2011,AMPERE2-Base-LimSW-OPT,Forcing (MAGICC6),9.2805515286271,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimSW-OPT,Baseline
MERGE-ETL_2011,AMPERE2-Base-LowEI-OPT,Forcing (MAGICC6),7.2895630131062,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE2-Base-LowEI-OPT,Baseline
MERGE-ETL_2011,AMPERE2-Base-NucOff-OPT,Forcing (MAGICC6),8.9924475799686,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-NucOff-OPT,Baseline
MERGE-ETL_2011,AMPERE3-Base,Forcing (MAGICC6),8.84657677411,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Baseline
MERGE_AME,AME Reference,Forcing (MAGICC6),7.1648249800183,Category 7,Category 7,Category 6,O1,N1,P0,T1,AME Reference,Baseline
MERGE_EMF22,EMF22 Reference,Forcing Kyoto Gases (MAGICC6),8.0774865499022,Category 7,Category 7,Category 6,O1,N1,P0,T1,EMF22 Reference,Baseline
MERGE_EMF22,EMF22 Reference Pessimistic Growth,Forcing Kyoto Gases (MAGICC6),7.0573204562269,Category 7,Category 6,Category 5 - 6,O1,N1,P0,T1,EMF22 Reference Pessimistic Growth,Baseline
MERGE_EMF27,EMF27-Base-Conv,Forcing (MAGICC6),7.4257627304906,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-Conv,Baseline
MERGE_EMF27,EMF27-Base-EERE,Forcing (MAGICC6),6.4486156089476,Category 6,Category 7,Category 7,O1,N1,P0,T3,EMF27-Base-EERE,Baseline
MERGE_EMF27,EMF27-Base-FullTech,Forcing (MAGICC6),7.4422514820172,Category 7,Category 7,Category 7,O1,N1,P0,T0,EMF27-Base-FullTech,Baseline
MERGE_EMF27,EMF27-Base-LimBio,Forcing (MAGICC6),7.4453949374546,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimBio,Baseline
MERGE_EMF27,EMF27-Base-LimSW,Forcing (MAGICC6),7.4211159047414,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimSW,Baseline
MERGE_EMF27,EMF27-Base-LimTech,Forcing (MAGICC6),7.4381756781682,Category 7,Category 7,Category 7,O1,N1,P0,T3,EMF27-Base-LimTech,Baseline
MERGE_EMF27,EMF27-Base-LowEI,Forcing (MAGICC6),6.4204309122479,Category 6,Category 7,Category 7,O1,N1,P0,T0,EMF27-Base-LowEI,Baseline
MERGE_EMF27,EMF27-Base-NucOff,Forcing (MAGICC6),7.4618931136645,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-NucOff,Baseline
MESSAGE V.1,EMF22 Reference,Forcing Kyoto Gases (MAGICC6),5.9594459556244,Category 6,Category 6,Category 6,O1,N1,P0,T0,EMF22 Reference,Baseline
MESSAGE V.2,RCP 8.5,Forcing (MAGICC6),8.681735747323,Category 7,Category 7,Category 7,O1,N1,P0,T0,RCP 8.5,Baseline
MESSAGE V.3,AME Reference,Forcing (MAGICC6),7.3839039206712,Category 7,Category 7,Category 7,O1,N1,P0,T0,AME Reference,Baseline
MESSAGE V.3,GEA Counterfactual,Forcing (MAGICC6),8.1623446105423,Category 7,Category 7,Category 7,O1,N1,P0,T0,GEA Counterfactual,Baseline
MESSAGE V.4,AMPERE2-Base-Conv-OPT,Forcing (MAGICC6),7.8928224229186,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-Conv-OPT,Baseline
MESSAGE V.4,AMPERE2-Base-EERE-OPT,Forcing (MAGICC6),6.0692568702206,Category 6,Category 6,Category 6,O1,N1,P0,T3,AMPERE2-Base-EERE-OPT,Baseline
MESSAGE V.4,AMPERE2-Base-FullTech-OPT,Forcing (MAGICC6),7.5165069681167,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE2-Base-FullTech-OPT,Baseline
MESSAGE V.4,AMPERE2-Base-LimBio-OPT,Forcing (MAGICC6),7.6458740253636,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimBio-OPT,Baseline
MESSAGE V.4,AMPERE2-Base-LimSW-OPT,Forcing (MAGICC6),7.7748501532229,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-LimSW-OPT,Baseline
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,Forcing (MAGICC6),6.0702647883286,Category 6,Category 6,Category 6,O1,N1,P0,T0,AMPERE2-Base-LowEI-OPT,Baseline
MESSAGE V.4,AMPERE2-Base-NucOff-OPT,Forcing (MAGICC6),7.5114699899636,Category 7,Category 7,Category 7,O1,N1,P0,T2,AMPERE2-Base-NucOff-OPT,Baseline
MESSAGE V.4,AMPERE3-Base,Forcing (MAGICC6),7.5165069681167,Category 7,Category 7,Category 7,O1,N1,P0,T0,AMPERE3-Base,Baseline
MESSAGE V.4,EMF27-Base-Conv,Forcing (MAGICC6),7.6707650257375,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-Conv,Baseline
MESSAGE V.4,EMF27-Base-EERE,Forcing (MAGICC6),6.114767923733,Category 6,Category 6,Category 5 - 6,O1,N1,P0,T3,EMF27-Base-EERE,Baseline
MESSAGE V.4,EMF27-Base-FullTech,Forcing (MAGICC6),7.3150423581526,Category 7,Category 7,Category 7,O1,N1,P0,T0,EMF27-Base-FullTech,Baseline
MESSAGE V.4,EMF27-Base-LimBio,Forcing (MAGICC6),7.4138353343064,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimBio,Baseline
MESSAGE V.4,EMF27-Base-LimSW,Forcing (MAGICC6),7.6219440902081,Category 7,Category 7,Category 7,O1,N1,P0,T2,EMF27-Base-LimSW,Baseline
MESSAGE V.4,EMF27-Base-LimTech,Forcing (MAGICC6),7.6700155603227,Category 7,Category 7,Category 7,O1,N1,P0,T3,EMF27-Base-LimTech,Baseline
MESSAGE V.4,EMF27-Base-LowEI,Forcing (MAGICC6),6.1142256455608,Category 6,Category 6,Category 4 - 6,O1,N1,P0,T0,EMF27-Base-LowEI,Baseline
