MODEL,SCENARIO,REGION,variable,criterion,errortolerance,error
IEEJ ver.2011,Advanced Technology Scenario,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.0407508438657283
IMACLIM v1.1,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.08557210896641027
IMAGE 2.4,EMF27-550-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.09373604654193296
IMAGE 2.4,EMF27-FP-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.023516819251058693
iPETS_1.2.0,AME CO2 price $10 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.02008853263015969
KEI-Linkages,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.08436221987465248
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.013430423769513141
MESSAGE V.3,GEA Mix_450_conv.transp_limir,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.07921357032381787
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.021503405793367677
MESSAGE V.4,AMPERE2-550-EERE-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.06752903960691564
MESSAGE V.4,EMF27-450-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.051035691934505134
Phoenix 2012.4,EMF27-450-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.08477797006323956
POLES EMF27,EMF27-550-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.06114613633630467
POLES EMF27,EMF27-550-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,2.1373431935583793e-4
POLES EMF27,EMF27-550-LimBio,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.06171195442722438
POLES EMF27,EMF27-550-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.03505919408514463
POLES-AME,AME CO2 price $50 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.09386037187375801
REMIND 1.3,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.061928545760238596
REMIND 1.3,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.07043323938331464
REMIND 1.4,ROSE 550 HI Pop,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.02594567657249253
REMIND 1.4,ROSE 550 SL Gr,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.043533614129175835
REMIND 1.5,AMPERE3-450P-CE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.08429746168574664
TIAM-ECN,LIMITS-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.01646909880334829
TIAM-ECN,LIMITS-RefPol-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.03898825709737591
TIAM-ECN,LIMITS-RefPol2030-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.00701629666117026
TIAM-WORLD 2012.2,EMF27-450-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.017809668851464455
TIAM-WORLD 2012.2,EMF27-550-LimTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.042613438966528416
TIAM-WORLD 2012.2,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.04686221633474813
TIAM-WORLD 2012.2,EMF27-550-NoCCS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.09886789126157874
WITCH_AME,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.041888884942292204
WorldScan2,AMPERE3-CF450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.07790568256446467
GCAM4,SSP5-19,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.09435607308728339
IMAGE,SSP1-34,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.1,0.09495126847763818
AIM-Enduse 12.1,EMF27-550-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.12987726489150314
AIM-Enduse 12.1,EMF27-FP-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.16688776797600885
AIM-Enduse[Backcast] 1.0,LIMITS-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.04796061408037727
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol2030-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.003432650669140172
BET 1.5,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.023990841910873143
BET 1.5,EMF27-550-NucOff,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.14622645980570664
DNE21 V.11,AME 2.6 W/m2 OS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.10968921214773725
DNE21 V.12,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.029813187081721367
DNE21 V.12,AMPERE3-550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.18513045507959786
DNE21 V.12,AMPERE3-CF550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.12002533390246645
EC-IAM 2012,EMF27-FP-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.04068562360717126
FARM_3.0,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1576254799366888
GCAM 3.0,AMPERE2-450-LimBio-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.03398986542817167
GCAM 3.0,EMF27-450-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.06926748830291257
GCAM 3.0,EMF27-450-LimBio,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.09833261981555824
GCAM 3.0,EMF27-550-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.11214129490500663
GCAM 3.0,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.19700176930674101
GCAM 3.0,ROSE 550 DEF,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.16870957127298974
GCAM 3.0,ROSE 550 FS Gr,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.050165608205128887
GCAM 3.0,ROSE 550 HI Coal,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.15532604799747335
GCAM 3.0,ROSE 550 HI Fos,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.17794855599918175
GCAM 3.0,ROSE 550 HI Gas,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1662404888164632
GCAM 3.0,ROSE 550 LO Oil,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1521571576027531
GCAM 3.1,LIMITS-RefPol-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.014099013571147793
GCAM 3.1,LIMITS-RefPol-450-EE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.014099013571147793
GCAM 3.1,LIMITS-RefPol-450-PC,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.014099013571147793
GCAM 3.1,LIMITS-StrPol-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.172967622388766
GEM-E3-ICCS,AMPERE3-450P-CE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.025854061475978966
GEM-E3-ICCS,AMPERE3-450P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.007142515572676258
GEM-E3-ICCS,AMPERE3-CF450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.18516415312605777
GRAPE_ver1998,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.04255324596245719
GRAPE_ver1998,AME CO2 price $50 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.025609247627251194
IEEJ ver.2011,Advanced Technology Scenario,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.0407508438657283
IMACLIM v1.1,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.08557210896641027
IMACLIM v1.1,EMF27-G8-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.18651355176892376
IMAGE 2.4,AMPERE2-550-FullTech-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1422887625514518
IMAGE 2.4,AMPERE3-450P-CE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.13096162623044644
IMAGE 2.4,AMPERE3-450P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.11861869862696378
IMAGE 2.4,AMPERE3-550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.15642334120732732
IMAGE 2.4,AMPERE3-CF550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1422887625514518
IMAGE 2.4,EMF27-550-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.09373604654193296
IMAGE 2.4,EMF27-550-LimBio,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.12482624287251393
IMAGE 2.4,EMF27-FP-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.023516819251058693
IMAGE 2.4,EMF27-FP-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.18613335395363412
IMAGE 2.4,LIMITS-RefPol2030-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1463014742610797
iPETS_1.2.0,AME CO2 price $10 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.02008853263015969
KEI-Linkages,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.08436221987465248
MARIA23_org,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1530933764897197
MERGE_AME,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1286559437815365
MERGE_AME,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1088256548596183
MERGE_AME,AME CO2 price $50 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1163639616982321
MERGE-ETL_2011,AMPERE2-450-FullTech-LST,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.16043223931638212
MERGE-ETL_2011,AMPERE2-450-LimBio-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.11487154909437242
MERGE-ETL_2011,AMPERE2-450-LowEI-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1345288739147305
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.013430423769513141
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.16974868051551956
MESSAGE V.3,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.14300951739486917
MESSAGE V.3,GEA Mix_450_conv.transp_limir,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.07921357032381787
MESSAGE V.3,GEA Supply_450_adv.transp_nonuc,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.10964105283951592
MESSAGE V.3,GEA Supply_450_conv.transp_nonuc,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.19306560262981895
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.021503405793367677
MESSAGE V.4,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.16380478933080428
MESSAGE V.4,AMPERE2-550-EERE-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.06752903960691564
MESSAGE V.4,AMPERE3-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.19367120657589448
MESSAGE V.4,EMF27-450-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.051035691934505134
MESSAGE V.4,EMF27-550-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.10594818264439693
MESSAGE V.4,EMF27-550-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.11791139555582592
MESSAGE V.4,LIMITS-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.19311366156666682
Phoenix 2012.4,EMF27-450-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1103921406110226
Phoenix 2012.4,EMF27-450-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.08477797006323956
Phoenix 2012.4,EMF27-450-NoCCS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.11657823510158478
Phoenix 2012.4,EMF27-550-LimTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1343504644598708
POLES AMPERE,AMPERE2-550-LowEI-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.13737232990472864
POLES EMF27,EMF27-550-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.06114613633630467
POLES EMF27,EMF27-550-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,2.1373431935583793e-4
POLES EMF27,EMF27-550-LimBio,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.06171195442722438
POLES EMF27,EMF27-550-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.03505919408514463
POLES EMF27,EMF27-550-NucOff,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1732031673477879
POLES-AME,AME CO2 price $50 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.09386037187375801
REMIND 1.3,AME 2.6 W/m2 OS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.19669505878103183
REMIND 1.3,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.061928545760238596
REMIND 1.3,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.07043323938331464
REMIND 1.4,ROSE 550 DEF,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1486962954836118
REMIND 1.4,ROSE 550 FS Gr SL Con,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.10255122968457703
REMIND 1.4,ROSE 550 HI Fos,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1681946198987399
REMIND 1.4,ROSE 550 HI Pop,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.02594567657249253
REMIND 1.4,ROSE 550 SL Gr,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.043533614129175835
REMIND 1.5,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.18041836058615263
REMIND 1.5,AMPERE2-550-Conv-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.11635474742785751
REMIND 1.5,AMPERE2-550-LimBio-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.14802328239836787
REMIND 1.5,AMPERE2-550-LowEI-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.16951115872139316
REMIND 1.5,AMPERE3-450P-CE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.08429746168574664
REMIND 1.5,AMPERE3-450P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.16402523613427694
REMIND 1.5,AMPERE3-CF450P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.10658934038406169
TIAM-ECN,LIMITS-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.01646909880334829
TIAM-ECN,LIMITS-RefPol-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.03898825709737591
TIAM-ECN,LIMITS-RefPol2030-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.00701629666117026
TIAM-WORLD 2012.2,EMF27-450-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1053368751490142
TIAM-WORLD 2012.2,EMF27-450-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1673503122279813
TIAM-WORLD 2012.2,EMF27-450-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.017809668851464455
TIAM-WORLD 2012.2,EMF27-550-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.18208196518501313
TIAM-WORLD 2012.2,EMF27-550-LimTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.042613438966528416
TIAM-WORLD 2012.2,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.04686221633474813
TIAM-WORLD 2012.2,EMF27-550-NoCCS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.09886789126157874
TIAM-World_Mar2012,AME 2.6 W/m2 OS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.16642886922168482
TIAM-World_Mar2012,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.14231370210739785
WITCH_AME,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.041888884942292204
WITCH_EMF27,EMF27-550-NucOff,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.16395689362194882
WorldScan2,AMPERE3-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.10893954851344195
WorldScan2,AMPERE3-CF450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.07790568256446467
AIM/CGE,SSP3-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.15995551317273976
GCAM4,SSP5-19,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.09435607308728339
IMAGE,SSP1-34,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.09495126847763818
IMAGE,SSP3-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.11150188024948111
MESSAGE-GLOBIOM,SSP2-34,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.14041087696696036
WITCH-GLOBIOM,SSP1-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.17255326469925497
WITCH-GLOBIOM,SSP3-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.15937215352162698
WITCH-GLOBIOM,SSP4-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.2,0.1867566023229566
AIM-Enduse 12.1,EMF27-550-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.12987726489150314
AIM-Enduse 12.1,EMF27-FP-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.16688776797600885
AIM-Enduse[Backcast] 1.0,LIMITS-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.04796061408037727
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.27891817121373724
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol2030-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.003432650669140172
BET 1.5,EMF27-550-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.21279810885251058
BET 1.5,EMF27-550-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.207719361585726
BET 1.5,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.023990841910873143
BET 1.5,EMF27-550-NucOff,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.14622645980570664
DNE21 V.11,AME 2.6 W/m2 OS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.10968921214773725
DNE21 V.12,AMPERE2-450-FullTech-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2704469026823892
DNE21 V.12,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.029813187081721367
DNE21 V.12,AMPERE3-550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.18513045507959786
DNE21 V.12,AMPERE3-CF550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.12002533390246645
EC-IAM 2012,EMF27-550-NucOff,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2505611971806216
EC-IAM 2012,EMF27-FP-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.04068562360717126
FARM_3.0,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1576254799366888
GCAM 2.0,AME 2.6 W/m2 OS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.23983950428382364
GCAM 3.0,AMPERE2-450-Conv-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.24197066821378838
GCAM 3.0,AMPERE2-450-LimBio-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.03398986542817167
GCAM 3.0,EMF27-450-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.06926748830291257
GCAM 3.0,EMF27-450-LimBio,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.09833261981555824
GCAM 3.0,EMF27-550-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.11214129490500663
GCAM 3.0,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.19700176930674101
GCAM 3.0,EMF27-550-NoCCS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.27588645191974076
GCAM 3.0,ROSE 450 FS Gr,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.24984965933561315
GCAM 3.0,ROSE 550 DEF,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.16870957127298974
GCAM 3.0,ROSE 550 FS Gr,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.050165608205128887
GCAM 3.0,ROSE 550 HI Coal,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.15532604799747335
GCAM 3.0,ROSE 550 HI Fos,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.17794855599918175
GCAM 3.0,ROSE 550 HI Gas,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1662404888164632
GCAM 3.0,ROSE 550 LO Fos,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2507783003682446
GCAM 3.0,ROSE 550 LO Oil,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1521571576027531
GCAM 3.0,ROSE 550 SL Gr,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2807618675703411
GCAM 3.1,LIMITS-RefPol-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.014099013571147793
GCAM 3.1,LIMITS-RefPol-450-EE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.014099013571147793
GCAM 3.1,LIMITS-RefPol-450-PC,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.014099013571147793
GCAM 3.1,LIMITS-StrPol-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.172967622388766
GEM-E3-ICCS,AMPERE3-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.20523074819602966
GEM-E3-ICCS,AMPERE3-450P-CE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.025854061475978966
GEM-E3-ICCS,AMPERE3-450P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.007142515572676258
GEM-E3-ICCS,AMPERE3-CF450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.18516415312605777
GRAPE ver2011,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.26045061078295345
GRAPE_ver1998,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.04255324596245719
GRAPE_ver1998,AME CO2 price $50 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.025609247627251194
IEEJ ver.2011,Advanced Technology Scenario,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.0407508438657283
IMACLIM v1.1,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.08557210896641027
IMACLIM v1.1,EMF27-G8-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.18651355176892376
IMAGE 2.4,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2134025517684785
IMAGE 2.4,AME CO2 price $10 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.20084539892661174
IMAGE 2.4,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.28754431799669805
IMAGE 2.4,AMPERE2-550-FullTech-HST,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.21520790572507828
IMAGE 2.4,AMPERE2-550-FullTech-LST,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.21561763231947298
IMAGE 2.4,AMPERE2-550-FullTech-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1422887625514518
IMAGE 2.4,AMPERE3-450P-CE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.13096162623044644
