MODEL,SCENARIO,REGION,variable,filter,growtherror,ieadivergencestps2020,2005-2040 divergence from IEA STPS
MERGE_EMF27,EMF27-FP-EERE,World,energyintensity,0.3%/y tolerance 2005-2040,-0.6251877095363918,0.12420050385417625,-0.19696587331321008
MERGE_EMF27,EMF27-FP-EERE,World,fossilco2,0.3%/y tolerance 2005-2040,-0.18703428593601568,0.4553482969658357,0.1800414757221851
MERGE_EMF27,EMF27-FP-EERE,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5923636445449416,0.1508894993219264,0.34009270441750433
MERGE_EMF27,EMF27-FP-EERE,World,pop,0.3%/y tolerance 2005-2040,-0.08615374993354097,-0.101797627484424,-0.09509310853404555
MERGE-ETL_2011,AMPERE2-450-FullTech-HST,World,co2intensity,0.3%/y tolerance 2005-2040,0.09041948528008259,-0.2474868459934555,-0.1026698468762249
MERGE-ETL_2011,AMPERE2-450-FullTech-HST,World,energyintensity,0.3%/y tolerance 2005-2040,-0.18982251212194456,-0.2387008745384075,-0.2177530049313519
MERGE-ETL_2011,AMPERE2-450-FullTech-HST,World,fossilco2,0.3%/y tolerance 2005-2040,0.42190762850291397,-0.6026737108014741,-0.16356742252816495
MERGE-ETL_2011,AMPERE2-450-FullTech-HST,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6773361499977075,-0.015829099449791495,0.2812417217419938
MERGE-ETL_2011,AMPERE2-450-FullTech-HST,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE2-450-FullTech-LST,World,co2intensity,0.3%/y tolerance 2005-2040,-0.11598122864424054,-0.14771426300869922,-0.13411439113821694
MERGE-ETL_2011,AMPERE2-450-FullTech-LST,World,energyintensity,0.3%/y tolerance 2005-2040,-0.45270944648277944,-0.004333638066348011,-0.19649469881624718
MERGE-ETL_2011,AMPERE2-450-FullTech-LST,World,fossilco2,0.3%/y tolerance 2005-2040,-0.05863271290338967,-0.16043223931638212,-0.11680387085367105
MERGE-ETL_2011,AMPERE2-450-FullTech-LST,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6660834568765619,0.09227255257848477,0.33819151156337496
MERGE-ETL_2011,AMPERE2-450-FullTech-LST,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE2-450-FullTech-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,-0.36878851628233467,0.21978531426369746,-0.03246061311317344
MERGE-ETL_2011,AMPERE2-450-FullTech-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-0.8955551972110984,0.09747070746997899,-0.3281118231076256
MERGE-ETL_2011,AMPERE2-450-FullTech-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.793724978069165,0.3547679528269148,-0.13744330327140508
MERGE-ETL_2011,AMPERE2-450-FullTech-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6266442300771997,0.13816882191305802,0.3475154254119759
MERGE-ETL_2011,AMPERE2-450-FullTech-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE2-450-LimSW-HST,World,co2intensity,0.3%/y tolerance 2005-2040,0.11767559616334755,-0.12072672899213666,-0.018554303925500573
MERGE-ETL_2011,AMPERE2-450-LimSW-HST,World,energyintensity,0.3%/y tolerance 2005-2040,-0.19984171617835234,-0.3761126914842724,-0.3005679877817352
MERGE-ETL_2011,AMPERE2-450-LimSW-HST,World,fossilco2,0.3%/y tolerance 2005-2040,0.4380678553548465,-0.6951457870671158,-0.20948279745770337
MERGE-ETL_2011,AMPERE2-450-LimSW-HST,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6762594700227829,-0.09764947577088712,0.23402578671211427
MERGE-ETL_2011,AMPERE2-450-LimSW-HST,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE2-450-LowEI-HST,World,co2intensity,0.3%/y tolerance 2005-2040,0.13954909598747411,-0.008528434090534498,0.05493336451432634
MERGE-ETL_2011,AMPERE2-450-LowEI-HST,World,energyintensity,0.3%/y tolerance 2005-2040,-0.4408848803472616,-0.42190704417688873,-0.4300404025356199
MERGE-ETL_2011,AMPERE2-450-LowEI-HST,World,fossilco2,0.3%/y tolerance 2005-2040,0.24182156367250385,-0.4253567299156985,-0.13942317552075462
MERGE-ETL_2011,AMPERE2-450-LowEI-HST,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6991828426852229,0.10573563917154438,0.3600701549631209
MERGE-ETL_2011,AMPERE2-450-LowEI-HST,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE2-450-NucOff-LST,World,co2intensity,0.3%/y tolerance 2005-2040,0.16253818334170012,0.2160861078061181,0.19313699732136752
MERGE-ETL_2011,AMPERE2-450-NucOff-LST,World,energyintensity,0.3%/y tolerance 2005-2040,-0.4493262497710495,0.17725913873261434,-0.09127745634038445
MERGE-ETL_2011,AMPERE2-450-NucOff-LST,World,fossilco2,0.3%/y tolerance 2005-2040,0.19799249185724377,0.36490434149883005,0.2933706916524359
MERGE-ETL_2011,AMPERE2-450-NucOff-LST,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6408060529395248,0.07221598577991728,0.31589744313403473
MERGE-ETL_2011,AMPERE2-450-NucOff-LST,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,-0.19656060215192017,0.002471371973048527,-0.0828280455090809
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-0.8261125823857927,0.004437333203685334,-0.35151263062037663
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.5758746766125742,0.013430423769513141,-0.23912890496566713
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6028240025780702,0.10717860941259894,0.31959806362637233
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE2-550-Conv-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,-0.017602688902889962,0.5624109225566387,0.31383366050255496
MERGE-ETL_2011,AMPERE2-550-Conv-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-0.9524834335944468,-0.27061354811143434,-0.5628434990327253
MERGE-ETL_2011,AMPERE2-550-Conv-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.5054153881869332,0.3165499334394289,-0.03572091868615487
MERGE-ETL_2011,AMPERE2-550-Conv-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6206962289633351,0.12540944981404423,0.3376752123065974
MERGE-ETL_2011,AMPERE2-550-Conv-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE2-550-LimSW-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,-0.002236843441438152,0.3786334593851081,0.21540332960230255
MERGE-ETL_2011,AMPERE2-550-LimSW-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-0.8068523927297409,-0.08482699771903934,-0.39426645272362565
MERGE-ETL_2011,AMPERE2-550-LimSW-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.32819658444830746,0.3276820671684904,0.04659121647557704
MERGE-ETL_2011,AMPERE2-550-LimSW-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6369181463758031,0.1345324963222413,0.349840632059482
MERGE-ETL_2011,AMPERE2-550-LimSW-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,0.022196228736908852,0.5702523448721342,0.3353711522427519
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-0.6587331483132446,-0.5202781640557549,-0.5796160144518219
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.10184422716198394,0.16974868051551956,0.053351720082303766
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6907181870672834,0.22043139051896,0.4219828747539557
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE3-450,World,co2intensity,0.3%/y tolerance 2005-2040,-0.5361663224040364,0.323197712597526,-0.04510115954600072
MERGE-ETL_2011,AMPERE3-450,World,energyintensity,0.3%/y tolerance 2005-2040,-0.8348400009827168,0.03017306579974044,-0.3405468199641698
MERGE-ETL_2011,AMPERE3-450,World,fossilco2,0.3%/y tolerance 2005-2040,-0.9180202406950174,0.40413668631293637,-0.16250199669047238
MERGE-ETL_2011,AMPERE3-450,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6090115773446674,0.15142279873548958,0.3475322752822801
MERGE-ETL_2011,AMPERE3-450,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE3-450P-CE,World,co2intensity,0.3%/y tolerance 2005-2040,-0.008391992544056093,0.2656908091080978,0.1482267512571747
MERGE-ETL_2011,AMPERE3-450P-CE,World,energyintensity,0.3%/y tolerance 2005-2040,-0.2861722946536136,-0.05200239819304364,-0.1523609252475736
MERGE-ETL_2011,AMPERE3-450P-CE,World,fossilco2,0.3%/y tolerance 2005-2040,0.18338527649848824,0.28769420841116383,0.24299038044858856
MERGE-ETL_2011,AMPERE3-450P-CE,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6339750583490895,0.17466268831592935,0.3715108469015694
MERGE-ETL_2011,AMPERE3-450P-CE,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MERGE-ETL_2011,AMPERE3-CF450,World,co2intensity,0.3%/y tolerance 2005-2040,-0.36878851628233467,0.21978531426369746,-0.03246061311317344
MERGE-ETL_2011,AMPERE3-CF450,World,energyintensity,0.3%/y tolerance 2005-2040,-0.8955551972110984,0.09747070746997899,-0.3281118231076256
MERGE-ETL_2011,AMPERE3-CF450,World,fossilco2,0.3%/y tolerance 2005-2040,-0.793724978069165,0.3547679528269148,-0.13744330327140508
MERGE-ETL_2011,AMPERE3-CF450,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6266442300771997,0.13816882191305802,0.3475154254119759
MERGE-ETL_2011,AMPERE3-CF450,World,pop,0.3%/y tolerance 2005-2040,-0.15602549465293158,-0.10065689081981966,-0.1243862924625819
MESSAGE V.3,AME 3.7 W/m2 NTE,World,co2intensity,0.3%/y tolerance 2005-2040,-0.1793248066307771,-0.08388975166834128,-0.1247904895093852
MESSAGE V.3,AME 3.7 W/m2 NTE,World,energyintensity,0.3%/y tolerance 2005-2040,-0.24948651441877567,0.27491498724855046,0.050171486533982124
MESSAGE V.3,AME 3.7 W/m2 NTE,World,fossilco2,0.3%/y tolerance 2005-2040,-0.5044832418758372,0.14300951739486917,-0.13448737943543354
MESSAGE V.3,AME 3.7 W/m2 NTE,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.027482364978795415,0.11103442245495387,0.07522639782231454
MESSAGE V.3,AME 3.7 W/m2 NTE,World,pop,0.3%/y tolerance 2005-2040,-0.10315428580507979,-0.15905014064029388,-0.13509477428234498
MESSAGE V.3,AME CO2 price $10 (5% p.a.),World,co2intensity,0.3%/y tolerance 2005-2040,-0.16616101594154098,0.165799126707039,0.023530494143361877
MESSAGE V.3,AME CO2 price $10 (5% p.a.),World,energyintensity,0.3%/y tolerance 2005-2040,-0.2129834581825949,0.3904989080932123,0.13186360826072352
MESSAGE V.3,AME CO2 price $10 (5% p.a.),World,fossilco2,0.3%/y tolerance 2005-2040,-0.45190578110515456,0.5190308442397222,0.10291514766334645
MESSAGE V.3,AME CO2 price $10 (5% p.a.),World,pcgdpmer,0.3%/y tolerance 2005-2040,0.030392978824061112,0.1217829500797648,0.08261581954160607
MESSAGE V.3,AME CO2 price $10 (5% p.a.),World,pop,0.3%/y tolerance 2005-2040,-0.10315428580507979,-0.15905014064029388,-0.13509477428234498
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,co2intensity,0.3%/y tolerance 2005-2040,-0.14329626698056153,-0.17795898366405388,-0.16310353365684285
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,energyintensity,0.3%/y tolerance 2005-2040,-0.8953655726881524,0.20458838472043805,-0.26682045416895783
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,fossilco2,0.3%/y tolerance 2005-2040,-0.5726576012898743,0.021503405793367677,-0.23313702581373602
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5708609901540149,0.09353472803579976,0.2981031260864634
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,-0.29449902296366137,-0.18542309228676174,-0.23216991971971873
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-1.03475429478291,0.4147949288080125,-0.2064404527309543
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.8625458536387055,0.23352473624503373,-0.23621980227656877
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5715642158830412,0.10281362302259922,0.3037067342485029
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,-0.013051098865396238,0.2518751639478799,0.1383353370279044
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-0.844100580524598,0.36159723350270767,-0.15513040108042336
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.3788744787285274,0.6342183730305988,0.20003572227668753
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5831339524366421,0.11940669887882749,0.3181469504036052
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-550-FullTech-HST,World,co2intensity,0.3%/y tolerance 2005-2040,0.08754766819939075,0.1205367253685351,0.10639855801033038
MESSAGE V.4,AMPERE2-550-FullTech-HST,World,energyintensity,0.3%/y tolerance 2005-2040,-0.6495872552950537,0.35534245947686316,-0.0753417039968155
MESSAGE V.4,AMPERE2-550-FullTech-HST,World,fossilco2,0.3%/y tolerance 2005-2040,-0.07444273952758418,0.5139351518215134,0.26177319838618585
MESSAGE V.4,AMPERE2-550-FullTech-HST,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.592453599343254,0.13671669027493139,0.33203250844706966
MESSAGE V.4,AMPERE2-550-FullTech-HST,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,co2intensity,0.3%/y tolerance 2005-2040,-0.12747677109711786,0.13511351808716976,0.02257482272247506
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,energyintensity,0.3%/y tolerance 2005-2040,-0.886539732796719,0.4927444401387274,-0.0983773482621782
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,fossilco2,0.3%/y tolerance 2005-2040,-0.5310186357624296,0.6708177695906963,0.15574502443935662
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5878546199065826,0.14162053466361535,0.33286371405345844
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-550-FullTech-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,0.06430308966774168,0.10063602914178171,0.08506476936719312
MESSAGE V.4,AMPERE2-550-FullTech-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-0.6670837889844679,0.3719125314408115,-0.07337160588430822
MESSAGE V.4,AMPERE2-550-FullTech-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.11555711592807039,0.5116680680948631,0.2428572749421773
MESSAGE V.4,AMPERE2-550-FullTech-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5920803351638311,0.13778023081108615,0.3324802755336911
MESSAGE V.4,AMPERE2-550-FullTech-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,0.019487245604639547,0.03708304523115985,0.02954198824836543
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-0.7784848278372631,0.2185337840757332,-0.20875990674412234
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.27814091541098507,0.28601584423875775,0.044234375817439414
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5857134185968138,0.12905973823068095,0.32476845838759505
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,0.13167357753763342,0.5371618544439627,0.3633811643412501
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-1.3922364631993602,-0.1890060196476292,-0.7046762097412281
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.7662599487043577,0.39864704965481385,-0.1005988067848311
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5991596887325445,0.14915193815729666,0.34201240268954575
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-550-NucOff-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,0.05585765709514989,0.09409934377083362,0.07771004948125487
MESSAGE V.4,AMPERE2-550-NucOff-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-0.6772765764302506,0.38334315556710774,-0.07120815814604586
MESSAGE V.4,AMPERE2-550-NucOff-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.13439563265872145,0.5159848797626692,0.23725037443921604
MESSAGE V.4,AMPERE2-550-NucOff-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5918800384515546,0.13720310372354405,0.33206464717840567
MESSAGE V.4,AMPERE2-550-NucOff-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,0.18044164001953944,0.7994222828126485,0.5341448644727446
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-1.3216638186560705,0.02141179358510137,-0.5541920402325438
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.6444277878368522,0.875756148349735,0.2242487471269119
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6016511425748541,0.15358279525080143,0.3456120869611097
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,co2intensity,0.3%/y tolerance 2005-2040,0.17895771686747286,0.8049531340606274,0.5366693838349897
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,energyintensity,0.3%/y tolerance 2005-2040,-1.337985982400705,0.03899618062377741,-0.5511390321010008
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,fossilco2,0.3%/y tolerance 2005-2040,-0.6624884331474621,0.8993421796900696,0.22998620275969883
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.6013965841609452,0.15405358830448102,0.3457720151001085
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE3-450P-EU,World,co2intensity,0.3%/y tolerance 2005-2040,-0.02915929531297068,0.05662219569149912,0.019858699546726345
MESSAGE V.4,AMPERE3-450P-EU,World,energyintensity,0.3%/y tolerance 2005-2040,-0.6670800545082074,0.1715463824516964,-0.18786494767397666
MESSAGE V.4,AMPERE3-450P-EU,World,fossilco2,0.3%/y tolerance 2005-2040,-0.21312305232730067,0.2576246305072976,0.055875623578184055
MESSAGE V.4,AMPERE3-450P-EU,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5879730492690527,0.12811677566291835,0.32519803577983303
MESSAGE V.4,AMPERE3-450P-EU,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE3-550,World,co2intensity,0.3%/y tolerance 2005-2040,-0.15075930630710088,0.176434295827551,0.0362084663412716
MESSAGE V.4,AMPERE3-550,World,energyintensity,0.3%/y tolerance 2005-2040,-0.8031519318394322,0.43157900235474866,-0.09759139801418601
MESSAGE V.4,AMPERE3-550,World,fossilco2,0.3%/y tolerance 2005-2040,-0.4752329242132951,0.659128323334272,0.17297350295674319
MESSAGE V.4,AMPERE3-550,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5835350657084133,0.14977574845078856,0.3356725987040563
MESSAGE V.4,AMPERE3-550,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,AMPERE3-CF550,World,co2intensity,0.3%/y tolerance 2005-2040,0.06430308966774168,0.10063602914178171,0.08506476936719312
MESSAGE V.4,AMPERE3-CF550,World,energyintensity,0.3%/y tolerance 2005-2040,-0.6670837889844679,0.3719125314408115,-0.07337160588430822
MESSAGE V.4,AMPERE3-CF550,World,fossilco2,0.3%/y tolerance 2005-2040,-0.11555711592807039,0.5116680680948631,0.2428572749421773
MESSAGE V.4,AMPERE3-CF550,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.5920803351638311,0.13778023081108615,0.3324802755336911
MESSAGE V.4,AMPERE3-CF550,World,pop,0.3%/y tolerance 2005-2040,-0.10485675177517528,-0.09866072329881626,-0.1013161640743987
MESSAGE V.4,EMF27-Base-EERE,World,co2intensity,0.3%/y tolerance 2005-2040,0.2066417946777842,0.863382529775979,0.5819222147338955
MESSAGE V.4,EMF27-Base-EERE,World,energyintensity,0.3%/y tolerance 2005-2040,-0.9433829425637177,0.00920527264798221,-0.39904681958560345
MESSAGE V.4,EMF27-Base-EERE,World,fossilco2,0.3%/y tolerance 2005-2040,-0.8473727451199439,0.7928903481930066,0.08992045105888502
MESSAGE V.4,EMF27-Base-EERE,World,pcgdpmer,0.3%/y tolerance 2005-2040,-0.0074773114289306,0.07935268640933935,0.04213983019293794
MESSAGE V.4,EMF27-Base-EERE,World,pop,0.3%/y tolerance 2005-2040,-0.10315428580507979,-0.15905014064029388,-0.13509477428234498
MESSAGE V.4,EMF27-Base-LowEI,World,co2intensity,0.3%/y tolerance 2005-2040,0.20691996890432351,0.8630525749199147,0.5818528866275184
MESSAGE V.4,EMF27-Base-LowEI,World,energyintensity,0.3%/y tolerance 2005-2040,-0.9443091120664207,0.009798420478287828,-0.3991048077551586
MESSAGE V.4,EMF27-Base-LowEI,World,fossilco2,0.3%/y tolerance 2005-2040,-0.8481011205136855,0.7933239827708966,0.08985608136321854
MESSAGE V.4,EMF27-Base-LowEI,World,pcgdpmer,0.3%/y tolerance 2005-2040,-0.007557691546508538,0.07952312801298789,0.0422027767732037
MESSAGE V.4,EMF27-Base-LowEI,World,pop,0.3%/y tolerance 2005-2040,-0.10315428580507979,-0.15905014064029388,-0.13509477428234498
MESSAGE V.4,LIMITS-StrPol,World,co2intensity,0.3%/y tolerance 2005-2040,-0.2294179144257581,0.5549815773566401,0.21881036659275516
MESSAGE V.4,LIMITS-StrPol,World,energyintensity,0.3%/y tolerance 2005-2040,-0.42240251025499553,0.633103429383887,0.180743740967223
MESSAGE V.4,LIMITS-StrPol,World,fossilco2,0.3%/y tolerance 2005-2040,-0.798226345221075,1.118552497038127,0.29707585035561185
MESSAGE V.4,LIMITS-StrPol,World,pcgdpmer,0.3%/y tolerance 2005-2040,-0.04325163473524163,0.08951763093789389,0.03261651707797866
MESSAGE V.4,LIMITS-StrPol,World,pop,0.3%/y tolerance 2005-2040,-0.10315428580507979,-0.15905014064029388,-0.13509477428234498
Phoenix 2012.4,AME CO2 price $10 (5% p.a.),World,co2intensity,0.3%/y tolerance 2005-2040,NA,NA,NA
Phoenix 2012.4,AME CO2 price $10 (5% p.a.),World,energyintensity,0.3%/y tolerance 2005-2040,NA,NA,NA
Phoenix 2012.4,AME CO2 price $10 (5% p.a.),World,fossilco2,0.3%/y tolerance 2005-2040,-1.2912828006048975,0.9288412599609257,-0.022640480281569952
Phoenix 2012.4,AME CO2 price $10 (5% p.a.),World,pcgdpmer,0.3%/y tolerance 2005-2040,0.034902385812430214,-0.11172174862473383,-0.04888283386594923
Phoenix 2012.4,AME CO2 price $10 (5% p.a.),World,pop,0.3%/y tolerance 2005-2040,-0.04287386066843091,-0.15711232076885573,-0.10815298072581651
Phoenix 2012.4,EMF27-Base-EERE,World,co2intensity,0.3%/y tolerance 2005-2040,0.11410877906442041,0.937209471498831,0.5844520318840837
Phoenix 2012.4,EMF27-Base-EERE,World,energyintensity,0.3%/y tolerance 2005-2040,-1.17821461671625,-0.10545138794198905,-0.5652070574166723
Phoenix 2012.4,EMF27-Base-EERE,World,fossilco2,0.3%/y tolerance 2005-2040,-0.8960775880563581,0.8432538116276173,0.09782606890591355
Phoenix 2012.4,EMF27-Base-EERE,World,pcgdpmer,0.3%/y tolerance 2005-2040,0.21090211026390238,0.168608048839631,0.18673407516431872
Phoenix 2012.4,EMF27-Base-EERE,World,pop,0.3%/y tolerance 2005-2040,-0.04287386066843091,-0.15711232076885573,-0.10815298072581651
Phoenix 2012.4,EMF27-Base-LowEI,World,co2intensity,0.3%/y tolerance 2005-2040,0.03891465319279108,0.8782585070343606,0.5185397125308308
