MODEL,SCENARIO,REGION,variable,filter,growtherror
GCAM 3.0,EMF27-550-FullTech,World,co2intensity,0.3%/y tolerance 2005-2020,-0.09451085129604153
GCAM 3.0,EMF27-550-FullTech,World,energyintensity,0.3%/y tolerance 2005-2020,0.16953292719944257
GCAM 3.0,EMF27-550-FullTech,World,fossilco2,0.3%/y tolerance 2005-2020,-0.20255265052697125
GCAM 3.0,EMF27-550-FullTech,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.0,EMF27-550-FullTech,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.0,EMF27-550-LimBio,World,co2intensity,0.3%/y tolerance 2005-2020,-0.09688344848415587
GCAM 3.0,EMF27-550-LimBio,World,energyintensity,0.3%/y tolerance 2005-2020,0.16689967528464233
GCAM 3.0,EMF27-550-LimBio,World,fossilco2,0.3%/y tolerance 2005-2020,-0.20755849962988582
GCAM 3.0,EMF27-550-LimBio,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.0,EMF27-550-LimBio,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.0,EMF27-550-LimSW,World,co2intensity,0.3%/y tolerance 2005-2020,-0.09241871887190878
GCAM 3.0,EMF27-550-LimSW,World,energyintensity,0.3%/y tolerance 2005-2020,0.18119953716565407
GCAM 3.0,EMF27-550-LimSW,World,fossilco2,0.3%/y tolerance 2005-2020,-0.188793908136627
GCAM 3.0,EMF27-550-LimSW,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.0,EMF27-550-LimSW,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.0,EMF27-550-NucOff,World,co2intensity,0.3%/y tolerance 2005-2020,-0.08220465795999665
GCAM 3.0,EMF27-550-NucOff,World,energyintensity,0.3%/y tolerance 2005-2020,0.15522907743504444
GCAM 3.0,EMF27-550-NucOff,World,fossilco2,0.3%/y tolerance 2005-2020,-0.2045503069553245
GCAM 3.0,EMF27-550-NucOff,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.0,EMF27-550-NucOff,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.0,EMF27-Base-EERE,World,co2intensity,0.3%/y tolerance 2005-2020,0.21749018634692674
GCAM 3.0,EMF27-Base-EERE,World,energyintensity,0.3%/y tolerance 2005-2020,0.05708749735258123
GCAM 3.0,EMF27-Base-EERE,World,fossilco2,0.3%/y tolerance 2005-2020,-0.002997042730864319
GCAM 3.0,EMF27-Base-EERE,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.0,EMF27-Base-EERE,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.0,EMF27-Base-LowEI,World,co2intensity,0.3%/y tolerance 2005-2020,0.18356041131377232
GCAM 3.0,EMF27-Base-LowEI,World,energyintensity,0.3%/y tolerance 2005-2020,0.027637008593090817
GCAM 3.0,EMF27-Base-LowEI,World,fossilco2,0.3%/y tolerance 2005-2020,-0.06637730652350915
GCAM 3.0,EMF27-Base-LowEI,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.0,EMF27-Base-LowEI,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.0,EMF27-FP-FullTech,World,co2intensity,0.3%/y tolerance 2005-2020,-0.017510162778362037
GCAM 3.0,EMF27-FP-FullTech,World,energyintensity,0.3%/y tolerance 2005-2020,0.3296638182702958
GCAM 3.0,EMF27-FP-FullTech,World,fossilco2,0.3%/y tolerance 2005-2020,0.03457892906156146
GCAM 3.0,EMF27-FP-FullTech,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.0,EMF27-FP-FullTech,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.0,EMF27-G8-FullTech,World,co2intensity,0.3%/y tolerance 2005-2020,-0.05109878642216814
GCAM 3.0,EMF27-G8-FullTech,World,energyintensity,0.3%/y tolerance 2005-2020,0.3008772855797568
GCAM 3.0,EMF27-G8-FullTech,World,fossilco2,0.3%/y tolerance 2005-2020,-0.027796227272783636
GCAM 3.0,EMF27-G8-FullTech,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.0,EMF27-G8-FullTech,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.0,ROSE BAU LO Fos,World,co2intensity,0.3%/y tolerance 2005-2020,0.06665103725699639
GCAM 3.0,ROSE BAU LO Fos,World,energyintensity,0.3%/y tolerance 2005-2020,-0.4104369045068379
GCAM 3.0,ROSE BAU LO Fos,World,fossilco2,0.3%/y tolerance 2005-2020,0.244644513966626
GCAM 3.0,ROSE BAU LO Fos,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6883900286214488
GCAM 3.0,ROSE BAU LO Fos,World,pop,0.3%/y tolerance 2005-2020,-0.09995964740498131
GCAM 3.0,ROSE WEAK-2020 DEF,World,co2intensity,0.3%/y tolerance 2005-2020,0.06719552733251821
GCAM 3.0,ROSE WEAK-2020 DEF,World,energyintensity,0.3%/y tolerance 2005-2020,-0.4959722850841879
GCAM 3.0,ROSE WEAK-2020 DEF,World,fossilco2,0.3%/y tolerance 2005-2020,0.15965362346479783
GCAM 3.0,ROSE WEAK-2020 DEF,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6883900286214488
GCAM 3.0,ROSE WEAK-2020 DEF,World,pop,0.3%/y tolerance 2005-2020,-0.09995964740498131
GCAM 3.0,ROSE WEAK-2030 DEF,World,co2intensity,0.3%/y tolerance 2005-2020,0.06719552733251821
GCAM 3.0,ROSE WEAK-2030 DEF,World,energyintensity,0.3%/y tolerance 2005-2020,-0.4959722850841879
GCAM 3.0,ROSE WEAK-2030 DEF,World,fossilco2,0.3%/y tolerance 2005-2020,0.15965362346479783
GCAM 3.0,ROSE WEAK-2030 DEF,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6883900286214488
GCAM 3.0,ROSE WEAK-2030 DEF,World,pop,0.3%/y tolerance 2005-2020,-0.09995964740498131
GCAM 3.0,ROSE WEAK-POL DEF,World,co2intensity,0.3%/y tolerance 2005-2020,0.06719552733251821
GCAM 3.0,ROSE WEAK-POL DEF,World,energyintensity,0.3%/y tolerance 2005-2020,-0.4959722850841879
GCAM 3.0,ROSE WEAK-POL DEF,World,fossilco2,0.3%/y tolerance 2005-2020,0.15965362346479783
GCAM 3.0,ROSE WEAK-POL DEF,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6883900286214488
GCAM 3.0,ROSE WEAK-POL DEF,World,pop,0.3%/y tolerance 2005-2020,-0.09995964740498131
GCAM 3.1,LIMITS-450,World,co2intensity,0.3%/y tolerance 2005-2020,-0.0961559731631243
GCAM 3.1,LIMITS-450,World,energyintensity,0.3%/y tolerance 2005-2020,0.16090985304131467
GCAM 3.1,LIMITS-450,World,fossilco2,0.3%/y tolerance 2005-2020,-0.21282084655218192
GCAM 3.1,LIMITS-450,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-450,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-500,World,co2intensity,0.3%/y tolerance 2005-2020,-0.026415298627974648
GCAM 3.1,LIMITS-500,World,energyintensity,0.3%/y tolerance 2005-2020,0.23467979922798698
GCAM 3.1,LIMITS-500,World,fossilco2,0.3%/y tolerance 2005-2020,-0.06931022583035995
GCAM 3.1,LIMITS-500,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-500,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-RefPol,World,co2intensity,0.3%/y tolerance 2005-2020,-0.04365327365459448
GCAM 3.1,LIMITS-RefPol,World,energyintensity,0.3%/y tolerance 2005-2020,0.5173736724034905
GCAM 3.1,LIMITS-RefPol,World,fossilco2,0.3%/y tolerance 2005-2020,0.19614567231852376
GCAM 3.1,LIMITS-RefPol,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-RefPol,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-RefPol-450,World,co2intensity,0.3%/y tolerance 2005-2020,-0.04365327365459448
GCAM 3.1,LIMITS-RefPol-450,World,energyintensity,0.3%/y tolerance 2005-2020,0.5173736724034905
GCAM 3.1,LIMITS-RefPol-450,World,fossilco2,0.3%/y tolerance 2005-2020,0.19614567231852376
GCAM 3.1,LIMITS-RefPol-450,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-RefPol-450,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-RefPol-450-EE,World,co2intensity,0.3%/y tolerance 2005-2020,-0.04365327365459448
GCAM 3.1,LIMITS-RefPol-450-EE,World,energyintensity,0.3%/y tolerance 2005-2020,0.5173736724034905
GCAM 3.1,LIMITS-RefPol-450-EE,World,fossilco2,0.3%/y tolerance 2005-2020,0.19614567231852376
GCAM 3.1,LIMITS-RefPol-450-EE,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-RefPol-450-EE,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-RefPol-450-PC,World,co2intensity,0.3%/y tolerance 2005-2020,-0.04365327365459448
GCAM 3.1,LIMITS-RefPol-450-PC,World,energyintensity,0.3%/y tolerance 2005-2020,0.5173736724034905
GCAM 3.1,LIMITS-RefPol-450-PC,World,fossilco2,0.3%/y tolerance 2005-2020,0.19614567231852376
GCAM 3.1,LIMITS-RefPol-450-PC,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-RefPol-450-PC,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-RefPol-500,World,co2intensity,0.3%/y tolerance 2005-2020,-0.04365200927418367
GCAM 3.1,LIMITS-RefPol-500,World,energyintensity,0.3%/y tolerance 2005-2020,0.5173751142935823
GCAM 3.1,LIMITS-RefPol-500,World,fossilco2,0.3%/y tolerance 2005-2020,0.19614837858902634
GCAM 3.1,LIMITS-RefPol-500,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-RefPol-500,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-RefPol2030-500,World,co2intensity,0.3%/y tolerance 2005-2020,-0.04365327365459448
GCAM 3.1,LIMITS-RefPol2030-500,World,energyintensity,0.3%/y tolerance 2005-2020,0.5173736724034905
GCAM 3.1,LIMITS-RefPol2030-500,World,fossilco2,0.3%/y tolerance 2005-2020,0.19614567231852376
GCAM 3.1,LIMITS-RefPol2030-500,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-RefPol2030-500,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-StrPol,World,co2intensity,0.3%/y tolerance 2005-2020,-0.22093820068666226
GCAM 3.1,LIMITS-StrPol,World,energyintensity,0.3%/y tolerance 2005-2020,0.4165515045025858
GCAM 3.1,LIMITS-StrPol,World,fossilco2,0.3%/y tolerance 2005-2020,-0.08196142261444872
GCAM 3.1,LIMITS-StrPol,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-StrPol,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-StrPol-450,World,co2intensity,0.3%/y tolerance 2005-2020,-0.22093820068666226
GCAM 3.1,LIMITS-StrPol-450,World,energyintensity,0.3%/y tolerance 2005-2020,0.4165515045025858
GCAM 3.1,LIMITS-StrPol-450,World,fossilco2,0.3%/y tolerance 2005-2020,-0.08196142261444872
GCAM 3.1,LIMITS-StrPol-450,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-StrPol-450,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GCAM 3.1,LIMITS-StrPol-500,World,co2intensity,0.3%/y tolerance 2005-2020,-0.22093820068666226
GCAM 3.1,LIMITS-StrPol-500,World,energyintensity,0.3%/y tolerance 2005-2020,0.4165515045025858
GCAM 3.1,LIMITS-StrPol-500,World,fossilco2,0.3%/y tolerance 2005-2020,-0.08196142261444872
GCAM 3.1,LIMITS-StrPol-500,World,pcgdpmer,0.3%/y tolerance 2005-2020,-0.1797043656808719
GCAM 3.1,LIMITS-StrPol-500,World,pop,0.3%/y tolerance 2005-2020,-0.0978703607495004
GEM-E3-ICCS,AMPERE3-450,World,co2intensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-450,World,energyintensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-450,World,fossilco2,0.3%/y tolerance 2005-2020,-0.0055350313139763685
GEM-E3-ICCS,AMPERE3-450,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.4894074050538799
GEM-E3-ICCS,AMPERE3-450,World,pop,0.3%/y tolerance 2005-2020,-0.11011108010528114
GEM-E3-ICCS,AMPERE3-450P-CE,World,co2intensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-450P-CE,World,energyintensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-450P-CE,World,fossilco2,0.3%/y tolerance 2005-2020,0.09996086467342424
GEM-E3-ICCS,AMPERE3-450P-CE,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.4966656400347944
GEM-E3-ICCS,AMPERE3-450P-CE,World,pop,0.3%/y tolerance 2005-2020,-0.11011108010528114
GEM-E3-ICCS,AMPERE3-550,World,co2intensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-550,World,energyintensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-550,World,fossilco2,0.3%/y tolerance 2005-2020,0.0811349335253877
GEM-E3-ICCS,AMPERE3-550,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.4855844407216383
GEM-E3-ICCS,AMPERE3-550,World,pop,0.3%/y tolerance 2005-2020,-0.11011108010528114
GEM-E3-ICCS,AMPERE3-CF450,World,co2intensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-CF450,World,energyintensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-CF450,World,fossilco2,0.3%/y tolerance 2005-2020,0.028232191473872792
GEM-E3-ICCS,AMPERE3-CF450,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.4870857462062974
GEM-E3-ICCS,AMPERE3-CF450,World,pop,0.3%/y tolerance 2005-2020,-0.11011108010528114
GEM-E3-ICCS,AMPERE3-CF550,World,co2intensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-CF550,World,energyintensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-CF550,World,fossilco2,0.3%/y tolerance 2005-2020,0.10636552925170117
GEM-E3-ICCS,AMPERE3-CF550,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.4839689091801824
GEM-E3-ICCS,AMPERE3-CF550,World,pop,0.3%/y tolerance 2005-2020,-0.11011108010528114
GEM-E3-ICCS,AMPERE3-RefP-CEback,World,co2intensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-RefP-CEback,World,energyintensity,0.3%/y tolerance 2005-2020,NA
GEM-E3-ICCS,AMPERE3-RefP-CEback,World,fossilco2,0.3%/y tolerance 2005-2020,0.10182364744369887
GEM-E3-ICCS,AMPERE3-RefP-CEback,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.49669768996360886
GEM-E3-ICCS,AMPERE3-RefP-CEback,World,pop,0.3%/y tolerance 2005-2020,-0.11011108010528114
GRAPE ver2011,EMF27-550-Conv,World,co2intensity,0.3%/y tolerance 2005-2020,-0.2825815969705632
GRAPE ver2011,EMF27-550-Conv,World,energyintensity,0.3%/y tolerance 2005-2020,-0.29577109489792663
GRAPE ver2011,EMF27-550-Conv,World,fossilco2,0.3%/y tolerance 2005-2020,-0.051689051772146666
GRAPE ver2011,EMF27-550-Conv,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6361733036180321
GRAPE ver2011,EMF27-550-Conv,World,pop,0.3%/y tolerance 2005-2020,-0.109509663521689
GRAPE ver2011,EMF27-550-FullTech,World,co2intensity,0.3%/y tolerance 2005-2020,-0.19036938148033467
GRAPE ver2011,EMF27-550-FullTech,World,energyintensity,0.3%/y tolerance 2005-2020,-0.23672192482076304
GRAPE ver2011,EMF27-550-FullTech,World,fossilco2,0.3%/y tolerance 2005-2020,0.11096153850588486
GRAPE ver2011,EMF27-550-FullTech,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6475625083286716
GRAPE ver2011,EMF27-550-FullTech,World,pop,0.3%/y tolerance 2005-2020,-0.109509663521689
GRAPE ver2011,EMF27-550-LimBio,World,co2intensity,0.3%/y tolerance 2005-2020,-0.28110947299510114
GRAPE ver2011,EMF27-550-LimBio,World,energyintensity,0.3%/y tolerance 2005-2020,-0.295367405028063
GRAPE ver2011,EMF27-550-LimBio,World,fossilco2,0.3%/y tolerance 2005-2020,-0.0478701545286746
GRAPE ver2011,EMF27-550-LimBio,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6381163870161786
GRAPE ver2011,EMF27-550-LimBio,World,pop,0.3%/y tolerance 2005-2020,-0.109509663521689
GRAPE ver2011,EMF27-Base-Conv,World,co2intensity,0.3%/y tolerance 2005-2020,-0.05374972497038821
GRAPE ver2011,EMF27-Base-Conv,World,energyintensity,0.3%/y tolerance 2005-2020,-0.27964100734272335
GRAPE ver2011,EMF27-Base-Conv,World,fossilco2,0.3%/y tolerance 2005-2020,0.212992631834803
GRAPE ver2011,EMF27-Base-Conv,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6558930276696036
GRAPE ver2011,EMF27-Base-Conv,World,pop,0.3%/y tolerance 2005-2020,-0.109509663521689
GRAPE ver2011,EMF27-Base-EERE,World,co2intensity,0.3%/y tolerance 2005-2020,-0.050025437424545016
GRAPE ver2011,EMF27-Base-EERE,World,energyintensity,0.3%/y tolerance 2005-2020,-0.6520249678277341
GRAPE ver2011,EMF27-Base-EERE,World,fossilco2,0.3%/y tolerance 2005-2020,-0.17611848593690915
GRAPE ver2011,EMF27-Base-EERE,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.635441582837059
GRAPE ver2011,EMF27-Base-EERE,World,pop,0.3%/y tolerance 2005-2020,-0.109509663521689
GRAPE ver2011,EMF27-Base-FullTech,World,co2intensity,0.3%/y tolerance 2005-2020,-0.05911739130072946
GRAPE ver2011,EMF27-Base-FullTech,World,energyintensity,0.3%/y tolerance 2005-2020,-0.2845236318455735
GRAPE ver2011,EMF27-Base-FullTech,World,fossilco2,0.3%/y tolerance 2005-2020,0.20250771401355117
GRAPE ver2011,EMF27-Base-FullTech,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6556584006815431
GRAPE ver2011,EMF27-Base-FullTech,World,pop,0.3%/y tolerance 2005-2020,-0.109509663521689
GRAPE ver2011,EMF27-Base-LimBio,World,co2intensity,0.3%/y tolerance 2005-2020,-0.05773436609401572
GRAPE ver2011,EMF27-Base-LimBio,World,energyintensity,0.3%/y tolerance 2005-2020,-0.28508047980871587
GRAPE ver2011,EMF27-Base-LimBio,World,fossilco2,0.3%/y tolerance 2005-2020,0.20356191093175546
GRAPE ver2011,EMF27-Base-LimBio,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.6558864203561761
GRAPE ver2011,EMF27-Base-LimBio,World,pop,0.3%/y tolerance 2005-2020,-0.109509663521689
GRAPE_ver1998,AME CO2 price $10 (5% p.a.),World,co2intensity,0.3%/y tolerance 2005-2020,0.08253921018493604
GRAPE_ver1998,AME CO2 price $10 (5% p.a.),World,energyintensity,0.3%/y tolerance 2005-2020,-0.1659493287360756
GRAPE_ver1998,AME CO2 price $10 (5% p.a.),World,fossilco2,0.3%/y tolerance 2005-2020,0.2112999198684633
GRAPE_ver1998,AME CO2 price $10 (5% p.a.),World,pcgdpmer,0.3%/y tolerance 2005-2020,0.40421970194129186
GRAPE_ver1998,AME CO2 price $10 (5% p.a.),World,pop,0.3%/y tolerance 2005-2020,-0.109509663521689
GRAPE_ver1998,AME CO2 price $50 (5% p.a.),World,co2intensity,0.3%/y tolerance 2005-2020,-0.26716684052660566
GRAPE_ver1998,AME CO2 price $50 (5% p.a.),World,energyintensity,0.3%/y tolerance 2005-2020,-0.311598725093001
GRAPE_ver1998,AME CO2 price $50 (5% p.a.),World,fossilco2,0.3%/y tolerance 2005-2020,-0.2911834398873274
GRAPE_ver1998,AME CO2 price $50 (5% p.a.),World,pcgdpmer,0.3%/y tolerance 2005-2020,0.39709178925396826
GRAPE_ver1998,AME CO2 price $50 (5% p.a.),World,pop,0.3%/y tolerance 2005-2020,-0.109509663521689
GTEMREF32,AME CO2 price $30 (5% p.a.),World,co2intensity,0.3%/y tolerance 2005-2020,-0.41126537323221735
GTEMREF32,AME CO2 price $30 (5% p.a.),World,energyintensity,0.3%/y tolerance 2005-2020,-0.08858612955717904
GTEMREF32,AME CO2 price $30 (5% p.a.),World,fossilco2,0.3%/y tolerance 2005-2020,-0.1894146591332233
GTEMREF32,AME CO2 price $30 (5% p.a.),World,pcgdpmer,0.3%/y tolerance 2005-2020,0.4157530606369284
GTEMREF32,AME CO2 price $30 (5% p.a.),World,pop,0.3%/y tolerance 2005-2020,-0.10531621698075533
IMACLIM v1.1,AMPERE2-450-FullTech-LST,World,co2intensity,0.3%/y tolerance 2005-2020,-0.5826076568951928
IMACLIM v1.1,AMPERE2-450-FullTech-LST,World,energyintensity,0.3%/y tolerance 2005-2020,0.036011621786776304
IMACLIM v1.1,AMPERE2-450-FullTech-LST,World,fossilco2,0.3%/y tolerance 2005-2020,-0.2179182791807015
IMACLIM v1.1,AMPERE2-450-FullTech-LST,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.5234020814332518
IMACLIM v1.1,AMPERE2-450-FullTech-LST,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
IMACLIM v1.1,AMPERE2-450-LowEI-LST,World,co2intensity,0.3%/y tolerance 2005-2020,-0.2797661251512227
IMACLIM v1.1,AMPERE2-450-LowEI-LST,World,energyintensity,0.3%/y tolerance 2005-2020,-0.3212168547847023
IMACLIM v1.1,AMPERE2-450-LowEI-LST,World,fossilco2,0.3%/y tolerance 2005-2020,-0.08026888376014618
IMACLIM v1.1,AMPERE2-450-LowEI-LST,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.7154384216813157
IMACLIM v1.1,AMPERE2-450-LowEI-LST,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
IMACLIM v1.1,AMPERE2-450-NucOff-LST,World,co2intensity,0.3%/y tolerance 2005-2020,-0.603216736865505
IMACLIM v1.1,AMPERE2-450-NucOff-LST,World,energyintensity,0.3%/y tolerance 2005-2020,0.3541618471804766
IMACLIM v1.1,AMPERE2-450-NucOff-LST,World,fossilco2,0.3%/y tolerance 2005-2020,0.1280943698545034
IMACLIM v1.1,AMPERE2-450-NucOff-LST,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.5718735850450687
IMACLIM v1.1,AMPERE2-450-NucOff-LST,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
IMACLIM v1.1,AMPERE2-550-FullTech-LST,World,co2intensity,0.3%/y tolerance 2005-2020,-0.558392147801881
IMACLIM v1.1,AMPERE2-550-FullTech-LST,World,energyintensity,0.3%/y tolerance 2005-2020,0.006141320718843657
IMACLIM v1.1,AMPERE2-550-FullTech-LST,World,fossilco2,0.3%/y tolerance 2005-2020,-0.19370277008738968
IMACLIM v1.1,AMPERE2-550-FullTech-LST,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.5532723825011845
IMACLIM v1.1,AMPERE2-550-FullTech-LST,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
IMACLIM v1.1,AMPERE3-450,World,co2intensity,0.3%/y tolerance 2005-2020,-0.25735349227821214
IMACLIM v1.1,AMPERE3-450,World,energyintensity,0.3%/y tolerance 2005-2020,-0.09723576707366499
IMACLIM v1.1,AMPERE3-450,World,fossilco2,0.3%/y tolerance 2005-2020,-0.026659978407167717
IMACLIM v1.1,AMPERE3-450,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.5226536064502463
IMACLIM v1.1,AMPERE3-450,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
IMACLIM v1.1,AMPERE3-550,World,co2intensity,0.3%/y tolerance 2005-2020,-0.19983747640359883
IMACLIM v1.1,AMPERE3-550,World,energyintensity,0.3%/y tolerance 2005-2020,-0.07479634787577516
IMACLIM v1.1,AMPERE3-550,World,fossilco2,0.3%/y tolerance 2005-2020,0.16581570858101613
IMACLIM v1.1,AMPERE3-550,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.635173858365927
IMACLIM v1.1,AMPERE3-550,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
IMACLIM v1.1,AMPERE3-CF450,World,co2intensity,0.3%/y tolerance 2005-2020,-0.15930797974386457
IMACLIM v1.1,AMPERE3-CF450,World,energyintensity,0.3%/y tolerance 2005-2020,-0.017449515765166845
IMACLIM v1.1,AMPERE3-CF450,World,fossilco2,0.3%/y tolerance 2005-2020,0.12274246019262991
IMACLIM v1.1,AMPERE3-CF450,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.4942242812071982
IMACLIM v1.1,AMPERE3-CF450,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
IMACLIM v1.1,AMPERE3-CF550,World,co2intensity,0.3%/y tolerance 2005-2020,-0.12923492323627594
IMACLIM v1.1,AMPERE3-CF550,World,energyintensity,0.3%/y tolerance 2005-2020,0.012152136390849444
IMACLIM v1.1,AMPERE3-CF550,World,fossilco2,0.3%/y tolerance 2005-2020,0.2767138847640016
IMACLIM v1.1,AMPERE3-CF550,World,pcgdpmer,0.3%/y tolerance 2005-2020,0.588520997114965
IMACLIM v1.1,AMPERE3-CF550,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
IMACLIM v1.1,EMF27-Base-LowEI,World,co2intensity,0.3%/y tolerance 2005-2020,0.24642481357444868
IMACLIM v1.1,EMF27-Base-LowEI,World,energyintensity,0.3%/y tolerance 2005-2020,NA
IMACLIM v1.1,EMF27-Base-LowEI,World,fossilco2,0.3%/y tolerance 2005-2020,0.20783920669576772
IMACLIM v1.1,EMF27-Base-LowEI,World,pcgdpmer,0.3%/y tolerance 2005-2020,NA
IMACLIM v1.1,EMF27-Base-LowEI,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
IMACLIM v1.1,EMF27-FP-FullTech,World,co2intensity,0.3%/y tolerance 2005-2020,-0.08818470916590537
IMACLIM v1.1,EMF27-FP-FullTech,World,energyintensity,0.3%/y tolerance 2005-2020,NA
IMACLIM v1.1,EMF27-FP-FullTech,World,fossilco2,0.3%/y tolerance 2005-2020,-0.24763767587659014
IMACLIM v1.1,EMF27-FP-FullTech,World,pcgdpmer,0.3%/y tolerance 2005-2020,NA
IMACLIM v1.1,EMF27-FP-FullTech,World,pop,0.3%/y tolerance 2005-2020,-0.19472432550553687
