Entity,Code,Scenario,EntityScenario,Year,pcgdpthousand2005usd,pcgdpgrowth,fertility,EmploymentServices,EmploymentIndustry
World,WBGroups,SSP3,World SSP3,2078,23.829251100030532,0.5402498283348045,2.211,39.36329669589874,22.16442690564491
World,WBGroups,SSP3,World SSP3,2079,23.966200818996224,0.5730674708984917,2.207,39.35842803030303,22.24984217171717
World,WBGroups,SSP3,World SSP3,2080,24.103150537961916,0.5698021114637797,2.204,39.343604747186376,22.354874989185916
World,WBGroups,SSP3,World SSP3,2081,24.24010025692761,0.5665737535677451,2.201,39.31616899488126,22.464675195944185
World,WBGroups,SSP3,World SSP3,2082,24.377049975893303,0.5633817718256218,2.198,39.28222089025383,22.587472251562406
World,WBGroups,SSP3,World SSP3,2083,24.513999694858995,0.5602255548669888,2.195,39.25207104274741,22.701818471814565
World,WBGroups,SSP3,World SSP3,2084,24.650949413824687,0.5571045049455048,2.193,39.243349463480435,22.811723005904916
World,WBGroups,SSP3,World SSP3,2085,24.787899132790383,0.5540180375615655,2.19,39.24090478094035,22.908616198073872
World,WBGroups,SSP3,World SSP3,2086,24.933408209191427,0.5853003453827554,2.187,39.25900551550538,22.983068591640908
World,WBGroups,SSP3,World SSP3,2087,25.08747664302783,0.6160183751457549,2.185,39.303848094175784,23.041952877582613
World,WBGroups,SSP3,World SSP3,2088,25.232985719428882,0.5783312598334867,2.183,39.373389704814265,23.06898370782652
World,WBGroups,SSP3,World SSP3,2089,25.387054153265286,0.6087269388650451,2.181,39.46566049241558,23.088650049546455
World,WBGroups,SSP3,World SSP3,2090,25.54112258710169,0.6050438625774035,2.179,39.58192071080317,23.077361382556223
World,WBGroups,SSP3,World SSP3,2091,25.703750378373453,0.6347106659678747,2.177,39.723187321903616,23.05289167005898
World,WBGroups,SSP3,World SSP3,2092,25.86637816964521,0.6307074849354333,2.175,39.868915837322746,23.01825815123005
World,WBGroups,SSP3,World SSP3,2093,26.029005960916972,0.626754484467984,2.173,40.03003664244539,22.96993889161778
World,WBGroups,SSP3,World SSP3,2094,26.191633752188732,0.6228507269061989,2.171,40.19176462862021,22.918875306082242
World,WBGroups,SSP3,World SSP3,2095,26.362820900895848,0.6514681021193791,2.169,40.35985195774284,22.872828108569312
World,WBGroups,SSP3,World SSP3,2096,26.534008049602964,0.6472514505617255,2.167,40.505847320382415,22.83178972035853
World,WBGroups,SSP3,World SSP3,2097,26.70519519831008,0.6430890330290318,2.166,40.59602858466467,22.770799883160837
World,WBGroups,SSP3,World SSP3,2098,26.88494170445255,0.6708218735118621,2.164,40.67182733770235,22.73837179097056
World,WBGroups,SSP3,World SSP3,2099,27.064688210595023,0.6663518230770826,2.162,40.72110207842282,22.720561843901827
World,WBGroups,SSP3,World SSP3,2100,27.24443471673749,0.6619409512675478,1.915,40.73353586286069,22.74101444407122
World,WBGroups,SSP4,World SSP4,2017,13.24988530993077,NA,2.441,35.629601896917514,21.471359041557474
World,WBGroups,SSP4,World SSP4,2018,13.703531254004629,3.3664658847042617,2.425,35.641250365176745,21.49084367360118
World,WBGroups,SSP4,World SSP4,2019,14.174295912949194,3.377662194849007,2.409,35.69500633836561,21.51344400706015
World,WBGroups,SSP4,World SSP4,2020,14.645060571893763,3.2672938946988417,2.393,35.78079993292971,21.58166106749546
World,WBGroups,SSP4,World SSP4,2021,15.115825230838333,3.1639107271712152,2.377,35.910940866650705,21.675725681790638
World,WBGroups,SSP4,World SSP4,2022,15.586589889782902,3.0668698563702357,2.361,36.047343150275104,21.804994089403248
World,WBGroups,SSP4,World SSP4,2023,16.05735454872747,2.975604983856206,2.344,36.23752443222112,21.932206712446447
World,WBGroups,SSP4,World SSP4,2024,16.519559850236682,2.8378152332761086,2.326,36.43951751801337,22.05359455912454
World,WBGroups,SSP4,World SSP4,2025,16.990324509181253,2.8098911222359746,2.31,36.65084932647384,22.197813325382473
World,WBGroups,SSP4,World SSP4,2026,17.478207882996532,2.8310805603320333,2.293,36.878833439402825,22.323783373676793
World,WBGroups,SSP4,World SSP4,2027,17.957531899376455,2.7054790231631376,2.279,37.152247271288346,22.452927663035712
World,WBGroups,SSP4,World SSP4,2028,18.43685591575638,2.6342068760091486,2.268,37.437818717279264,22.57054909706393
World,WBGroups,SSP4,World SSP4,2029,18.916179932136306,2.566593679546436,2.259,37.75389832512421,22.691839515030352
World,WBGroups,SSP4,World SSP4,2030,19.39550394851623,2.502364707615312,2.25,38.057296043743285,22.821612076210336
World,WBGroups,SSP4,World SSP4,2031,19.857709250025444,2.355102307240431,2.242,38.35320750743636,22.951380662823446
World,WBGroups,SSP4,World SSP4,2032,20.319914551534655,2.30091105092578,2.232,38.647594956514936,23.095980076408537
World,WBGroups,SSP4,World SSP4,2033,20.773560495608514,2.2079630556987695,2.222,38.93485005170631,23.241985522233712
World,WBGroups,SSP4,World SSP4,2034,21.22720643968237,2.1602633432426632,2.212,39.202112658000665,23.39050842242904
World,WBGroups,SSP4,World SSP4,2035,21.672293026320872,2.075094410503908,2.202,39.47773399841783,23.537327062342765
World,WBGroups,SSP4,World SSP4,2036,22.117379612959372,2.0329081638425617,2.192,39.7286430130122,23.69978986502869
World,WBGroups,SSP4,World SSP4,2037,22.562466199597875,1.992403071990534,2.182,39.993881813691196,23.848640082645662
World,WBGroups,SSP4,World SSP4,2038,22.998993428801022,1.9162712993093578,2.173,40.26069798497199,24.01291531301696
World,WBGroups,SSP4,World SSP4,2039,23.42696130056881,1.8437100425187758,2.163,40.52531904095854,24.172845313099558
World,WBGroups,SSP4,World SSP4,2040,23.8549291723366,1.810331844126889,2.154,40.789315069167166,24.325733924753802
World,WBGroups,SSP4,World SSP4,2041,24.274337686669032,1.742886017007006,2.144,41.0316386475463,24.49395535698994
World,WBGroups,SSP4,World SSP4,2042,24.68518684356611,1.678361075282142,2.135,41.277686698222894,24.64450595692721
World,WBGroups,SSP4,World SSP4,2043,25.09603600046319,1.6506564601702411,2.125,41.49387632647334,24.80293433079935
World,WBGroups,SSP4,World SSP4,2044,25.489766442489557,1.5567150237412175,2.116,41.731646739444336,24.960049288588536
World,WBGroups,SSP4,World SSP4,2045,25.88349688451592,1.5328524055469472,2.107,41.94387851597195,25.113897261438208
World,WBGroups,SSP4,World SSP4,2046,26.260108611671576,1.444542518772307,2.097,42.15377429978029,25.271771507003386
World,WBGroups,SSP4,World SSP4,2047,26.63672033882723,1.423972281113528,2.089,42.38876211531072,25.422345780337498
World,WBGroups,SSP4,World SSP4,2048,26.996213351112175,1.3405882224701848,2.081,42.62981534956921,25.563238164554868
World,WBGroups,SSP4,World SSP4,2049,27.35570636339712,1.3228539363181469,2.074,42.88966152006422,25.684598562654926
World,WBGroups,SSP4,World SSP4,2050,27.715199375682065,1.3055827351415417,2.067,43.15037636326094,25.806693822386578
World,WBGroups,SSP4,World SSP4,2051,28.06613303053165,1.2582642607067651,2.06,43.422314764990766,25.905996303488294
World,WBGroups,SSP4,World SSP4,2052,28.41706668538124,1.2426285065886056,2.053,43.68698543455825,26.00531435482892
World,WBGroups,SSP4,World SSP4,2053,28.768000340230824,1.2273765814571291,2.046,43.94959079808355,26.08266065136742
World,WBGroups,SSP4,World SSP4,2054,29.118933995080415,1.212494523070129,2.039,44.203910614525135,26.163873370577278
World,WBGroups,SSP4,World SSP4,2055,29.478427007365354,1.227009259181422,2.032,44.44909636452445,26.24380713139348
World,WBGroups,SSP4,World SSP4,2056,29.829360662214945,1.1834457647003305,2.025,44.69265952699688,26.325673062620858
World,WBGroups,SSP4,World SSP4,2057,30.197413031935245,1.22630939320576,2.019,44.931766410543986,26.41407351162072
World,WBGroups,SSP4,World SSP4,2058,30.565465401655544,1.211453046776656,2.013,45.17569097692722,26.516993670298667
World,WBGroups,SSP4,World SSP4,2059,30.93351777137584,1.1969523557724848,2.007,45.418206676012936,26.612520131156657
World,WBGroups,SSP4,World SSP4,2060,31.30157014109614,1.1827946997207572,2.001,45.66019736689774,26.71677248162709
World,WBGroups,SSP4,World SSP4,2061,31.66962251081644,1.1689680482934506,1.995,45.907417343521615,26.80253103665192
World,WBGroups,SSP4,World SSP4,2062,32.03767488053674,1.1554609272113492,1.99,46.134075423203875,26.892745208620326
World,WBGroups,SSP4,World SSP4,2063,32.41428660769239,1.168671999736537,1.985,46.37788273878951,26.968692619495805
World,WBGroups,SSP4,World SSP4,2064,32.78233897741269,1.1290654272896994,1.98,46.60417383195259,27.035268210598236
World,WBGroups,SSP4,World SSP4,2065,33.15039134713299,1.1164597340060478,1.976,46.836191056572765,27.102665669464372
World,WBGroups,SSP4,World SSP4,2066,33.51844371685329,1.1041324135649067,1.972,47.086086753806704,27.155054022051985
World,WBGroups,SSP4,World SSP4,2067,33.886496086573594,1.0920743455729909,1.968,47.34140283817596,27.19903239804633
World,WBGroups,SSP4,World SSP4,2068,34.24598909885853,1.0552861751103926,1.964,47.61596866860025,27.23670355249303
World,WBGroups,SSP4,World SSP4,2069,34.60548211114347,1.0442660783535729,1.961,47.89420302244072,27.26919869047591
World,WBGroups,SSP4,World SSP4,2070,34.964975123428424,1.0334737653332926,1.958,48.167975118223126,27.297112927655544
World,WBGroups,SSP4,World SSP4,2071,35.31590877827801,0.9986686337093431,1.955,48.436241051335,27.322485344101054
World,WBGroups,SSP4,World SSP4,2072,35.65828307569224,0.9647928189720378,1.952,48.68481451085671,27.343710153797645
World,WBGroups,SSP4,World SSP4,2073,36.00921673054183,0.9793461769603606,1.949,48.925202054579714,27.3788311383589
World,WBGroups,SSP4,World SSP4,2074,36.351591027956054,0.946304672274989,1.947,49.14330943290809,27.414098146941058
World,WBGroups,SSP4,World SSP4,2075,36.693965325370286,0.9374336284706075,1.945,49.34728589927553,27.469989150596714
World,WBGroups,SSP4,World SSP4,2076,37.04489898021988,0.9518353928340328,1.943,49.51630340670295,27.555495233236766
World,WBGroups,SSP4,World SSP4,2077,37.39583263506946,0.9428608425118501,1.941,49.67101170649033,27.66013384882266
World,WBGroups,SSP4,World SSP4,2078,37.74676628991905,0.9340539489456123,1.939,49.79988174294875,27.790171472724317
World,WBGroups,SSP4,World SSP4,2079,38.106259302204,0.9478743954543845,1.938,49.91275316949529,27.9397925937135
World,WBGroups,SSP4,World SSP4,2080,38.44863359961823,0.8944603462898382,1.937,50.00023741803143,28.1050717239873
World,WBGroups,SSP4,World SSP4,2081,38.79956725446782,0.9085935082515206,1.935,50.08773100909734,28.267980088875333
World,WBGroups,SSP4,World SSP4,2082,39.15050090931741,0.9004123641877193,1.934,50.15208488012837,28.436280027782434
World,WBGroups,SSP4,World SSP4,2083,39.50143456416699,0.8923772354226145,1.934,50.225872097218826,28.58689220200038
World,WBGroups,SSP4,World SSP4,2084,39.85236821901658,0.8844842474321268,1.933,50.31668349525821,28.716018725632765
World,WBGroups,SSP4,World SSP4,2085,40.20330187386617,0.8767296615721065,1.932,50.418414610179276,28.83190869365839
World,WBGroups,SSP4,World SSP4,2086,40.56279488615111,0.8902135940593414,1.931,50.5472704717664,28.926735704066935
World,WBGroups,SSP4,World SSP4,2087,40.92228789843605,0.8823586658515126,1.931,50.69916374532421,29.00158633790955
World,WBGroups,SSP4,World SSP4,2088,41.281780910721,0.8746411442868585,1.93,50.876381949089186,29.058307432033676
World,WBGroups,SSP4,World SSP4,2089,41.64127392300594,0.8670574551133292,1.93,51.06326211980474,29.104330125101285
World,WBGroups,SSP4,World SSP4,2090,42.009326292726236,0.8799811210696618,1.93,51.272124442856146,29.129813276154735
World,WBGroups,SSP4,World SSP4,2091,42.37737866244654,0.8723049530621196,1.929,51.48624457088147,29.140965099058036
World,WBGroups,SSP4,World SSP4,2092,42.745431032166834,0.864761547829529,1.929,51.71161695840534,29.141311697092632
World,WBGroups,SSP4,World SSP4,2093,43.1220427593225,0.8771986072837024,1.929,51.9258346121915,29.140355732219682
World,WBGroups,SSP4,World SSP4,2094,43.49009512904279,0.8498914681176473,1.929,52.13558790899143,29.135529784002483
World,WBGroups,SSP4,World SSP4,2095,43.86670685619845,0.8622432412876968,1.929,52.34578682419483,29.130100350579692
World,WBGroups,SSP4,World SSP4,2096,44.243318583354096,0.8548721189430175,1.928,52.538153921488615,29.134701705704725
World,WBGroups,SSP4,World SSP4,2097,44.61993031050976,0.847625957206688,1.928,52.615257655865975,29.103951654446153
World,WBGroups,SSP4,World SSP4,2098,44.996542037665414,0.8405016051342251,1.928,52.66505795731684,29.101758163083986
World,WBGroups,SSP4,World SSP4,2099,45.37315376482106,0.8334960168357775,1.927,52.67681029618087,29.141277393235626
World,WBGroups,SSP4,World SSP4,2100,45.741206134541365,0.8078954228675439,1.945,52.63856327686115,29.23847116588043
World,WBGroups,SSP5,World SSP5,2017,13.24988530993077,NA,2.441,35.629601896917514,21.471359041557474
World,WBGroups,SSP5,World SSP5,2018,13.763446756052115,3.8027395589239177,2.394,35.640154368917116,21.493257891419
World,WBGroups,SSP5,World SSP5,2019,14.311245631914888,3.9029343905735647,2.349,35.70561825021235,21.52044654774906
World,WBGroups,SSP5,World SSP5,2020,14.901841294954439,4.0439146123541825,2.307,35.82941963524034,21.576374733224977
World,WBGroups,SSP5,World SSP5,2021,15.535233745170766,4.162580693076201,2.268,35.96080656218235,21.66631208188544
World,WBGroups,SSP5,World SSP5,2022,16.20286362512852,4.2077404510371785,2.228,36.136777264454714,21.776564468710628
World,WBGroups,SSP5,World SSP5,2023,16.913290292263053,4.291172709849045,2.185,36.31713702303158,21.89367517330561
World,WBGroups,SSP5,World SSP5,2024,17.657954389139004,4.308663476343888,2.141,36.53827562086634,22.004287915924998
World,WBGroups,SSP5,World SSP5,2025,18.471093345497803,4.502063274682788,2.1,36.76057603738402,22.125991327986338
World,WBGroups,SSP5,World SSP5,2026,19.32702908903338,4.529759889152718,2.06,37.01257983785494,22.256935003246237
World,WBGroups,SSP5,World SSP5,2027,20.24288033461645,4.629855621642598,2.027,37.30995498681404,22.36459035807688
World,WBGroups,SSP5,World SSP5,2028,21.2015283673763,4.627012856332646,2.004,37.612424023174455,22.47179745655467
World,WBGroups,SSP5,World SSP5,2029,22.20297318731293,4.61529353870298,1.987,37.936937878264224,22.57221012133926
World,WBGroups,SSP5,World SSP5,2030,23.247214794426338,4.595912380219724,1.972,38.27335231097894,22.68464772082717
World,WBGroups,SSP5,World SSP5,2031,24.334253188716524,4.5699622972413145,1.958,38.60365948005696,22.79268103988608
World,WBGroups,SSP5,World SSP5,2032,25.46408837018349,4.538420632873041,1.944,38.94060778500631,22.897596585687513
World,WBGroups,SSP5,World SSP5,2033,26.628160981391876,4.47001789179069,1.927,39.27166113725792,22.999768536378365
World,WBGroups,SSP5,World SSP5,2034,27.817911664906333,4.371077842614612,1.908,39.595125184845244,23.10438019478864
World,WBGroups,SSP5,World SSP5,2035,29.024781063291496,4.246986680185527,1.891,39.92561387528938,23.210242007919334
World,WBGroups,SSP5,World SSP5,2036,30.24876917654738,4.130551075400346,1.876,40.25493957992226,23.307183108494968
World,WBGroups,SSP5,World SSP5,2037,31.489876004673967,4.021060222513251,1.86,40.60700994722087,23.4004130541061
World,WBGroups,SSP5,World SSP5,2038,32.74810154767127,3.91788948954237,1.845,40.95801617507136,23.48556929908024
World,WBGroups,SSP5,World SSP5,2039,34.02344580553928,3.820487708823439,1.831,41.33279799395525,23.566345545147087
World,WBGroups,SSP5,World SSP5,2040,35.31590877827801,3.7283666542764493,1.817,41.70260310490826,23.651403481260783
World,WBGroups,SSP5,World SSP5,2041,36.6340498233228,3.6644594944645448,1.803,42.05932193058383,23.732429565874646
World,WBGroups,SSP5,World SSP5,2042,37.96930958323831,3.580005989441526,1.79,42.41544815269562,23.807490160489575
World,WBGroups,SSP5,World SSP5,2043,39.32168805802452,3.4998034778785936,1.776,42.75754779424197,23.881902203583895
World,WBGroups,SSP5,World SSP5,2044,40.691185247681446,3.42352646710955,1.762,43.110603235700964,23.955012930775247
World,WBGroups,SSP5,World SSP5,2045,42.06924179477373,3.3305384661127757,1.748,43.44752387457013,24.032735420635774
World,WBGroups,SSP5,World SSP5,2046,43.45585769930137,3.242878236612734,1.735,43.78802204204032,24.099170080890847
World,WBGroups,SSP5,World SSP5,2047,44.85959231869972,3.1791783854771882,1.724,44.13949413378029,24.172444004266342
World,WBGroups,SSP5,World SSP5,2048,46.28044565296878,3.118209057983856,1.716,44.49752699176297,24.230731787238184
World,WBGroups,SSP5,World SSP5,2049,47.71841770210855,3.05979069463147,1.71,44.88385650436753,24.285152306518352
World,WBGroups,SSP5,World SSP5,2050,49.17350846611904,3.0037593954536757,1.704,45.26482168546983,24.329900810176422
World,WBGroups,SSP5,World SSP5,2051,50.65427730243559,2.966864267729896,1.698,45.64418338041154,24.359716821689855
World,WBGroups,SSP5,World SSP5,2052,52.143605496187504,2.897788105489729,1.693,46.01955653881881,24.388001351986972
World,WBGroups,SSP5,World SSP5,2053,53.66717111968083,2.879991961191397,1.687,46.40480982779132,24.40888266584043
World,WBGroups,SSP5,World SSP5,2054,55.216414815480235,2.8458802905275693,1.68,46.78994016286499,24.416250506141175
World,WBGroups,SSP5,World SSP5,2055,56.79989594102105,2.8274214778092777,1.674,47.14339944955871,24.43295055518649
World,WBGroups,SSP5,World SSP5,2056,58.417614496303294,2.80829687428259,1.669,47.52383918446335,24.446842957366435
World,WBGroups,SSP5,World SSP5,2057,60.06957048132697,2.7885936089999674,1.664,47.89214973802279,24.468599666899376
World,WBGroups,SSP5,World SSP5,2058,61.75576389609206,2.768391506481116,1.659,48.27548317285299,24.493417956759885
World,WBGroups,SSP5,World SSP5,2059,63.476194740598565,2.7477636037719577,1.654,48.64717266752257,24.5262230057294
World,WBGroups,SSP5,World SSP5,2060,65.2308630148465,2.7267766420425943,1.65,49.03326193654971,24.553129772458764
World,WBGroups,SSP5,World SSP5,2061,67.01976871883586,2.705491531873161,1.646,49.40382994098518,24.581476574732026
World,WBGroups,SSP5,World SSP5,2062,68.851471210002,2.6963961907694234,1.642,49.78203736433247,24.61369961049606
World,WBGroups,SSP5,World SSP5,2063,70.70885177347422,2.6619173669962137,1.638,50.14733510362003,24.63336132781211
World,WBGroups,SSP5,World SSP5,2064,72.60046976668784,2.640062547203126,1.635,50.48436715371527,24.651289776854707
World,WBGroups,SSP5,World SSP5,2065,74.51776583220754,2.6066172077706895,1.631,50.847457627118644,24.669344567453706
World,WBGroups,SSP5,World SSP5,2066,76.46929932746868,2.5851779799820562,1.628,51.20668050231784,24.68678990736022
World,WBGroups,SSP5,World SSP5,2067,78.4550702524712,2.563676315700558,1.626,51.58224323354331,24.695865252527753
World,WBGroups,SSP5,World SSP5,2068,80.47507860721518,2.5421446515006885,1.623,51.950639421221055,24.70892948310857
World,WBGroups,SSP5,World SSP5,2069,82.51220567682986,2.49986760205152,1.62,52.34552557263098,24.709142801299993
World,WBGroups,SSP5,World SSP5,2070,84.58357017618596,2.4793811801103516,1.618,52.72891032805455,24.711189377521336
World,WBGroups,SSP5,World SSP5,2071,86.7062908201542,2.478639783703418,1.616,53.116597284699886,24.70150505497187
World,WBGroups,SSP5,World SSP5,2072,88.84613017899315,2.4379559477150536,1.614,53.504287514471,24.681637963712365
World,WBGroups,SSP5,World SSP5,2073,90.98596953783209,2.3799314616113953,1.612,53.881481404948005,24.658914208076535
World,WBGroups,SSP5,World SSP5,2074,93.21140247102461,2.41647445910127,1.61,54.26227286469355,24.627044608696558
World,WBGroups,SSP5,World SSP5,2075,95.4368354042171,2.3594560961258892,1.608,54.64250855680112,24.594916694509706
World,WBGroups,SSP5,World SSP5,2076,97.74786191176318,2.3926706321736546,1.606,55.03148832142003,24.5582334653097
World,WBGroups,SSP5,World SSP5,2077,100.05888841930924,2.3367571256112107,1.605,55.4123019070642,24.52860596293312
World,WBGroups,SSP5,World SSP5,2078,102.45550850120887,2.366974408590483,1.603,55.797325857469616,24.497036276411368
World,WBGroups,SSP5,World SSP5,2079,104.85212858310848,2.312241742085419,1.601,56.17576087374745,24.476031858582196
World,WBGroups,SSP5,World SSP5,2080,107.33434223936166,2.3397598214038418,1.6,56.55123686706703,24.455558739015903
World,WBGroups,SSP5,World SSP5,2081,109.81655589561485,2.2862643422771,1.599,56.9161099908754,24.43759786416735
World,WBGroups,SSP5,World SSP5,2082,112.38436312622159,2.311350968715953,1.597,57.270859490925695,24.420728227371306
World,WBGroups,SSP5,World SSP5,2083,115.03776393118189,2.333564678029898,1.596,57.62563863838105,24.392733328899855
World,WBGroups,SSP5,World SSP5,2084,117.69116473614217,2.280348901757634,1.595,57.97823252816149,24.358767779454205
World,WBGroups,SSP5,World SSP5,2085,120.34456554110247,2.229506226993916,1.594,58.324449050742864,24.329669742261764
World,WBGroups,SSP5,World SSP5,2086,123.16915349476989,2.319963451675733,1.593,58.62162406286695,24.351910396531476
World,WBGroups,SSP5,World SSP5,2087,125.99374144843729,2.267359240145339,1.592,58.87847044172588,24.419456450076922
World,WBGroups,SSP5,World SSP5,2088,128.8183294021047,2.217087789415473,1.592,59.08021787571182,24.538871007675173
World,WBGroups,SSP5,World SSP5,2089,131.72851093012568,2.2339956655903492,1.591,59.266463778119416,24.672920653844947
World,WBGroups,SSP5,World SSP5,2090,134.7242860325002,2.2487295138469143,1.59,59.44278353794288,24.810762674130142
World,WBGroups,SSP5,World SSP5,2091,137.72006113487473,2.1992718015034107,1.59,59.608626970566434,24.95244849930688
World,WBGroups,SSP5,World SSP5,2092,140.80142981160282,2.212751620708975,1.589,59.74832488968785,25.11194639647001
World,WBGroups,SSP5,World SSP5,2093,143.96839206268444,2.2243177333420405,1.589,59.89016270105628,25.26158445440957
World,WBGroups,SSP5,World SSP5,2094,147.1353543137661,2.1759164849956214,1.588,60.02977961071394,25.406444630426968
World,WBGroups,SSP5,World SSP5,2095,150.3879101392013,2.1865082804247926,1.588,60.15058104642915,25.565360903486273
World,WBGroups,SSP5,World SSP5,2096,153.72605953899006,2.195416067504752,1.588,60.273896766246615,25.719861321596877
World,WBGroups,SSP5,World SSP5,2097,157.06420893877882,2.1482511626525813,1.587,60.302954739418894,25.841765327732684
World,WBGroups,SSP5,World SSP5,2098,160.48795191292115,2.1564177915840865,1.587,60.33978574383407,25.95894612213458
World,WBGroups,SSP5,World SSP5,2099,163.91169488706348,2.110896321023503,1.587,60.38148639152704,26.07886177094879
World,WBGroups,SSP5,World SSP5,2100,167.42103143555934,2.1183948980016076,1.886,60.44752507303003,26.178965880076234
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2020,12.7874152059295,NA,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2021,13.0764346440936,2.23502279019816,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2022,13.3695916976326,2.2171123806010495,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2023,13.667112312459,2.200953378187309,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2024,13.9693347541851,2.187216680154469,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2025,14.2765463941432,2.175352597676694,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2026,14.5888765037589,2.164127651794079,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2027,14.9063186062866,2.1525835566680307,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2028,15.2288663316908,2.140753701313658,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2029,15.5564587500247,2.128317847977268,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2030,15.8890495946455,2.1154261131745677,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2031,16.2266793611809,2.1026594554267586,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2032,16.5693967788701,2.090066458729911,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2033,16.9171628303581,2.0771232334636736,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2034,17.2699140013867,2.0637253795781962,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2035,17.6276041634024,2.0500179242859407,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2036,17.9902239196875,2.0362403046860322,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2037,18.3577941995847,2.0225741557378107,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2038,18.7303405279412,2.0090460833926294,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2039,19.1079010780568,1.995722134949185,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2040,19.4905094859323,1.9825735543736567,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2041,19.8781829398353,1.9695141567233954,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2042,20.2709294482736,1.9565017171221832,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2043,20.6687628001423,1.9435704241518525,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2044,21.0716967155375,1.9307235079659701,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2045,21.4797472314849,1.9179749822950676,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2046,21.8929356620111,1.9053510324164247,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2047,22.3112881464027,1.8928733024757172,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2048,22.7348354656491,1.8805604901343198,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2049,23.1636116885516,1.8684235448214626,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2050,23.5976507095889,1.856457522449384,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2051,24.0369818978374,1.8446395897836254,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2052,24.4816352163213,1.8329696695086994,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2053,24.9316473028164,1.821471901550975,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2054,25.3870573107722,1.8101516982286459,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2055,25.8479035818824,1.7990008855427675,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2056,26.3142204519584,1.7879996333859616,NA,NA,NA
