MODEL,SCENARIO,REGION,variable,DATABASE,growthmeasure,percent
REMIND 1.4,ROSE BAU FS Gr,MAF,pcgdpmer,AR5,catchupcovid40,5.9199123034113885
REMIND 1.4,ROSE BAU FS Gr,OECD90,pcgdpmer,AR5,catchupcovid40,3.0371809982622704
REMIND 1.4,ROSE BAU FS Gr,World,pcgdpmer,AR5,catchupcovid40,3.603984682819097
REMIND 1.4,ROSE BAU FS Gr SL Con,ASIA,pcgdpmer,AR5,catchupcovid40,3.6485196910366744
REMIND 1.4,ROSE BAU FS Gr SL Con,LAM,pcgdpmer,AR5,catchupcovid40,4.760628807603828
REMIND 1.4,ROSE BAU FS Gr SL Con,MAF,pcgdpmer,AR5,catchupcovid40,4.899588255204579
REMIND 1.4,ROSE BAU FS Gr SL Con,OECD90,pcgdpmer,AR5,catchupcovid40,2.9874428323113866
REMIND 1.4,ROSE BAU FS Gr SL Con,World,pcgdpmer,AR5,catchupcovid40,2.898787310136619
REMIND 1.4,ROSE BAU HI Coal,ASIA,pcgdpmer,AR5,catchupcovid40,4.976039527390451
REMIND 1.4,ROSE BAU HI Coal,LAM,pcgdpmer,AR5,catchupcovid40,5.307920592862436
REMIND 1.4,ROSE BAU HI Coal,MAF,pcgdpmer,AR5,catchupcovid40,5.556122311958471
REMIND 1.4,ROSE BAU HI Coal,OECD90,pcgdpmer,AR5,catchupcovid40,2.4246385145996507
REMIND 1.4,ROSE BAU HI Coal,World,pcgdpmer,AR5,catchupcovid40,3.079130428456538
REMIND 1.4,ROSE BAU HI Fos,ASIA,pcgdpmer,AR5,catchupcovid40,5.046610492122346
REMIND 1.4,ROSE BAU HI Fos,LAM,pcgdpmer,AR5,catchupcovid40,5.372078915675986
REMIND 1.4,ROSE BAU HI Fos,MAF,pcgdpmer,AR5,catchupcovid40,5.647350072076328
REMIND 1.4,ROSE BAU HI Fos,OECD90,pcgdpmer,AR5,catchupcovid40,2.4639282883455222
REMIND 1.4,ROSE BAU HI Fos,World,pcgdpmer,AR5,catchupcovid40,3.1368306029917807
REMIND 1.4,ROSE BAU HI Gas,ASIA,pcgdpmer,AR5,catchupcovid40,5.008840629691434
REMIND 1.4,ROSE BAU HI Gas,LAM,pcgdpmer,AR5,catchupcovid40,5.347558416319173
REMIND 1.4,ROSE BAU HI Gas,MAF,pcgdpmer,AR5,catchupcovid40,5.605926651731259
REMIND 1.4,ROSE BAU HI Gas,OECD90,pcgdpmer,AR5,catchupcovid40,2.4440802576023195
REMIND 1.4,ROSE BAU HI Gas,World,pcgdpmer,AR5,catchupcovid40,3.108070193599922
REMIND 1.4,ROSE BAU HI Pop,ASIA,pcgdpmer,AR5,catchupcovid40,2.670577845325059
REMIND 1.4,ROSE BAU HI Pop,LAM,pcgdpmer,AR5,catchupcovid40,3.8332627085034856
REMIND 1.4,ROSE BAU HI Pop,MAF,pcgdpmer,AR5,catchupcovid40,3.7132829216815515
REMIND 1.4,ROSE BAU HI Pop,OECD90,pcgdpmer,AR5,catchupcovid40,1.5174555365640758
REMIND 1.4,ROSE BAU HI Pop,World,pcgdpmer,AR5,catchupcovid40,1.607952031607791
REMIND 1.4,ROSE BAU LO Fos,ASIA,pcgdpmer,AR5,catchupcovid40,4.939576789727598
REMIND 1.4,ROSE BAU LO Fos,LAM,pcgdpmer,AR5,catchupcovid40,5.289223878298644
REMIND 1.4,ROSE BAU LO Fos,MAF,pcgdpmer,AR5,catchupcovid40,5.5256266723878955
REMIND 1.4,ROSE BAU LO Fos,OECD90,pcgdpmer,AR5,catchupcovid40,2.412577363459689
REMIND 1.4,ROSE BAU LO Fos,World,pcgdpmer,AR5,catchupcovid40,3.05633014450894
REMIND 1.4,ROSE BAU LO Oil,ASIA,pcgdpmer,AR5,catchupcovid40,4.9927374149553
REMIND 1.4,ROSE BAU LO Oil,LAM,pcgdpmer,AR5,catchupcovid40,5.33131981717612
REMIND 1.4,ROSE BAU LO Oil,MAF,pcgdpmer,AR5,catchupcovid40,5.5868791573397045
REMIND 1.4,ROSE BAU LO Oil,OECD90,pcgdpmer,AR5,catchupcovid40,2.435717534982775
REMIND 1.4,ROSE BAU LO Oil,World,pcgdpmer,AR5,catchupcovid40,3.095349510493919
REMIND 1.4,ROSE BAU SL Gr,ASIA,pcgdpmer,AR5,catchupcovid40,4.580371816466003
REMIND 1.4,ROSE BAU SL Gr,LAM,pcgdpmer,AR5,catchupcovid40,5.001911438352297
REMIND 1.4,ROSE BAU SL Gr,MAF,pcgdpmer,AR5,catchupcovid40,5.246457729509091
REMIND 1.4,ROSE BAU SL Gr,OECD90,pcgdpmer,AR5,catchupcovid40,1.7860252080693853
REMIND 1.4,ROSE BAU SL Gr,World,pcgdpmer,AR5,catchupcovid40,2.577568123477993
REMIND 1.5,AMPERE2-Base-Conv-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.065135194886555
REMIND 1.5,AMPERE2-Base-Conv-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.43583852233413
REMIND 1.5,AMPERE2-Base-Conv-OPT,MAF,pcgdpmer,AR5,catchupcovid40,5.159249970640138
REMIND 1.5,AMPERE2-Base-Conv-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.3716321150575572
REMIND 1.5,AMPERE2-Base-Conv-OPT,World,pcgdpmer,AR5,catchupcovid40,3.05570368464899
REMIND 1.5,AMPERE2-Base-EERE-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.4146304989757565
REMIND 1.5,AMPERE2-Base-EERE-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.675531078736464
REMIND 1.5,AMPERE2-Base-EERE-OPT,MAF,pcgdpmer,AR5,catchupcovid40,5.636326194493547
REMIND 1.5,AMPERE2-Base-EERE-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.560581087235917
REMIND 1.5,AMPERE2-Base-EERE-OPT,World,pcgdpmer,AR5,catchupcovid40,3.3303411471747357
REMIND 1.5,AMPERE2-Base-FullTech-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.075114382402465
REMIND 1.5,AMPERE2-Base-FullTech-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.442058955482674
REMIND 1.5,AMPERE2-Base-FullTech-OPT,MAF,pcgdpmer,AR5,catchupcovid40,5.173718946044271
REMIND 1.5,AMPERE2-Base-FullTech-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.3760298518384086
REMIND 1.5,AMPERE2-Base-FullTech-OPT,World,pcgdpmer,AR5,catchupcovid40,3.0630724727875047
REMIND 1.5,AMPERE2-Base-LimBio-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.074070770799288
REMIND 1.5,AMPERE2-Base-LimBio-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.441625359847085
REMIND 1.5,AMPERE2-Base-LimBio-OPT,MAF,pcgdpmer,AR5,catchupcovid40,5.171866417451049
REMIND 1.5,AMPERE2-Base-LimBio-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.3755535038814344
REMIND 1.5,AMPERE2-Base-LimBio-OPT,World,pcgdpmer,AR5,catchupcovid40,3.0622729567218334
REMIND 1.5,AMPERE2-Base-LimSW-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.0680580507104755
REMIND 1.5,AMPERE2-Base-LimSW-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.437375852713082
REMIND 1.5,AMPERE2-Base-LimSW-OPT,MAF,pcgdpmer,AR5,catchupcovid40,5.16336794921532
REMIND 1.5,AMPERE2-Base-LimSW-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.372843710134238
REMIND 1.5,AMPERE2-Base-LimSW-OPT,World,pcgdpmer,AR5,catchupcovid40,3.0577990474360592
REMIND 1.5,AMPERE2-Base-LowEI-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.4155160101865665
REMIND 1.5,AMPERE2-Base-LowEI-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.675931739096241
REMIND 1.5,AMPERE2-Base-LowEI-OPT,MAF,pcgdpmer,AR5,catchupcovid40,5.63727451394424
REMIND 1.5,AMPERE2-Base-LowEI-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.560902409876566
REMIND 1.5,AMPERE2-Base-LowEI-OPT,World,pcgdpmer,AR5,catchupcovid40,3.330935748799603
REMIND 1.5,AMPERE2-Base-NucOff-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.071448095601646
REMIND 1.5,AMPERE2-Base-NucOff-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.4400533599806495
REMIND 1.5,AMPERE2-Base-NucOff-OPT,MAF,pcgdpmer,AR5,catchupcovid40,5.168581635165379
REMIND 1.5,AMPERE2-Base-NucOff-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.3747108764626788
REMIND 1.5,AMPERE2-Base-NucOff-OPT,World,pcgdpmer,AR5,catchupcovid40,3.0605090396862114
REMIND 1.5,AMPERE3-Base,ASIA,pcgdpmer,AR5,catchupcovid40,5.07555257451389
REMIND 1.5,AMPERE3-Base,LAM,pcgdpmer,AR5,catchupcovid40,5.441478961281313
REMIND 1.5,AMPERE3-Base,MAF,pcgdpmer,AR5,catchupcovid40,5.173082989925595
REMIND 1.5,AMPERE3-Base,OECD90,pcgdpmer,AR5,catchupcovid40,2.3755791548204677
REMIND 1.5,AMPERE3-Base,World,pcgdpmer,AR5,catchupcovid40,3.062866554448188
REMIND 1.5,EMF27-Base-Conv,ASIA,pcgdpmer,AR5,catchupcovid40,5.170348540841187
REMIND 1.5,EMF27-Base-Conv,LAM,pcgdpmer,AR5,catchupcovid40,3.9658165827528697
REMIND 1.5,EMF27-Base-Conv,MAF,pcgdpmer,AR5,catchupcovid40,4.111228823916289
REMIND 1.5,EMF27-Base-Conv,OECD90,pcgdpmer,AR5,catchupcovid40,1.9178091760594622
REMIND 1.5,EMF27-Base-Conv,World,pcgdpmer,AR5,catchupcovid40,2.548663966509114
REMIND 1.5,EMF27-Base-EERE,ASIA,pcgdpmer,AR5,catchupcovid40,5.486871715747503
REMIND 1.5,EMF27-Base-EERE,LAM,pcgdpmer,AR5,catchupcovid40,4.208030924070346
REMIND 1.5,EMF27-Base-EERE,MAF,pcgdpmer,AR5,catchupcovid40,4.579556976546687
REMIND 1.5,EMF27-Base-EERE,OECD90,pcgdpmer,AR5,catchupcovid40,2.0887649546262295
REMIND 1.5,EMF27-Base-EERE,World,pcgdpmer,AR5,catchupcovid40,2.802752132712508
REMIND 1.5,EMF27-Base-FullTech,ASIA,pcgdpmer,AR5,catchupcovid40,5.176262398803393
REMIND 1.5,EMF27-Base-FullTech,LAM,pcgdpmer,AR5,catchupcovid40,3.9703800775198808
REMIND 1.5,EMF27-Base-FullTech,MAF,pcgdpmer,AR5,catchupcovid40,4.120984079882918
REMIND 1.5,EMF27-Base-FullTech,OECD90,pcgdpmer,AR5,catchupcovid40,1.9205381774301467
REMIND 1.5,EMF27-Base-FullTech,World,pcgdpmer,AR5,catchupcovid40,2.5532794734052655
REMIND 1.5,EMF27-Base-LimBio,ASIA,pcgdpmer,AR5,catchupcovid40,5.17562572637171
REMIND 1.5,EMF27-Base-LimBio,LAM,pcgdpmer,AR5,catchupcovid40,3.9698905402397306
REMIND 1.5,EMF27-Base-LimBio,MAF,pcgdpmer,AR5,catchupcovid40,4.11986402980709
REMIND 1.5,EMF27-Base-LimBio,OECD90,pcgdpmer,AR5,catchupcovid40,1.9201490618128028
REMIND 1.5,EMF27-Base-LimBio,World,pcgdpmer,AR5,catchupcovid40,2.5527273762897926
REMIND 1.5,EMF27-Base-LimSW,ASIA,pcgdpmer,AR5,catchupcovid40,5.172020814527301
REMIND 1.5,EMF27-Base-LimSW,LAM,pcgdpmer,AR5,catchupcovid40,3.967115609362721
REMIND 1.5,EMF27-Base-LimSW,MAF,pcgdpmer,AR5,catchupcovid40,4.114278654303502
REMIND 1.5,EMF27-Base-LimSW,OECD90,pcgdpmer,AR5,catchupcovid40,1.9185511690604895
REMIND 1.5,EMF27-Base-LimSW,World,pcgdpmer,AR5,catchupcovid40,2.5499731651326347
REMIND 1.5,EMF27-Base-LimTech,ASIA,pcgdpmer,AR5,catchupcovid40,5.166655382883105
REMIND 1.5,EMF27-Base-LimTech,LAM,pcgdpmer,AR5,catchupcovid40,3.9639417948741853
REMIND 1.5,EMF27-Base-LimTech,MAF,pcgdpmer,AR5,catchupcovid40,4.106713980550559
REMIND 1.5,EMF27-Base-LimTech,OECD90,pcgdpmer,AR5,catchupcovid40,1.9166773030011464
REMIND 1.5,EMF27-Base-LimTech,World,pcgdpmer,AR5,catchupcovid40,2.546230627102632
REMIND 1.5,EMF27-Base-LowEI,ASIA,pcgdpmer,AR5,catchupcovid40,5.487990164961982
REMIND 1.5,EMF27-Base-LowEI,LAM,pcgdpmer,AR5,catchupcovid40,4.2088238433505305
REMIND 1.5,EMF27-Base-LowEI,MAF,pcgdpmer,AR5,catchupcovid40,4.58105183908445
REMIND 1.5,EMF27-Base-LowEI,OECD90,pcgdpmer,AR5,catchupcovid40,2.089157655086787
REMIND 1.5,EMF27-Base-LowEI,World,pcgdpmer,AR5,catchupcovid40,2.803532434708472
REMIND 1.5,EMF27-Base-NucOff,ASIA,pcgdpmer,AR5,catchupcovid40,5.173169262010214
REMIND 1.5,EMF27-Base-NucOff,LAM,pcgdpmer,AR5,catchupcovid40,3.9685103094609326
REMIND 1.5,EMF27-Base-NucOff,MAF,pcgdpmer,AR5,catchupcovid40,4.116893948491642
REMIND 1.5,EMF27-Base-NucOff,OECD90,pcgdpmer,AR5,catchupcovid40,1.9194786535522144
REMIND 1.5,EMF27-Base-NucOff,World,pcgdpmer,AR5,catchupcovid40,2.551121877369125
REMIND 1.5,LIMITS-Base,ASIA,pcgdpmer,AR5,catchupcovid40,5.074273223292061
REMIND 1.5,LIMITS-Base,LAM,pcgdpmer,AR5,catchupcovid40,5.441275891596787
REMIND 1.5,LIMITS-Base,MAF,pcgdpmer,AR5,catchupcovid40,5.171715317348285
REMIND 1.5,LIMITS-Base,OECD90,pcgdpmer,AR5,catchupcovid40,2.375549595131389
REMIND 1.5,LIMITS-Base,World,pcgdpmer,AR5,catchupcovid40,3.0622505526515837
REMIND-MAGPIE,SSP1-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid40,5.863773171595558
REMIND-MAGPIE,SSP1-Baseline,LAM,pcgdpppp,SSPs,catchupcovid40,4.788247953823652
REMIND-MAGPIE,SSP1-Baseline,MAF,pcgdpppp,SSPs,catchupcovid40,5.735076438128996
REMIND-MAGPIE,SSP1-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid40,2.3592897760428775
REMIND-MAGPIE,SSP1-Baseline,REF,pcgdpppp,SSPs,catchupcovid40,4.804201505689859
REMIND-MAGPIE,SSP1-Baseline,World,pcgdpppp,SSPs,catchupcovid40,4.104308467548391
REMIND-MAGPIE,SSP2-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid40,4.3899209678189575
REMIND-MAGPIE,SSP2-Baseline,LAM,pcgdpppp,SSPs,catchupcovid40,3.787233490881291
REMIND-MAGPIE,SSP2-Baseline,MAF,pcgdpppp,SSPs,catchupcovid40,4.4984987390870295
REMIND-MAGPIE,SSP2-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid40,1.9422936669421933
REMIND-MAGPIE,SSP2-Baseline,REF,pcgdpppp,SSPs,catchupcovid40,3.904853908182548
REMIND-MAGPIE,SSP2-Baseline,World,pcgdpppp,SSPs,catchupcovid40,2.969178748449923
REMIND-MAGPIE,SSP5-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid40,6.757124982609113
REMIND-MAGPIE,SSP5-Baseline,LAM,pcgdpppp,SSPs,catchupcovid40,5.549507567670543
REMIND-MAGPIE,SSP5-Baseline,MAF,pcgdpppp,SSPs,catchupcovid40,6.652123934473274
REMIND-MAGPIE,SSP5-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid40,2.8662064201120563
REMIND-MAGPIE,SSP5-Baseline,REF,pcgdpppp,SSPs,catchupcovid40,5.631531209582143
REMIND-MAGPIE,SSP5-Baseline,World,pcgdpppp,SSPs,catchupcovid40,4.9309134148604965
SGM_EMF22,EMF22 Reference,World,pcgdpmer,AR5,catchupcovid40,NA
TIAM-ECN,LIMITS-Base,ASIA,pcgdpmer,AR5,catchupcovid40,3.3372328107149687
TIAM-ECN,LIMITS-Base,LAM,pcgdpmer,AR5,catchupcovid40,4.117851116894194
TIAM-ECN,LIMITS-Base,MAF,pcgdpmer,AR5,catchupcovid40,4.023863165363538
TIAM-ECN,LIMITS-Base,OECD90,pcgdpmer,AR5,catchupcovid40,2.1659473924406205
TIAM-ECN,LIMITS-Base,REF,pcgdpmer,AR5,catchupcovid40,3.9273021087954545
TIAM-ECN,LIMITS-Base,World,pcgdpmer,AR5,catchupcovid40,2.3642032270465947
TIAM-WORLD 2012.2,EMF27-Base-Conv,ASIA,pcgdpmer,AR5,catchupcovid40,4.134745243872413
TIAM-WORLD 2012.2,EMF27-Base-Conv,LAM,pcgdpmer,AR5,catchupcovid40,3.412432777751094
TIAM-WORLD 2012.2,EMF27-Base-Conv,MAF,pcgdpmer,AR5,catchupcovid40,2.9825342007313296
TIAM-WORLD 2012.2,EMF27-Base-Conv,OECD90,pcgdpmer,AR5,catchupcovid40,2.644265671309607
TIAM-WORLD 2012.2,EMF27-Base-Conv,World,pcgdpmer,AR5,catchupcovid40,2.670500193810799
TIAM-WORLD 2012.2,EMF27-Base-EERE,ASIA,pcgdpmer,AR5,catchupcovid40,4.134745243872413
TIAM-WORLD 2012.2,EMF27-Base-EERE,LAM,pcgdpmer,AR5,catchupcovid40,3.412432777751094
TIAM-WORLD 2012.2,EMF27-Base-EERE,MAF,pcgdpmer,AR5,catchupcovid40,2.9825342007313296
TIAM-WORLD 2012.2,EMF27-Base-EERE,OECD90,pcgdpmer,AR5,catchupcovid40,2.644265671309607
TIAM-WORLD 2012.2,EMF27-Base-EERE,World,pcgdpmer,AR5,catchupcovid40,2.670500193810799
TIAM-WORLD 2012.2,EMF27-Base-FullTech,ASIA,pcgdpmer,AR5,catchupcovid40,4.134745243872413
TIAM-WORLD 2012.2,EMF27-Base-FullTech,LAM,pcgdpmer,AR5,catchupcovid40,3.412432777751094
TIAM-WORLD 2012.2,EMF27-Base-FullTech,MAF,pcgdpmer,AR5,catchupcovid40,2.9825342007313296
TIAM-WORLD 2012.2,EMF27-Base-FullTech,OECD90,pcgdpmer,AR5,catchupcovid40,2.644265671309607
TIAM-WORLD 2012.2,EMF27-Base-FullTech,World,pcgdpmer,AR5,catchupcovid40,2.670500193810799
TIAM-WORLD 2012.2,EMF27-Base-LimBio,ASIA,pcgdpmer,AR5,catchupcovid40,4.134745243872413
TIAM-WORLD 2012.2,EMF27-Base-LimBio,LAM,pcgdpmer,AR5,catchupcovid40,3.412432777751094
TIAM-WORLD 2012.2,EMF27-Base-LimBio,MAF,pcgdpmer,AR5,catchupcovid40,2.9825342007313296
TIAM-WORLD 2012.2,EMF27-Base-LimBio,OECD90,pcgdpmer,AR5,catchupcovid40,2.644265671309607
TIAM-WORLD 2012.2,EMF27-Base-LimBio,World,pcgdpmer,AR5,catchupcovid40,2.670500193810799
TIAM-WORLD 2012.2,EMF27-Base-LimSW,ASIA,pcgdpmer,AR5,catchupcovid40,4.134745243872413
TIAM-WORLD 2012.2,EMF27-Base-LimSW,LAM,pcgdpmer,AR5,catchupcovid40,3.412432777751094
TIAM-WORLD 2012.2,EMF27-Base-LimSW,MAF,pcgdpmer,AR5,catchupcovid40,2.9825342007313296
TIAM-WORLD 2012.2,EMF27-Base-LimSW,OECD90,pcgdpmer,AR5,catchupcovid40,2.644265671309607
TIAM-WORLD 2012.2,EMF27-Base-LimSW,World,pcgdpmer,AR5,catchupcovid40,2.670500193810799
TIAM-WORLD 2012.2,EMF27-Base-LimTech,ASIA,pcgdpmer,AR5,catchupcovid40,4.134745243872413
TIAM-WORLD 2012.2,EMF27-Base-LimTech,LAM,pcgdpmer,AR5,catchupcovid40,3.412432777751094
TIAM-WORLD 2012.2,EMF27-Base-LimTech,MAF,pcgdpmer,AR5,catchupcovid40,2.9825342007313296
TIAM-WORLD 2012.2,EMF27-Base-LimTech,OECD90,pcgdpmer,AR5,catchupcovid40,2.644265671309607
TIAM-WORLD 2012.2,EMF27-Base-LimTech,World,pcgdpmer,AR5,catchupcovid40,2.670500193810799
TIAM-WORLD 2012.2,EMF27-Base-LowEI,ASIA,pcgdpmer,AR5,catchupcovid40,4.134745243872413
TIAM-WORLD 2012.2,EMF27-Base-LowEI,LAM,pcgdpmer,AR5,catchupcovid40,3.412432777751094
TIAM-WORLD 2012.2,EMF27-Base-LowEI,MAF,pcgdpmer,AR5,catchupcovid40,2.9825342007313296
TIAM-WORLD 2012.2,EMF27-Base-LowEI,OECD90,pcgdpmer,AR5,catchupcovid40,2.644265671309607
TIAM-WORLD 2012.2,EMF27-Base-LowEI,World,pcgdpmer,AR5,catchupcovid40,2.670500193810799
TIAM-WORLD 2012.2,EMF27-Base-NucOff,ASIA,pcgdpmer,AR5,catchupcovid40,4.134745243872413
TIAM-WORLD 2012.2,EMF27-Base-NucOff,LAM,pcgdpmer,AR5,catchupcovid40,3.412432777751094
TIAM-WORLD 2012.2,EMF27-Base-NucOff,MAF,pcgdpmer,AR5,catchupcovid40,2.9825342007313296
TIAM-WORLD 2012.2,EMF27-Base-NucOff,OECD90,pcgdpmer,AR5,catchupcovid40,2.644265671309607
TIAM-WORLD 2012.2,EMF27-Base-NucOff,World,pcgdpmer,AR5,catchupcovid40,2.670500193810799
TIAM-World_2007_version,EMF22 Reference,World,pcgdpmer,AR5,catchupcovid40,NA
TIAM-World_Mar2012,AME Reference,ASIA,pcgdpmer,AR5,catchupcovid40,3.3753418496327905
TIAM-World_Mar2012,AME Reference,LAM,pcgdpmer,AR5,catchupcovid40,4.097955256145364
TIAM-World_Mar2012,AME Reference,MAF,pcgdpmer,AR5,catchupcovid40,3.2385067213798893
TIAM-World_Mar2012,AME Reference,OECD90,pcgdpmer,AR5,catchupcovid40,1.9428714295664353
TIAM-World_Mar2012,AME Reference,REF,pcgdpmer,AR5,catchupcovid40,4.510121504666975
TIAM-World_Mar2012,AME Reference,World,pcgdpmer,AR5,catchupcovid40,2.129254160789647
TIMES-VTT-2011,AME Reference,ASIA,pcgdpmer,AR5,catchupcovid40,1.8096705745279085
TIMES-VTT-2011,AME Reference,LAM,pcgdpmer,AR5,catchupcovid40,3.455850094395534
TIMES-VTT-2011,AME Reference,MAF,pcgdpmer,AR5,catchupcovid40,3.877836743031601
TIMES-VTT-2011,AME Reference,OECD90,pcgdpmer,AR5,catchupcovid40,2.498376453510015
TIMES-VTT-2011,AME Reference,REF,pcgdpmer,AR5,catchupcovid40,5.07106172050936
TIMES-VTT-2011,AME Reference,World,pcgdpmer,AR5,catchupcovid40,2.8005482048786283
WITCH_AME,AME Reference,ASIA,pcgdpmer,AR5,catchupcovid40,5.9565171402751105
WITCH_AME,AME Reference,LAM,pcgdpmer,AR5,catchupcovid40,5.727824649202272
WITCH_AME,AME Reference,MAF,pcgdpmer,AR5,catchupcovid40,5.134677870031365
WITCH_AME,AME Reference,OECD90,pcgdpmer,AR5,catchupcovid40,2.42360797224085
WITCH_AME,AME Reference,REF,pcgdpmer,AR5,catchupcovid40,4.609253133663691
WITCH_AME,AME Reference,World,pcgdpmer,AR5,catchupcovid40,3.15316516097711
WITCH_AMPERE,AMPERE2-Base-FullTech-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.4332465996957415
WITCH_AMPERE,AMPERE2-Base-FullTech-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.433975086383351
WITCH_AMPERE,AMPERE2-Base-FullTech-OPT,MAF,pcgdpmer,AR5,catchupcovid40,4.705318172839357
WITCH_AMPERE,AMPERE2-Base-FullTech-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.055305939336746
WITCH_AMPERE,AMPERE2-Base-FullTech-OPT,REF,pcgdpmer,AR5,catchupcovid40,4.437453976262548
WITCH_AMPERE,AMPERE2-Base-FullTech-OPT,World,pcgdpmer,AR5,catchupcovid40,2.950953959631984
WITCH_AMPERE,AMPERE2-Base-LowEI-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.4063624476631436
WITCH_AMPERE,AMPERE2-Base-LowEI-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.4294388999017436
WITCH_AMPERE,AMPERE2-Base-LowEI-OPT,MAF,pcgdpmer,AR5,catchupcovid40,4.68902834553351
WITCH_AMPERE,AMPERE2-Base-LowEI-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.0328795361091716
WITCH_AMPERE,AMPERE2-Base-LowEI-OPT,REF,pcgdpmer,AR5,catchupcovid40,4.3234323663112395
WITCH_AMPERE,AMPERE2-Base-LowEI-OPT,World,pcgdpmer,AR5,catchupcovid40,2.9234324786292483
WITCH_AMPERE,AMPERE2-Base-NucOff-OPT,ASIA,pcgdpmer,AR5,catchupcovid40,5.427587522653561
WITCH_AMPERE,AMPERE2-Base-NucOff-OPT,LAM,pcgdpmer,AR5,catchupcovid40,5.430373793743818
WITCH_AMPERE,AMPERE2-Base-NucOff-OPT,MAF,pcgdpmer,AR5,catchupcovid40,4.714951403373904
WITCH_AMPERE,AMPERE2-Base-NucOff-OPT,OECD90,pcgdpmer,AR5,catchupcovid40,2.0505246949361595
WITCH_AMPERE,AMPERE2-Base-NucOff-OPT,REF,pcgdpmer,AR5,catchupcovid40,4.4384590582695145
WITCH_AMPERE,AMPERE2-Base-NucOff-OPT,World,pcgdpmer,AR5,catchupcovid40,2.947453238113721
WITCH_AMPERE,AMPERE3-Base,ASIA,pcgdpmer,AR5,catchupcovid40,5.4332465996957415
WITCH_AMPERE,AMPERE3-Base,LAM,pcgdpmer,AR5,catchupcovid40,5.433975086383351
WITCH_AMPERE,AMPERE3-Base,MAF,pcgdpmer,AR5,catchupcovid40,4.705318172839357
WITCH_AMPERE,AMPERE3-Base,OECD90,pcgdpmer,AR5,catchupcovid40,2.055305939336746
WITCH_AMPERE,AMPERE3-Base,REF,pcgdpmer,AR5,catchupcovid40,4.437453976262548
WITCH_AMPERE,AMPERE3-Base,World,pcgdpmer,AR5,catchupcovid40,2.950953959631984
WITCH_EMF22,EMF22 Reference,World,pcgdpmer,AR5,catchupcovid40,NA
WITCH_EMF27,EMF27-Base-Conv,ASIA,pcgdpmer,AR5,catchupcovid40,5.4236681396209985
WITCH_EMF27,EMF27-Base-Conv,LAM,pcgdpmer,AR5,catchupcovid40,5.43727635880655
WITCH_EMF27,EMF27-Base-Conv,MAF,pcgdpmer,AR5,catchupcovid40,4.714687395139862
WITCH_EMF27,EMF27-Base-Conv,OECD90,pcgdpmer,AR5,catchupcovid40,2.048490447303611
WITCH_EMF27,EMF27-Base-Conv,REF,pcgdpmer,AR5,catchupcovid40,4.427719685375118
WITCH_EMF27,EMF27-Base-Conv,World,pcgdpmer,AR5,catchupcovid40,2.9453667346314973
WITCH_EMF27,EMF27-Base-EERE,ASIA,pcgdpmer,AR5,catchupcovid40,5.767965337071058
WITCH_EMF27,EMF27-Base-EERE,LAM,pcgdpmer,AR5,catchupcovid40,5.53014574385727
WITCH_EMF27,EMF27-Base-EERE,MAF,pcgdpmer,AR5,catchupcovid40,4.8419419587861565
WITCH_EMF27,EMF27-Base-EERE,OECD90,pcgdpmer,AR5,catchupcovid40,2.078534333579232
WITCH_EMF27,EMF27-Base-EERE,REF,pcgdpmer,AR5,catchupcovid40,4.459944415466261
WITCH_EMF27,EMF27-Base-EERE,World,pcgdpmer,AR5,catchupcovid40,3.0919497666318003
