MODEL,SCENARIO,REGION,variable,percent,resulttype,sensadj1,sensadj2,DATABASE,grerrsens1,grerrsens2
WITCH_ROSE,ROSE BAU SL Gr,LAM,pcgdpmer,2.3498035333877874,growtherror,0.09611336166010664,-0.2811606209436719,AR5,2.2536901717276807,2.6309641543314592
WITCH_ROSE,ROSE BAU SL Gr,MAF,pcgdpmer,2.367654035201959,growtherror,0.10016240169222135,-0.3435738230950709,AR5,2.2674916335097377,2.71122785829703
WITCH_ROSE,ROSE BAU SL Gr,OECD90,pcgdpmer,0.5436848757452821,growtherror,0.371857896203182,0.20335995390724138,AR5,0.17182697954210013,0.34032492183804075
WITCH_ROSE,ROSE BAU SL Gr,REF,pcgdpmer,1.253017981942108,growtherror,0.7606638175974099,0.06938373987776814,AR5,0.49235416434469803,1.1836342420643398
WITCH_ROSE,ROSE BAU SL Gr,World,pcgdpmer,0.6289247438728651,growtherror,0.28066366201143733,0.08625502887974612,AR5,0.3482610818614278,0.542669714993119
WITCH_ROSE,ROSE BAU SL Gr SL Con,ASIA,pcgdpmer,-0.593081715619862,growtherror,-0.11534761796874271,-0.18413339302708653,AR5,-0.4777340976511193,-0.40894832259277547
WITCH_ROSE,ROSE BAU SL Gr SL Con,LAM,pcgdpmer,1.7652290118059875,growtherror,0.09611336166010664,-0.2811606209436719,AR5,1.6691156501458808,2.0463896327496593
WITCH_ROSE,ROSE BAU SL Gr SL Con,MAF,pcgdpmer,1.7199907110440145,growtherror,0.10016240169222135,-0.3435738230950709,AR5,1.6198283093517931,2.0635645341390854
WITCH_ROSE,ROSE BAU SL Gr SL Con,OECD90,pcgdpmer,0.5370698603529167,growtherror,0.371857896203182,0.20335995390724138,AR5,0.1652119641497347,0.33370990644567533
WITCH_ROSE,ROSE BAU SL Gr SL Con,REF,pcgdpmer,0.968233619724145,growtherror,0.7606638175974099,0.06938373987776814,AR5,0.20756980212673515,0.8988498798463769
WITCH_ROSE,ROSE BAU SL Gr SL Con,World,pcgdpmer,0.24496778063644165,growtherror,0.28066366201143733,0.08625502887974612,AR5,-0.035695881374995686,0.15871275175669552
WorldScan2,AMPERE3-Base,OECD90,pcgdpmer,0.8032605046827641,growtherror,0.371857896203182,0.20335995390724138,AR5,0.4314026084795821,0.5999005507755227
WorldScan2,AMPERE3-Base,World,pcgdpmer,0.23191473042035238,growtherror,0.28066366201143733,0.08625502887974612,AR5,-0.048748931591084954,0.14565970154060626
AIM/CGE,SSP1-Baseline,ASIA,pcgdpppp,0.5182333103574016,growtherror,-0.12062695261178913,-0.16953639440822776,SSPs,0.6388602629691907,0.6877697047656294
AIM/CGE,SSP1-Baseline,LAM,pcgdpppp,1.3235172031031188,growtherror,0.13527844061049477,-0.24891740327676848,SSPs,1.188238762492624,1.5724346063798873
AIM/CGE,SSP1-Baseline,MAF,pcgdpppp,1.5904656571135556,growtherror,0.06255578481890156,-0.3172006200147135,SSPs,1.527909872294654,1.907666277128269
AIM/CGE,SSP1-Baseline,OECD90,pcgdpppp,0.44095833241340066,growtherror,0.3804754201824365,0.21075523072892,SSPs,0.060482912230964136,0.23020310168448066
AIM/CGE,SSP1-Baseline,REF,pcgdpppp,1.2248298377905067,growtherror,0.7562659759886894,0.04683423140505605,SSPs,0.4685638618018173,1.1779956063854506
AIM/CGE,SSP1-Baseline,World,pcgdpppp,0.603042621418221,growtherror,0.22288963408277818,0.03197522392384844,SSPs,0.3801529873354428,0.5710673974943725
AIM/CGE,SSP2-Baseline,ASIA,pcgdpppp,0.4019799145759575,growtherror,-0.12062695261178913,-0.16953639440822776,SSPs,0.5226068671877466,0.5715163089841853
AIM/CGE,SSP2-Baseline,LAM,pcgdpppp,1.2724687579366927,growtherror,0.13527844061049477,-0.24891740327676848,SSPs,1.137190317326198,1.5213861612134612
AIM/CGE,SSP2-Baseline,MAF,pcgdpppp,1.4955567581024503,growtherror,0.06255578481890156,-0.3172006200147135,SSPs,1.4330009732835487,1.8127573781171638
AIM/CGE,SSP2-Baseline,OECD90,pcgdpppp,0.41527107294364496,growtherror,0.3804754201824365,0.21075523072892,SSPs,0.03479565276120844,0.20451584221472496
AIM/CGE,SSP2-Baseline,REF,pcgdpppp,1.1514325524614801,growtherror,0.7562659759886894,0.04683423140505605,SSPs,0.39516657647279074,1.104598321056424
AIM/CGE,SSP2-Baseline,World,pcgdpppp,0.49933827695776767,growtherror,0.22288963408277818,0.03197522392384844,SSPs,0.2764486428749895,0.46736305303391923
AIM/CGE,SSP3-Baseline,ASIA,pcgdpppp,0.31313073465408525,growtherror,-0.12062695261178913,-0.16953639440822776,SSPs,0.4337576872658744,0.482667129062313
AIM/CGE,SSP3-Baseline,LAM,pcgdpppp,1.2111958352731003,growtherror,0.13527844061049477,-0.24891740327676848,SSPs,1.0759173946626055,1.4601132385498687
AIM/CGE,SSP3-Baseline,MAF,pcgdpppp,1.3578556692729933,growtherror,0.06255578481890156,-0.3172006200147135,SSPs,1.2952998844540917,1.6750562892877068
AIM/CGE,SSP3-Baseline,OECD90,pcgdpppp,0.3894830945156671,growtherror,0.3804754201824365,0.21075523072892,SSPs,0.009007674333230575,0.1787278637867471
AIM/CGE,SSP3-Baseline,REF,pcgdpppp,1.0885913906471705,growtherror,0.7562659759886894,0.04683423140505605,SSPs,0.3323254146584811,1.0417571592421144
AIM/CGE,SSP3-Baseline,World,pcgdpppp,0.38190224450082355,growtherror,0.22288963408277818,0.03197522392384844,SSPs,0.15901261041804537,0.3499270205769751
AIM/CGE,SSP4-Baseline,ASIA,pcgdpppp,0.4000985310916596,growtherror,-0.12062695261178913,-0.16953639440822776,SSPs,0.5207254837034487,0.5696349254998874
AIM/CGE,SSP4-Baseline,LAM,pcgdpppp,1.247407326472166,growtherror,0.13527844061049477,-0.24891740327676848,SSPs,1.1121288858616711,1.4963247297489344
AIM/CGE,SSP4-Baseline,MAF,pcgdpppp,1.3945396304901778,growtherror,0.06255578481890156,-0.3172006200147135,SSPs,1.3319838456712763,1.7117402505048913
AIM/CGE,SSP4-Baseline,OECD90,pcgdpppp,0.43073511296257155,growtherror,0.3804754201824365,0.21075523072892,SSPs,0.050259692780135035,0.21997988223365156
AIM/CGE,SSP4-Baseline,REF,pcgdpppp,1.1576923499399228,growtherror,0.7562659759886894,0.04683423140505605,SSPs,0.4014263739512334,1.1108581185348667
AIM/CGE,SSP4-Baseline,World,pcgdpppp,0.4790357234445728,growtherror,0.22288963408277818,0.03197522392384844,SSPs,0.2561460893617946,0.44706049952072435
AIM/CGE,SSP5-Baseline,ASIA,pcgdpppp,0.5766566542948792,growtherror,-0.12062695261178913,-0.16953639440822776,SSPs,0.6972836069066684,0.746193048703107
AIM/CGE,SSP5-Baseline,LAM,pcgdpppp,1.3454306042559754,growtherror,0.13527844061049477,-0.24891740327676848,SSPs,1.2101521636454806,1.5943480075327439
