year,MODEL,SCENARIO,REGION,pcgdpppp,lnpcgdpppp,inlnpcgdp,pcgdpgrowth,database,pcgdpmer,pcgdpgrowthppp,pcgdpgrowthmer
2005,AIM/CGE,SSP1-Baseline,ASIA,3.6139804643215783,1.284809786599693,1.284809786599693,NA,SSPs,NA,NA,NA
2006,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.3530094693017416,6.819968270204857,SSPs,NA,NA,NA
2007,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.42120915200379,6.819968270204835,SSPs,NA,NA,NA
2008,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.4894088347058385,6.819968270204857,SSPs,NA,NA,NA
2009,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.5576085174078869,6.819968270204835,SSPs,NA,NA,NA
2010,AIM/CGE,SSP1-Baseline,ASIA,5.082525075030849,1.6258082001099354,1.6258082001099354,6.819968270204857,SSPs,NA,NA,NA
2011,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.688109251983089,6.230105187315349,SSPs,NA,NA,NA
2012,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.7504103038562424,6.230105187315349,SSPs,NA,NA,NA
2013,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.812711355729396,6.230105187315349,SSPs,NA,NA,NA
2014,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.8750124076025494,6.230105187315349,SSPs,NA,NA,NA
2015,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.9373134594757029,6.230105187315349,SSPs,NA,NA,NA
2016,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,1.9996145113488564,6.230105187315349,SSPs,NA,NA,NA
2017,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.06191556322201,6.230105187315349,SSPs,NA,NA,NA
2018,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.1242166150951634,6.230105187315349,SSPs,NA,NA,NA
2019,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.186517666968317,6.230105187315349,SSPs,NA,NA,NA
2020,AIM/CGE,SSP1-Baseline,ASIA,9.476534769884841,2.2488187188414703,2.2488187188414703,6.230105187315349,SSPs,NA,NA,NA
2021,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.3046853643621485,5.5866645520678215,SSPs,NA,NA,NA
2022,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.360552009882827,5.586664552067866,SSPs,NA,NA,NA
2023,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.4164186554035054,5.5866645520678215,SSPs,NA,NA,NA
2024,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.4722853009241836,5.5866645520678215,SSPs,NA,NA,NA
2025,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.5281519464448623,5.586664552067866,SSPs,NA,NA,NA
2026,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.5840185919655405,5.5866645520678215,SSPs,NA,NA,NA
2027,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.6398852374862187,5.5866645520678215,SSPs,NA,NA,NA
2028,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.6957518830068974,5.586664552067866,SSPs,NA,NA,NA
2029,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.7516185285275756,5.5866645520678215,SSPs,NA,NA,NA
2030,AIM/CGE,SSP1-Baseline,ASIA,16.568199644856808,2.807485174048254,2.807485174048254,5.5866645520678215,SSPs,NA,NA,NA
2031,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.850399224022505,4.291404997425108,SSPs,NA,NA,NA
2032,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.8933132739967564,4.291404997425152,SSPs,NA,NA,NA
2033,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.9362273239710075,4.291404997425108,SSPs,NA,NA,NA
2034,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,2.979141373945259,4.291404997425152,SSPs,NA,NA,NA
2035,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.02205542391951,4.291404997425108,SSPs,NA,NA,NA
2036,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.064969473893761,4.291404997425108,SSPs,NA,NA,NA
2037,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.1078835238680127,4.291404997425152,SSPs,NA,NA,NA
2038,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.1507975738422638,4.291404997425108,SSPs,NA,NA,NA
2039,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.1937116238165153,4.291404997425152,SSPs,NA,NA,NA
2040,AIM/CGE,SSP1-Baseline,ASIA,25.44770784194125,3.2366256737907664,3.2366256737907664,4.291404997425108,SSPs,NA,NA,NA
2041,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.2674166608167363,3.079098702596994,SSPs,NA,NA,NA
2042,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.298207647842706,3.0790987025969496,SSPs,NA,NA,NA
2043,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.3289986348686758,3.079098702596994,SSPs,NA,NA,NA
2044,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.3597896218946453,3.0790987025969496,SSPs,NA,NA,NA
2045,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.390580608920615,3.079098702596994,SSPs,NA,NA,NA
2046,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.421371595946585,3.079098702596994,SSPs,NA,NA,NA
2047,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.4521625829725546,3.0790987025969496,SSPs,NA,NA,NA
2048,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.4829535699985246,3.079098702596994,SSPs,NA,NA,NA
2049,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.513744557024494,3.0790987025969496,SSPs,NA,NA,NA
2050,AIM/CGE,SSP1-Baseline,ASIA,34.62360046996005,3.544535544050464,3.544535544050464,3.079098702596994,SSPs,NA,NA,NA
2051,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.5675193259390534,2.2983781888589405,SSPs,NA,NA,NA
2052,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.590503107827643,2.2983781888589405,SSPs,NA,NA,NA
2053,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.613486889716232,2.2983781888589405,SSPs,NA,NA,NA
2054,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.6364706716048216,2.2983781888589405,SSPs,NA,NA,NA
2055,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.659454453493411,2.2983781888589405,SSPs,NA,NA,NA
2056,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.682438235382001,2.298378188858985,SSPs,NA,NA,NA
2057,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.7054220172705903,2.2983781888589405,SSPs,NA,NA,NA
2058,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.7284057991591797,2.2983781888589405,SSPs,NA,NA,NA
2059,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.751389581047769,2.2983781888589405,SSPs,NA,NA,NA
2060,AIM/CGE,SSP1-Baseline,ASIA,43.57019705914695,3.7743733629363585,3.7743733629363585,2.2983781888589405,SSPs,NA,NA,NA
2061,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.793419523756147,1.9046160819788494,SSPs,NA,NA,NA
2062,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.8124656845759355,1.9046160819788494,SSPs,NA,NA,NA
2063,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.831511845395724,1.9046160819788494,SSPs,NA,NA,NA
2064,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.8505580062155125,1.9046160819788494,SSPs,NA,NA,NA
2065,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.869604167035301,1.9046160819788494,SSPs,NA,NA,NA
2066,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.8886503278550895,1.9046160819788494,SSPs,NA,NA,NA
2067,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.907696488674878,1.9046160819788494,SSPs,NA,NA,NA
2068,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.9267426494946664,1.9046160819788494,SSPs,NA,NA,NA
2069,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.945788810314455,1.9046160819788494,SSPs,NA,NA,NA
2070,AIM/CGE,SSP1-Baseline,ASIA,52.711569741253854,3.9648349711342434,3.9648349711342434,1.9046160819788494,SSPs,NA,NA,NA
2071,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.980941788461055,1.610681732681174,SSPs,NA,NA,NA
2072,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,3.9970486057878665,1.6106817326811296,SSPs,NA,NA,NA
2073,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.013155423114678,1.6106817326811296,SSPs,NA,NA,NA
2074,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.02926224044149,1.6106817326812184,SSPs,NA,NA,NA
2075,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.045369057768301,1.6106817326811296,SSPs,NA,NA,NA
2076,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.0614758750951125,1.6106817326811296,SSPs,NA,NA,NA
2077,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.077582692421924,1.6106817326811296,SSPs,NA,NA,NA
2078,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.093689509748735,1.6106817326811296,SSPs,NA,NA,NA
2079,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.109796327075547,1.6106817326812184,SSPs,NA,NA,NA
2080,AIM/CGE,SSP1-Baseline,ASIA,61.923710055428394,4.125903144402359,4.125903144402359,1.6106817326811296,SSPs,NA,NA,NA
2081,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.14070266785744,1.4799523455081065,SSPs,NA,NA,NA
2082,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.15550219131252,1.4799523455080177,SSPs,NA,NA,NA
2083,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.170301714767601,1.4799523455081065,SSPs,NA,NA,NA
2084,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.185101238222681,1.4799523455080177,SSPs,NA,NA,NA
2085,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.199900761677762,1.4799523455081065,SSPs,NA,NA,NA
2086,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.214700285132843,1.4799523455081065,SSPs,NA,NA,NA
2087,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.229499808587923,1.4799523455080177,SSPs,NA,NA,NA
2088,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.2442993320430045,1.4799523455081065,SSPs,NA,NA,NA
2089,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.259098855498085,1.4799523455080177,SSPs,NA,NA,NA
2090,AIM/CGE,SSP1-Baseline,ASIA,71.80099823508644,4.273898378953166,4.273898378953166,1.4799523455081065,SSPs,NA,NA,NA
2091,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.287792892029323,1.3894513076157189,SSPs,NA,NA,NA
2092,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.301687405105479,1.38945130761563,SSPs,NA,NA,NA
2093,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.3155819181816355,1.38945130761563,SSPs,NA,NA,NA
2094,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.329476431257793,1.3894513076157189,SSPs,NA,NA,NA
2095,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.34337094433395,1.3894513076157189,SSPs,NA,NA,NA
2096,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.357265457410106,1.38945130761563,SSPs,NA,NA,NA
2097,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.3711599704862625,1.38945130761563,SSPs,NA,NA,NA
2098,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.38505448356242,1.3894513076157189,SSPs,NA,NA,NA
2099,AIM/CGE,SSP1-Baseline,ASIA,NA,NA,4.398948996638577,1.3894513076157189,SSPs,NA,NA,NA
2100,AIM/CGE,SSP1-Baseline,ASIA,82.50373043520084,4.412843509714733,4.412843509714733,1.38945130761563,SSPs,NA,NA,NA
2005,AIM/CGE,SSP1-Baseline,LAM,8.0335756791702,2.083629718905029,2.083629718905029,NA,SSPs,NA,NA,NA
2006,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.107312093835087,2.368237493005809,SSPs,NA,NA,NA
2007,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.130994468765145,2.368237493005809,SSPs,NA,NA,NA
2008,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.1546768436952037,2.3682374930058536,SSPs,NA,NA,NA
2009,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.178359218625262,2.368237493005809,SSPs,NA,NA,NA
2010,AIM/CGE,SSP1-Baseline,LAM,9.043457730236156,2.20204159355532,2.20204159355532,2.368237493005809,SSPs,NA,NA,NA
2011,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.2307649900377933,2.872339648247335,SSPs,NA,NA,NA
2012,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.2594883865202666,2.872339648247335,SSPs,NA,NA,NA
2013,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.28821178300274,2.872339648247335,SSPs,NA,NA,NA
2014,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.3169351794852133,2.872339648247335,SSPs,NA,NA,NA
2015,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.3456585759676867,2.872339648247335,SSPs,NA,NA,NA
2016,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.37438197245016,2.872339648247335,SSPs,NA,NA,NA
2017,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.4031053689326334,2.872339648247335,SSPs,NA,NA,NA
2018,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.4318287654151067,2.872339648247335,SSPs,NA,NA,NA
2019,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.46055216189758,2.872339648247335,SSPs,NA,NA,NA
2020,AIM/CGE,SSP1-Baseline,LAM,12.052541594242557,2.4892755583800534,2.4892755583800534,2.872339648247335,SSPs,NA,NA,NA
2021,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.521137610863065,3.186205248301155,SSPs,NA,NA,NA
2022,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.5529996633460765,3.186205248301155,SSPs,NA,NA,NA
2023,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.584861715829088,3.186205248301155,SSPs,NA,NA,NA
2024,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.6167237683120996,3.186205248301155,SSPs,NA,NA,NA
2025,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.648585820795111,3.186205248301155,SSPs,NA,NA,NA
2026,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.6804478732781227,3.186205248301155,SSPs,NA,NA,NA
2027,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.7123099257611343,3.186205248301155,SSPs,NA,NA,NA
2028,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.744171978244146,3.186205248301155,SSPs,NA,NA,NA
2029,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.7760340307271574,3.186205248301155,SSPs,NA,NA,NA
2030,AIM/CGE,SSP1-Baseline,LAM,16.575009068818854,2.807896083210169,2.807896083210169,3.186205248301155,SSPs,NA,NA,NA
2031,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.840656331528017,3.2760248317848184,SSPs,NA,NA,NA
2032,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.8734165798458657,3.276024831784863,SSPs,NA,NA,NA
2033,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.906176828163714,3.2760248317848184,SSPs,NA,NA,NA
2034,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.938937076481562,3.2760248317848184,SSPs,NA,NA,NA
2035,AIM/CGE,SSP1-Baseline,LAM,NA,NA,2.9716973247994103,3.2760248317848184,SSPs,NA,NA,NA
2036,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.004457573117259,3.276024831784863,SSPs,NA,NA,NA
2037,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.037217821435107,3.2760248317848184,SSPs,NA,NA,NA
2038,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.0699780697529553,3.2760248317848184,SSPs,NA,NA,NA
2039,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.102738318070804,3.276024831784863,SSPs,NA,NA,NA
2040,AIM/CGE,SSP1-Baseline,LAM,23.00010006078621,3.135498566388652,3.135498566388652,3.2760248317848184,SSPs,NA,NA,NA
2041,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.1642007797287115,2.87022133400594,SSPs,NA,NA,NA
2042,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.1929029930687713,2.8702213340059846,SSPs,NA,NA,NA
2043,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.2216052064088307,2.87022133400594,SSPs,NA,NA,NA
2044,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.2503074197488906,2.8702213340059846,SSPs,NA,NA,NA
2045,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.27900963308895,2.87022133400594,SSPs,NA,NA,NA
2046,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.3077118464290094,2.87022133400594,SSPs,NA,NA,NA
2047,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.3364140597690692,2.8702213340059846,SSPs,NA,NA,NA
2048,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.3651162731091286,2.87022133400594,SSPs,NA,NA,NA
2049,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.3938184864491885,2.8702213340059846,SSPs,NA,NA,NA
2050,AIM/CGE,SSP1-Baseline,LAM,30.64656853862664,3.422520699789248,3.422520699789248,2.87022133400594,SSPs,NA,NA,NA
2051,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.4473256058435338,2.480490605428587,SSPs,NA,NA,NA
2052,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.47213051189782,2.4804906054286313,SSPs,NA,NA,NA
2053,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.496935417952106,2.480490605428587,SSPs,NA,NA,NA
2054,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.521740324006392,2.480490605428587,SSPs,NA,NA,NA
2055,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.546545230060678,2.4804906054286313,SSPs,NA,NA,NA
2056,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.571350136114964,2.480490605428587,SSPs,NA,NA,NA
2057,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.59615504216925,2.480490605428587,SSPs,NA,NA,NA
2058,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.6209599482235357,2.480490605428587,SSPs,NA,NA,NA
2059,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.645764854277822,2.4804906054286313,SSPs,NA,NA,NA
2060,AIM/CGE,SSP1-Baseline,LAM,39.27427641154451,3.670569760332108,3.670569760332108,2.480490605428587,SSPs,NA,NA,NA
2061,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.691863655137534,2.1293894805426206,SSPs,NA,NA,NA
2062,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.71315754994296,2.129389480542576,SSPs,NA,NA,NA
2063,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.734451444748386,2.1293894805426206,SSPs,NA,NA,NA
2064,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.755745339553812,2.129389480542576,SSPs,NA,NA,NA
2065,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.777039234359238,2.1293894805426206,SSPs,NA,NA,NA
2066,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.7983331291646643,2.1293894805426206,SSPs,NA,NA,NA
2067,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.81962702397009,2.129389480542576,SSPs,NA,NA,NA
2068,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.8409209187755162,2.1293894805426206,SSPs,NA,NA,NA
2069,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.862214813580942,2.129389480542576,SSPs,NA,NA,NA
2070,AIM/CGE,SSP1-Baseline,LAM,48.59441994588818,3.883508708386368,3.883508708386368,2.1293894805426206,SSPs,NA,NA,NA
2071,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.902168915598683,1.8660207212314983,SSPs,NA,NA,NA
2072,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.920829122810998,1.8660207212314983,SSPs,NA,NA,NA
2073,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.9394893300233127,1.866020721231454,SSPs,NA,NA,NA
2074,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.9581495372356277,1.8660207212314983,SSPs,NA,NA,NA
2075,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.9768097444479427,1.8660207212314983,SSPs,NA,NA,NA
2076,AIM/CGE,SSP1-Baseline,LAM,NA,NA,3.9954699516602576,1.8660207212314983,SSPs,NA,NA,NA
2077,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.014130158872573,1.8660207212314983,SSPs,NA,NA,NA
2078,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.032790366084887,1.866020721231454,SSPs,NA,NA,NA
2079,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.051450573297203,1.8660207212315427,SSPs,NA,NA,NA
2080,AIM/CGE,SSP1-Baseline,LAM,58.563449921372275,4.070110780509517,4.070110780509517,1.866020721231454,SSPs,NA,NA,NA
2081,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.087431375390268,1.7320594880750662,SSPs,NA,NA,NA
2082,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.104751970271019,1.732059488075155,SSPs,NA,NA,NA
2083,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.12207256515177,1.7320594880750662,SSPs,NA,NA,NA
2084,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.139393160032521,1.7320594880750662,SSPs,NA,NA,NA
2085,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.156713754913271,1.7320594880750662,SSPs,NA,NA,NA
2086,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.174034349794023,1.732059488075155,SSPs,NA,NA,NA
2087,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.1913549446747735,1.7320594880750662,SSPs,NA,NA,NA
2088,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.208675539555524,1.7320594880750662,SSPs,NA,NA,NA
2089,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.225996134436276,1.732059488075155,SSPs,NA,NA,NA
2090,AIM/CGE,SSP1-Baseline,LAM,69.6384410854512,4.243316729317026,4.243316729317026,1.7320594880750662,SSPs,NA,NA,NA
2091,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.25988705883638,1.6570329519353777,SSPs,NA,NA,NA
2092,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.276457388355734,1.6570329519353777,SSPs,NA,NA,NA
2093,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.293027717875088,1.6570329519353777,SSPs,NA,NA,NA
2094,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.3095980473944415,1.6570329519353777,SSPs,NA,NA,NA
2095,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.326168376913795,1.6570329519353777,SSPs,NA,NA,NA
2096,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.342738706433148,1.6570329519352889,SSPs,NA,NA,NA
2097,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.359309035952502,1.6570329519353777,SSPs,NA,NA,NA
2098,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.375879365471856,1.6570329519353777,SSPs,NA,NA,NA
2099,AIM/CGE,SSP1-Baseline,LAM,NA,NA,4.3924496949912095,1.6570329519353777,SSPs,NA,NA,NA
2100,AIM/CGE,SSP1-Baseline,LAM,82.18888093735758,4.409020024510563,4.409020024510563,1.6570329519353777,SSPs,NA,NA,NA
2005,AIM/CGE,SSP1-Baseline,MAF,3.5341357559170343,1.2624687873976803,1.2624687873976803,NA,SSPs,NA,NA,NA
2006,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.2919456680261352,2.9476880628454882,SSPs,NA,NA,NA
2007,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.3214225486545903,2.9476880628455104,SSPs,NA,NA,NA
2008,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.3508994292830452,2.9476880628454882,SSPs,NA,NA,NA
2009,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.3803763099115003,2.9476880628455104,SSPs,NA,NA,NA
2010,AIM/CGE,SSP1-Baseline,MAF,4.095354123207876,1.4098531905399552,1.4098531905399552,2.9476880628454882,SSPs,NA,NA,NA
2011,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.4370570944795296,2.720390393957439,SSPs,NA,NA,NA
2012,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.4642609984191042,2.7203903939574614,SSPs,NA,NA,NA
2013,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.4914649023586786,2.720390393957439,SSPs,NA,NA,NA
2014,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.518668806298253,2.720390393957439,SSPs,NA,NA,NA
2015,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.5458727102378274,2.720390393957439,SSPs,NA,NA,NA
2016,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.573076614177402,2.7203903939574614,SSPs,NA,NA,NA
2017,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.6002805181169764,2.720390393957439,SSPs,NA,NA,NA
2018,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.627484422056551,2.7203903939574614,SSPs,NA,NA,NA
2019,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.6546883259961254,2.720390393957439,SSPs,NA,NA,NA
2020,AIM/CGE,SSP1-Baseline,MAF,5.375718448591991,1.6818922299356998,1.6818922299356998,2.720390393957439,SSPs,NA,NA,NA
2021,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.7182057756362794,3.6313545700579652,SSPs,NA,NA,NA
2022,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.754519321336859,3.6313545700579652,SSPs,NA,NA,NA
2023,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.7908328670374387,3.6313545700579652,SSPs,NA,NA,NA
2024,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.8271464127380184,3.6313545700579652,SSPs,NA,NA,NA
2025,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.863459958438598,3.6313545700579652,SSPs,NA,NA,NA
2026,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.8997735041391777,3.6313545700579652,SSPs,NA,NA,NA
2027,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.9360870498397573,3.6313545700579652,SSPs,NA,NA,NA
2028,AIM/CGE,SSP1-Baseline,MAF,NA,NA,1.972400595540337,3.6313545700579652,SSPs,NA,NA,NA
2029,AIM/CGE,SSP1-Baseline,MAF,NA,NA,2.0087141412409166,3.6313545700579652,SSPs,NA,NA,NA
2030,AIM/CGE,SSP1-Baseline,MAF,7.729372537632621,2.0450276869414963,2.0450276869414963,3.6313545700579652,SSPs,NA,NA,NA
