year,MODEL,SCENARIO,REGION,pcgdpppp,lnpcgdpppp,inlnpcgdp,pcgdpgrowth,database,pcgdpmer,pcgdpgrowthppp,pcgdpgrowthmer
2024,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.7233176741688843,1.9079235602317501,SSPs,NA,NA,NA
2025,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.7423969097712018,1.9079235602317501,SSPs,NA,NA,NA
2026,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.761476145373519,1.907923560231728,SSPs,NA,NA,NA
2027,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.7805553809758365,1.9079235602317501,SSPs,NA,NA,NA
2028,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.799634616578154,1.9079235602317501,SSPs,NA,NA,NA
2029,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.8187138521804715,1.9079235602317501,SSPs,NA,NA,NA
2030,AIM/CGE,SSP3-Baseline,MAF,6.282657676062268,1.837793087782789,1.837793087782789,1.9079235602317501,SSPs,NA,NA,NA
2031,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.8506094104597974,1.2816322677008385,SSPs,NA,NA,NA
2032,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.8634257331368058,1.2816322677008385,SSPs,NA,NA,NA
2033,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.8762420558138142,1.2816322677008385,SSPs,NA,NA,NA
2034,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.8890583784908226,1.2816322677008385,SSPs,NA,NA,NA
2035,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.901874701167831,1.2816322677008385,SSPs,NA,NA,NA
2036,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.9146910238448394,1.2816322677008385,SSPs,NA,NA,NA
2037,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.9275073465218477,1.2816322677008385,SSPs,NA,NA,NA
2038,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.9403236691988561,1.2816322677008385,SSPs,NA,NA,NA
2039,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.9531399918758645,1.2816322677008385,SSPs,NA,NA,NA
2040,AIM/CGE,SSP3-Baseline,MAF,7.141739074514797,1.965956314552873,1.965956314552873,1.2816322677008385,SSPs,NA,NA,NA
2041,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.9750054918889262,0.904917733605326,SSPs,NA,NA,NA
2042,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.9840546692249796,0.9049177336053482,SSPs,NA,NA,NA
2043,AIM/CGE,SSP3-Baseline,MAF,NA,NA,1.993103846561033,0.904917733605326,SSPs,NA,NA,NA
2044,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.0021530238970864,0.9049177336053482,SSPs,NA,NA,NA
2045,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.0112022012331394,0.9049177336053038,SSPs,NA,NA,NA
2046,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.020251378569193,0.9049177336053482,SSPs,NA,NA,NA
2047,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.0293005559052464,0.9049177336053482,SSPs,NA,NA,NA
2048,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.0383497332413,0.9049177336053482,SSPs,NA,NA,NA
2049,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.047398910577353,0.9049177336053038,SSPs,NA,NA,NA
2050,AIM/CGE,SSP3-Baseline,MAF,7.81815104946156,2.0564480879134064,2.0564480879134064,0.9049177336053482,SSPs,NA,NA,NA
2051,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.065795145662064,0.9347057748657406,SSPs,NA,NA,NA
2052,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.075142203410721,0.9347057748657406,SSPs,NA,NA,NA
2053,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.084489261159378,0.9347057748656962,SSPs,NA,NA,NA
2054,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.0938363189080356,0.9347057748657406,SSPs,NA,NA,NA
2055,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.103183376656693,0.9347057748657406,SSPs,NA,NA,NA
2056,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.1125304344053504,0.9347057748657406,SSPs,NA,NA,NA
2057,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.121877492154008,0.9347057748657406,SSPs,NA,NA,NA
2058,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.1312245499026647,0.9347057748656962,SSPs,NA,NA,NA
2059,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.140571607651322,0.9347057748657406,SSPs,NA,NA,NA
2060,AIM/CGE,SSP3-Baseline,MAF,8.584160179548936,2.1499186653999796,2.1499186653999796,0.9347057748657406,SSPs,NA,NA,NA
2061,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.16171447409818,1.1795808698200627,SSPs,NA,NA,NA
2062,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.173510282796381,1.1795808698200627,SSPs,NA,NA,NA
2063,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.1853060914945814,1.1795808698200627,SSPs,NA,NA,NA
2064,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.197101900192782,1.1795808698200627,SSPs,NA,NA,NA
2065,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.2088977088909827,1.1795808698200627,SSPs,NA,NA,NA
2066,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.220693517589183,1.1795808698200183,SSPs,NA,NA,NA
2067,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.2324893262873835,1.1795808698200627,SSPs,NA,NA,NA
2068,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.244285134985584,1.1795808698200627,SSPs,NA,NA,NA
2069,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.2560809436837848,1.1795808698200627,SSPs,NA,NA,NA
2070,AIM/CGE,SSP3-Baseline,MAF,9.658870852159648,2.2678767523819854,2.2678767523819854,1.1795808698200627,SSPs,NA,NA,NA
2071,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.281104124817478,1.3227372435492768,SSPs,NA,NA,NA
2072,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.2943314972529705,1.3227372435492324,SSPs,NA,NA,NA
2073,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.307558869688463,1.3227372435492324,SSPs,NA,NA,NA
2074,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.3207862421239556,1.3227372435492768,SSPs,NA,NA,NA
2075,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.3340136145594483,1.3227372435492768,SSPs,NA,NA,NA
2076,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.3472409869949407,1.3227372435492324,SSPs,NA,NA,NA
2077,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.360468359430433,1.3227372435492324,SSPs,NA,NA,NA
2078,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.3736957318659258,1.3227372435492768,SSPs,NA,NA,NA
2079,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.3869231043014185,1.3227372435492768,SSPs,NA,NA,NA
2080,AIM/CGE,SSP3-Baseline,MAF,11.024835237060271,2.400150476736911,2.400150476736911,1.3227372435492324,SSPs,NA,NA,NA
2081,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.413807093888011,1.3656617151100114,SSPs,NA,NA,NA
2082,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.427463711039111,1.3656617151100114,SSPs,NA,NA,NA
2083,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.441120328190211,1.3656617151100114,SSPs,NA,NA,NA
2084,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.4547769453413113,1.3656617151100114,SSPs,NA,NA,NA
2085,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.4684335624924114,1.3656617151100114,SSPs,NA,NA,NA
2086,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.4820901796435115,1.3656617151100114,SSPs,NA,NA,NA
2087,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.4957467967946116,1.3656617151100114,SSPs,NA,NA,NA
2088,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.5094034139457118,1.3656617151100114,SSPs,NA,NA,NA
2089,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.523060031096812,1.3656617151100114,SSPs,NA,NA,NA
2090,AIM/CGE,SSP3-Baseline,MAF,12.638107422150384,2.536716648247912,2.536716648247912,1.3656617151100114,SSPs,NA,NA,NA
2091,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.5504152573654792,1.3698609117567262,SSPs,NA,NA,NA
2092,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.564113866483047,1.3698609117567706,SSPs,NA,NA,NA
2093,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.577812475600614,1.3698609117567262,SSPs,NA,NA,NA
2094,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.5915110847181815,1.3698609117567262,SSPs,NA,NA,NA
2095,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.605209693835749,1.3698609117567706,SSPs,NA,NA,NA
2096,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.6189083029533164,1.3698609117567262,SSPs,NA,NA,NA
2097,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.6326069120708837,1.3698609117567262,SSPs,NA,NA,NA
2098,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.646305521188451,1.3698609117567262,SSPs,NA,NA,NA
2099,AIM/CGE,SSP3-Baseline,MAF,NA,NA,2.6600041303060187,1.3698609117567706,SSPs,NA,NA,NA
2100,AIM/CGE,SSP3-Baseline,MAF,14.493535746302133,2.673702739423586,2.673702739423586,1.3698609117567262,SSPs,NA,NA,NA
2005,AIM/CGE,SSP3-Baseline,OECD90,29.21414407819009,3.3746529782364783,3.3746529782364783,NA,SSPs,NA,NA,NA
2006,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.3786299932885835,0.3977015052105237,SSPs,NA,NA,NA
2007,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.382607008340689,0.39770150521056813,SSPs,NA,NA,NA
2008,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.3865840233927944,0.3977015052105237,SSPs,NA,NA,NA
2009,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.3905610384449,0.39770150521056813,SSPs,NA,NA,NA
2010,AIM/CGE,SSP3-Baseline,OECD90,29.800883880680146,3.3945380534970053,3.3945380534970053,0.3977015052105237,SSPs,NA,NA,NA
2011,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.4109904833302416,1.6452429833236248,SSPs,NA,NA,NA
2012,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.427442913163478,1.6452429833236248,SSPs,NA,NA,NA
2013,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.4438953429967136,1.6452429833235804,SSPs,NA,NA,NA
2014,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.46034777282995,1.6452429833236248,SSPs,NA,NA,NA
2015,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.476800202663186,1.6452429833236248,SSPs,NA,NA,NA
2016,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.4932526324964224,1.6452429833236248,SSPs,NA,NA,NA
2017,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.5097050623296586,1.6452429833236248,SSPs,NA,NA,NA
2018,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.5261574921628944,1.6452429833235804,SSPs,NA,NA,NA
2019,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.5426099219961307,1.6452429833236248,SSPs,NA,NA,NA
2020,AIM/CGE,SSP3-Baseline,OECD90,35.13024189026157,3.559062351829367,3.559062351829367,1.6452429833236248,SSPs,NA,NA,NA
2021,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.5717399544595865,1.2677602630219553,SSPs,NA,NA,NA
2022,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.5844175570898065,1.2677602630219997,SSPs,NA,NA,NA
2023,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.597095159720026,1.2677602630219553,SSPs,NA,NA,NA
2024,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.6097727623502456,1.2677602630219553,SSPs,NA,NA,NA
2025,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.622450364980465,1.2677602630219553,SSPs,NA,NA,NA
2026,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.635127967610685,1.2677602630219997,SSPs,NA,NA,NA
2027,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.6478055702409047,1.2677602630219553,SSPs,NA,NA,NA
2028,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.6604831728711242,1.2677602630219553,SSPs,NA,NA,NA
2029,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.6731607755013442,1.2677602630219997,SSPs,NA,NA,NA
2030,AIM/CGE,SSP3-Baseline,OECD90,39.8785417362148,3.685838378131564,3.685838378131564,1.2677602630219553,SSPs,NA,NA,NA
2031,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.694984503345651,0.9146125214087419,SSPs,NA,NA,NA
2032,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.704130628559738,0.9146125214086975,SSPs,NA,NA,NA
2033,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.713276753773825,0.9146125214086975,SSPs,NA,NA,NA
2034,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.7224228789879126,0.9146125214087419,SSPs,NA,NA,NA
2035,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.731569004202,0.9146125214087419,SSPs,NA,NA,NA
2036,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.740715129416087,0.9146125214086975,SSPs,NA,NA,NA
2037,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.749861254630174,0.9146125214086975,SSPs,NA,NA,NA
2038,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.7590073798442614,0.9146125214087419,SSPs,NA,NA,NA
2039,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.768153505058349,0.9146125214087419,SSPs,NA,NA,NA
2040,AIM/CGE,SSP3-Baseline,OECD90,43.6978818324041,3.7772996302724358,3.7772996302724358,0.9146125214086975,SSPs,NA,NA,NA
2041,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.7845763143930595,0.7276684120623766,SSPs,NA,NA,NA
2042,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.7918529985136833,0.7276684120623766,SSPs,NA,NA,NA
2043,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.799129682634307,0.7276684120623766,SSPs,NA,NA,NA
2044,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.806406366754931,0.7276684120623766,SSPs,NA,NA,NA
2045,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.8136830508755546,0.7276684120623766,SSPs,NA,NA,NA
2046,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.820959734996179,0.727668412062421,SSPs,NA,NA,NA
2047,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.8282364191168026,0.7276684120623766,SSPs,NA,NA,NA
2048,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.8355131032374263,0.7276684120623766,SSPs,NA,NA,NA
2049,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.84278978735805,0.7276684120623766,SSPs,NA,NA,NA
2050,AIM/CGE,SSP3-Baseline,OECD90,46.99618703380043,3.850066471478674,3.850066471478674,0.7276684120623766,SSPs,NA,NA,NA
2051,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.8564807927768445,0.6414321298170655,SSPs,NA,NA,NA
2052,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.862895114075015,0.6414321298170655,SSPs,NA,NA,NA
2053,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.869309435373186,0.6414321298170655,SSPs,NA,NA,NA
2054,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.8757237566713565,0.6414321298170655,SSPs,NA,NA,NA
2055,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.882138077969527,0.6414321298170655,SSPs,NA,NA,NA
2056,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.888552399267698,0.6414321298170655,SSPs,NA,NA,NA
2057,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.8949667205658685,0.6414321298170655,SSPs,NA,NA,NA
2058,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.901381041864039,0.6414321298170655,SSPs,NA,NA,NA
2059,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.9077953631622098,0.6414321298170655,SSPs,NA,NA,NA
2060,AIM/CGE,SSP3-Baseline,OECD90,50.109453577920355,3.9142096844603804,3.9142096844603804,0.6414321298170655,SSPs,NA,NA,NA
2061,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.920415174142153,0.620548968177248,SSPs,NA,NA,NA
2062,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.926620663823925,0.6205489681772036,SSPs,NA,NA,NA
2063,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.9328261535056974,0.620548968177248,SSPs,NA,NA,NA
2064,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.9390316431874695,0.6205489681772036,SSPs,NA,NA,NA
2065,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.945237132869242,0.620548968177248,SSPs,NA,NA,NA
2066,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.9514426225510144,0.620548968177248,SSPs,NA,NA,NA
2067,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.9576481122327865,0.6205489681772036,SSPs,NA,NA,NA
2068,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.963853601914559,0.620548968177248,SSPs,NA,NA,NA
2069,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.970059091596331,0.6205489681772036,SSPs,NA,NA,NA
2070,AIM/CGE,SSP3-Baseline,OECD90,53.317498602467985,3.9762645812781034,3.9762645812781034,0.620548968177248,SSPs,NA,NA,NA
2071,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.980842919440917,0.4578338162813722,SSPs,NA,NA,NA
2072,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.985421257603731,0.4578338162813722,SSPs,NA,NA,NA
2073,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.989999595766544,0.4578338162813278,SSPs,NA,NA,NA
2074,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.994577933929358,0.4578338162813722,SSPs,NA,NA,NA
2075,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,3.9991562720921716,0.4578338162813722,SSPs,NA,NA,NA
2076,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.003734610254985,0.4578338162813278,SSPs,NA,NA,NA
2077,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.008312948417799,0.4578338162813722,SSPs,NA,NA,NA
2078,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.012891286580612,0.4578338162813722,SSPs,NA,NA,NA
2079,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.017469624743426,0.4578338162813722,SSPs,NA,NA,NA
2080,AIM/CGE,SSP3-Baseline,OECD90,55.81529651460075,4.02204796290624,4.02204796290624,0.4578338162813722,SSPs,NA,NA,NA
2081,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.026023814202098,0.39758512958583125,SSPs,NA,NA,NA
2082,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.029999665497956,0.39758512958583125,SSPs,NA,NA,NA
2083,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.033975516793814,0.39758512958574244,SSPs,NA,NA,NA
2084,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.037951368089672,0.39758512958583125,SSPs,NA,NA,NA
2085,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.0419272193855305,0.39758512958583125,SSPs,NA,NA,NA
2086,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.045903070681389,0.39758512958583125,SSPs,NA,NA,NA
2087,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.049878921977247,0.39758512958583125,SSPs,NA,NA,NA
2088,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.0538547732731045,0.39758512958574244,SSPs,NA,NA,NA
2089,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.057830624568963,0.39758512958583125,SSPs,NA,NA,NA
2090,AIM/CGE,SSP3-Baseline,OECD90,58.079134925070626,4.061806475864821,4.061806475864821,0.39758512958583125,SSPs,NA,NA,NA
2091,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.065823590032807,0.4017114167985447,SSPs,NA,NA,NA
2092,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.069840704200793,0.40171141679863354,SSPs,NA,NA,NA
2093,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.073857818368778,0.4017114167985447,SSPs,NA,NA,NA
2094,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.077874932536765,0.40171141679863354,SSPs,NA,NA,NA
2095,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.08189204670475,0.4017114167985447,SSPs,NA,NA,NA
2096,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.085909160872736,0.4017114167985447,SSPs,NA,NA,NA
2097,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.089926275040722,0.40171141679863354,SSPs,NA,NA,NA
2098,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.093943389208707,0.4017114167985447,SSPs,NA,NA,NA
2099,AIM/CGE,SSP3-Baseline,OECD90,NA,NA,4.097960503376694,0.40171141679863354,SSPs,NA,NA,NA
2100,AIM/CGE,SSP3-Baseline,OECD90,60.45973568114874,4.101977617544679,4.101977617544679,0.4017114167985447,SSPs,NA,NA,NA
2005,AIM/CGE,SSP3-Baseline,REF,7.857892638039018,2.061518458283835,2.061518458283835,NA,SSPs,NA,NA,NA
2006,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.095828496246988,3.431003796315313,SSPs,NA,NA,NA
2007,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.130138534210141,3.431003796315313,SSPs,NA,NA,NA
2008,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.1644485721732947,3.4310037963153572,SSPs,NA,NA,NA
2009,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.198758610136448,3.431003796315313,SSPs,NA,NA,NA
2010,AIM/CGE,SSP3-Baseline,REF,9.32844792724269,2.233068648099601,2.233068648099601,3.431003796315313,SSPs,NA,NA,NA
2011,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.2712192033226253,3.815055522302435,SSPs,NA,NA,NA
2012,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.3093697585456496,3.815055522302435,SSPs,NA,NA,NA
2013,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.3475203137686744,3.8150555223024796,SSPs,NA,NA,NA
2014,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.385670868991699,3.815055522302435,SSPs,NA,NA,NA
2015,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.423821424214723,3.815055522302435,SSPs,NA,NA,NA
2016,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.4619719794377475,3.815055522302435,SSPs,NA,NA,NA
2017,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.500122534660772,3.815055522302435,SSPs,NA,NA,NA
2018,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.5382730898837966,3.8150555223024796,SSPs,NA,NA,NA
2019,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.576423645106821,3.815055522302435,SSPs,NA,NA,NA
2020,AIM/CGE,SSP3-Baseline,REF,13.661398120462097,2.6145742003298453,2.6145742003298453,3.815055522302435,SSPs,NA,NA,NA
2021,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.6433290003989187,2.8754800069073383,SSPs,NA,NA,NA
2022,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.672083800467992,2.8754800069073383,SSPs,NA,NA,NA
2023,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.7008386005370655,2.8754800069073383,SSPs,NA,NA,NA
2024,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.729593400606139,2.8754800069073383,SSPs,NA,NA,NA
2025,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.7583482006752122,2.8754800069073383,SSPs,NA,NA,NA
2026,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.787103000744286,2.8754800069073827,SSPs,NA,NA,NA
2027,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.8158578008133595,2.8754800069073383,SSPs,NA,NA,NA
2028,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.844612600882433,2.8754800069073383,SSPs,NA,NA,NA
2029,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.8733674009515062,2.8754800069073383,SSPs,NA,NA,NA
2030,AIM/CGE,SSP3-Baseline,REF,18.21275551404757,2.9021222010205796,2.9021222010205796,2.8754800069073383,SSPs,NA,NA,NA
2031,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.920724365232401,1.8602164211821481,SSPs,NA,NA,NA
2032,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.939326529444223,1.8602164211821925,SSPs,NA,NA,NA
2033,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.9579286936560445,1.8602164211821481,SSPs,NA,NA,NA
2034,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.976530857867866,1.8602164211821481,SSPs,NA,NA,NA
2035,AIM/CGE,SSP3-Baseline,REF,NA,NA,2.9951330220796875,1.8602164211821481,SSPs,NA,NA,NA
2036,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.0137351862915094,1.8602164211821925,SSPs,NA,NA,NA
2037,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.032337350503331,1.8602164211821481,SSPs,NA,NA,NA
2038,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.0509395147151523,1.8602164211821481,SSPs,NA,NA,NA
2039,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.0695416789269743,1.8602164211821925,SSPs,NA,NA,NA
2040,AIM/CGE,SSP3-Baseline,REF,21.936322907290652,3.0881438431387958,3.0881438431387958,1.8602164211821481,SSPs,NA,NA,NA
2041,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.0954912875521376,0.7347444413341897,SSPs,NA,NA,NA
2042,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.10283873196548,0.7347444413342341,SSPs,NA,NA,NA
2043,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.1101861763788223,0.7347444413342341,SSPs,NA,NA,NA
2044,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.1175336207921642,0.7347444413341897,SSPs,NA,NA,NA
2045,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.124881065205506,0.7347444413341897,SSPs,NA,NA,NA
2046,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.1322285096188485,0.7347444413342341,SSPs,NA,NA,NA
2047,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.139575954032191,0.7347444413342341,SSPs,NA,NA,NA
2048,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.1469233984455327,0.7347444413341897,SSPs,NA,NA,NA
2049,AIM/CGE,SSP3-Baseline,REF,NA,NA,3.1542708428588746,0.7347444413341897,SSPs,NA,NA,NA
